50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,933d1cf7-eb95-48c9-b03b-f3befd4c6631,1,,,,3879658,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7bdd1c1b-40c2-4912-912b-ed36a28726c4,2,,,,3879658,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 19846, 'name': 'Antonio Di Natale'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 7805, 'name': 'Stipe Perica'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,03277f79-4231-4738-ac6d-88bb5d9dda46,3,,,,3879658,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['884cbc10-a0f5-4c44-8109-0c363b3b6b5c'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,884cbc10-a0f5-4c44-8109-0c363b3b6b5c,4,,,,3879658,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['03277f79-4231-4738-ac6d-88bb5d9dda46'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,65f5146e-7be9-4ab1-91e9-447576a8befd,1606,,,,3879658,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Udinese,230,['081af018-285c-4aab-8707-b4e4cff71b1a'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,081af018-285c-4aab-8707-b4e4cff71b1a,1607,,,,3879658,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Udinese,230,['65f5146e-7be9-4ab1-91e9-447576a8befd'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.488738,,,,,,,,,,,,,,5c8bf992-c4e0-49fc-9313-918f8d2da6b3,5,,,"[61.0, 40.1]",3879658,0,,True,,,2.3996453,,Right Foot,,,"[59.8, 41.2]",,Ground Pass,,1.627882,,,,Stipe Perica,7805.0,,,,,Kick Off,1,From Kick Off,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,2,Udinese,230,['7d168b3f-b165-42d5-9903-f8683ba8e078'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.443,Pass,
,,,,,,,,,,,,,,,,,,1.608876,,,,,,,,,,,,,,88c32340-a2bf-4bc9-b181-229b38165173,7,,,"[59.9, 41.4]",3879658,0,,True,,,2.725154,,Right Foot,,,"[39.1, 50.6]",,Ground Pass,,22.74379,,,,Danilo Larangeira,7799.0,,,,,,1,From Kick Off,Stipe Perica,7805.0,Left Center Forward,2,Udinese,230,['73193cda-ee34-430b-aa49-26edaad06573'],0,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.816,Pass,
,,,,,,,,,,,,,,,,,,3.312785,,,,,,,,,,,,,,5c34ba9b-13c0-422a-be59-0aa066b0e98f,9,,,"[40.7, 51.6]",3879658,0,,,,,0.19473901,,Right Foot,,,"[91.4, 61.6]",,High Pass,,51.676785,,Incomplete,,Stipe Perica,7805.0,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,"['8388b9bd-02d1-4d12-904e-1e9450763ca9', 'ec47f51a-6c93-460e-8737-e86508ec111e']",4,,,,,,,,,,,,,,,,,Udinese,230,00:00:04.016,Pass,
,,,,,,,,,,,,,,,,,,0.928767,,,,,,,,,,,,,,ec47f51a-6c93-460e-8737-e86508ec111e,12,,,"[28.7, 18.5]",3879658,0,,,,True,-0.940993,,,,,"[33.0, 12.6]",,Low Pass,,7.300685,,,,Daniele Baselli,7465.0,,,,,Recovery,1,From Kick Off,Emiliano Moretti,7476.0,Left Center Back,2,Udinese,230,"['47c47ac9-4f2e-49e1-887b-154ae6d77c55', '5c34ba9b-13c0-422a-be59-0aa066b0e98f', '7d33d03b-be52-48b8-8397-18ab360f89aa']",7,,,,,,,,,,,,,,,,,Torino,241,00:00:07.328,Pass,True
