50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b24d7945-24d2-470e-b87a-91d7ddfed2b7,1,,,3879866,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e6b8006-97c4-4e29-866b-34b984179faf,2,,,3879866,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 31}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 83}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b06aef11-74f1-46cf-960e-9ebc97d1ea82,3,,,3879866,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['25d03693-fa27-42e5-a808-2cb81a82209d'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25d03693-fa27-42e5-a808-2cb81a82209d,4,,,3879866,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['b06aef11-74f1-46cf-960e-9ebc97d1ea82'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b31ebc89-a820-41c1-af60-ecf54c57ad45,1939,,,3879866,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Chievo,231,['c51ceedd-19af-42de-90f9-91c2b8c9c9aa'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c51ceedd-19af-42de-90f9-91c2b8c9c9aa,1940,,,3879866,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Chievo,231,['b31ebc89-a820-41c1-af60-ecf54c57ad45'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.265913,,,,,,,,,,,,,53c8f07f-ef21-45e0-8946-620e4bb7a74f,5,,"[61.0, 40.1]",3879866,0,,True,,,0.39479113,,Right Foot,,,"[62.2, 40.6]",,Ground Pass,1.3,,,,Diego Perotti,7456.0,,,,,Kick Off,1,From Kick Off,Miralem Pjanić,6947.0,Right Center Midfield,2,AS Roma,229,['8887f4d2-724d-4e8e-88ac-5ddf5aad9023'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.498,Pass,
,,,,,,,,,,,,,,,,0.594807,,,,,,,,,,,,,afc626f1-0f3c-487e-9e6d-dd7f918e2c42,7,,"[65.3, 40.8]",3879866,0,,,,,3.0035865,,Right Foot,,,"[61.7, 41.3]",,Ground Pass,3.6345563,,,,Miralem Pjanić,6947.0,,,,,,1,From Kick Off,Diego Perotti,7456.0,Center Forward,2,AS Roma,229,['eff50b7e-0d6b-4df8-b5d3-6b9e421aedfc'],1,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.272,Pass,
,,,,,,,,,,,,,,,,1.179282,,,,,,,,,,,,,24e9638c-8217-48c1-8684-d67ae1c2ff1e,10,,"[56.9, 52.5]",3879866,0,,,,,1.1695676,,Right Foot,,,"[65.3, 72.3]",,Ground Pass,21.508139,,,,Alessandro Florenzi,6964.0,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Center Midfield,2,AS Roma,229,['d1aecb6e-3b74-4bab-b3f7-704ec3953928'],4,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:04.513,Pass,
,,,,,,,,,,,,,,,,1.408858,,,,,,,,,,,,,a60eaef8-5b95-4493-8e29-425ebba14ef4,13,,"[66.0, 72.5]",3879866,0,,,,,0.1544487,,Right Foot,,,"[82.7, 75.1]",,Low Pass,16.901184,,,,Mohamed Salah,3531.0,,,,,,1,From Kick Off,Alessandro Florenzi,6964.0,Right Back,2,AS Roma,229,['6d800e4f-1f38-490e-a625-db2a78fa9051'],5,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:05.840,Pass,
