50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c31bf256-a4ac-4e3b-b7a9-11a19bd2ce91,1,,,,3879656,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a44ed594-5648-4e21-9169-531889e1349a,2,,,,3879656,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c16db960-ae1f-42c9-b061-0cc7a67e5b30,3,,,,3879656,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['3d7e5cd6-379c-47ff-a196-0c7f7b9e4e42'],0,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3d7e5cd6-379c-47ff-a196-0c7f7b9e4e42,4,,,,3879656,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bologna,240,['c16db960-ae1f-42c9-b061-0cc7a67e5b30'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,70e99150-71f2-41f8-8621-73c200e1059b,1582,,,,3879656,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,98,Empoli,290,['701c1dec-3361-4cfe-9f07-f33499d4fc48'],0,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,701c1dec-3361-4cfe-9f07-f33499d4fc48,1583,,,,3879656,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,98,Empoli,290,['70e99150-71f2-41f8-8621-73c200e1059b'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.16806,,,,,,,,,,,,,,,4691cc2c-eed8-4b1c-97e2-6fddaa1c20ca,5,,,"[61.0, 40.1]",3879656,0,,,,,-3.126995,,Right Foot,,"[47.3, 39.9]",,Ground Pass,,13.70146,,,Lorenzo Tonelli,7160.0,,,,,,Kick Off,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['1d81b274-61f8-491c-b9ad-93f1f6bde2c5'],0,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.904,Pass,
,,,,,,,,,,,,,,,,,,,0.441846,,,,,,,,,,,,,,,e7a29b29-4dfb-4953-b8a4-2811e17b9d8e,8,,,"[47.0, 39.9]",3879656,0,,,,,-1.3460852,,Left Foot,,"[47.8, 36.4]",,Ground Pass,,3.5902646,,,Andrea Costa,8664.0,,,,,,,1,From Kick Off,Lorenzo Tonelli,7160.0,Right Center Back,2,Empoli,290,['f93859a4-d33f-4c95-8a95-c7ea5cb7ccb5'],2,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.152,Pass,
,,,,,,,,,,,,,,,,,,,2.578646,,,,,,,,,,,,,,,6bb3f12b-47f3-4c64-a14f-900827285a18,11,,,"[47.8, 36.4]",3879656,0,,,,,0.51072526,,Right Foot,,"[99.2, 65.2]",,High Pass,,58.918587,Incomplete,,Manuel Pucciarelli,7054.0,,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,"['713b7376-39e7-4574-ad26-8fc3025ffea5', 'dad3b3fe-4afa-4bd7-858e-3658cee16195']",2,,,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.674,Pass,
,,,,,,,,,,,,,,,,,,,3.439978,,,,,,,,,,,,,,,713b7376-39e7-4574-ad26-8fc3025ffea5,13,,,"[20.9, 14.9]",3879656,0,,,,,-0.72219133,,Head,,"[37.7, 0.1]",,High Pass,,22.389282,Out,,Franco Brienza,45591.0,,,,,,Recovery,1,From Kick Off,Daniele Gastaldello,30745.0,Left Center Back,2,Empoli,290,"['1fb132b0-8824-45d0-977b-a897d50a3033', '6bb3f12b-47f3-4c64-a14f-900827285a18']",5,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:05.253,Pass,
