50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1a1b1196-2496-4b83-b96c-19344eb9cd61,1,,,3879708,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 45590, 'name': 'Nicolò Cherubin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 24}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a504e4c2-b158-45e9-a8df-5e42aa923bea,2,,,3879708,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 10033, 'name': 'Luca Antei'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 387420, 'name': 'Alessandro Longhi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 92}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,38555bea-0c67-4ede-a46d-5f94b7507b48,3,,,3879708,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['28c9d0f9-0f8e-49ee-978a-cab3185ba065'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,28c9d0f9-0f8e-49ee-978a-cab3185ba065,4,,,3879708,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['38555bea-0c67-4ede-a46d-5f94b7507b48'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a08465b9-0bdb-4e2d-b414-258cac49b8c7,1759,,,3879708,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Atalanta,228,['d4f447cd-66d7-46bd-9aa7-a2c76d4e8e84'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d4f447cd-66d7-46bd-9aa7-a2c76d4e8e84,1760,,,3879708,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Atalanta,228,['a08465b9-0bdb-4e2d-b414-258cac49b8c7'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.471448,,,,,,,,,,,,,,,4d46f6ec-a34f-4136-8532-6fec93b25b79,5,,"[60.0, 40.0]",3879708,0,,,,,1.815775,,Right Foot,,,,"[59.9, 40.4]",Ground Pass,,0.41231057,,,,,Germán Gustavo Denis,49439.0,,,,,Kick Off,1,From Kick Off,Alejandro Darío Gómez,7006.0,Left Center Forward,2,Atalanta,228,['16050417-0fbb-4a37-a23d-aabe9edb390f'],1,,,,,,,,,,,,,,,,Atalanta,228,00:00:01.716,Pass,
,,,,,,,,,,,,,,,,,,,1.27013,,,,,,,,,,,,,,,c5de2944-49c7-4446-a085-a49f8715d488,7,,"[60.2, 40.3]",3879708,0,,,,,-2.9488919,,Right Foot,,,,"[43.8, 37.1]",Ground Pass,,16.709278,,,,,Marten de Roon,6994.0,,,,,,1,From Kick Off,Germán Gustavo Denis,49439.0,Right Center Forward,2,Atalanta,228,['39406640-ac36-4649-9283-e7c2196c2517'],2,,,,,,,,,,,,,,,,Atalanta,228,00:00:02.188,Pass,
,,,,,,,,,,,,,,,,,,,1.651804,,,,,,,,,,,,,,,50dab012-7882-4847-9b47-afdb62108c7e,10,,"[44.1, 37.3]",3879708,0,,,,,-2.1973703,,Right Foot,,,,"[34.4, 23.9]",Ground Pass,,16.54237,,,,,Nicolò Cherubin,45590.0,,,,,,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,['5be91531-9f42-4106-80c0-d966c6003fb7'],3,,,,,,,,,,,,,,,,Atalanta,228,00:00:03.795,Pass,
,,,,,,,,,,,,,,,,,,,1.553231,,,,,,,,,,,,,,,89cdc410-e447-4423-a2dc-bc43122c81eb,13,,"[34.2, 19.3]",3879708,0,,,,,-1.1602389,,Left Foot,,,,"[41.6, 2.3]",Ground Pass,,18.540766,,,,,Boukary Dramé,11722.0,,,,,,1,From Kick Off,Nicolò Cherubin,45590.0,Left Center Back,2,Atalanta,228,['f3c7dc60-ce7e-46d0-81dd-2fb784d9bfe9'],6,,,,,,,,,,,,,,,,Atalanta,228,00:00:06.054,Pass,
