bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,22af0a32-5fe4-41bf-bb62-5ed5b295eee5,1,,,,3879720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 87}, {'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a5d9656b-67b4-4183-aa3a-0a61479e97c1,2,,,,3879720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7027, 'name': 'Christian Maggio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bd8f259f-fad8-43f8-b812-654b0c42f0bd,3,,,,3879720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['9f013de4-8425-436d-b7ad-73ee4b1a862e'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9f013de4-8425-436d-b7ad-73ee4b1a862e,4,,,,3879720,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['bd8f259f-fad8-43f8-b812-654b0c42f0bd'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bfc9c4a1-d9fc-4b48-bd66-5479781c2577,2088,,,,3879720,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Napoli,227,['75a739b8-70d7-43ab-84ff-6c255a542e4b'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,75a739b8-70d7-43ab-84ff-6c255a542e4b,2089,,,,3879720,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Napoli,227,['bfc9c4a1-d9fc-4b48-bd66-5479781c2577'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.016396,,,,,,,,,,,5db201b5-d17d-49c6-833b-f0c94e9e61a3,5,,,"[61.0, 40.1]",3879720,0,,,,2.826835,,Right Foot,,,"[48.1, 44.3]",,Ground Pass,,13.566503,,,,,Raúl Albiol i Tortajada,7030.0,,,,,Kick Off,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['32833539-7496-486e-97f6-31950fad50df'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.793,Pass,
,,,,,,,,,,,,,,,,,0.891168,,,,,,,,,,,63fdcf0e-8060-4a88-9c7b-32c56480b240,8,,,"[46.7, 43.2]",3879720,0,,,,-1.4254863,,Left Foot,,,"[47.3, 39.1]",,Ground Pass,,4.14367,,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['6ba1b152-ec74-4865-87bb-e71d7078ad6a'],1,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.849,Pass,
,,,,,,,,,,,,,,,,,3.063854,,,,,,,,,,,566413ce-9466-47c1-a155-c503d91a885d,11,,,"[47.3, 39.1]",3879720,0,,,,0.60965985,,Right Foot,,,"[91.4, 69.9]",,High Pass,,53.7908,,,,,Christian Maggio,7027.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,['d7499ccf-c594-402d-ad3d-cd23a6af15a6'],2,,,,,,,,,,,,,,,,,Napoli,227,00:00:02.860,Pass,
,,,,,,,,,,,,,,,,,1.946172,,,,,,,,,,,a339337d-c9b7-49b7-ba67-5cfff3519aa2,14,,,"[91.4, 69.9]",3879720,0,,,True,-0.27043614,,,,,"[101.5, 67.1]",,High Pass,,10.480935,,,,,José María Callejón Bueno,7029.0,,,,,,1,From Kick Off,Christian Maggio,7027.0,Right Back,2,Napoli,227,"['3dcca2ff-d198-481e-943b-a11359f9a271', '3f4dc818-d4c8-4853-b598-33a6ebf1927c']",5,,,,,,,,,,,,,,,,,Napoli,227,00:00:05.924,Pass,True
