50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,78629295-588b-4a4f-a88b-934cd2be9f1a,1,,,3879621,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 35923, 'name': 'Carlos Emilio Carmona Tello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e9d9768b-9756-4d1a-bbbc-9f9f8bfdfc12,2,,,3879621,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,df6feec9-42da-417e-b13f-237352171c1b,3,,,3879621,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['cf9a2992-f7c7-4798-8ce9-15616802ec28'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf9a2992-f7c7-4798-8ce9-15616802ec28,4,,,3879621,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['df6feec9-42da-417e-b13f-237352171c1b'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ec7ce8e-e9c9-4877-bdb7-2e6c55b03f02,1641,,,3879621,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Torino,241,['834148d5-a4ab-41dc-af84-77b2a4db2f16'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,834148d5-a4ab-41dc-af84-77b2a4db2f16,1642,,,3879621,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Torino,241,['6ec7ce8e-e9c9-4877-bdb7-2e6c55b03f02'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.448588,,,,,,,,,,,,,eb7ca774-0481-44c3-92f5-b4ef7e0c62c5,5,,"[60.0, 40.0]",3879621,0,,,,,0.4266275,,Left Foot,,,"[61.1, 40.5]",,Ground Pass,,1.2083046,,,,,Fabio Quagliarella,7011.0,,,,,Kick Off,1,From Kick Off,Andrea Belotti,7471.0,Left Center Forward,2,Torino,241,['4af6c04d-6679-4d02-a89e-a3d6d87e3127'],1,,,,,,,,,,,,,,,,,Torino,241,00:00:01.821,Pass,
,,,,,,,,,,,,,,,,,,0.638915,,,,,,,,,,,,,cb59c7f5-3094-4581-a63c-080cdc6c50e7,7,,"[61.1, 40.9]",3879621,0,,,,,-2.9222083,,Right Foot,,,"[46.3, 37.6]",,Ground Pass,,15.163443,,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Fabio Quagliarella,7011.0,Right Center Forward,2,Torino,241,['bbc85315-06b9-49c0-a9c8-93f861eb92ed'],2,,,,,,,,,,,,,,,,,Torino,241,00:00:02.269,Pass,
,,,,,,,,,,,,,,,,,,1.452399,,,,,,,,,,,,,6ffa8ae8-62ab-4030-8377-4ab00bf249f3,10,,"[50.2, 31.6]",3879621,0,,,,,-1.9659058,,Right Foot,,,"[40.9, 9.3]",,Ground Pass,,24.16154,,,,,Emiliano Moretti,7476.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,['19f97062-f4ba-4252-b043-3b6674f8cd32'],4,,,,,,,,,,,,,,,,,Torino,241,00:00:04.275,Pass,
,,,,,,,,,,,,,,,,,,1.207671,,,,,,,,,,,,,86ddb803-d48c-442d-a9f7-022452061b47,13,,"[43.6, 8.2]",3879621,0,,,,,-0.46968985,,Left Foot,,,"[56.8, 1.5]",,Ground Pass,,14.8030405,,,,,Cristian Molinaro,7479.0,,,,,,1,From Kick Off,Emiliano Moretti,7476.0,Left Center Back,2,Torino,241,['8817f89e-299b-4179-9a0d-c313926cc234'],6,,,,,,,,,,,,,,,,,Torino,241,00:00:06.637,Pass,
