50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,791ae69b-57c6-44c4-b477-a34647cf5471,1,,,3879757,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 13612, 'name': 'Lorenzo Ariaudo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 37}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 11512, 'name': 'Rade Krunić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e833a50-59e6-42c3-a39c-8deaf50be06d,2,,,3879757,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a246042c-37f4-47f0-8435-6d20fa1ac760,3,,,3879757,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['a5431f00-3233-4e1b-bbf5-1601c1e3c850'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5431f00-3233-4e1b-bbf5-1601c1e3c850,4,,,3879757,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['a246042c-37f4-47f0-8435-6d20fa1ac760'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2c4574a-83a2-405d-a6bf-b4855b47e883,1906,,,3879757,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Empoli,290,['92cc1603-7fcc-4af5-99c8-9c2cc6202bad'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92cc1603-7fcc-4af5-99c8-9c2cc6202bad,1907,,,3879757,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Empoli,290,['f2c4574a-83a2-405d-a6bf-b4855b47e883'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.08987,,,,,,,,,,,,,5adb5515-6517-4fcd-ae0c-d0b560756c12,5,,"[60.0, 40.0]",3879757,0,,,,-2.7566352,,Right Foot,,,"[48.4, 35.3]",,Ground Pass,,12.515989,,,Leandro Daniel Paredes,16308.0,,,,,Kick Off,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['d518e6ac-9d0c-400c-bf0b-4cc57493d653'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.764,Pass,
,,,,,,,,,,,,,,,1.041209,,,,,,,,,,,,,7390b36b-60b6-4874-84ad-03d89f1e3616,8,,"[46.7, 31.8]",3879757,0,,,,1.4959365,,Right Foot,,,"[47.0, 35.8]",,Ground Pass,,4.0112343,,,Uroš Ćosić,16061.0,,,,,,1,From Kick Off,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,2,Empoli,290,['9e2a9ea6-ad1b-4f26-b5b0-4259876fb3f3'],2,,,,,,,,,,,,,,,,Empoli,290,00:00:02.126,Pass,
,,,,,,,,,,,,,,,2.806725,,,,,,,,,,,,,25419f85-ec44-48f1-a34d-21b4e3db5842,11,,"[49.9, 37.1]",3879757,0,,,,0.51893616,,Left Foot,,,"[101.2, 66.4]",,High Pass,,59.077744,Incomplete,,Vincent Laurini,7155.0,,,,,,1,From Kick Off,Uroš Ćosić,16061.0,Right Center Back,2,Empoli,290,"['64f8b178-1c9d-4ecb-82f3-b4673e7d81fa', '947a874c-4cc1-443a-8bf0-a5846c4436ce']",3,,,,,,,,,,,,,,,,Empoli,290,00:00:03.268,Pass,
,,,,,,,,,,,,,,,1.800249,,,,,,,,,,,,,ef7c2a9e-be75-4bcc-92d5-2bd6e5e7707e,15,,"[112.0, 80.0]",3879757,0,,,,-1.4492608,,,,,"[115.2, 53.8]",,High Pass,,26.394697,,,Piotr Zieliński,5660.0,,,,,Throw-in,1,From Throw In,Vincent Laurini,7155.0,Right Back,3,Empoli,290,['4fde07d6-ffc4-48c4-a560-9f96437fb320'],22,,,,,,,,,,,,,,,,Empoli,290,00:00:22.996,Pass,
