50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.659675,,,,,,,,,,,,,,,9b16201a-3f0f-4494-89fe-759882e158ad,69,,"[71.9, 69.3]",3879794,1,,,,True,-0.09129481,,,,,,"[86.1, 68.0]",,High Pass,,14.259383,,Incomplete,,Alessandro Diamanti,19847.0,,,,,,1,From Throw In,Jasmin Kurtič,6941.0,Right Wing,7,Bologna,240,"['7b09b0c9-4e82-4141-8155-c459cee24681', 'f445dc4c-b64c-4487-a2b5-91dc0392e3e2', 'fcef160f-4aa2-4d0b-8c4e-0c0942334fa4']",54,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:54.780,Pass,True
,,,,,,,,,,,,,,,,,1.554915,,,,,,,,,,,,,,,f445dc4c-b64c-4487-a2b5-91dc0392e3e2,71,,"[34.0, 12.1]",3879794,1,,,,,0.8699419,,Head,,,,"[52.9, 34.5]",,High Pass,,29.30819,,,,Matteo Brighi,18027.0,,,,,Recovery,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,7,Bologna,240,"['9b16201a-3f0f-4494-89fe-759882e158ad', 'f3f7c0a8-3ea9-4d71-9f3b-2897e76cc2d9']",56,,,,,,,,,,,,,,,,,,Bologna,240,00:01:56.439,Pass,
,,,,,,,,,,,,,,,,,0.969441,,,,,,,,,,,,,,,013046c4-7d89-4aef-8452-f83865a83030,74,,"[52.9, 34.5]",3879794,1,,,,True,-2.3743744,,,,,,"[47.3, 29.1]",,Low Pass,,7.77946,,,,Amadou Diawara,8284.0,,,,,,1,From Throw In,Matteo Brighi,18027.0,Right Center Midfield,7,Bologna,240,"['03569bae-10f8-417c-b3ff-ef7cfe26bd03', '701e8de6-9980-4386-b8d8-f2e07999e5de']",57,,,,,,,,,,,,,,,,,,Bologna,240,00:01:57.994,Pass,True
,,,,,,,,,,,,,,,,,0.672854,,,,,,,,,,,,,,,d45b6180-e0b9-4984-be9d-6782d43e01c5,76,,"[47.3, 29.1]",3879794,1,,,,,0.27384204,4cf9b5d1-d30d-4ca3-b6b8-d20cf92ad397,Right Foot,,,,"[65.1, 34.1]",,Ground Pass,,18.488916,,,,Emanuele Giaccherini,7775.0,True,,,,,1,From Throw In,Amadou Diawara,8284.0,Center Defensive Midfield,7,Bologna,240,['481ce2a9-79a8-49b8-bb90-45bfad55c5e5'],58,,,,,,,,,,,,,,,,,,Bologna,240,00:01:58.964,Pass,
,,,,,,,,,,,,,,,,,3.208205,,,,,,,,,,,,,,,4c612bbf-bc42-4acd-bd43-ac4b47c59c72,81,,"[7.0, 44.1]",3879794,2,,,,,-0.35985526,,Right Foot,,,,"[67.6, 21.3]",,High Pass,,64.7472,,Incomplete,,Alessandro Diamanti,19847.0,,,,,Goal Kick,1,From Goal Kick,Marco Sportiello,7157.0,Goalkeeper,8,Atalanta,228,"['81df54f9-40d4-420c-8be8-a7d7c5624bc2', 'aecc867c-20a3-4066-a13c-3e37eeca044f']",32,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:32.334,Pass,
,,,,,,,,,,,,,,,,,1.334603,,,,,,,,,,,,,,,81df54f9-40d4-420c-8be8-a7d7c5624bc2,83,,"[52.5, 58.8]",3879794,2,,,,True,-2.7514558,,,,,,"[41.8, 54.4]",,Low Pass,,11.569356,,Incomplete,,Domenico Maietta,8849.0,,,,,Recovery,1,From Goal Kick,Daniele Gastaldello,30745.0,Right Center Back,8,Atalanta,228,"['4c612bbf-bc42-4acd-bd43-ac4b47c59c72', '5650c3c0-fb4c-4e3a-9e26-0383dfe5da0a', 'a230005a-281f-46c1-8fcf-dffd3210fed5', 'c17f03e7-c675-4050-b24b-917dbdea4fa0']",35,,,,,,,,,,,,,,,,,,Bologna,240,00:02:35.543,Pass,True
,,,,,,,,,,,,,,,,,1.363125,,,,,,,,,,,,,,,a230005a-281f-46c1-8fcf-dffd3210fed5,86,,"[78.3, 25.7]",3879794,2,,True,,,-0.49555168,,Right Foot,,,,"[82.0, 23.7]",,Ground Pass,,4.2059484,,,,Alessandro Diamanti,19847.0,,,,,Recovery,1,Regular Play,Mauricio Ricardo Pinilla Ferreira,36770.0,Center Forward,9,Atalanta,228,"['27d691ca-2714-4551-8e9b-0280ad8cc4b8', '81df54f9-40d4-420c-8be8-a7d7c5624bc2']",36,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:36.877,Pass,
,,,,,,,,,,,,,,,,,1.32127,,,,,,,,,,,,,,,8e95328a-d1c2-4ab2-b2d8-cfe7446d07c2,88,,"[83.4, 22.3]",3879794,2,,,,,-0.6489956,,Left Foot,,,,"[97.9, 11.3]",,Ground Pass,,18.200275,,,,Alejandro Darío Gómez,7006.0,,,,,,1,Regular Play,Alessandro Diamanti,19847.0,Center Attacking Midfield,9,Atalanta,228,['47c9aa80-3c87-464e-b9aa-87e11d318169'],39,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:39.325,Pass,
,,,,,,,,,,,,,,,,,0.038143,,,,,,,,,,,,,,,c1ba4b10-4455-4e0e-ad60-fd64415cac40,92,,"[113.0, 11.3]",3879794,2,,,,,1.6421038,,Left Foot,,,,"[112.8, 14.1]",,Ground Pass,,2.8071337,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,1,Regular Play,Alejandro Darío Gómez,7006.0,Left Wing,9,Atalanta,228,"['2ba201cd-87a2-4d70-b607-4349bb042778', '5da340ef-832c-4e97-9f3c-2e38b63c1269']",43,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:43.714,Pass,
,,,,,,,,,,,,,,,,,1.802546,,,,,,,,,,,,,,,0dc9da69-1cdb-4c91-aed2-e9828deffa8c,95,,"[120.0, 0.1]",3879794,2,,True,,,1.7988179,,Left Foot,,,,"[110.3, 41.9]",,High Pass,,42.91072,,Incomplete,True,Mauricio Ricardo Pinilla Ferreira,36770.0,,True,Outswinging,,Corner,1,From Corner,Alejandro Darío Gómez,7006.0,Left Wing,10,Atalanta,228,"['d298d6e9-6e58-4863-9fe3-b838f7f45c43', 'e6c37d3c-76ed-4a9d-bd08-45ee3ae8079b']",50,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:50.117,Pass,
,,,,,,,,,,,,,,,,,1.532788,,,,,,,,,,,,,,,d394d0c1-2c08-4b41-a3af-29f3766b1b38,98,,"[96.1, 41.2]",3879794,2,,,,,-1.7718638,,Head,,,,"[92.9, 25.5]",,High Pass,,16.022797,,,,Luca Cigarini,8420.0,,,,,Recovery,1,From Corner,Guglielmo Stendardo,40426.0,Right Center Back,10,Atalanta,228,['40c90785-01c3-4942-b112-d0ed4b267e7a'],53,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:53.818,Pass,
,,,,,,,,,,,,,,,,,1.94144,,,,,,,,,,,,,,,ca96b1dd-f369-462a-84db-cb788f24c42f,101,,"[91.3, 25.7]",3879794,2,,,,,-0.7695265,,Right Foot,,,,"[107.3, 10.2]",,High Pass,,22.276669,,,,Alessandro Diamanti,19847.0,,,,,,1,From Corner,Luca Cigarini,8420.0,Left Defensive Midfield,10,Atalanta,228,['febf977d-5dc3-4409-99c0-c825f71fad96'],55,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:55.905,Pass,
,,,,,,,,,,,,,,,,,0.048357,,,,,,,,,,,,,,,19ddea8a-0c2d-48bc-9505-9b59e5bf32cf,104,,"[111.9, 9.6]",3879794,2,,,,,1.7681919,,Left Foot,,,,"[111.3, 12.6]",,Low Pass,,3.0594118,,Incomplete,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,1,From Corner,Alessandro Diamanti,19847.0,Center Attacking Midfield,10,Atalanta,228,"['583bed61-1c86-4689-affd-e316f85f4357', '8f0c2ed8-4c38-4f20-a0bf-e00b621da152']",59,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:59.782,Pass,
,,,,,,,,,,,,,,,,,0.72367,,,,,,,,,,,,,,,025e649e-3021-45aa-a90e-a73ecae0c1a0,107,,"[120.0, 0.1]",3879794,3,,True,,,2.1677074,,Left Foot,,,,"[113.0, 10.4]",,Ground Pass,,12.453513,,,,Alessandro Diamanti,19847.0,,,,,Corner,1,From Corner,Alejandro Darío Gómez,7006.0,Left Wing,11,Atalanta,228,['636919ad-9b43-4d04-bb20-3b6a33ae0403'],19,,,,,,,,,,,,,,,,,,Atalanta,228,00:03:19.102,Pass,
,,,,,,,,,,,,,,,,,0.978463,,,,,,,,,,,,,,,9b359f67-5c60-4aae-b46f-f878cbe0d757,109,,"[114.4, 10.4]",3879794,3,,,,,1.4711276,8aa5a7af-4400-406f-ac4e-4c1b1add09cc,Left Foot,,,,"[116.3, 29.4]",,High Pass,,19.094763,,,,Jasmin Kurtič,6941.0,True,,,,,1,From Corner,Alessandro Diamanti,19847.0,Center Attacking Midfield,11,Atalanta,228,['5d941a4a-019e-4613-a977-1025fbdd7d0f'],19,,,,,,,,,,,,,,,,,,Atalanta,228,00:03:19.946,Pass,
,,,,,,,,,,,,,,,,,0.331788,,,,,,,,,,,,,,,0ebfdb11-2a40-4b1c-a949-0122707e6835,114,,"[14.5, 43.1]",3879794,3,,,,,0.13102792,,Drop Kick,,,,"[27.4, 44.8]",,Low Pass,,13.011534,,Incomplete,,Sergio Floccari,6948.0,,,,,,1,From Keeper,Antonio Mirante,7174.0,Goalkeeper,13,Bologna,240,"['420d9e79-7c28-4694-bd53-b5224443511e', '5b305fbd-3daa-4c46-a878-1e5fbb21ea4f']",27,,,,,,,,,,,,,,,,,,Bologna,240,00:03:27.455,Pass,
,,,,,,,,,,,,,,,,,0.565263,,,,,,,,,,,,,,,32ce189b-cb89-441d-af22-df5493b7e1a7,117,,"[65.0, 44.1]",3879794,3,,,,,-1.164502,,Right Foot,,,,"[76.1, 18.3]",,Ground Pass,,28.086473,,Unknown,,Alessandro Diamanti,19847.0,,,,,Recovery,1,From Keeper,Marten de Roon,6994.0,Right Defensive Midfield,13,Bologna,240,['504032f1-2333-4c32-b473-b27875ffd31c'],30,,,,,,,,,,,,,,,,,,Atalanta,228,00:03:30.963,Pass,
,,,,,,,,,,,,,,,,,1.714523,,,,,,,,,,,,,,,ad2a75c9-9679-4d57-a10a-32415489e09f,121,,"[34.8, 61.2]",3879794,3,,,,,-0.54257935,,Right Foot,,,,"[48.4, 53.0]",,Ground Pass,,15.880806,,,,Matteo Brighi,18027.0,,,,,,1,From Keeper,Ibrahima Mbaye,7164.0,Right Back,13,Bologna,240,['4d06f9bb-a3fe-413f-b618-84f8af8763d6'],34,,,,,,,,,,,,,,,,,,Bologna,240,00:03:34.574,Pass,
,,,,,,,,,,,,,,,,,2.169357,,,,,,,,,,,,,,,f19cd84a-7e5e-43b4-b785-54b0b86b541d,124,,"[48.7, 47.2]",3879794,3,,,,,-1.5458794,,Right Foot,,,,"[49.5, 15.1]",,Ground Pass,,32.109966,,,,Archimede Morleo,40428.0,,,,,,1,From Keeper,Matteo Brighi,18027.0,Right Center Midfield,13,Bologna,240,['2761c93d-fe4c-42a7-97e8-5cfd7130a064'],37,,,,,,,,,,,,,,,,,,Bologna,240,00:03:37.210,Pass,
