50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0c631c6a-c616-41b5-aa7e-eea24cab462e,1,,,3879794,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0fbb618f-2d76-4f4b-b05c-e96e8b448187,2,,,3879794,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40428, 'name': 'Archimede Morleo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c5f40e0b-fed3-4420-b0fa-729a3c96aa6e,3,,,3879794,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['e4f281fa-2113-4d07-8883-56a4e6d4ce43'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e4f281fa-2113-4d07-8883-56a4e6d4ce43,4,,,3879794,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['c5f40e0b-fed3-4420-b0fa-729a3c96aa6e'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15c3f1ad-c92e-4c6c-8cba-4ed2ede971e1,1623,,,3879794,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,111,Bologna,240,['3be571d9-fb09-4323-a0db-eb001e41124a'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3be571d9-fb09-4323-a0db-eb001e41124a,1624,,,3879794,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,111,Bologna,240,['15c3f1ad-c92e-4c6c-8cba-4ed2ede971e1'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.332186,,,,,,,,,,,,,,,0066f436-d2ad-4e45-a0dc-8b7842dd641a,5,,"[60.0, 40.0]",3879794,0,,,,,-2.623337,,Right Foot,,,,"[47.9, 33.1]",,Ground Pass,,13.929106,,,,Amadou Diawara,8284.0,,,,,Kick Off,1,From Kick Off,Sergio Floccari,6948.0,Center Forward,2,Bologna,240,['443e8b3d-223c-4d09-9e1b-0ff2b6d682f6'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.956,Pass,
,,,,,,,,,,,,,,,,,1.474122,,,,,,,,,,,,,,,885eeced-5736-446d-af62-17ed8a061dfc,8,,"[47.6, 38.9]",3879794,0,,,,,-1.5707964,,Right Foot,,,,"[47.6, 7.0]",,Ground Pass,,31.9,,,,Archimede Morleo,40428.0,,,,,,1,From Kick Off,Amadou Diawara,8284.0,Center Defensive Midfield,2,Bologna,240,['229acce8-0838-4714-b705-ad0f49232f3c'],3,,,,,,,,,,,,,,,,,,Bologna,240,00:00:03.080,Pass,
,,,,,,,,,,,,,,,,,1.847741,,,,,,,,,,,,,,,16fdf6d5-a5b2-4678-aaf5-c2ebf1c63543,11,,"[43.8, 8.0]",3879794,0,,,,,2.8845844,,Left Foot,,,,"[28.2, 12.1]",,Ground Pass,,16.129786,,,,Domenico Maietta,8849.0,,,,,,1,From Kick Off,Archimede Morleo,40428.0,Left Back,2,Bologna,240,['2771e929-8e4a-4a7f-8f6d-c9985d6928b8'],5,,,,,,,,,,,,,,,,,,Bologna,240,00:00:05.504,Pass,
,,,,,,,,,,,,,,,,,0.848617,,,,,,,,,,,,,,,584159ad-a715-42c0-8ee2-2055a8f42455,15,,"[73.7, 17.7]",3879794,0,,,,,1.1684753,,Left Foot,,,,"[77.7, 27.1]",,Ground Pass,,10.215674,,Incomplete,,Luca Rizzo,11729.0,,,,,,1,From Kick Off,Domenico Maietta,8849.0,Left Center Back,2,Bologna,240,"['3844fda8-39e7-45ac-9804-624696f95a5f', '8471cd37-1186-47b5-9f9c-683ed9220db4', '9d2e00c5-f772-4c61-bd37-70d756f053e7']",12,,,,,,,,,,,,,,,,,,Bologna,240,00:00:12.712,Pass,True
,,,,,,,,,,,,,,,,,1.866788,,,,,,,,,,,,,,,8b12c4f0-5699-4a99-b86a-fb0d565e4057,19,,"[43.2, 55.0]",3879794,0,,,,,0.400352,,Right Foot,,,,"[72.5, 67.4]",,Ground Pass,,31.815876,,,,Jasmin Kurtič,6941.0,,,,,,1,Regular Play,Luca Cigarini,8420.0,Left Defensive Midfield,3,Atalanta,228,['db9d7bbe-bc54-41e4-9390-7a06e6afd957'],14,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:14.453,Pass,
,,,,,,,,,,,,,,,,,1.178652,,,,,,,,,,,,,,,bad61cbd-6f68-469c-9e43-0ffe75b47055,22,,"[106.2, 74.0]",3879794,0,,,,,-1.4362997,e39b02cf-5ca5-4e53-81bc-2cb41e85a389,Right Foot,True,,,"[110.3, 43.7]",,High Pass,,30.576134,,,,Alejandro Darío Gómez,7006.0,True,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Right Wing,3,Atalanta,228,['26e40be5-c53f-4804-8d8c-a9f58d11479e'],20,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:20.392,Pass,
,,,,,,,,,,,,,,,,,2.106649,,,,,,,,,,,,,,,e6e297b1-7555-4297-af66-12a5e82c377c,26,,"[30.2, 52.6]",3879794,0,,,,,0.49934673,,Right Foot,,,,"[55.5, 66.4]",,High Pass,,28.818918,,,,Ibrahima Mbaye,7164.0,,,,,,1,From Keeper,Antonio Mirante,7174.0,Goalkeeper,5,Bologna,240,['3d57eb94-a98e-4c17-8d6f-155ef51c97c6'],48,,,,,,,,,,,,,,,,,,Bologna,240,00:00:48.767,Pass,
,,,,,,,,,,,,,,,,,1.218442,,,,,,,,,,,,,,,7de6dea3-c3c9-4911-b2dc-75e9b3ba7269,29,,"[62.9, 67.4]",3879794,0,,,,,0.7980557,,Right Foot,,,,"[70.7, 75.4]",,Ground Pass,,11.1731825,,,,Luca Rizzo,11729.0,,,,,,1,From Keeper,Ibrahima Mbaye,7164.0,Right Back,5,Bologna,240,['8cf37644-b84b-4006-9204-76e47caf03fd'],52,,,,,,,,,,,,,,,,,,Bologna,240,00:00:52.821,Pass,
,,,,,,,,,,,,,,,,,1.86411,,,,,,,,,,,,,,,40f5aaf5-8a0d-4a3a-89bb-815f2062967e,36,,"[77.7, 80.0]",3879794,1,,,,,-0.27772027,,,,,,"[100.5, 73.5]",,Low Pass,,23.708437,,,,Sergio Floccari,6948.0,,,,,Throw-in,1,From Throw In,Ibrahima Mbaye,7164.0,Right Back,6,Bologna,240,['c327cdd0-4808-451e-8d43-b1535dac5c66'],11,,,,,,,,,,,,,,,,,,Bologna,240,00:01:11.340,Pass,
,,,,,,,,,,,,,,,,,0.128748,,,,,,,,,,,,,,,34578e43-bbff-447b-8ade-90a7e8d91bcd,44,,"[16.6, 5.0]",3879794,1,,,,,0.0,,Left Foot,,,,"[19.1, 5.0]",,Ground Pass,,2.5,,Incomplete,,Alejandro Darío Gómez,7006.0,,,,,,1,From Throw In,Gabriel Alejandro Paletta,38237.0,Left Center Back,6,Bologna,240,"['30db8a78-a178-474e-a07e-b190b7458ca5', 'dd8757d9-0d55-4178-95a3-dea9244ce75a', 'f0d565c7-dff6-47c7-b8f4-c62bdae29f0c']",16,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:16.902,Pass,True
,,,,,,,,,,,,,,,,,0.422178,,,,,,,,,,,,,,,e2974381-7a16-426a-b807-04aa9b1ca26a,49,,"[99.6, 72.6]",3879794,1,,,,,-0.77390444,,Right Foot,,,,"[104.0, 68.3]",,Ground Pass,,6.1522355,,,,Sergio Floccari,6948.0,,,,,,1,From Throw In,Luca Rizzo,11729.0,Right Wing,6,Bologna,240,['67277f2a-5662-42c8-af7f-ba296ba47e36'],18,,,,,,,,,,,,,,,,,,Bologna,240,00:01:18.523,Pass,
,,,,,,,,,,,,,,,,,1.615483,,,,,,,,,,,,,,,91e7c315-4dfb-4947-84e9-385f1d7dbdaf,52,,"[104.0, 68.0]",3879794,1,,,,,0.34788838,,Left Foot,,,,"[113.1, 71.3]",,Ground Pass,,9.679876,,,,Luca Rizzo,11729.0,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,6,Bologna,240,['c7be9d98-2729-4e4d-bc77-1cdb7eb9817a'],18,,,,,,,,,,,,,,,,,,Bologna,240,00:01:18.986,Pass,
,,,,,,,,,,,,,,,,,0.839732,,,,,,,,,,,,,,,6b000277-41a5-4fff-a687-dd4ac0c9f1e5,55,,"[113.6, 71.3]",3879794,1,,,,,-1.8971552,,Right Foot,,,,"[107.0, 51.8]",,Ground Pass,,20.586647,,Incomplete,,Sergio Floccari,6948.0,,,,,,1,From Throw In,Luca Rizzo,11729.0,Right Wing,6,Bologna,240,"['83b3ee8f-e99c-4d28-b2d6-cc20176e9c2c', '9b2caf88-c490-413a-a069-eac33cd61f18']",20,,,,,,,,,,,,,,,,,,Bologna,240,00:01:20.677,Pass,
,,,,,,,,,,,,,,,,,1.365988,,,,,,,,,,,,,,,7189dca2-c388-4c69-a292-8c3a7ef55843,58,,"[108.4, 80.0]",3879794,1,,,,,-1.06902,,,,,,"[116.3, 65.6]",,Low Pass,,16.424677,,,,Matteo Brighi,18027.0,,,,,Throw-in,1,From Throw In,Ibrahima Mbaye,7164.0,Right Back,7,Bologna,240,['ed433a21-83e9-47ab-b9ce-2d7c1025c642'],34,,,,,,,,,,,,,,,,,,Bologna,240,00:01:34.440,Pass,
,,,,,,,,,,,,,,,,,2.063781,,,,,,,,,,,,,,,67a22a98-e9fa-4065-a2fe-0714e67b40f4,62,,"[115.9, 65.6]",3879794,1,,,,,-1.4763414,,Right Foot,True,,,"[117.7, 46.6]",,Low Pass,,19.085073,,Incomplete,,Sergio Floccari,6948.0,,,,,,1,From Throw In,Matteo Brighi,18027.0,Right Center Midfield,7,Bologna,240,"['9bd18bd1-0f0c-40f2-aa78-efcbc45419a0', 'de3407da-115c-4050-a3ef-9b1d6c69aef7']",35,,,,,,,,,,,,,,,,,,Bologna,240,00:01:35.888,Pass,
,,,,,,,,,,,,,,,,,2.652304,,,,,,,,,,,,,,,7b80deb7-fd51-4476-adaa-134c11831d77,66,,"[15.0, 51.5]",3879794,1,,,,,0.30318505,,Right Foot,,,,"[71.9, 69.3]",,High Pass,,59.61921,,,,Jasmin Kurtič,6941.0,,,,,,1,From Throw In,Marco Sportiello,7157.0,Goalkeeper,7,Bologna,240,['5c9b5c07-b639-4754-9805-53ff5f6b8447'],52,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:52.127,Pass,
