50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff0b3d45-9755-4738-a554-9eecb8e26f99,1,,,3879864,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,05f279b1-1c3e-4afc-bc3f-89efd7bfa003,2,,,3879864,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6590, 'name': 'Norberto Murara Neto'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6953, 'name': 'Daniele Rugani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 3951, 'name': 'Mario Lemina'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 6940, 'name': 'Kwadwo Asamoah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 6584, 'name': 'Simone Zaza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d53ea08-f8a7-40f3-8fcd-d6d337e63018,3,,,3879864,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['16dff364-97dc-4704-8ab5-f63d42375a03'],0,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,16dff364-97dc-4704-8ab5-f63d42375a03,4,,,3879864,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['5d53ea08-f8a7-40f3-8fcd-d6d337e63018'],0,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,031b72b0-461b-4296-b58c-9c58bfeed810,1847,,,3879864,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Juventus,224,['9ec196bf-e2f9-4150-b342-aaa4632d1c49'],0,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9ec196bf-e2f9-4150-b342-aaa4632d1c49,1848,,,3879864,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Juventus,224,['031b72b0-461b-4296-b58c-9c58bfeed810'],0,,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.171929,,,,,,,,,,,,,,c6f10103-3ea3-40f6-bb1d-055f46e1abf7,5,,"[61.0, 40.1]",3879864,0,,,,,3.0993643,,Left Foot,,,"[39.7, 41.0]",,Ground Pass,,21.319006,,,,,Leonardo Bonucci,7173.0,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,2,Juventus,224,['e4da4673-ba5a-4ae9-b196-398dd8d04bf2'],0,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.873,Pass,
,,,,,,,,,,,,,,,,,2.418239,,,,,,,,,,,,,,d51e9a47-aa0d-4414-889d-8561eae196d6,8,,"[39.7, 41.0]",3879864,0,,,,,-1.4316365,,Right Foot,,,"[44.0, 10.3]",,Ground Pass,,30.999678,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Center Back,2,Juventus,224,['44997348-6c68-405c-a0e5-2dadc8759344'],3,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:03.441,Pass,
,,,,,,,,,,,,,,,,,0.927669,,,,,,,,,,,,,,7959a788-5d9a-46be-bc3b-d1048d9852dd,11,,"[53.7, 11.4]",3879864,0,,,,,-0.046263263,,Right Foot,,,"[64.5, 10.9]",,Ground Pass,,10.811568,,,,,Kwadwo Asamoah,6940.0,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Left Center Back,2,Juventus,224,['4ab1d489-8bbc-453c-9bbd-615c4b7fb4c8'],7,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:07.361,Pass,
,,,,,,,,,,,,,,,,,1.626719,,,,,,,,,,,,,,c369fb81-66f6-4135-92ad-80703cae6bad,15,,"[63.4, 11.7]",3879864,0,,,,,-2.9304993,,Left Foot,,,"[49.4, 8.7]",,Ground Pass,,14.3178215,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Kwadwo Asamoah,6940.0,Left Center Midfield,2,Juventus,224,"['1778427b-7fa0-491a-979f-79f552b654bf', 'ed9398f2-00b7-4115-9636-9dc24bb7ab0d']",8,,,,,,,,,,,,,,,,,,,Juventus,224,00:00:08.974,Pass,True
