ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82a8a044-433a-4084-873a-6d1fad7eba81,1,,,3879668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,898e18d4-9a74-40e1-98e0-5f06e7064d4f,2,,,3879668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 55}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 44}, {'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,684da122-806f-49ea-ac66-8daf06e06bc2,3,,,3879668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['2f94c579-4154-47b6-a066-ade2e66915a2'],0,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2f94c579-4154-47b6-a066-ade2e66915a2,4,,,3879668,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['684da122-806f-49ea-ac66-8daf06e06bc2'],0,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,76d2cc0c-d151-4c29-b825-dba4065ca937,1854,,,3879668,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Inter Milan,238,['abe8f876-a1f3-42f8-aa3a-52e43714ce70'],0,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,abe8f876-a1f3-42f8-aa3a-52e43714ce70,1855,,,3879668,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Inter Milan,238,['76d2cc0c-d151-4c29-b825-dba4065ca937'],0,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.191943,,,,,,,,,,,,,786f273d-535c-4c6f-9dad-7eb3c2432aca,5,,"[61.0, 40.1]",3879668,0,,,,,2.3961732,,Right Foot,,,,"[59.7, 41.3]",,Ground Pass,,1.7691807,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,Kick Off,1,From Kick Off,Adem Ljajić,5587.0,Left Wing,2,Inter Milan,238,['1da2cf30-9964-4440-bfeb-4a6777c6167c'],0,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.260,Pass,
,,,,,,,,,,,,,,,1.850356,,,,,,,,,,,,,79720e2a-40cd-4ee0-805c-92921c02254b,8,,"[58.7, 42.0]",3879668,0,,,,,-2.4407382,,Right Foot,,,,"[45.9, 31.2]",,Ground Pass,,16.747538,,,Geoffrey Kondogbia,6589.0,,,,,,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,2,Inter Milan,238,['71d8f92f-540f-44f2-9024-e40773799d71'],0,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.531,Pass,
,,,,,,,,,,,,,,,1.996628,,,,,,,,,,,,,b2370356-41f3-4f55-a645-a4b5039cc5c9,12,,"[45.0, 30.9]",3879668,0,,,,,-2.0213513,,Left Foot,,,,"[33.1, 6.3]",,Ground Pass,,27.327093,,,Yuto Nagatomo,5690.0,,,,,,1,From Kick Off,Geoffrey Kondogbia,6589.0,Left Center Midfield,2,Inter Milan,238,['0e99f23b-93cc-4a83-8f37-b8c13c67bcf4'],2,,,,,,,,,,,,,,,Inter Milan,238,00:00:02.490,Pass,
,,,,,,,,,,,,,,,1.509972,,,,,,,,,,,,,9ee34fae-8981-432f-b232-03046357bfd7,14,,"[33.1, 6.3]",3879668,0,,,,,0.29022488,,Right Foot,,,,"[62.9, 15.2]",,Low Pass,,31.100643,Incomplete,,Adem Ljajić,5587.0,,,,,,1,From Kick Off,Yuto Nagatomo,5690.0,Left Back,2,Inter Milan,238,"['01cc61b2-b577-4dda-ae29-d3e77aea7282', 'e688030b-5e40-488f-82e4-d131bb86e1c2']",4,,,,,,,,,,,,,,,Inter Milan,238,00:00:04.487,Pass,
