50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e55dbe79-9215-4b83-92e1-d341077e85cb,145,,"[110.9, 43.6]",3879602,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mario Suárez Mata,23488.0,Left Defensive Midfield,6,Fiorentina,239,['787f0345-e7f2-428f-b9a6-f39370b17ab5'],33,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:33.981,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152e7288-f637-46a3-96c0-a83538e18c4c,154,,"[107.2, 8.3]",3879602,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Manuel Pasqual,11516.0,Left Wing Back,6,Fiorentina,239,['81c9bdac-de21-4f1d-ab74-4040b066fe9e'],40,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:40.209,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb90eca3-b366-4380-bb28-33d1cfe9e577,160,,"[99.1, 69.9]",3879602,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,6,Fiorentina,239,"['10a30bd6-c574-4f2e-b1ea-6237e1099c8a', 'ff9c4bbe-bb25-4350-b97d-62c4cd764f99']",49,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:49.053,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdbaac77-1190-495b-8c7f-08da24e51efb,163,,"[86.8, 70.4]",3879602,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Milan Badelj,6305.0,Right Defensive Midfield,6,Fiorentina,239,['a9d85069-e77b-488c-a06e-1bd6a4c0f296'],52,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:52.084,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb772149-7063-4774-b2da-36770a994352,166,,"[75.5, 47.3]",3879602,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Borja Valero Iglesias,6997.0,Left Attacking Midfield,6,Fiorentina,239,['e731769b-76c7-4ad3-b468-b8b1874da983'],54,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:54.961,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b6fcdac-ac04-465a-add8-720650179815,171,,"[42.9, 35.3]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Modibo Diakité,174418.0,Right Center Back,8,Frosinone,291,['af229d8e-0677-435d-b0b8-f9a90d5dd12c'],5,,,,,,,,,,,,,,,,,Frosinone,291,00:03:05.841,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e164f0a-0528-4a60-b3b2-1d2c0c0ef070,173,,"[58.3, 60.0]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Ciofani,13613.0,Center Forward,9,Frosinone,291,['c1437f16-91d9-4d68-8c0b-05111f364b25'],12,,,,,,,,,,,,,,,,,Frosinone,291,00:03:12.911,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae72a861-d682-49bd-9e11-2218df252446,177,,"[69.0, 47.3]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,10,Fiorentina,239,['9c7c1ba9-c319-420e-ba6a-921950c04aa4'],17,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:17.653,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777dca0-8a0c-43f5-ba95-f9c8b37f983f,180,,"[91.4, 75.4]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,10,Fiorentina,239,['6a961183-e451-4454-af8f-91da97c74998'],23,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:23.123,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872b3af-43a3-45ba-b3db-c791c141c2a8,183,,"[89.7, 66.7]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,10,Fiorentina,239,['5ca00eb2-42b1-4d61-9bbf-8850174f845a'],25,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:25.392,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11e80480-da20-43b1-a883-4bf4b9bc35bf,186,,"[86.1, 71.1]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,10,Fiorentina,239,['1071fd0d-a84d-4050-86b2-785b3036111b'],26,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:26.220,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d7856d-d028-41df-aba3-0e0cd40acd7f,189,,"[76.0, 62.7]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,10,Fiorentina,239,['e371a19c-633e-4e53-8f98-973cf461ce7d'],28,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:28.147,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957332ce-fb4d-43fe-8e12-236df7074b60,192,,"[76.7, 39.6]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,10,Fiorentina,239,['2ac7c327-5181-4e29-83ae-a52d345993be'],30,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:30.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2738de5-ac54-4d4b-b6c9-2c593c5f1961,195,,"[89.7, 54.2]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,10,Fiorentina,239,['a00c4c2e-d852-4507-8816-6b95715c6a8a'],34,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:34.694,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3ac590f-5d4e-4be3-8c20-41dff5df47e4,198,,"[84.9, 33.0]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,10,Fiorentina,239,['171f4881-c75e-48be-be7f-620187e18084'],38,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:38.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ab92cb3-126e-4033-ba58-7ce4a97a960f,201,,"[86.1, 58.1]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,10,Fiorentina,239,['ae723991-a70d-47ce-99b1-4c18e76ee5ed'],40,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:40.022,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d21bfb62-b2bf-4511-a3d6-ddb0e50248c1,204,,"[103.2, 70.4]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,10,Fiorentina,239,['8c2d8fd4-81e3-4ab2-8c6f-e59f9b464f08'],42,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:42.262,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e169dc6-08f8-479f-9ae3-0489e7f28b16,208,,"[110.7, 49.2]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Khouma El Hadji Babacar,7125.0,Center Forward,10,Fiorentina,239,"['243b03ae-e080-4d36-ac94-65d1d35048e3', '41060e35-96c1-4b26-8e03-bcfbf2b8049d']",45,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:45.709,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3eae5e50-3ca7-4b0f-b6b5-69b524ccd417,212,,"[8.0, 26.8]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Crivello,296873.0,Left Back,11,Frosinone,291,['c96fbddd-122d-4746-9e75-f64f045dcc77'],49,,,,,,,,,,,,,,,,,Frosinone,291,00:03:49.786,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f1f5f5-5a67-4b03-9f06-32112987f929,214,,"[48.7, 34.0]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Ciofani,13613.0,Center Forward,11,Frosinone,291,['77b5a829-faf6-4ee2-9a4d-19cd20ec08f0'],52,,,,,,,,,,,,,,,,,Frosinone,291,00:03:52.215,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7028687f-0909-4911-8c6b-014cac768ccd,218,,"[43.4, 31.9]",3879602,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Ciofani,13613.0,Center Forward,11,Frosinone,291,['73249ab6-ce1b-422c-bd5a-c38ff5be8889'],56,,,,,,,,,,,,,,,,,Frosinone,291,00:03:56.275,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe519f1f-eee3-4853-b374-f1569f8cacda,222,,"[49.5, 17.7]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Paolo Sammarco,23349.0,Left Defensive Midfield,12,Frosinone,291,['f8c0cadb-0231-41cd-8c22-671bdf5e4338'],21,,,,,,,,,,,,,,,,,Frosinone,291,00:04:21.528,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d292628-f872-41fe-b931-959f9e707adc,224,,"[55.9, 6.8]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roberto Crivello,296873.0,Left Back,12,Frosinone,291,['3c031599-7629-46e5-819a-ab238459a29f'],23,,,,,,,,,,,,,,,,,Frosinone,291,00:04:23.978,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302e67bc-fdf2-42e6-a709-476030cce1e0,226,,"[71.3, 9.3]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alessandro Frara,386512.0,Left Midfield,12,Frosinone,291,['3f09e0b9-a386-452b-a9cc-79a62ff613c5'],24,,,,,,,,,,,,,,,,,Frosinone,291,00:04:24.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6938302-53da-4c37-9516-ca52e220bb7e,233,,"[56.5, 52.5]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,13,Fiorentina,239,['1e552ef2-82f7-4363-b567-b72f696a0961'],31,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:31.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13737cca-33c8-4a4a-ace2-a0845e4c2e22,236,,"[54.3, 58.1]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,13,Fiorentina,239,['d6ba105f-4aaf-44af-b99a-dbc9b9b2aea2'],32,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:32.251,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ec6affa-5f42-4845-a06d-4916f4cbd12c,239,,"[41.3, 47.3]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,13,Fiorentina,239,['c56c3b11-2e44-4550-911b-ff4a10fb4865'],33,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:33.409,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a4c914a-cc41-4210-8f6e-057c9ded9666,242,,"[42.3, 22.9]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Center Back,13,Fiorentina,239,['c180b450-ab3a-4f94-8974-a33c86060ec8'],36,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:36.884,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442e905c-e941-4014-885d-dcdf1f6b1b34,245,,"[62.5, 20.0]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,13,Fiorentina,239,['d80787dd-5b50-4f71-99b3-a781ac67cd60'],39,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:39.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc7cf6f8-2ebc-4b84-b827-f7a7a4ed17da,249,,"[74.0, 16.4]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,13,Fiorentina,239,['190f2c09-942b-4c68-a263-a0e8c5fcddfe'],42,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:42.453,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc765baf-c93f-4388-a3e7-35160044fc1d,252,,"[110.1, 59.5]",3879602,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,13,Fiorentina,239,['77be0ab3-604e-4269-b800-a215e9c783cc'],47,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:47.491,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96251c49-b8ba-4290-ad56-d0192039733d,256,,"[64.1, 46.6]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Ciofani,13613.0,Center Forward,14,Frosinone,291,['a8608b34-6376-4c4a-be78-354129f6c6ba'],26,,,,,,,,,,,,,,,,,Frosinone,291,00:05:26.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23e86595-2dff-4844-9d0c-90a5cd290a8e,260,,"[64.9, 16.0]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Borja Valero Iglesias,6997.0,Left Attacking Midfield,14,Frosinone,291,"['af7d8d44-f430-44eb-bfcc-1993d8478317', 'b4612ec7-6ddf-4b36-a640-8c2a8539aecf']",28,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:28.613,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c67fa843-f46b-44eb-966a-4044bf058c12,281,,"[22.8, 26.5]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,15,Fiorentina,239,['f086ecd6-9531-4d72-8117-0868f4718fbe'],38,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:38.337,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f3b2ce9-f316-490d-93e6-1ba6b5077be8,284,,"[28.0, 53.7]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,15,Fiorentina,239,['a9df7853-fe3a-407c-bac4-7c3eb907f4b6'],40,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:40.906,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4f55f36-a372-495a-bd04-0356544327b4,291,,"[57.2, 38.3]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,15,Fiorentina,239,['215939a2-bb5b-4acc-b305-e7c5293c83d3'],47,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:47.115,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d59329b5-4afe-4a40-97b5-8c0b475c98df,294,,"[83.7, 6.3]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Pasqual,11516.0,Left Wing Back,15,Fiorentina,239,['e05d8c2f-ad06-46e0-9599-db728ca9d487'],51,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:51.458,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a95e1494-886b-4991-984f-36ae5624e074,297,,"[79.3, 14.5]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,15,Fiorentina,239,['28e46c3c-2b88-46ca-9d14-f7d2e3d0b574'],54,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:54.114,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267bf41c-7bdd-47bd-8142-8fe234931ede,300,,"[98.6, 72.5]",3879602,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ante Rebić,5465.0,Right Wing Back,15,Fiorentina,239,['34c70978-06ab-4f45-85ff-113a598e3a9a'],58,,,,,,,,,,,,,,,,,Fiorentina,239,00:05:58.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afefcda5-816c-401c-b29d-306c0d1caa9d,303,,"[98.3, 58.6]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,15,Fiorentina,239,['9a6e8c3e-aaef-4e75-8311-ff0a4491770b'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:00.594,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d3e7ab4-9e5d-437d-a929-91bb4185ead2,307,,"[90.6, 35.9]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,15,Fiorentina,239,['6551bd02-6268-4878-997a-d62e1ac48e3a'],4,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:04.474,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc357b71-9e11-406c-84ed-47a704b7acad,311,,"[97.4, 44.1]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,15,Fiorentina,239,"['0689cfb1-bd3c-4602-bb36-94b12c8e91cc', '9f639017-68a6-465e-b8c4-e2b6446fff28']",5,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:05.170,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bbc78c8-2671-42ff-80a3-332639ca0076,314,,"[95.9, 49.4]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,15,Fiorentina,239,['9015b4e5-3ad4-4c81-bd8f-d0322b163d6e'],5,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:05.739,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862a1d90-93e3-4ac7-a90c-03cd07eaf33f,323,,"[41.7, 67.3]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Ciofani,13613.0,Center Forward,16,Frosinone,291,"['0a084cf4-88c9-4e71-a5c3-1ae15edb1c25', '9636b0d5-dbdd-4060-a01b-fe76a819b886']",12,,,,,,,,,,,,,,,,,Frosinone,291,00:06:12.928,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d318c82-db8f-4af8-908a-b71613b7f0b1,330,,"[17.0, 67.8]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Modibo Diakité,174418.0,Right Center Back,16,Frosinone,291,['739417b8-e41f-418e-96dd-b64c1499b24b'],18,,,,,,,,,,,,,,,,,Frosinone,291,00:06:18.906,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b0dd3e3-4db2-4836-b9a0-01ce886b265e,332,,"[56.7, 47.8]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniele Verde,7699.0,Center Attacking Midfield,16,Frosinone,291,['3d4916ab-dc44-4672-bd89-26296ca62ea8'],21,,,,,,,,,,,,,,,,,Frosinone,291,00:06:21.778,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dd13747-b31e-4bb6-9518-58105fc30277,334,,"[73.1, 18.9]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,17,Fiorentina,239,['eadf316d-7d0e-4bab-836d-24caa60c3214'],22,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:22.944,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fc6ebab-a25e-4cdf-8910-25d1e7299732,338,,"[100.0, 3.4]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,17,Fiorentina,239,"['ba954537-dec4-4980-af1b-234cc8e1a398', 'ebc9e6a3-71db-4df0-b673-fb1e0030b5fd']",29,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:29.902,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e7166a7-2272-4226-8f5b-17b0f24391db,341,,"[83.2, 30.9]",3879602,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,17,Fiorentina,239,['09b960f0-09eb-4f56-a4df-f44869338a81'],34,,,,,,,,,,,,,,,,,Fiorentina,239,00:06:34.392,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9e48d44-3b7f-40dd-9fb0-95b062f9729c,346,,"[57.2, 62.5]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luca Paganini,23470.0,Right Midfield,18,Frosinone,291,['98718183-c840-4cee-8c34-89c81c0e273a'],2,,,,,,,,,,,,,,,,,Frosinone,291,00:07:02.826,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c470b97a-3bb5-48ca-8537-0a2043e8aeb5,349,,"[74.7, 8.0]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Borja Valero Iglesias,6997.0,Left Attacking Midfield,18,Frosinone,291,['1bb7d40b-f512-452f-ad1a-929ebacefd27'],5,,,,,,,,,,,,,,,,,Fiorentina,239,00:07:05.042,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76e81839-27ee-4090-8baf-7d99aad90e6b,351,,"[49.0, 68.2]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luca Paganini,23470.0,Right Midfield,18,Frosinone,291,['2f9b17d3-6d2b-4750-b851-42492a65b71c'],6,,,,,,,,,,,,,,,,,Frosinone,291,00:07:06.543,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f353c25d-788b-4161-b51f-0560fc5ae18f,354,,"[79.8, 69.4]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Ciofani,13613.0,Center Forward,18,Frosinone,291,['50698eff-9c48-412a-9649-16cead1316f0'],11,,,,,,,,,,,,,,,,,Frosinone,291,00:07:11.737,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb87a832-c6aa-4f60-a597-9b8e0b8e581f,358,,"[42.2, 20.8]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Milan Badelj,6305.0,Right Defensive Midfield,18,Frosinone,291,['ac76f789-bcb3-405f-9ea0-a52a08dec0ed'],14,,,,,,,,,,,,,,,,,Fiorentina,239,00:07:14.608,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b1516ac-3952-4a94-9941-1c4002d35bbd,364,,"[96.1, 72.1]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luca Paganini,23470.0,Right Midfield,18,Frosinone,291,['b9f69e5e-65f5-46b3-b91e-370822dc2c60'],21,,,,,,,,,,,,,,,,,Frosinone,291,00:07:21.754,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5c30019-544a-434d-9a44-77fc3cf2a824,367,,"[109.2, 16.2]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Roberto Crivello,296873.0,Left Back,18,Frosinone,291,['8bdf44b7-cc98-4f33-871d-c5d27fea4f52'],26,,,,,,,,,,,,,,,,,Frosinone,291,00:07:26.443,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679fb823-afee-4d98-b385-03f0b11c15d9,374,,"[16.7, 67.2]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Ariel Fernández Fernández,26192.0,Right Attacking Midfield,19,Fiorentina,239,['d8387fc9-07a0-4df7-837e-1a3b8d5457a8'],33,,,,,,,,,,,,,,,,,Fiorentina,239,00:07:33.592,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c93d3da-dca4-4140-9e25-b157ef8481a8,377,,"[13.1, 56.9]",3879602,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,19,Fiorentina,239,['8342c9f0-baae-4617-8d17-fe38e85c5eeb'],35,,,,,,,,,,,,,,,,,Fiorentina,239,00:07:35.486,Ball Receipt*,
