50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.434899,,,,,,,,,,,,,0370f998-5b8d-41cb-a11a-632011316c19,16,,,"[37.0, 61.8]",3879674,0,,,True,0.13322675,,,,,"[56.4, 64.4]",,High Pass,,19.573452,,,Keisuke Honda,5683.0,,,,,,Recovery,1,Regular Play,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,3,AC Milan,243,"['26d54b7a-ad44-49a3-840a-7a9eb03b3e0e', 'be2e11f7-23f0-4101-a30f-b2f91a63474c', 'd8169988-9145-44ab-b9cf-2918a07f65dc']",6,,,,,,,,,,,,,,,,,AC Milan,243,00:00:06.448,Pass,True
,,,,,,,,,,,,,,,,,1.15704,,,,,,,,,,,,,ebfb21b8-e530-4a67-8f68-45e1adde138d,20,,,"[58.5, 75.6]",3879674,0,True,,,-3.0095246,,Left Foot,,,"[31.4, 72.0]",,Ground Pass,,27.338068,,,Ignazio Abate,7463.0,,,,,,,1,Regular Play,Keisuke Honda,5683.0,Right Midfield,3,AC Milan,243,['9933ae0e-4baf-47c2-b60c-386dff570438'],11,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.490,Pass,
,,,,,,,,,,,,,,,,,1.703853,,,,,,,,,,,,,01136afa-7cbf-4728-a07f-f2537b68d6cf,22,,,"[35.6, 68.0]",3879674,0,True,,,-0.5049866,,Right Foot,,,"[51.7, 59.1]",,Ground Pass,,18.396194,Incomplete,,,,,,,,,,1,Regular Play,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['7e0b136c-119f-4479-9396-262de30e3920'],12,,,,,,,,,,,,,,,,,AC Milan,243,00:00:12.710,Pass,
,,,,,,,,,,,,,,,,,0.721447,,,,,,,,,,,,,7e0b136c-119f-4479-9396-262de30e3920,23,,,"[68.4, 21.0]",3879674,0,,,,-1.7681919,,Right Foot,,,"[67.0, 14.0]",,Ground Pass,,7.1386275,,,Matteo Brighi,18027.0,,,,,,Recovery,1,Regular Play,Saphir Sliti Taïder,8851.0,Right Center Midfield,4,Bologna,240,"['01136afa-7cbf-4728-a07f-f2537b68d6cf', '3c752198-860a-48dc-9199-37d05f93fa72']",14,,,,,,,,,,,,,,,,,Bologna,240,00:00:14.414,Pass,
,,,,,,,,,,,,,,,,,0.55123,,,,,,,,,,,,,85f5393c-bf30-46a9-9c14-d72edb65fef3,26,,,"[67.0, 14.0]",3879674,0,,,,-0.45037407,,Right Foot,,,"[76.1, 9.6]",,Ground Pass,,10.107918,,,Emanuele Giaccherini,7775.0,,,,,,,1,Regular Play,Matteo Brighi,18027.0,Left Center Midfield,4,Bologna,240,['024654ac-e3f9-4918-96a0-169f113ebd65'],15,,,,,,,,,,,,,,,,,Bologna,240,00:00:15.686,Pass,
,,,,,,,,,,,,,,,,,2.579197,,,,,,,,,,,,,45a56724-a362-4304-b0d3-0c2abe87dd78,28,,,"[76.1, 9.6]",3879674,0,,,,0.3892156,,Right Foot,,,"[97.8, 18.5]",,Ground Pass,,23.45421,Incomplete,,Mattia Destro,8103.0,,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,Left Midfield,4,Bologna,240,"['5efbbf8c-2e6e-4549-8f68-c2145526aca6', 'a5b4a868-418e-4c97-9be3-81fa65e1c7d0']",16,,,,,,,,,,,,,,,,,Bologna,240,00:00:16.237,Pass,
,,,,,,,,,,,,,,,,,2.151955,,,,,,,,,,,,,5efbbf8c-2e6e-4549-8f68-c2145526aca6,30,,,"[22.3, 61.6]",3879674,0,,,,-2.3644588,,Left Foot,,,"[4.0, 43.6]",,Ground Pass,,25.668852,,,Gianluigi Donnarumma,7036.0,,,,,,Recovery,1,Regular Play,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,5,AC Milan,243,"['45a56724-a362-4304-b0d3-0c2abe87dd78', '6744b448-fae2-4db5-84cb-5d41e49643ed']",18,,,,,,,,,,,,,,,,,AC Milan,243,00:00:18.816,Pass,
,,,,,,,,,,,,,,,,,3.668621,,,,,,,,,,,,,cecd9b14-938e-4bb5-9efd-2e3f06042393,33,,,"[7.9, 45.8]",3879674,0,,,,-0.14111193,,Right Foot,,,"[61.4, 38.2]",,High Pass,,54.037117,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,5,AC Milan,243,"['03a0ce17-1291-4d9c-aeab-19a127a4947d', '872727c4-a294-4f93-a1a9-418874ff62d7']",21,,,,,,,,,,,,,,,,,AC Milan,243,00:00:21.090,Pass,
,,,,,,,,,,,,,,,,,1.200106,,,,,,,,,,,,,872727c4-a294-4f93-a1a9-418874ff62d7,35,,,"[58.7, 41.9]",3879674,0,,,True,0.0,,,,,"[66.4, 41.9]",,High Pass,,7.7,Incomplete,,Mattia Destro,8103.0,,,,,,Recovery,1,Regular Play,Daniele Gastaldello,30745.0,Right Center Back,5,AC Milan,243,"['3993a77a-e0db-450f-9871-5c5a956f72ae', '8df2e00b-a926-4799-b593-90d973bbd550', 'cecd9b14-938e-4bb5-9efd-2e3f06042393', 'd7382e49-f490-4020-a827-ad03f3bb572b']",24,,,,,,,,,,,,,,,,,Bologna,240,00:00:24.759,Pass,True
,,,,,,,,,,,,,,,,,1.645235,,,,,,,,,,,,,d7382e49-f490-4020-a827-ad03f3bb572b,38,,,"[53.7, 38.2]",3879674,0,,,,-0.8217458,,Left Foot,,,"[64.3, 26.8]",,Ground Pass,,15.566631,,,Giacomo Bonaventura,7026.0,,,,,,Recovery,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,5,AC Milan,243,"['872727c4-a294-4f93-a1a9-418874ff62d7', 'e2c1489e-4f40-4e01-bbb1-bf0ae8e852ad']",25,,,,,,,,,,,,,,,,,AC Milan,243,00:00:25.959,Pass,
,,,,,,,,,,,,,,,,,0.520414,,,,,,,,,,,,,811b03d6-2d7c-49fa-9ed0-7a9c124fc34d,41,,,"[73.1, 24.3]",3879674,0,,,,0.89378005,,Left Foot,,,"[81.7, 35.0]",,Ground Pass,,13.727709,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,5,AC Milan,243,['9239d3bf-4699-4047-b112-00910a0ac1b1'],28,,,,,,,,,,,,,,,,,AC Milan,243,00:00:28.705,Pass,
,,,,,,,,,,,,,,,,,0.624828,,,,,,,,,,,,,fbed8a97-7a4a-466d-8290-13fd3d6297b0,44,,,"[81.5, 33.9]",3879674,0,,,,-2.7776136,,Right Foot,,,"[73.1, 30.7]",,Ground Pass,,8.988882,,,Andrea Bertolacci,7147.0,,,,,,,1,Regular Play,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,5,AC Milan,243,['3acc3e97-7a7c-4e65-980d-c65cb00d3ca2'],29,,,,,,,,,,,,,,,,,AC Milan,243,00:00:29.728,Pass,
,,,,,,,,,,,,,,,,,0.613684,,,,,,,,,,,,,219c17e8-f01b-49bb-b0d2-9d2f6f67a808,47,,,"[73.1, 30.7]",3879674,0,,,,1.9211105,,Left Foot,,,"[69.3, 41.1]",,Ground Pass,,11.072489,,,Riccardo Montolivo,7166.0,,,,,,,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,5,AC Milan,243,['82cabc1c-add8-4b48-8854-a2d7fb10c683'],33,,,,,,,,,,,,,,,,,AC Milan,243,00:00:33.709,Pass,
,,,,,,,,,,,,,,,,,1.603189,,,,,,,,,,,,,25ffe1dc-15f4-42ef-866d-ef23dd9aef38,50,,,"[69.3, 41.1]",3879674,0,,,,1.5032663,,Right Foot,,,"[70.7, 61.8]",,Ground Pass,,20.74729,,,Ignazio Abate,7463.0,,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,5,AC Milan,243,['a4e168ea-08d3-40e6-ad7b-b7e79598023d'],35,,,,,,,,,,,,,,,,,AC Milan,243,00:00:35.334,Pass,
,,,,,,,,,,,,,,,,,0.64417,,,,,,,,,,,,,c292dd79-20d9-4e5b-b9d9-315347501967,53,,,"[70.7, 61.8]",3879674,0,,,,-1.9900287,,Right Foot,,,"[66.6, 52.6]",,Ground Pass,,10.072239,,,Riccardo Montolivo,7166.0,,,,,,,1,Regular Play,Ignazio Abate,7463.0,Right Back,5,AC Milan,243,['167aa002-0be2-4fdc-9425-79ab8a35a305'],38,,,,,,,,,,,,,,,,,AC Milan,243,00:00:38.297,Pass,
,,,,,,,,,,,,,,,,,2.603206,,,,,,,,,,,,,624a0288-fbca-4a36-9796-e6eb72dc067f,56,,,"[66.6, 52.6]",3879674,0,,,,-1.6578993,,Right Foot,,,"[63.5, 17.1]",,Ground Pass,,35.635094,,,Philippe Mexès,20289.0,,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,5,AC Milan,243,['9034cb7c-cfb5-4960-8d6d-3be88a0b3ea8'],39,,,,,,,,,,,,,,,,,AC Milan,243,00:00:39.667,Pass,
,,,,,,,,,,,,,,,,,1.245258,,,,,,,,,,,,,3c25b6cb-1910-4c6d-b2fa-cf858a2fd09e,59,,,"[67.0, 14.6]",3879674,0,,,,-1.1781589,,Right Foot,,,"[71.1, 4.7]",,Ground Pass,,10.715409,,,Mattia De Sciglio,6944.0,,,,,,,1,Regular Play,Philippe Mexès,20289.0,Left Center Back,5,AC Milan,243,['c137de77-27fc-456b-8810-675b0d2591cf'],44,,,,,,,,,,,,,,,,,AC Milan,243,00:00:44.346,Pass,
,,,,,,,,,,,,,,,,,0.35049,,,,,,,,,,,,,b2f205f4-0b4e-44d0-853b-301ff6c52b8a,62,,,"[71.1, 4.7]",3879674,0,,,,0.07982998,,Right Foot,,,"[76.1, 5.1]",,Low Pass,,5.0159745,Incomplete,,Giacomo Bonaventura,7026.0,,,,,,,1,Regular Play,Mattia De Sciglio,6944.0,Left Back,5,AC Milan,243,"['93a39cd6-847e-4236-b921-362181841c74', 'df65164b-eae8-418e-82c3-a67e7c3b52f2']",46,,,,,,,,,,,,,,,,,AC Milan,243,00:00:46.161,Pass,
,,,,,,,,,,,,,,,,,1.484377,,,,,,,,,,,,,d183af09-1260-4624-89a0-4936f6cd0d95,65,,,"[72.3, 0.1]",3879674,0,,,,2.0184772,,,,,"[62.6, 20.3]",,Low Pass,,22.408257,,,Riccardo Montolivo,7166.0,,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,6,AC Milan,243,['fe8f5975-0c6e-4aa4-80bb-f2b521920db1'],55,,,,,,,,,,,,,,,,,AC Milan,243,00:00:55.081,Pass,
,,,,,,,,,,,,,,,,,0.949256,,,,,,,,,,,,,fd49cde1-1f4c-4614-b7e0-12733c6b0588,68,,,"[64.3, 12.4]",3879674,0,,,,-1.6111784,,Right Foot,,,"[63.9, 2.5]",,Ground Pass,,9.908077,,,Mattia De Sciglio,6944.0,,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Right Defensive Midfield,6,AC Milan,243,['06d71c54-0184-4eeb-b861-1462cd7edd04'],58,,,,,,,,,,,,,,,,,AC Milan,243,00:00:58.726,Pass,
,,,,,,,,,,,,,,,,,1.154795,,,,,,,,,,,,,c489a33a-8a55-4ee9-bf5d-efda2c2f6b46,72,,,"[64.6, 4.0]",3879674,1,,,,2.7712693,,Right Foot,,,"[47.6, 10.6]",,Ground Pass,,18.236227,,,Philippe Mexès,20289.0,,,,,,,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,6,AC Milan,243,['92d63f7e-f458-422f-8da6-d37fbdff626b'],1,,,,,,,,,,,,,,,,,AC Milan,243,00:01:01.769,Pass,
,,,,,,,,,,,,,,,,,0.627528,,,,,,,,,,,,,b8910b91-1b14-40d6-a7e1-8ae6b7578eea,76,,,"[48.8, 2.4]",3879674,1,,,,1.091277,,Left Foot,,,"[54.0, 12.4]",,Ground Pass,,11.271202,,,Mattia De Sciglio,6944.0,,,,,,,1,From Throw In,Philippe Mexès,20289.0,Left Center Back,6,AC Milan,243,['d8b08a60-4f68-4bcd-9c5b-30b97659b0e4'],5,,,,,,,,,,,,,,,,,AC Milan,243,00:01:05.805,Pass,
,,,,,,,,,,,,,,,,,2.578521,,,,,,,,,,,,,3dd29707-05ad-485f-bd6f-25bd80943b9f,79,,,"[42.4, 17.1]",3879674,1,,,,2.4019957,,Right Foot,,,"[17.3, 40.0]",,Ground Pass,,33.976757,,,Gianluigi Donnarumma,7036.0,,,,,,,1,From Throw In,Mattia De Sciglio,6944.0,Left Back,6,AC Milan,243,['0c51ca3e-6bf0-463f-ac83-083d4ded7d48'],8,,,,,,,,,,,,,,,,,AC Milan,243,00:01:08.724,Pass,
,,,,,,,,,,,,,,,,,0.878723,,,,,,,,,,,,,12b9aaef-afa8-4190-9792-40d96a508935,82,,,"[17.3, 40.0]",3879674,1,,,,0.65226185,,Right Foot,,,"[30.0, 49.7]",,Ground Pass,,15.980614,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,,1,From Throw In,Gianluigi Donnarumma,7036.0,Goalkeeper,6,AC Milan,243,['77d02a72-a87a-489f-a8fd-144ab138a8f5'],11,,,,,,,,,,,,,,,,,AC Milan,243,00:01:11.641,Pass,
,,,,,,,,,,,,,,,,,1.025628,,,,,,,,,,,,,ce44a713-7ab9-4dd0-8016-c5fcca938736,85,,,"[42.9, 52.1]",3879674,1,,,,-0.6223029,,Right Foot,,,"[56.7, 42.2]",,Ground Pass,,16.983816,,,Riccardo Montolivo,7166.0,,,,,,,1,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,6,AC Milan,243,['800c32d0-6224-48a0-82e4-007df66b9c45'],17,,,,,,,,,,,,,,,,,AC Milan,243,00:01:17.208,Pass,
,,,,,,,,,,,,,,,,,1.300297,,,,,,,,,,,,,32d1521d-065f-4ec1-bf32-eb81dee340d1,88,,,"[56.7, 41.3]",3879674,1,,,,2.1273956,,Left Foot,,,"[48.3, 54.8]",,Ground Pass,,15.9,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Right Defensive Midfield,6,AC Milan,243,['cdd6a855-6d3e-465e-8422-439a50232cda'],18,,,,,,,,,,,,,,,,,AC Milan,243,00:01:18.371,Pass,
,,,,,,,,,,,,,,,,,1.924138,,,,,,,,,,,,,09155f16-6e88-4271-ae7e-ffeaf2595a17,91,,,"[54.8, 58.5]",3879674,1,,,,0.6180765,,Right Foot,,,"[76.6, 74.0]",,Ground Pass,,26.748644,,,Ignazio Abate,7463.0,,,,,,,1,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,6,AC Milan,243,['7c0ec83b-7375-4df0-8242-75129dc78f03'],21,,,,,,,,,,,,,,,,,AC Milan,243,00:01:21.257,Pass,
,,,,,,,,,,,,,,,,,0.666388,,,,,,,,,,,,,efeab8a5-52dd-464e-b545-d3e025d58eb1,94,,,"[76.6, 74.0]",3879674,1,,,,-1.2467039,,Right Foot,,,"[80.9, 61.2]",,Ground Pass,,13.502963,,,Keisuke Honda,5683.0,,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,6,AC Milan,243,['a0e6db48-e449-421b-bce5-f2489fbb81d5'],23,,,,,,,,,,,,,,,,,AC Milan,243,00:01:23.275,Pass,
,,,,,,,,,,,,,,,,,0.821254,,,,,,,,,,,,,0e0fa4a7-0c7f-416a-b08c-6f8f24718910,98,,,"[80.0, 58.3]",3879674,1,,,,2.0074234,,Left Foot,,,"[77.2, 64.3]",,Ground Pass,,6.621178,Incomplete,,Ignazio Abate,7463.0,,,,,,,1,From Throw In,Keisuke Honda,5683.0,Right Midfield,6,AC Milan,243,"['3e86473f-d196-448d-95c5-12157947f1c5', 'acecfc44-2160-4ed8-b718-3f9585c95d4a', 'fd564499-c9ea-4d23-957a-8e1de1e806f5']",24,,,,,,,,,,,,,,,,,AC Milan,243,00:01:24.047,Pass,True
,,,,,,,,,,,,,,,,,0.530396,,,,,,,,,,,,,fd564499-c9ea-4d23-957a-8e1de1e806f5,100,,,"[42.9, 15.8]",3879674,1,,,,-2.113986,,Right Foot,,,"[39.7, 10.5]",,Ground Pass,,6.1911225,,,Emanuele Giaccherini,7775.0,,,,,,Recovery,1,Regular Play,Matteo Brighi,18027.0,Left Center Midfield,7,Bologna,240,"['0e0fa4a7-0c7f-416a-b08c-6f8f24718910', '448bb7c5-bac4-4e72-a4ec-f1497f893ddb']",24,,,,,,,,,,,,,,,,,Bologna,240,00:01:24.868,Pass,
,,,,,,,,,,,,,,,,,0.573122,,,,,,,,,,,,,61b6896f-cf14-49eb-b4b3-4f16b51414a4,106,,,"[32.0, 13.1]",3879674,1,,,,1.1669365,,Left Foot,,,"[37.0, 24.8]",,Ground Pass,,12.7236,,,Amadou Diawara,8284.0,,,,,,Recovery,1,Regular Play,Adam Masina,7169.0,Left Back,7,Bologna,240,['fa43bfa9-2ab2-4b39-abdc-f30035b4818a'],27,,,,,,,,,,,,,,,,,Bologna,240,00:01:27.676,Pass,
,,,,,,,,,,,,,,,,,1.647697,,,,,,,,,,,,,40fd16f3-67ab-4f19-b3e8-847d08b0b4ae,110,,,"[34.7, 27.7]",3879674,1,,,,-0.13158815,,Left Foot,,,"[55.1, 25.0]",,Ground Pass,,20.5779,,,Matteo Brighi,18027.0,,,,,,,1,Regular Play,Amadou Diawara,8284.0,Center Defensive Midfield,7,Bologna,240,['a804362f-51de-4298-9595-0d81075fa607'],31,,,,,,,,,,,,,,,,,Bologna,240,00:01:31.186,Pass,
,,,,,,,,,,,,,,,,,1.443152,,,,,,,,,,,,,220968c9-60df-442f-bbcf-97391e5b2a6c,113,,,"[55.3, 25.0]",3879674,1,,,,-0.94897205,,Right Foot,,,"[63.9, 13.0]",,Ground Pass,,14.763469,,,Emanuele Giaccherini,7775.0,,,,,,,1,Regular Play,Matteo Brighi,18027.0,Left Center Midfield,7,Bologna,240,['f2363a20-2774-48e7-bbc5-cc65b9e7332b'],32,,,,,,,,,,,,,,,,,Bologna,240,00:01:32.855,Pass,
