50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,48f3a876-102e-4fed-9048-3d1d5bb7ef17,1,,,3879767,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dc63888a-92b2-4b22-87de-76c39d23ca71,2,,,3879767,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,13fa9c9d-82b0-4d05-a4e0-dcc60f42d5aa,3,,,3879767,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['6735e4c9-4cd6-499a-9a75-26a5d6c64af6'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6735e4c9-4cd6-499a-9a75-26a5d6c64af6,4,,,3879767,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['13fa9c9d-82b0-4d05-a4e0-dcc60f42d5aa'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0889cc13-aa8f-4463-9eae-907b23643795,1892,,,3879767,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,94,Fiorentina,239,['9b4706f9-a9c4-4d74-b5fb-6a6b0ac0ca3c'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9b4706f9-a9c4-4d74-b5fb-6a6b0ac0ca3c,1893,,,3879767,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,94,Fiorentina,239,['0889cc13-aa8f-4463-9eae-907b23643795'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.519282,,,,,,,,,,,,,,fd8c702b-185b-42d2-a45c-beb879efae7d,5,,"[61.0, 40.1]",3879767,0,,,,,1.2627436,,Right Foot,,,,"[61.7, 42.3]",,Ground Pass,,2.3086793,,,,Diego Perotti,7456.0,,,,,Kick Off,1,From Kick Off,Miralem Pjanić,6947.0,Left Center Midfield,2,AS Roma,229,['4949b562-b026-4166-8cc9-e3533587024d'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.506,Pass,
,,,,,,,,,,,,,,,,,,,2.04271,,,,,,,,,,,,,,818a8a54-6f49-4501-a838-ec86143b9ffc,12,,"[80.4, 40.3]",3879767,0,,,,,1.4770283,,Right Foot,,,,"[83.4, 72.2]",,Ground Pass,,32.040756,,,,Alessandro Florenzi,6964.0,,,,,Free Kick,1,From Free Kick,Miralem Pjanić,6947.0,Left Center Midfield,3,AS Roma,229,['fc5d9868-a623-470c-b0c3-705206150334'],12,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:12.526,Pass,
,,,,,,,,,,,,,,,,,,,0.729663,,,,,,,,,,,,,,5d4ac443-195a-4fc4-b4bd-95cca614daeb,15,,"[83.4, 72.2]",3879767,0,,,,,0.5453618,,Right Foot,,,,"[92.3, 77.6]",,Ground Pass,,10.410091,,,,Mohamed Salah,3531.0,,,,,,1,From Free Kick,Alessandro Florenzi,6964.0,Right Back,3,AS Roma,229,['0a1ba38b-b8a2-4c1d-b342-36e7fd8e1586'],16,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:16.192,Pass,
,,,,,,,,,,,,,,,,,,,1.228029,,,,,,,,,,,,,,05a8e868-fc87-48c4-97f4-4cae66c57ca1,18,,"[92.3, 77.6]",3879767,0,,,,,-2.9441972,,Right Foot,,,,"[82.3, 75.6]",,Ground Pass,,10.198039,,,,Alessandro Florenzi,6964.0,,,,,,1,From Free Kick,Mohamed Salah,3531.0,Right Center Forward,3,AS Roma,229,['d7b3f272-624c-47b7-b6ec-68b111577c45'],16,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:16.995,Pass,
,,,,,,,,,,,,,,,,,,,1.23691,,,,,,,,,,,,,,23182aeb-5277-4a20-a104-e99a8a4184c8,21,,"[78.0, 69.8]",3879767,0,,,,,-2.747212,,Right Foot,,,,"[60.7, 62.6]",,Ground Pass,,18.738462,,,,Konstantinos Manolas,7048.0,,,,,,1,From Free Kick,Alessandro Florenzi,6964.0,Right Back,3,AS Roma,229,['9aa996b7-ff8e-4c02-9435-103032191a13'],20,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:20.343,Pass,
,,,,,,,,,,,,,,,,,,,2.176846,,,,,,,,,,,,,,3b715b94-1003-4b73-b87b-c10016a58e1a,25,,"[59.8, 62.6]",3879767,0,,,,,0.88288003,,Right Foot,,,,"[74.1, 80.0]",,High Pass,,22.522211,,Out,,Mohamed Salah,3531.0,,,,,,1,From Free Kick,Konstantinos Manolas,7048.0,Right Center Back,3,AS Roma,229,"['b2851c5a-d619-4ded-87a7-3a99e491c82e', 'f83ca1bc-160a-47c6-83fd-4c177e817d14']",21,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:21.744,Pass,True
,,,,,,,,,,,,,,,,,,,0.850341,,,,,,,,,,,,,,a73d7454-2cc3-498b-9589-f2804773ca0f,27,,"[54.0, 0.1]",3879767,0,,,,,0.56263804,,,,,,"[65.1, 7.1]",,Low Pass,,13.122881,,,,Borja Valero Iglesias,6997.0,,,,,Throw-in,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Back,4,Fiorentina,239,['a35c6fd0-35ba-430e-81dc-e6fe0035deba'],31,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:31.785,Pass,
