50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bdc843fe-12f6-4227-b26b-7624f0589936,1,,,3878549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 386514, 'name': 'Luca Martinelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 55}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1895b95c-4609-48f6-9490-d9e1ced755dc,2,,,3878549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 40}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,27f5f68c-10e3-4316-9766-b428ce700a41,3,,,3878549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['d883e0ea-ce22-4783-8d66-dc15fd02ff00'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d883e0ea-ce22-4783-8d66-dc15fd02ff00,4,,,3878549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['27f5f68c-10e3-4316-9766-b428ce700a41'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0e8b5185-5cec-4fa7-b798-202b0aadc645,1784,,,3878549,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Empoli,290,['5c1aabcd-64c3-4038-9b48-b961356ed1f6'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5c1aabcd-64c3-4038-9b48-b961356ed1f6,1785,,,3878549,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Empoli,290,['0e8b5185-5cec-4fa7-b798-202b0aadc645'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.009868,,,,,,,,,,,,4abff1fa-8673-400a-a6ad-f69235ef856c,5,,"[60.0, 40.0]",3878549,0,,True,,,-2.8475535,,Right Foot,,,"[45.8, 35.7]",,Ground Pass,,14.836779,,,,Federico Barba,17520.0,,,,,Kick Off,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['7d6281d5-7053-4684-8263-32b44dbd867f'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.907,Pass,
,,,,,,,,,,,,,,,0.747525,,,,,,,,,,,,b09ee0dc-0937-43fa-bc99-2705b7cce0db,7,,"[44.8, 35.7]",3878549,0,,,,,2.4370985,,Right Foot,,,"[42.8, 37.4]",,Ground Pass,,2.624881,,,,Luca Martinelli,386514.0,,,,,,1,From Kick Off,Federico Barba,17520.0,Left Center Back,2,Empoli,290,['a45fa74e-823f-43a4-856b-c2b19db684bc'],1,,,,,,,,,,,,,,,,,Empoli,290,00:00:01.917,Pass,
,,,,,,,,,,,,,,,3.812488,,,,,,,,,,,,691ffd48-5038-410c-a841-4ba72da16c1f,9,,"[42.8, 37.4]",3878549,0,,,,,0.7389989,,Left Foot,,,"[89.0, 79.5]",,High Pass,,62.5048,,Out,,Riccardo Saponara,7150.0,,True,,,,1,From Kick Off,Luca Martinelli,386514.0,Right Center Back,2,Empoli,290,['aba4c024-5c43-4643-b0c2-df78d9b39a21'],2,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.664,Pass,
,,,,,,,,,,,,,,,1.526218,,,,,,,,,,,,d9f51691-4fa4-40fa-ad96-5825e29ea3b9,11,,"[39.2, 0.1]",3878549,0,,,,,0.18339959,,,,,"[64.0, 4.7]",,High Pass,,25.223005,,Incomplete,,Paul-José M''Poku Ebunge,18946.0,,,,,Throw-in,1,From Throw In,Massimo Gobbi,8645.0,Left Back,3,Chievo,231,"['86aacd50-80c5-4546-949c-81bb61f4866a', 'b585b3f9-74a1-4116-be7c-fe96113e49a4']",16,,,,,,,,,,,,,,,,,Chievo,231,00:00:16.185,Pass,
