50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9537e59c-1358-43e5-a659-7fb7386e7e65,1,,,3879834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 75}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 53}, {'player': {'id': 6577, 'name': 'Zdravko Kuzmanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,574e3ab9-d5a6-4e50-a6c4-39cbbb96069d,2,,,3879834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,,0,,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,34190796-12d1-4410-b34f-df3784f4531c,3,,,3879834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['71c28799-dba8-4342-bba3-4d799a8b8166'],0,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71c28799-dba8-4342-bba3-4d799a8b8166,4,,,3879834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Udinese,230,['34190796-12d1-4410-b34f-df3784f4531c'],0,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5fd7af36-a228-4221-95ea-66f4c1dd43d3,1613,,,3879834,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Udinese,230,['74453337-89ea-4196-92b6-4d82556f6d2d'],0,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74453337-89ea-4196-92b6-4d82556f6d2d,1614,,,3879834,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Udinese,230,['5fd7af36-a228-4221-95ea-66f4c1dd43d3'],0,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.764751,,,,,,,,,,,,,0e7dd7c2-821e-4293-b5e4-98870ff70159,5,,"[60.0, 40.0]",3879834,0,,True,,,-1.8692952,,Left Foot,,,"[59.2, 37.4]",,Ground Pass,,2.720294,,,,,Mauro Matías Zárate,27853.0,,,,,,Kick Off,1,From Kick Off,Federico Bernardeschi,7777.0,Right Attacking Midfield,2,Fiorentina,239,['7cb9bd12-2c38-40dd-b43e-33cd0e8101b5'],0,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.190,Pass,
,,,,,,,,,,,,,,,,,,,0.840557,,,,,,,,,,,,,4075e345-319f-4e8f-af41-47b856b65068,7,,"[58.3, 37.4]",3879834,0,,,,,2.7610862,,Right Foot,,,"[48.3, 41.4]",,Ground Pass,,10.770329,,,,,Matías Vecino Falero,5255.0,,,,,,,1,From Kick Off,Mauro Matías Zárate,27853.0,Center Forward,2,Fiorentina,239,['70a4c569-5b62-4ea7-9540-185fff52342f'],1,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.254,Pass,
,,,,,,,,,,,,,,,,,,,1.996603,,,,,,,,,,,,,12ea1589-d75c-4fca-aeab-9b41a4f451fd,10,,"[48.3, 41.4]",3879834,0,,,,,1.7431312,,Right Foot,,,"[43.2, 70.7]",,Ground Pass,,29.740545,,,,,Nenad Tomović,7056.0,,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Right Defensive Midfield,2,Fiorentina,239,['eaa91bdd-c237-4c64-8856-398e2fb9acc4'],3,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:03.229,Pass,
,,,,,,,,,,,,,,,,,,,1.096458,,,,,,,,,,,,,83bdfe20-514d-4fa3-87d0-4d05abab8147,14,,"[45.4, 75.0]",3879834,0,,,,,0.0,,Right Foot,,,"[65.7, 75.0]",,Ground Pass,,20.3,,,,,Cristian Tello Herrera,6658.0,,,,,,,1,From Kick Off,Nenad Tomović,7056.0,Right Center Back,2,Fiorentina,239,['f42be2b7-c5cb-4502-b9ab-c13c13bbdd0f'],6,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.575,Pass,
,,,,,,,,,,,,,,,,,,,1.353203,,,,,,,,,,,,,5b07f445-5f02-4494-a872-7ab538f293aa,21,,"[54.8, 75.9]",3879834,0,,,,,-3.1042268,,Left Foot,,,"[44.1, 75.5]",,Ground Pass,,10.707474,,,,,Nenad Tomović,7056.0,,,,,,,1,From Kick Off,Cristian Tello Herrera,6658.0,Right Wing Back,2,Fiorentina,239,['f30e06a8-8965-482c-989e-3cb59f77733b'],11,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:11.099,Pass,
,,,,,,,,,,,,,,,,,,,1.234784,,,,,,,,,,,,,41cd9858-d890-4ec4-a610-0763c7e52111,24,,"[44.1, 75.5]",3879834,0,,,,,-2.5692837,,Right Foot,,,"[23.3, 62.1]",,Ground Pass,,24.742676,,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,,1,From Kick Off,Nenad Tomović,7056.0,Right Center Back,2,Fiorentina,239,['bbd0da79-a5f0-4513-87d3-75d1c6b8ba34'],13,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:13.487,Pass,
,,,,,,,,,,,,,,,,,,,2.157572,,,,,,,,,,,,,61ea5343-069a-407a-b432-cc3d8fad7337,27,,"[23.8, 61.2]",3879834,0,,,,,-1.4046768,,Right Foot,,,"[29.4, 27.8]",,Ground Pass,,33.866207,,,,,Facundo Sebastián Roncaglia,6830.0,,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['fdcc0ad3-1b6b-456a-8efb-b7e1218b9b97'],15,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:15.936,Pass,
,,,,,,,,,,,,,,,,,,,1.145363,,,,,,,,,,,,,ddc09d89-a273-4704-8134-07c2c5b2b8d5,30,,"[28.0, 30.7]",3879834,0,,,,,1.5408652,,Right Foot,,,"[28.5, 47.4]",,Ground Pass,,16.707483,,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,,1,From Kick Off,Facundo Sebastián Roncaglia,6830.0,Left Center Back,2,Fiorentina,239,['6274ce68-2be5-4070-92fc-5ab716a754ad'],19,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:19.524,Pass,
,,,,,,,,,,,,,,,,,,,2.214712,,,,,,,,,,,,,c3b095a2-2856-4624-a54f-02a0703a3562,34,,"[49.4, 47.7]",3879834,0,,,,,0.42052716,,Right Foot,,,"[81.6, 62.1]",,High Pass,,35.27322,,,Incomplete,,Mauro Matías Zárate,27853.0,,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,"['12411054-44ca-4c3c-a200-7db805c87efc', '7386de02-5ffe-4e8d-a929-34d15b777c3b']",25,,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:25.866,Pass,
,,,,,,,,,,,,,,,,,,,0.977147,,,,,,,,,,,,,12411054-44ca-4c3c-a200-7db805c87efc,36,,"[38.5, 18.0]",3879834,0,,,,,-0.74611706,,Head,,,"[50.4, 7.0]",,Low Pass,,16.205246,,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Recovery,1,Regular Play,Molla Wagué,3577.0,Left Center Back,3,Udinese,230,"['4532bcf5-2674-442a-8dee-7ccb2d66ba23', 'c3b095a2-2856-4624-a54f-02a0703a3562']",28,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:28.081,Pass,
,,,,,,,,,,,,,,,,,,,1.244945,,,,,,,,,,,,,8f9e306c-5514-41b4-b49e-176a20d2a441,43,,"[50.9, 7.5]",3879834,0,,,,,2.6430247,,Right Foot,,,"[32.9, 17.3]",,Ground Pass,,20.494877,,,,,Molla Wagué,3577.0,,,,,,Free Kick,1,From Free Kick,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,4,Udinese,230,['08ea8352-1364-48c8-86cf-9210601ba193'],42,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:42.737,Pass,
