50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.373569,,,,,,,,,,,,,294e4085-6170-403f-8889-88f1b8bd3fb2,16,,"[77.3, 49.3]",3879701,0,,,,True,0.6556956,,,,,,"[89.0, 58.3]",,High Pass,14.761098,,Incomplete,,Mohamed Salah,3531.0,,,,,,1,From Kick Off,Edin Džeko,6973.0,Center Forward,2,AS Roma,229,"['2bd4ecbd-c568-422d-8cde-6abce97c4c08', '9c1c0894-13ff-463f-ac43-ee8357d1177d', 'acca3dc8-313a-4139-b052-a62bc0e3c5d9']",10,,,,,,,,,,,,,,,,AS Roma,229,00:00:10.087,Pass,True
,,,,,,,,,,,,,,,,,,,1.557676,,,,,,,,,,,,,6862cf1c-6a4c-46b7-ae7c-41585939d912,21,,"[65.9, 59.2]",3879701,0,,,,,1.3290435,,Right Foot,,,,"[69.5, 73.8]",,High Pass,15.037287,,,,Alessandro Florenzi,6964.0,,,,,Recovery,1,From Kick Off,William Vainqueur,23241.0,Right Defensive Midfield,2,AS Roma,229,"['12ed5a01-1b1f-449e-858d-9d70bb398992', 'e71ecae2-3864-4c8d-8ad9-91391e8ea2a6']",12,,,,,,,,,,,,,,,,AS Roma,229,00:00:12.507,Pass,True
,,,,,,,,,,,,,,,,,,,0.969172,,,,,,,,,,,,,2821eb75-f0f8-4599-99b5-6445d278d902,23,,"[69.5, 74.0]",3879701,0,,,,,-0.39252767,,Right Foot,,,,"[85.2, 67.5]",,High Pass,16.992352,,,,Mohamed Salah,3531.0,,,,,,1,From Kick Off,Alessandro Florenzi,6964.0,Right Wing Back,2,AS Roma,229,['6a562276-ee19-4c72-902d-6b354bd3d77a'],14,,,,,,,,,,,,,,,,AS Roma,229,00:00:14.065,Pass,
,,,,,,,,,,,,,,,,,,,1.752253,,,,,,,,,,,,,3edb8820-b9c5-4c37-8a43-80a999e27215,29,,"[28.1, 0.1]",3879701,0,,,,,0.21585305,,,,,,"[58.2, 6.7]",,High Pass,30.815094,,Incomplete,,Mario Mandžukić,5472.0,,,,,Throw-in,1,From Throw In,Patrice Evra,20008.0,Left Wing Back,3,Juventus,224,"['e22ab619-dd2e-4118-b9b4-43a4be760aa1', 'fb102b0d-660f-4ea9-ad8d-fc8aaf5743c4']",24,,,,,,,,,,,,,,,,Juventus,224,00:00:24.776,Pass,
,,,,,,,,,,,,,,,,,,,1.890872,,,,,,,,,,,,,5757784f-77fc-4823-8448-a72d478fd5e3,32,,"[53.3, 0.1]",3879701,0,,,,,2.982368,,,,,,"[25.9, 4.5]",,Low Pass,27.751036,,,,Giorgio Chiellini,6954.0,,,,,Throw-in,1,From Throw In,Patrice Evra,20008.0,Left Wing Back,4,Juventus,224,['a8307f6d-a794-4e67-81a4-b12300c1564c'],41,,,,,,,,,,,,,,,,Juventus,224,00:00:41.108,Pass,
,,,,,,,,,,,,,,,,,,,2.138516,,,,,,,,,,,,,76cb47a7-c9d1-4046-b9ce-d089852716f8,35,,"[19.6, 4.4]",3879701,0,,,,,1.8715174,,Left Foot,,,,"[9.8, 36.0]",,Ground Pass,33.08474,,,,Gianluigi Buffon,6949.0,,,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,4,Juventus,224,['c4551dce-79b6-460b-a5ca-135d93b35e4d'],44,,,,,,,,,,,,,,,,Juventus,224,00:00:44.802,Pass,
,,,,,,,,,,,,,,,,,,,0.837349,,,,,,,,,,,,,52a6e959-9e64-41a5-ac67-e9f835a7ff7d,38,,"[15.0, 44.6]",3879701,0,,,,,0.048155513,,Right Foot,,,,"[23.3, 45.0]",,Ground Pass,8.309633,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Gianluigi Buffon,6949.0,Goalkeeper,4,Juventus,224,['320ddf0c-dd21-4a90-af78-8ded43c8266d'],49,,,,,,,,,,,,,,,,Juventus,224,00:00:49.455,Pass,
,,,,,,,,,,,,,,,,,,,0.973628,,,,,,,,,,,,,c7326ea5-c8a7-449f-9081-9564170804a3,41,,"[23.3, 45.0]",3879701,0,,,,,-2.9507616,,Right Foot,,,,"[14.5, 43.3]",,Ground Pass,8.962701,,,,Gianluigi Buffon,6949.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Center Back,4,Juventus,224,['eb106241-5a44-4cbc-92ec-df20341f1d21'],50,,,,,,,,,,,,,,,,Juventus,224,00:00:50.484,Pass,
,,,,,,,,,,,,,,,,,,,1.824009,,,,,,,,,,,,,71a8374b-2c53-400f-86dc-83efa6748286,44,,"[15.5, 47.4]",3879701,0,,,,,1.3780956,,Left Foot,,,,"[21.1, 76.1]",,Ground Pass,29.241238,,,,Andrea Barzagli,6943.0,,,,,,1,From Throw In,Gianluigi Buffon,6949.0,Goalkeeper,4,Juventus,224,['d551893d-30f6-4d19-a8a3-f7feff5e8982'],51,,,,,,,,,,,,,,,,Juventus,224,00:00:51.550,Pass,
,,,,,,,,,,,,,,,,,,,1.581005,,,,,,,,,,,,,a857c305-7263-4620-a3b8-4f3245bb4da4,47,,"[22.9, 75.1]",3879701,0,,,,,0.25188702,,Right Foot,,,,"[36.5, 78.6]",,Ground Pass,14.043148,,,,Sami Khedira,5566.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Right Center Back,4,Juventus,224,['fa2d3ce5-1a3f-4f15-a9c1-6fa109fd158b'],54,,,,,,,,,,,,,,,,Juventus,224,00:00:54.532,Pass,
,,,,,,,,,,,,,,,,,,,2.413875,,,,,,,,,,,,,e3822488-bd9d-4790-a430-98a047a95870,51,,"[37.7, 78.6]",3879701,0,,,,,-0.041396454,,Right Foot,,,,"[54.6, 77.9]",,Ground Pass,16.914492,,Incomplete,,Stephan Lichtsteiner,5541.0,,,,,,1,From Throw In,Sami Khedira,5566.0,Right Center Midfield,4,Juventus,224,"['070e3091-ce29-4efe-9e82-2f6392716698', '419b330e-40b8-474a-8a02-3bc65a9abcb4', '71fb6947-74a6-489e-94da-ced0c12ca6b7']",56,,,,,,,,,,,,,,,,Juventus,224,00:00:56.394,Pass,True
,,,,,,,,,,,,,,,,,,,0.509694,,,,,,,,,,,,,2281ae43-dbb2-4e51-b9b5-faef22807cf5,56,,"[73.9, 3.0]",3879701,1,,,,,0.76214653,,Left Foot,,,,"[78.3, 7.2]",,Ground Pass,6.0827627,,,,Radja Nainggolan,6962.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Wing Back,5,AS Roma,229,['52351c41-bb25-4a0c-81f3-aa20040e1a4a'],0,,,,,,,,,,,,,,,,AS Roma,229,00:01:00.070,Pass,
,,,,,,,,,,,,,,,,,,,1.037765,,,,,,,,,,,,,09ac2c5c-e21c-4a58-bac0-81dd2ebc58f5,59,,"[78.0, 7.8]",3879701,1,,,,,-2.7080112,,Right Foot,,,,"[72.6, 5.3]",,High Pass,5.95063,,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Attacking Midfield,5,AS Roma,229,"['9b9bcd70-7c36-4a2b-aac1-47cf8ea2bc21', '9e1a794d-82b2-4a8e-bf18-2c4ca00478b4']",0,,,,,,,,,,,,,,,,AS Roma,229,00:01:00.580,Pass,True
,,,,,,,,,,,,,,,,,,,0.117349,,,,,,,,,,,,,8f125dff-67ae-444f-9496-de3e9dff59b2,63,,"[72.5, 5.2]",3879701,1,,,,,0.81986725,,Right Foot,,,,"[73.9, 6.7]",,Low Pass,2.0518284,,Incomplete,,Radja Nainggolan,6962.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Left Defensive Midfield,5,AS Roma,229,"['246fb2dd-ea5c-48e3-ad10-347da2767471', 'b60aca3c-9a19-4e00-a9a4-18e492437aa8', 'c95a14d4-bd05-44c7-b6d7-033bf216b1e8']",1,,,,,,,,,,,,,,,,AS Roma,229,00:01:01.970,Pass,True
,,,,,,,,,,,,,,,,,,,0.795819,,,,,,,,,,,,,713a3639-78be-4e1e-9557-24dc24032401,70,,"[47.3, 69.9]",3879701,1,,,,,-0.061148163,,Left Foot,,,,"[52.2, 69.6]",,Ground Pass,4.909175,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Wing Back,5,AS Roma,229,"['1756cc0f-a3ca-443e-85b3-fe2b1e0178a9', '640b28c2-2412-456b-af3e-41c44e312221']",3,,,,,,,,,,,,,,,,Juventus,224,00:01:03.826,Pass,True
,,,,,,,,,,,,,,,,,,,0.174514,,,,,,,,,,,,,dc1d99d6-dee8-4ec5-8d0e-56561e21f0da,73,,"[52.2, 69.6]",3879701,1,,,,,-0.47835243,,Left Foot,,,,"[54.9, 68.2]",,Ground Pass,3.0413814,,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,AS Roma,229,"['9dc50cd5-e944-454e-a6c4-5b64df1aa725', 'a18de031-5000-430c-8dbf-16867e0ab002']",4,,,,,,,,,,,,,,,,Juventus,224,00:01:04.676,Pass,
,,,,,,,,,,,,,,,,,,,0.956401,,,,,,,,,,,,,abecc334-3d23-47bc-8b6e-409522bc536f,76,,"[57.5, 19.5]",3879701,1,,,,,2.9229238,,Right Foot,,,,"[48.5, 21.5]",,Ground Pass,9.219544,,,,Daniele De Rossi,7051.0,,,,,Recovery,1,Regular Play,William Vainqueur,23241.0,Right Defensive Midfield,5,AS Roma,229,['7c382c32-180f-4bcd-a9ce-0c4889279498'],6,,,,,,,,,,,,,,,,AS Roma,229,00:01:06.309,Pass,
,,,,,,,,,,,,,,,,,,,2.25569,,,,,,,,,,,,,28091e0d-4095-4ea4-8e2d-ac9aa6e42687,79,,"[46.8, 24.3]",3879701,1,,,,,1.5185872,,Right Foot,,,,"[49.0, 66.4]",,Ground Pass,42.157444,,,,Alessandro Florenzi,6964.0,,True,,,,1,Regular Play,Daniele De Rossi,7051.0,Center Back,5,AS Roma,229,['02568baa-d016-4219-a447-4dbdeeb0066a'],8,,,,,,,,,,,,,,,,AS Roma,229,00:01:08.578,Pass,
,,,,,,,,,,,,,,,,,,,1.794164,,,,,,,,,,,,,568741a8-3e22-44a8-997c-8cbf49685f83,82,,"[49.0, 70.8]",3879701,1,,,,,-2.1948195,,Left Foot,,,,"[41.8, 60.8]",,Ground Pass,12.322337,,,,Konstantinos Manolas,7048.0,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Wing Back,5,AS Roma,229,['a5b09dae-df37-43d6-9301-776cfed0c1aa'],11,,,,,,,,,,,,,,,,AS Roma,229,00:01:11.774,Pass,
,,,,,,,,,,,,,,,,,,,1.026913,,,,,,,,,,,,,0b3b6aba-07be-4ce2-861a-814ef81ba39b,85,,"[39.6, 60.3]",3879701,1,,,,,1.5707964,,Right Foot,,,,"[39.6, 72.7]",,Ground Pass,12.4,,,,Alessandro Florenzi,6964.0,,,,,,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,5,AS Roma,229,['51c518bc-3098-42d1-99ce-789b8a5e7219'],13,,,,,,,,,,,,,,,,AS Roma,229,00:01:13.568,Pass,
,,,,,,,,,,,,,,,,,,,2.623309,,,,,,,,,,,,,8d7d49cb-da84-4a6a-8abb-79b957d5974c,87,,"[40.2, 72.9]",3879701,1,,,,,-2.4556437,,Right Foot,,,,"[15.4, 52.6]",,Ground Pass,32.04887,,,,Wojciech Szczęsny,5669.0,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Wing Back,5,AS Roma,229,['bea778fb-2d85-496f-9357-5d8950ce3470'],14,,,,,,,,,,,,,,,,AS Roma,229,00:01:14.595,Pass,
,,,,,,,,,,,,,,,,,,,1.196716,,,,,,,,,,,,,0cdf49e3-4591-4818-835e-ea9cffa1902f,89,,"[15.3, 52.1]",3879701,1,,,,,-1.2449136,,Right Foot,,,,"[20.2, 37.6]",,Ground Pass,15.305554,,,,Daniele De Rossi,7051.0,,,,,,1,Regular Play,Wojciech Szczęsny,5669.0,Goalkeeper,5,AS Roma,229,['d5408a5a-d1c9-4ddb-af26-638cc8516b97'],17,,,,,,,,,,,,,,,,AS Roma,229,00:01:17.219,Pass,
,,,,,,,,,,,,,,,,,,,1.191826,,,,,,,,,,,,,a8a99fda-3afa-4e15-a71b-4281eeef4327,92,,"[24.8, 39.0]",3879701,1,,,,,-0.03407771,,Left Foot,,,,"[33.6, 38.7]",,Ground Pass,8.805112,,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Daniele De Rossi,7051.0,Center Back,5,AS Roma,229,['8b8a26ab-e164-4eda-a583-58b3cc12be28'],19,,,,,,,,,,,,,,,,AS Roma,229,00:01:19.579,Pass,
,,,,,,,,,,,,,,,,,,,1.788113,,,,,,,,,,,,,cc043c8b-0869-4356-a1af-d6a04f1e6665,95,,"[34.0, 42.0]",3879701,1,,,,,1.936138,,Right Foot,,,,"[27.0, 60.3]",,Ground Pass,19.593111,,,,Konstantinos Manolas,7048.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Left Defensive Midfield,5,AS Roma,229,['713bacc0-d19c-49c9-ace1-2d7b6bc2a033'],21,,,,,,,,,,,,,,,,AS Roma,229,00:01:21.198,Pass,
,,,,,,,,,,,,,,,,,,,2.664361,,,,,,,,,,,,,2c777900-6897-41b3-975b-ed3aafee05d5,98,,"[29.2, 64.2]",3879701,1,,,,,-0.1868604,,Right Foot,,,,"[73.1, 55.9]",,High Pass,44.677734,,,,Edin Džeko,6973.0,,,,,,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,5,AS Roma,229,['ada2a162-c695-40f5-a4ef-e48529f28a94'],26,,,,,,,,,,,,,,,,AS Roma,229,00:01:26.322,Pass,
,,,,,,,,,,,,,,,,,,,1.897802,,,,,,,,,,,,,8341b679-cab5-4f47-9cb2-cdb7eb87c2b8,102,,"[78.5, 56.8]",3879701,1,,,,,0.5826479,,Right Foot,,,,"[95.8, 68.2]",,Ground Pass,20.71835,,,,Mohamed Salah,3531.0,,,,,,1,Regular Play,Edin Džeko,6973.0,Center Forward,5,AS Roma,229,['b8892f82-2468-464f-ab63-64e292f0d856'],30,,,,,,,,,,,,,,,,AS Roma,229,00:01:30.972,Pass,
,,,,,,,,,,,,,,,,,,,1.31392,,,,,,,,,,,,,1cf74239-dcdc-4191-927a-5240770bdede,105,,"[104.8, 69.7]",3879701,1,,,,,2.7480056,,Left Foot,,,,"[93.0, 74.6]",,Ground Pass,12.776933,,,,Alessandro Florenzi,6964.0,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Attacking Midfield,5,AS Roma,229,['fd544f78-2437-49a5-9753-04e4f76930ce'],35,,,,,,,,,,,,,,,,AS Roma,229,00:01:35.401,Pass,
,,,,,,,,,,,,,,,,,,,0.205768,,,,,,,,,,,,,a0fff2f2-e4c4-4232-b52c-3af2ef02a62d,108,,"[95.8, 74.1]",3879701,1,,,,,-1.0191413,,Right Foot,,,,"[98.2, 70.2]",,Low Pass,4.5793014,,Incomplete,,Edin Džeko,6973.0,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Wing Back,5,AS Roma,229,"['07432ef1-c2c2-4c95-9adc-e122d7753fc7', '32f971f6-51ce-441a-9212-a557aa7de274']",37,,,,,,,,,,,,,,,,AS Roma,229,00:01:37.377,Pass,
,,,,,,,,,,,,,,,,,,,1.702741,,,,,,,,,,,,,7059a5c9-4547-4a5a-bf7e-373e11f9f798,111,,"[100.4, 80.0]",3879701,1,,True,,,-2.4149504,,,,,,"[87.8, 68.8]",,Low Pass,16.858232,,,,Mohamed Salah,3531.0,,,,,Throw-in,1,From Throw In,Alessandro Florenzi,6964.0,Right Wing Back,6,AS Roma,229,['66881481-a7b6-4a63-acab-b1e2ca3a6961'],41,,,,,,,,,,,,,,,,AS Roma,229,00:01:41.614,Pass,
,,,,,,,,,,,,,,,,,,,1.122542,,,,,,,,,,,,,d0d54f91-9148-4ad4-bf6e-e2ab88c3896e,113,,"[84.3, 68.0]",3879701,1,,,,,-1.9081043,,Left Foot,,,,"[76.9, 46.9]",,Low Pass,22.360008,,,,Miralem Pjanić,6947.0,,,,,,1,From Throw In,Mohamed Salah,3531.0,Right Attacking Midfield,6,AS Roma,229,['3a1d9f36-9289-4985-b888-f998e01eda1f'],44,,,,,,,,,,,,,,,,AS Roma,229,00:01:44.667,Pass,
,,,,,,,,,,,,,,,,,,,1.719451,,,,,,,,,,,,,b4f8b272-256b-474f-80d2-6faccaa07193,116,,"[69.8, 32.3]",3879701,1,,,,,-1.2661719,,Right Foot,,,,"[77.0, 9.4]",,Ground Pass,24.005207,,,,Lucas Digne,6849.0,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Left Defensive Midfield,6,AS Roma,229,['7ee1d699-f8b2-4083-a8d9-d365fddf6d72'],47,,,,,,,,,,,,,,,,AS Roma,229,00:01:47.740,Pass,
,,,,,,,,,,,,,,,,,,,1.117796,,,,,,,,,,,,,c11013e9-719d-4dd8-bbaa-61c8334dba6c,118,,"[77.7, 11.9]",3879701,1,,,,,2.4393358,,Left Foot,,,,"[67.3, 20.7]",,Ground Pass,13.623509,,,,Miralem Pjanić,6947.0,,,,,,1,From Throw In,Lucas Digne,6849.0,Left Wing Back,6,AS Roma,229,['67fd9edb-0f21-427f-9cf2-11f7cb605efc'],49,,,,,,,,,,,,,,,,AS Roma,229,00:01:49.460,Pass,
