50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.537572,,,,,,,,,,,,,,,7f5c462f-3335-473b-901c-72981157e0a9,706,,,"[50.0, 0.9]",3879550,16,,,,0.9272952,,Head,,,"[57.2, 10.5]",,High Pass,,12.0,,Incomplete,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,41,Fiorentina,239,"['9e8a0749-cd88-486a-916e-6b78274bf014', 'b99703e6-21be-4c40-87f1-a6702b5a2ad2']",46,,,,,,,,,,,,,,,,,,Fiorentina,239,00:16:46.478,Pass,
,,,,,,,,,,,,,,,,,0.728182,,,,,,,,,,,,,,,961c14a2-7f8e-486d-b2c3-cbe02e2a2574,712,,,"[25.6, 0.1]",3879550,17,,,,0.3322765,,,,,"[39.8, 5.0]",,Low Pass,,15.021651,,,,Borja Valero Iglesias,6997.0,,,,,Throw-in,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,42,Fiorentina,239,['9efca6b4-8fbd-4121-94de-5313c79e98ea'],3,,,,,,,,,,,,,,,,,,Fiorentina,239,00:17:03.146,Pass,
,,,,,,,,,,,,,,,,,0.863458,,,,,,,,,,,,,,,33fe4cb2-7f64-40bf-a0dc-16535e87c3e3,715,,,"[39.8, 5.0]",3879550,17,,,,-2.9241552,,Right Foot,,,"[31.2, 3.1]",,Ground Pass,,8.807384,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Throw In,Borja Valero Iglesias,6997.0,Left Attacking Midfield,42,Fiorentina,239,['bae18b66-380d-46a0-9570-d52d955b180d'],4,,,,,,,,,,,,,,,,,,Fiorentina,239,00:17:04.926,Pass,
,,,,,,,,,,,,,,,,,0.719112,,,,,,,,,,,,,,,b5726730-38e2-471d-804e-7a951972747b,718,,,"[31.2, 3.1]",3879550,17,,,,1.0863184,,Left Foot,,,"[34.2, 8.8]",,Ground Pass,,6.441273,,,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,42,Fiorentina,239,['1a5e9fc4-1d78-475d-8dc1-819a6aa97ecc'],5,,,,,,,,,,,,,,,,,,Fiorentina,239,00:17:05.830,Pass,
,,,,,,,,,,,,,,,,,1.135317,,,,,,,,,,,,,,,2687694c-824b-43e0-95a2-29c13dc3986e,722,,,"[40.4, 9.9]",3879550,17,,,,0.80622846,,Right Foot,,,"[49.8, 19.7]",,Ground Pass,,13.579396,,,,Josip Iličić,7139.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Left Defensive Midfield,42,Fiorentina,239,"['8136e7dc-69c8-44a9-9e1e-55e69af4936e', 'ff9553d6-7ec6-4f95-b105-b338b97eb36f']",8,,,,,,,,,,,,,,,,,,Fiorentina,239,00:17:08.256,Pass,True
,,,,,,,,,,,,,,,,,1.084569,,,,,,,,,,,,,,,48af6236-1059-45fa-ad1a-27004deba23a,726,,,"[47.8, 22.8]",3879550,17,,,,0.079378314,,Left Foot,,,"[65.4, 24.2]",,Ground Pass,,17.655594,,,,Nikola Kalinić,7033.0,,,,,,1,From Throw In,Josip Iličić,7139.0,Right Attacking Midfield,42,Fiorentina,239,"['5335ac4d-6ce1-46be-ace3-439ac52e9ab3', 'dc09b095-083d-4a46-8274-43275c6feddd']",10,,,,,,,,,,,,,,,,,,Fiorentina,239,00:17:10.365,Pass,True
,,,,,,,,,,,,,,,,,1.768092,,,,,,,,,,,,,,,48712e64-c3f5-43b0-851b-fd1ea0e4ce20,732,,,"[63.3, 43.2]",3879550,17,,,,-2.1614168,,Left Foot,,,"[57.4, 34.4]",,Ground Pass,,10.5948105,,,,Alex Nicolao Telles,11183.0,,,,,Recovery,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,43,Inter Milan,238,"['53b1c3df-5402-4d72-86f6-8392e6c7aff5', 'a82f0fef-376e-420e-b6d3-f7c3f37d99a6']",12,,,,,,,,,,,,,,,,,,Inter Milan,238,00:17:12.863,Pass,True
,,,,,,,,,,,,,,,,,1.334588,,,,,,,,,,,,,,,406a86a1-621c-413a-a0b2-9f86d1c8268e,735,,,"[63.9, 37.5]",3879550,17,,,,1.7398976,,Left Foot,,,"[62.5, 45.7]",,Ground Pass,,8.318654,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,Alex Nicolao Telles,11183.0,Left Wing Back,43,Inter Milan,238,['005e3375-6687-48f0-aacd-a7b21c20c830'],16,,,,,,,,,,,,,,,,,,Inter Milan,238,00:17:16.058,Pass,
,,,,,,,,,,,,,,,,,1.078365,,,,,,,,,,,,,,,b0d66330-0ca3-4178-8e5c-5aab25b03fe8,739,,,"[63.1, 39.3]",3879550,17,,,,0.22143902,,Right Foot,,,"[82.2, 43.6]",,Ground Pass,,19.578049,,,,Alex Nicolao Telles,11183.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,43,Inter Milan,238,['4b47905f-50ba-4a19-9693-da641adbdb80'],19,,,,,,,,,,,,,,,,,,Inter Milan,238,00:17:19.751,Pass,
,,,,,,,,,,,,,,,,,0.166344,,,,,,,,,,,,,,,15911068-08ab-42a6-a2ed-f3d28a4b72b9,743,,,"[83.6, 46.3]",3879550,17,,,,0.23109066,,Left Foot,,,"[88.7, 47.5]",,Ground Pass,,5.239275,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,Through Ball,True,,1,Regular Play,Alex Nicolao Telles,11183.0,Left Wing Back,43,Inter Milan,238,"['2ec1f46a-73a8-46a2-90e0-d7494edcefe1', '6c3d9701-d130-4e10-8be0-84eb77a8f946', 'c6e222e0-cfe3-4513-acc4-444e7b205e00']",21,,,,,,,,,,,,,,,,,,Inter Milan,238,00:17:21.346,Pass,True
,,,,,,,,,,,,,,,,,2.110753,,,,,,,,,,,,,,,569189fe-fdd7-4acd-9b34-3a32381afdfe,748,,,"[38.3, 36.5]",3879550,17,,,,0.6397698,48361f32-a42a-41b5-89ba-af2ad18c3961,Left Foot,,,"[64.1, 55.7]",,Ground Pass,,32.160225,,,,Josip Iličić,7139.0,True,,,,,1,From Counter,Davide Astori,8275.0,Left Center Back,44,Fiorentina,239,['769c3b5c-0eff-41d8-a66d-e8a452b9c1ea'],23,,,,,,,,,,,,,,,,,,Fiorentina,239,00:17:23.720,Pass,
,,,,,,,,,,,,,,,,,1.613848,,,,,,,,,,,,,,,21ed9f2d-be9d-4124-808f-20f91f7b7814,760,,,"[61.0, 40.1]",3879550,18,,,,2.8351731,,Left Foot,,,"[43.3, 45.7]",,Ground Pass,,18.56475,,,,Felipe Melo de Carvalho,25430.0,,,,,Kick Off,1,From Kick Off,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,45,Inter Milan,238,['9d2e7b42-da1b-471f-8cef-9d8d2209d1dc'],32,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:32.488,Pass,
,,,,,,,,,,,,,,,,,1.936641,,,,,,,,,,,,,,,242bfe15-076e-4cd0-aeb8-eefd245511b4,763,,,"[52.9, 42.4]",3879550,18,,,,-1.6652513,,Right Foot,,,"[50.2, 13.9]",,Ground Pass,,28.62761,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Kick Off,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,45,Inter Milan,238,['ff2a3193-2913-4103-84cf-2a3f90a08067'],36,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:36.520,Pass,
,,,,,,,,,,,,,,,,,2.114336,,,,,,,,,,,,,,,6d5f2cb1-07b7-476a-98ad-ec54092e657d,766,,,"[49.8, 8.4]",3879550,18,,,,2.2199206,,Left Foot,,,"[36.9, 25.4]",,Ground Pass,,21.340338,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,From Kick Off,Alex Nicolao Telles,11183.0,Left Wing Back,45,Inter Milan,238,['c2ef40a9-9f3c-496d-9709-38aa047a57e7'],39,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:39.779,Pass,
,,,,,,,,,,,,,,,,,1.900337,,,,,,,,,,,,,,,d551cb6c-bded-4a58-828c-efbaeecad565,769,,,"[37.7, 27.0]",3879550,18,,,,1.4141945,,Right Foot,,,"[43.1, 61.2]",,Ground Pass,,34.62369,,,,Davide Santon,6999.0,,,,,,1,From Kick Off,Gary Alexis Medel Soto,16453.0,Left Center Back,45,Inter Milan,238,['67b1986c-b5fb-42f7-aed5-3a3c8e283d9f'],43,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:43.211,Pass,
,,,,,,,,,,,,,,,,,1.308224,,,,,,,,,,,,,,,d09fbce5-c441-4841-9f0e-a08e72f5cae8,772,,,"[43.1, 61.2]",3879550,18,,,,-2.2942584,,Right Foot,,,"[31.0, 47.5]",,Low Pass,,18.278402,,,,João Miranda de Souza Filho,5551.0,,,,,,1,From Kick Off,Davide Santon,6999.0,Right Center Back,45,Inter Milan,238,['19bfb3c4-a893-4c3c-bf67-df39e09c0691'],45,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:45.326,Pass,
,,,,,,,,,,,,,,,,,1.354643,,,,,,,,,,,,,,,b379716c-0071-415c-82b9-1bed2220640f,776,,,"[30.0, 45.7]",3879550,18,,,,0.27502742,,Right Foot,,,"[50.2, 51.4]",,Ground Pass,,20.988806,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Center Back,45,Inter Milan,238,"['34e1830e-2beb-4a67-9445-d1a2d7b959f5', 'e2b41f42-7ac4-42ac-825e-d11a32468cf0']",47,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:47.436,Pass,True
,,,,,,,,,,,,,,,,,1.270219,,,,,,,,,,,,,,,bc0e7e40-71e2-416a-98b2-828bff80fee9,782,,,"[50.2, 51.4]",3879550,18,True,,,1.5395565,,Right Foot,,,"[50.8, 70.6]",,Ground Pass,,19.209373,,,,Felipe Melo de Carvalho,25430.0,,,,,Free Kick,1,From Free Kick,João Miranda de Souza Filho,5551.0,Center Back,46,Inter Milan,238,['23815a19-36f0-46a7-a712-2a3efd19cdb8'],54,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:54.681,Pass,
,,,,,,,,,,,,,,,,,1.438527,,,,,,,,,,,,,,,ce2d1676-242c-4e26-9145-d71a1820de42,784,,,"[49.6, 54.5]",3879550,18,,,,1.2525793,,Right Foot,,,"[58.0, 80.0]",,Ground Pass,,26.847904,,Out,,Davide Santon,6999.0,,,,,,1,From Free Kick,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,46,Inter Milan,238,['147024d8-1345-4089-88e7-fdc8962999b2'],55,,,,,,,,,,,,,,,,,,Inter Milan,238,00:18:55.958,Pass,
,,,,,,,,,,,,,,,,,0.723692,,,,,,,,,,,,,,,79843c26-550e-41b5-8f3a-0c797b592fc1,786,,,"[52.3, 0.1]",3879550,19,,,,0.37724906,,,,,"[62.9, 4.3]",,Low Pass,,11.401754,,,,Matías Vecino Falero,5255.0,,,,,Throw-in,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,47,Fiorentina,239,['839d36ac-9b75-49ba-bf19-b83224aeac46'],8,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:08.905,Pass,
,,,,,,,,,,,,,,,,,1.019741,,,,,,,,,,,,,,,5b582653-6a23-49f9-928f-af2658b5dc3c,788,,,"[62.9, 4.3]",3879550,19,,,,-2.6960154,,Right Foot,,,"[56.2, 1.1]",,Ground Pass,,7.4249578,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Left Defensive Midfield,47,Fiorentina,239,['082c8bcb-fbe7-46f5-b26f-0049c1a39656'],9,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:09.629,Pass,
,,,,,,,,,,,,,,,,,2.126999,,,,,,,,,,,,,,,c9ad6bb8-2c03-4672-af83-d224453836a9,793,,,"[55.3, 1.7]",3879550,19,,,,0.10702747,,Left Foot,,,"[79.5, 4.3]",,Low Pass,,24.339268,,Incomplete,,Borja Valero Iglesias,6997.0,,,,,,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,47,Fiorentina,239,"['0015af16-f25e-436f-ad25-d1e3bc2a3925', '0d495145-2959-40ff-b35d-41a1106c4df2', 'a2612150-cb48-467c-8dbc-a9961ee94ab3']",11,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:11.570,Pass,True
,,,,,,,,,,,,,,,,,3.305491,,,,,,,,,,,,,,,1e5bb16b-7b51-48c6-a6d3-bfa4ce79055e,797,,,"[37.1, 73.7]",3879550,19,,,,-2.1666949,,Right Foot,,,"[9.5, 33.0]",,Ground Pass,,49.175705,,,,Samir Handanovič,7001.0,,True,,,,1,From Throw In,Davide Santon,6999.0,Right Center Back,47,Fiorentina,239,['0db3eefb-9933-4b28-ba19-dfc5e5e84ef9'],14,,,,,,,,,,,,,,,,,,Inter Milan,238,00:19:14.893,Pass,
,,,,,,,,,,,,,,,,,3.453524,,,,,,,,,,,,,,,ba4d5a59-8f21-4aeb-b87e-86e64348dc1e,801,,,"[9.3, 31.1]",3879550,19,,,,-0.012778857,,Left Foot,,,"[71.9, 30.3]",,High Pass,,62.60511,,Incomplete,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,From Throw In,Samir Handanovič,7001.0,Goalkeeper,47,Fiorentina,239,"['16acb0a0-e369-414a-bbc9-c8d5291e7cd3', '9d413d41-cb93-4fbd-aad4-f0115277f034', 'bef9bd57-d40d-4e3e-a1f4-176b246299ad']",19,,,,,,,,,,,,,,,,,,Inter Milan,238,00:19:19.678,Pass,True
,,,,,,,,,,,,,,,,,1.108787,,,,,,,,,,,,,,,d6277057-3395-4b5b-a5e0-2a09b5df9258,805,,,"[55.7, 50.6]",3879550,19,,,,0.24497867,,Head,,,"[70.5, 54.3]",,High Pass,,15.255491,,,,Josip Iličić,7139.0,,,,,Recovery,1,From Throw In,Matías Vecino Falero,5255.0,Left Defensive Midfield,47,Fiorentina,239,['72e2ba07-3c0b-4a0b-9578-c6175859db45'],24,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:24.977,Pass,
,,,,,,,,,,,,,,,,,0.791277,,,,,,,,,,,,,,,ce6ab856-53a5-4a41-ac2a-614ff7db6758,817,,,"[67.2, 45.1]",3879550,19,,,,3.1038747,,Right Foot,,,"[61.9, 45.3]",,Ground Pass,,5.3037724,,,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,Milan Badelj,6305.0,Right Defensive Midfield,47,Fiorentina,239,['584ca736-00e9-427d-8d81-f3f2d6d15ea7'],31,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:31.447,Pass,
,,,,,,,,,,,,,,,,,0.818118,,,,,,,,,,,,,,,ec3b7973-1110-4b2e-a03c-a110617a30d5,820,,,"[64.1, 50.2]",3879550,19,,,,1.3449847,,Right Foot,,,"[65.8, 57.6]",,Ground Pass,,7.5927596,,,,Josip Iličić,7139.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Left Defensive Midfield,47,Fiorentina,239,['a07ce8dc-397d-4b2a-a87d-503bf700bfae'],33,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:33.467,Pass,
,,,,,,,,,,,,,,,,,0.664403,,,,,,,,,,,,,,,7e0871c1-28b9-43f4-b979-263dd0dbe380,823,,,"[65.8, 57.6]",3879550,19,,,,-1.7033478,,Left Foot,,,"[65.2, 53.1]",,Ground Pass,,4.539824,,,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,Josip Iličić,7139.0,Right Attacking Midfield,47,Fiorentina,239,['a2372001-b116-4090-a55d-f2e493343ce9'],34,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:34.325,Pass,
,,,,,,,,,,,,,,,,,1.100974,,,,,,,,,,,,,,,3cc860e5-1a16-485f-ade5-2d6617b32a88,826,,,"[64.3, 53.1]",3879550,19,,,,1.2671244,,Right Foot,,,"[71.1, 74.8]",,Ground Pass,,22.740492,,,,Jakub Błaszczykowski,5663.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Left Defensive Midfield,47,Fiorentina,239,['9c77eca9-c4ac-4fe1-b1a2-5dbd921d1412'],37,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:37.074,Pass,
,,,,,,,,,,,,,,,,,0.929525,,,,,,,,,,,,,,,9235909b-fb83-435d-a21d-6862a77d0135,829,,,"[64.1, 73.9]",3879550,19,,,,-1.9523047,,Right Foot,,,"[57.2, 56.7]",,Ground Pass,,18.532404,,,,Josip Iličić,7139.0,,,,,,1,From Throw In,Jakub Błaszczykowski,5663.0,Right Wing Back,47,Fiorentina,239,['f73aa498-8860-476d-82ed-28ef08c4998d'],40,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:40.442,Pass,
,,,,,,,,,,,,,,,,,0.555266,,,,,,,,,,,,,,,8851c617-7d64-4b21-9d77-3235475c18f9,833,,,"[57.2, 53.5]",3879550,19,,,,1.5946014,,Left Foot,,,"[57.0, 61.9]",,Ground Pass,,8.402381,,,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,Josip Iličić,7139.0,Right Attacking Midfield,47,Fiorentina,239,['cebc51a2-b83e-42a5-a155-a6164b667c5e'],42,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:42.661,Pass,
,,,,,,,,,,,,,,,,,1.992409,,,,,,,,,,,,,,,e4a94fe4-eafc-442f-a82e-9e70e741fd8e,835,,,"[57.0, 61.7]",3879550,19,,,,-2.1648471,,Right Foot,,,"[41.6, 38.9]",,Ground Pass,,27.513634,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Left Defensive Midfield,47,Fiorentina,239,['8056bb07-2ed8-4f56-a714-5a13aea400a8'],43,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:43.217,Pass,
,,,,,,,,,,,,,,,,,1.342343,,,,,,,,,,,,,,,5cdda51f-3546-4925-bc0b-8710c41f1d0c,838,,,"[41.6, 38.9]",3879550,19,,,,-1.2774293,,Right Foot,,,"[47.4, 19.7]",,Ground Pass,,20.05692,,,,Davide Astori,8275.0,,,,,,1,From Throw In,Gonzalo Javier Rodríguez,25931.0,Center Back,47,Fiorentina,239,['93920dc9-bc40-4a43-ba02-8a30e64a0a0c'],45,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:45.351,Pass,
,,,,,,,,,,,,,,,,,0.967258,,,,,,,,,,,,,,,af574973-98ac-41ec-b280-0d0076efe84d,841,,,"[50.8, 18.3]",3879550,19,,,,1.1772093,,Left Foot,,,"[55.7, 30.1]",,Ground Pass,,12.776933,,,,Milan Badelj,6305.0,,,,,,1,From Throw In,Davide Astori,8275.0,Left Center Back,47,Fiorentina,239,['b29f76db-60cf-465c-a9ec-b03f7de92cd0'],48,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:48.271,Pass,
,,,,,,,,,,,,,,,,,1.01918,,,,,,,,,,,,,,,39283366-3182-4bc0-ae85-42590c7f809f,844,,,"[55.7, 30.1]",3879550,19,,,,-1.1712809,,Left Foot,,,"[63.3, 12.1]",,Ground Pass,,19.53868,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Throw In,Milan Badelj,6305.0,Right Defensive Midfield,47,Fiorentina,239,['8406555d-dbc8-45ff-9150-3b9f2fccce86'],49,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:49.318,Pass,
,,,,,,,,,,,,,,,,,0.906303,,,,,,,,,,,,,,,4439628e-91f9-4717-819b-ea0e179355c3,849,,,"[62.1, 9.5]",3879550,19,,,,2.6188035,,Right Foot,,,"[56.2, 12.9]",,Ground Pass,,6.809552,,,,Milan Badelj,6305.0,,,,,,1,From Throw In,Borja Valero Iglesias,6997.0,Left Attacking Midfield,47,Fiorentina,239,"['92f08aa8-d87c-44b2-9990-d8e1390ac5d1', 'aceb4484-bbd7-4a00-83f1-bbe34c4f0f02']",51,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:51.836,Pass,True
,,,,,,,,,,,,,,,,,0.894595,,,,,,,,,,,,,,,22c6d313-00f0-45e9-a55a-f1c719ed3048,852,,,"[55.9, 19.5]",3879550,19,,,,0.7665325,,Right Foot,,,"[74.8, 37.7]",,Ground Pass,,26.23833,,,,Josip Iličić,7139.0,,,,,,1,From Throw In,Milan Badelj,6305.0,Right Defensive Midfield,47,Fiorentina,239,['866155f7-00a6-41b3-8501-f139f603a4ed'],55,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:55.063,Pass,
,,,,,,,,,,,,,,,,,1.095612,,,,,,,,,,,,,,,6600deff-ff1b-436b-8c1d-22458bae7d1e,855,,,"[75.4, 37.7]",3879550,19,,,,-1.6099919,,Left Foot,,,"[75.0, 27.5]",,Ground Pass,,10.20784,,,,Nikola Kalinić,7033.0,,,,,,1,From Throw In,Josip Iličić,7139.0,Right Attacking Midfield,47,Fiorentina,239,['ac655d28-9f86-4d52-a2f6-b521113065af'],56,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:56.005,Pass,
,,,,,,,,,,,,,,,,,3.522614,,,,,,,,,,,,,,,a8d4dd41-8a62-4e46-b794-7d8e8a2b6a75,859,,,"[78.3, 20.9]",3879550,19,,,,-0.010024726,,Right Foot,,,"[118.2, 20.5]",,Ground Pass,,39.902004,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Throw In,Nikola Kalinić,7033.0,Center Forward,47,Fiorentina,239,['3911b374-39de-412e-9d65-ebe4a39cdf90'],58,,,,,,,,,,,,,,,,,,Fiorentina,239,00:19:58.938,Pass,
,,,,,,,,,,,,,,,,,0.246727,,,,,,,,,,,,,,,418184f8-db77-4615-8670-52c9e7834124,863,,,"[118.4, 21.1]",3879550,20,,,,1.6506263,,Left Foot,,,"[118.2, 23.6]",,Ground Pass,,2.5079873,,Incomplete,,Josip Iličić,7139.0,,,,,,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,47,Fiorentina,239,"['a53aaa40-368a-49b2-9efd-4ce01b4a7497', 'dbdf9e67-f737-4449-819e-233c40e572c4', 'fb0dc452-2b94-4a77-a4c6-830553bdb3f3']",2,,,,,,,,,,,,,,,,,,Fiorentina,239,00:20:02.500,Pass,True
,,,,,,,,,,,,,,,,,1.556693,,,,,,,,,,,,,,,16811e5a-5d10-4aac-b647-b9ce6202f7b8,866,,,"[120.0, 0.1]",3879550,20,,,,1.7714492,3882384d-e92b-4f12-93a3-099bcf5501df,Left Foot,,,"[112.8, 35.5]",,High Pass,,36.124783,,,True,Matías Vecino Falero,5255.0,True,,Outswinging,,Corner,1,From Corner,Josip Iličić,7139.0,Right Attacking Midfield,48,Fiorentina,239,['b0536b6c-e53b-44c2-95f7-33515db42beb'],30,,,,,,,,,,,,,,,,,,Fiorentina,239,00:20:30.025,Pass,
,,,,,,,,,,,,,,,,,4.131973,,,,,,,,,,,,,,,c6170403-f874-4ff8-9c5d-97ded4069380,874,,,"[116.6, 75.2]",3879550,20,,,,-1.5707964,,Right Foot,,,"[116.6, 53.5]",,Low Pass,,21.7,,Incomplete,,,,,,,,,1,From Corner,Jakub Błaszczykowski,5663.0,Right Wing Back,48,Fiorentina,239,['1716de79-4c53-4210-8c66-18fe341c85bd'],37,,,,,,,,,,,,,,,,,,Fiorentina,239,00:20:37.081,Pass,
,,,,,,,,,,,,,,,,,2.11659,,,,,,,,,,,,,,,98b87ccc-0a4e-4db4-96ee-6f47db8f07e5,877,,,"[10.7, 41.4]",3879550,20,,,,0.82799536,,Keeper Arm,,,"[25.3, 57.3]",,Ground Pass,,21.586338,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,Samir Handanovič,7001.0,Goalkeeper,49,Inter Milan,238,['e148e99e-8220-432c-a77a-e768d94c586c'],47,,,,,,,,,,,,,,,,,,Inter Milan,238,00:20:47.072,Pass,
,,,,,,,,,,,,,,,,,1.517701,,,,,,,,,,,,,,,76aff0b0-ee00-4b20-85f0-c295ace5b401,880,,,"[42.0, 68.6]",3879550,20,,,,0.83414,,Right Foot,,,"[49.8, 77.2]",,Ground Pass,,11.61034,,,,Fredy Alejandro Guarín Vásquez,32807.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Left Center Back,49,Inter Milan,238,['a2d0084d-1ae5-4405-bf9b-f27f3ef4d3be'],53,,,,,,,,,,,,,,,,,,Inter Milan,238,00:20:53.353,Pass,
,,,,,,,,,,,,,,,,,2.233247,,,,,,,,,,,,,,,49fe0694-8505-4779-a06c-3885a6d893dc,883,,,"[52.1, 77.2]",3879550,20,,,,-2.752045,,Right Foot,,,"[42.6, 73.3]",,Ground Pass,,10.269372,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,Fredy Alejandro Guarín Vásquez,32807.0,Right Center Midfield,49,Inter Milan,238,['a1bc3960-42ef-4642-8df8-eaef95ae5dc1'],55,,,,,,,,,,,,,,,,,,Inter Milan,238,00:20:55.431,Pass,
,,,,,,,,,,,,,,,,,1.84123,,,,,,,,,,,,,,,62f17f60-4efc-4177-9d47-7ea06ceef1dc,886,,,"[49.0, 68.2]",3879550,20,,,,-1.8061701,,Right Foot,,,"[43.7, 46.1]",,Ground Pass,,22.726637,,,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Left Center Back,49,Inter Milan,238,['c073ea58-be4d-4fc1-90ff-db4da08a7e10'],59,,,,,,,,,,,,,,,,,,Inter Milan,238,00:20:59.500,Pass,
,,,,,,,,,,,,,,,,,1.834188,,,,,,,,,,,,,,,b84e3a87-6992-4a34-8df9-ec6ccb9b6e61,889,,,"[45.9, 40.5]",3879550,21,,,,-1.3706809,,Right Foot,,,"[50.2, 19.3]",,Ground Pass,,21.63169,,,,Davide Santon,6999.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Center Back,49,Inter Milan,238,['bdd74bac-2cc2-471e-ae4c-369bca3922c6'],2,,,,,,,,,,,,,,,,,,Inter Milan,238,00:21:02.416,Pass,
