ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5a4b1c66-3467-4c08-b77f-8532644ea850,1,,,3879661,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 41067, 'name': 'Davide Bassi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,164d9979-b90c-4604-9d0e-554927f7a639,2,,,3879661,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7e556ee8-7a00-457a-8dce-87efc84a9a7d,3,,,3879661,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['fe9fd10d-eab9-4ec2-83a6-473f664a2049'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fe9fd10d-eab9-4ec2-83a6-473f664a2049,4,,,3879661,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['7e556ee8-7a00-457a-8dce-87efc84a9a7d'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2273dfc8-4014-4060-b3cc-d054fd6a32ae,2035,,,3879661,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,126,Napoli,227,['bdfb3b18-db5a-4e1d-9488-78f1f5f1c8ef'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bdfb3b18-db5a-4e1d-9488-78f1f5f1c8ef,2036,,,3879661,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,126,Napoli,227,['2273dfc8-4014-4060-b3cc-d054fd6a32ae'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.611073,,,,,,,,,,,,,,,d4fa06df-9758-47c4-9407-64d204683631,5,,"[61.0, 40.1]",3879661,0,,,,3.0764675,,Right Foot,,,,"[47.2, 41.0]",,Ground Pass,,13.829317,,,,Raúl Albiol i Tortajada,7030.0,,,,,,Kick Off,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['71ca7539-eaed-48d1-b74a-08817a900e18'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.795,Pass,
,,,,,,,,,,,,,,,0.829237,,,,,,,,,,,,,,,d0ebb061-f3a9-422c-a0e1-1889e19950d7,7,,"[48.4, 41.3]",3879661,0,,,,-1.4219064,,Right Foot,,,,"[48.7, 39.3]",,Ground Pass,,2.0223749,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['ed75e2e3-2079-4615-abad-aa6879dca3b7'],2,,,,,,,,,,,,,,,,,Napoli,227,00:00:02.406,Pass,
,,,,,,,,,,,,,,,2.724937,,,,,,,,,,,,,,,47229c43-137d-4001-9b09-0239388ea3c5,10,,"[48.7, 39.1]",3879661,0,,,,0.36972794,,Right Foot,,,,"[98.5, 58.4]",,High Pass,,53.40908,,Incomplete,,,,,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,['6e5c708b-e466-4c67-8078-ca684d909e97'],3,,,,,,,,,,,,,,,,,Napoli,227,00:00:03.363,Pass,
,,,,,,,,,,,,,,,2.902576,,,,,,,,,,,,,,,6e5c708b-e466-4c67-8078-ca684d909e97,11,,"[21.6, 21.7]",3879661,0,,,,-0.23944774,,Head,,,,"[42.9, 16.5]",,High Pass,,21.925556,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Gabriel Alejandro Paletta,38237.0,Left Center Back,2,Napoli,227,"['47229c43-137d-4001-9b09-0239388ea3c5', '4a37ba1d-e38d-4412-ab93-6f9110374f2d']",6,,,,,,,,,,,,,,,,,Atalanta,228,00:00:06.088,Pass,
