50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,af510534-cac5-4a67-852f-f84b872624c1,1,,,3879630,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1a0eab1e-33e9-41c9-b870-702bca240628,2,,,3879630,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,158142b0-db40-4918-9be5-a0573abd2be2,3,,,3879630,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['830a0349-3eaf-4ba4-a096-33fc55551c15'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,830a0349-3eaf-4ba4-a096-33fc55551c15,4,,,3879630,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['158142b0-db40-4918-9be5-a0573abd2be2'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,18789825-2abf-4bc2-9c28-6fff22de214b,1883,,,3879630,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Palermo,2256,['2bf02677-6719-4212-ae20-1dfeb9a9003e'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2bf02677-6719-4212-ae20-1dfeb9a9003e,1884,,,3879630,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Palermo,2256,['18789825-2abf-4bc2-9c28-6fff22de214b'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.888598,,,,,,,,,,,,8423aec7-d409-4e8c-89b3-6d0f395579e4,5,,"[60.0, 40.0]",3879630,0,,,,,-2.9171767,,Left Foot,,,,"[50.8, 37.9]",,Ground Pass,,9.436631,,,,,Claudio Marchisio,8294.0,,,,,Kick Off,1,From Kick Off,Paulo Bruno Exequiel Dybala,5743.0,Left Center Forward,2,Juventus,224,['994c2cf0-12c1-4b9d-b586-32af06f11c94'],0,,,,,,,,,,,,,,,,Juventus,224,00:00:00.625,Pass,
,,,,,,,,,,,,,,,,,1.891517,,,,,,,,,,,,a26e430e-c625-407b-8172-d078d5f69b1e,8,,"[50.6, 37.9]",3879630,0,,,,,1.9968677,,Right Foot,,,,"[38.3, 65.0]",,Ground Pass,,29.760712,,,,,Andrea Barzagli,6943.0,,,,,,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['76332795-f6d9-4195-8b66-e33a5cd326d5'],2,,,,,,,,,,,,,,,,Juventus,224,00:00:02.629,Pass,
,,,,,,,,,,,,,,,,,1.527884,,,,,,,,,,,,509370a8-7afc-46e3-b919-1406ae1b1fe4,11,,"[38.3, 63.2]",3879630,0,,,,,-1.8695917,,Right Foot,,,,"[31.0, 39.5]",,Ground Pass,,24.79879,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Kick Off,Andrea Barzagli,6943.0,Right Center Back,2,Juventus,224,['c4b403ca-03fd-4abc-9bfd-add92398221f'],5,,,,,,,,,,,,,,,,Juventus,224,00:00:05.797,Pass,
,,,,,,,,,,,,,,,,,1.429842,,,,,,,,,,,,7d3b37ad-c543-41c9-8293-5b3e9ab3f313,14,,"[38.3, 37.4]",3879630,0,,,,,-1.2084491,,Right Foot,,,,"[49.9, 6.8]",,Ground Pass,,32.724915,,,,,Giorgio Chiellini,6954.0,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Center Back,2,Juventus,224,['b033b734-c5ec-4671-96bd-5fda98c86b76'],9,,,,,,,,,,,,,,,,Juventus,224,00:00:09.905,Pass,
