ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,00722200-f32e-46ba-ad3c-a5f1e3059c22,1,,,,3879706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 30}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cca96630-7580-4c67-bfcb-c0608ba17314,2,,,,3879706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 22271, 'name': 'Salvador Ichazo Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,585502e9-b661-47c7-8e4e-03f776618922,3,,,,3879706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['6bbbe025-7141-4934-85be-32f6fb647f0d'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6bbbe025-7141-4934-85be-32f6fb647f0d,4,,,,3879706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['585502e9-b661-47c7-8e4e-03f776618922'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddfb89e3-26e7-48a8-9fdc-a13fbc74ffca,1727,,,,3879706,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Torino,241,['7dae78de-37ff-4562-bb59-c618de183d7a'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7dae78de-37ff-4562-bb59-c618de183d7a,1728,,,,3879706,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Torino,241,['ddfb89e3-26e7-48a8-9fdc-a13fbc74ffca'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.332959,,,,,,,,,,,,,52333144-5afd-4611-b796-d62595e7e643,5,,,"[60.0, 40.0]",3879706,0,,,,,0.93804747,,Right Foot,,,"[61.1, 41.5]",,Ground Pass,,1.8601075,,,Nikola Kalinić,7033.0,,,,,Kick Off,1,From Kick Off,Khouma El Hadji Babacar,7125.0,Left Center Forward,2,Fiorentina,239,['092a42b0-728b-4600-91ea-966033e070cf'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.150,Pass,
,,,,,,,,,,,,,,1.148862,,,,,,,,,,,,,d4b51bae-c746-47db-9c73-f02d06f7837a,8,,,"[60.6, 41.5]",3879706,0,,,,,-2.85076,,Right Foot,,,"[45.9, 37.1]",,Ground Pass,,15.34438,,,Borja Valero Iglesias,6997.0,,,,,,1,From Kick Off,Nikola Kalinić,7033.0,Right Center Forward,2,Fiorentina,239,['c18d9921-9c05-4430-a2d7-9867f8861f6b'],1,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.683,Pass,
,,,,,,,,,,,,,,1.669763,,,,,,,,,,,,,24d948c3-3df4-4bb8-b56d-a015c2e7f508,11,,,"[46.8, 36.3]",3879706,0,,,,,1.4228654,,Right Foot,,,"[50.6, 61.8]",,Ground Pass,,25.781582,,,Josip Iličić,7139.0,,,,,,1,From Kick Off,Borja Valero Iglesias,6997.0,Right Defensive Midfield,2,Fiorentina,239,['a8bf429b-3db8-4d45-870f-91a02b0cbfaa'],4,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:04.601,Pass,
,,,,,,,,,,,,,,1.237776,,,,,,,,,,,,,43b120ae-c3cf-4496-9275-d2846913588a,14,,,"[52.5, 63.1]",3879706,0,,,,,0.8070398,,Left Foot,,,"[63.8, 74.9]",,Ground Pass,,16.337992,,,Federico Bernardeschi,7777.0,,,,,,1,From Kick Off,Josip Iličić,7139.0,Center Attacking Midfield,2,Fiorentina,239,['cb906aea-8f8d-4dfa-9906-2149f898a874'],7,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:07.030,Pass,
