50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.583679,,,,,,,,,,,,56d752cb-7b7a-452d-b932-83f69fb49cb3,17,,"[52.0, 8.8]",3879742,0,,,,,-1.0516502,,Right Foot,,,,"[55.6, 2.5]",,Ground Pass,,7.256032,,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,,1,From Kick Off,Sebastian De Maio,7176.0,Left Center Back,2,Genoa,233,['94b91a68-19bb-4a06-ab97-1884ed4dbeaf'],19,,,,,,,,,,,,,,,,,Genoa,233,00:00:19.543,Pass,
,,,,,,,,,,,,,,,,,1.886154,,,,,,,,,,,,5f9a06f6-b0b0-4e58-8b8f-71ec31a5eadb,20,,"[56.0, 2.5]",3879742,0,,,,,0.6166876,,Right Foot,,,,"[77.3, 17.6]",,High Pass,,26.109385,,,Incomplete,,Tim Matavž,7852.0,,,,,,,1,From Kick Off,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,2,Genoa,233,"['5e6d26f8-abc2-4e22-b172-eca9192daa5e', '8f6e0c06-5812-43df-9196-1217285c69a9']",20,,,,,,,,,,,,,,,,,Genoa,233,00:00:20.416,Pass,
,,,,,,,,,,,True,,,,,,2.594599,,,,,,,,,,,,5e6d26f8-abc2-4e22-b172-eca9192daa5e,23,,"[42.8, 62.5]",3879742,0,,,,True,-2.0131705,,,,,,"[31.1, 37.8]",,Low Pass,,27.330935,,,,,Luca Antonelli,8874.0,,,,,,Interception,1,Regular Play,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,3,AC Milan,243,"['31d685f4-933e-47e4-a456-605e0528e73f', '5f9a06f6-b0b0-4e58-8b8f-71ec31a5eadb', 'cde9a0ae-d187-4b29-9958-1620cd92ee49']",22,,,,,,,,,,,,,,,,,AC Milan,243,00:00:22.302,Pass,True
,,,,,,,,,,,,,,,,,3.786076,,,,,,,,,,,,2ec9209c-4811-453d-800c-7fffcb93ba0b,27,,"[31.9, 35.2]",3879742,0,,,,,0.5810823,,Right Foot,,,,"[52.0, 48.4]",,High Pass,,24.04683,,,Incomplete,,Riccardo Montolivo,7166.0,,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,3,AC Milan,243,"['35fe1d92-d4e5-4182-92fa-8aaa6a5af236', 'b8d2f944-ca6c-4d86-9ceb-0d52a17b21ed', 'bd08c46c-4d72-44d7-88bf-379c5a7855b1']",25,,,,,,,,,,,,,,,,,AC Milan,243,00:00:25.003,Pass,True
,,,,,,,,,,,,,,,,,2.02907,,,,,,,,,,,,35fe1d92-d4e5-4182-92fa-8aaa6a5af236,30,,"[68.1, 31.7]",3879742,0,,,,True,1.5529411,,,,,,"[68.3, 42.9]",,High Pass,,11.201786,,,Incomplete,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,Recovery,1,Regular Play,Blerim Džemaili,5554.0,Left Defensive Midfield,3,AC Milan,243,"['2ec9209c-4811-453d-800c-7fffcb93ba0b', '2f1fdb74-480e-4a6a-987f-957446512543', '7a6f0c6a-a18a-411e-89cf-7f99d076bbe6', 'e0994bea-f86f-4746-b77b-b5b368b7e5b5']",28,,,,,,,,,,,,,,,,,Genoa,233,00:00:28.789,Pass,True
,,,,,,,,,,,,,,,,,0.670761,,,,,,,,,,,,ea6e9dc2-e670-4b8e-9676-032223992ffc,36,,"[50.8, 39.2]",3879742,0,,,,,2.7314653,,Right Foot,,,,"[46.2, 41.2]",,Low Pass,,5.0159745,,,,,Andrea Bertolacci,7147.0,,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,3,AC Milan,243,"['37e34409-ce62-4bac-a3e3-0e26e0523976', 'cfd91714-1724-4c47-8a6d-43da66fc9cde', 'e212b8f2-709f-4ca3-a725-cb97e449355a']",31,,,,,,,,,,,,,,,,,AC Milan,243,00:00:31.130,Pass,True
,,,,,,,,,,,,,,,,,2.208103,,,,,,,,,,,,8ad81909-348c-477e-b526-b518f942dd4c,39,,"[46.2, 41.2]",3879742,0,,,,,-0.9618866,,Left Foot,,,,"[59.1, 22.7]",,High Pass,,22.553492,,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,3,AC Milan,243,"['5ccbdc3a-f64a-4da1-9f1c-cb32dd170d1d', 'ddb9ff46-0047-4c43-8f7c-57544ec04a4b']",32,,,,,,,,,,,,,,,,,AC Milan,243,00:00:32.463,Pass,
,,,,,,,,,,,,,,,,,0.745892,,,,,,,,,,,,3cc13027-788c-48da-8f9c-bbef0fd7d263,44,,"[64.1, 53.5]",3879742,0,,,,,0.031239834,,Right Foot,,,,"[70.5, 53.7]",,High Pass,,6.4031243,,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,,1,Regular Play,Riccardo Fiamozzi,34355.0,Right Wing Back,3,AC Milan,243,"['0aa14142-710d-435b-8ba1-c9e315449c24', '49bb7ae9-8ebe-4872-9187-f8f03d8fcac7']",35,,,,,,,,,,,,,,,,,Genoa,233,00:00:35.468,Pass,True
,,,,,,,,,,,,,,,,,1.807147,,,,,,,,,,,,16bd7d83-447d-4819-a060-d7ae7dd4338d,46,,"[69.7, 53.3]",3879742,0,,,,,-0.7022569,,Head,,,,"[77.5, 46.7]",,High Pass,,10.217632,,,Incomplete,,Luca Rigoni,7461.0,,,,,,,1,Regular Play,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,3,AC Milan,243,"['ca7dc60b-b6af-45f9-8d18-2ad1dfb9771b', 'ebecef3e-95a8-46f4-87e7-440135811cf7']",36,,,,,,,,,,,,,,,,,Genoa,233,00:00:36.254,Pass,
,,,,,,,,,,,True,,,,,,1.102546,,,,,,,,,,,,ebecef3e-95a8-46f4-87e7-440135811cf7,48,,"[42.6, 33.4]",3879742,0,,,,,-2.9037566,,Head,,,,"[32.7, 31.0]",,Low Pass,,10.186756,,,,,Alessio Romagnoli,7458.0,,,,,,Interception,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,3,AC Milan,243,"['16bd7d83-447d-4819-a060-d7ae7dd4338d', 'e9d7269f-c176-4943-b138-677fd65b8db5']",38,,,,,,,,,,,,,,,,,AC Milan,243,00:00:38.061,Pass,
,,,,,,,,,,,,,,,,,1.019236,,,,,,,,,,,,206d0fed-7d75-4d0e-a47a-413aa5860add,50,,"[32.7, 31.0]",3879742,0,,,,,0.96850896,,Left Foot,,,,"[38.2, 39.0]",,Low Pass,,9.708244,,,,,Riccardo Montolivo,7166.0,,,,,,,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,3,AC Milan,243,['0235b061-ab39-4b1a-aa1c-eb5e083426b4'],39,,,,,,,,,,,,,,,,,AC Milan,243,00:00:39.164,Pass,
,,,,,,,,,,,,,,,,,2.847417,,,,,,,,,,,,290ed9b2-8e30-48d7-a325-271bf8a98737,54,,"[36.4, 38.2]",3879742,0,,,,,2.3495722,,Right Foot,,,,"[28.9, 45.8]",,Ground Pass,,10.6775465,,,Incomplete,,Alex Rodrigo Dias da Costa,40945.0,,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,3,AC Milan,243,"['5a0dad09-5828-403c-bfa2-4cbeea24e0fa', '62889b53-8c6a-4b8d-9021-43d932887efb', '7bf811fc-7f8b-4ebc-9b80-e8e71adfe98e']",40,,,,,,,,,,,,,,,,,AC Milan,243,00:00:40.256,Pass,True
,,,,,,,,,,,,,,,,,1.053338,,,,,,,,,,,,7857dc83-1e0e-4277-9ecf-946efb8a67c0,60,,"[96.6, 34.7]",3879742,0,,,,,0.95215195,,Left Foot,,,,"[105.0, 46.5]",,Ground Pass,,14.484474,,,Incomplete,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,,1,Regular Play,Diego Sebastián Laxalt Suárez,5717.0,Left Wing,3,AC Milan,243,"['417cced4-7f02-4e65-9673-dec8cf870c23', 'e0b51eba-6a41-46a9-8220-c880bde08b7f']",45,,,,,,,,,,,,,,,,,Genoa,233,00:00:45.044,Pass,
,,,,,,,,,,,,,,,,,3.000699,,,,,,,,,,,,e0b51eba-6a41-46a9-8220-c880bde08b7f,62,,"[15.1, 33.6]",3879742,0,,,,,0.80686724,,Right Foot,,,,"[47.0, 66.9]",,High Pass,,46.11399,,,Incomplete,,Keisuke Honda,5683.0,,,,,,Recovery,1,Regular Play,Luca Antonelli,8874.0,Left Back,3,AC Milan,243,"['08dd495e-8c27-410d-9b4a-4c9c187d0800', '7857dc83-1e0e-4277-9ecf-946efb8a67c0', 'ef38cd0e-7245-4c60-8e28-75182997601c']",46,,,,,,,,,,,,,,,,,AC Milan,243,00:00:46.097,Pass,
,,,,,,,,,,,,,,,,,1.310328,,,,,,,,,,,,08dd495e-8c27-410d-9b4a-4c9c187d0800,64,,"[73.1, 13.2]",3879742,0,,,,,1.1344528,,Head,,,,"[82.1, 32.5]",,High Pass,,21.295305,,,Incomplete,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,Recovery,1,Regular Play,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,3,AC Milan,243,"['5ff3e498-31f3-4900-8f1d-f2febf8c83a0', '6ba4e7f3-8e8d-45ec-b9b6-9d3a79d8d6fa', 'e0b51eba-6a41-46a9-8220-c880bde08b7f']",49,,,,,,,,,,,,,,,,,Genoa,233,00:00:49.098,Pass,
,,,,,,,,,,,,,,,,,1.126185,,,,,,,,,,,,532b0c33-4852-4aba-920d-ea02b0d3f726,69,,"[37.6, 53.1]",3879742,0,,,,,1.8952351,,Left Foot,,,,"[30.1, 75.4]",,Ground Pass,,23.527431,,,,,Mattia De Sciglio,6944.0,,,,,,,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,3,AC Milan,243,"['84eb8108-7f6a-45cf-812a-691333828ac6', '9b329bb1-a795-4460-a8e8-3158e605ae15']",51,,,,,,,,,,,,,,,,,AC Milan,243,00:00:51.568,Pass,True
,,,,,,,,,,,,,,,,,1.358731,,,,,,,,,,,,264af451-8562-4e08-b335-76e32abb9a8b,72,,"[30.5, 75.4]",3879742,0,,,,,0.13365224,,Right Foot,,,,"[42.4, 77.0]",,Ground Pass,,12.007081,,,,,Keisuke Honda,5683.0,,,,,,,1,Regular Play,Mattia De Sciglio,6944.0,Right Back,3,AC Milan,243,['27e95423-7a8e-4836-95f2-0401551dbe93'],53,,,,,,,,,,,,,,,,,AC Milan,243,00:00:53.866,Pass,
,,,,,,,,,,,,,,,,,0.229002,,,,,,,,,,,,e97d8b04-0268-4871-a110-236209e409b7,75,,"[78.1, 5.1]",3879742,0,,,,,-1.19029,,Right Foot,,,,"[78.9, 3.1]",,Ground Pass,,2.1540658,,,Incomplete,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,Recovery,1,Regular Play,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,3,AC Milan,243,"['87ba1020-6014-457b-8829-bc6f7b7f5799', '9e001d02-79ab-4f4b-87f4-68362ff3888b']",55,,,,,,,,,,,,,,,,,Genoa,233,00:00:55.333,Pass,
,,,,,,,,,,,,,,,,,2.65494,,,,,,,,,,,,300c4b66-da20-4bf2-8aca-802a78d998bd,83,,"[81.1, 3.1]",3879742,1,,,,,0.99742174,,Right Foot,,,,"[109.9, 47.7]",,High Pass,,53.09049,,,Incomplete,,Tim Matavž,7852.0,,,True,,,Free Kick,1,From Free Kick,Sebastian De Maio,7176.0,Left Center Back,5,Genoa,233,"['f34e9d70-f68a-48cf-99a5-6a2a33732376', 'f5d02cbe-ac20-47ca-a6a7-7edf9ad4f278']",23,,,,,,,,,,,,,,,,,Genoa,233,00:01:23.048,Pass,
,,,,,,,,,,,,,,,,,1.235536,,,,,,,,,,,,374ed642-74e3-44cf-8830-b59c229fa98a,90,,"[106.0, 56.6]",3879742,1,,,,,1.5142529,,Left Foot,,,,"[106.6, 67.2]",,Ground Pass,,10.616967,,,,,Riccardo Fiamozzi,34355.0,,,,,,,1,From Free Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,5,Genoa,233,"['1ad521ae-1092-49fb-9f83-18abab7d7a19', 'cb7a443d-ce1e-4882-b22e-95164524963a']",28,,,,,,,,,,,,,,,,,Genoa,233,00:01:28.766,Pass,True
,,,,,,,,,,,,,,,,,1.394868,,,,,,,,,,,,13f80060-19ae-4698-879e-329d07c3da07,93,,"[109.5, 68.4]",3879742,1,,,,,-1.5826652,,Right Foot,True,,,"[109.1, 34.7]",,High Pass,,33.702374,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,,1,From Free Kick,Riccardo Fiamozzi,34355.0,Right Wing Back,5,Genoa,233,['0b52d296-6ef5-49c2-ad1e-e0c121267822'],30,,,,,,,,,,,,,,,,,Genoa,233,00:01:30.627,Pass,
,,,,,,,,,,,,,,,,,1.040507,,,,,,,,,,,,9c8292c7-fc4a-4a0f-92de-fe63ac983639,101,,"[96.4, 3.7]",3879742,1,,,,,2.276551,,Right Foot,,,,"[86.6, 15.2]",,Ground Pass,,15.109269,,,,,Blerim Džemaili,5554.0,,,,,,,1,From Free Kick,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,5,Genoa,233,['f8bb69b4-8804-446e-b8da-efd868ffc249'],36,,,,,,,,,,,,,,,,,Genoa,233,00:01:36.818,Pass,
,,,,,,,,,,,,,,,,,0.735632,,,,,,,,,,,,09ba431b-76f6-4470-8753-dee5e6498253,104,,"[91.2, 10.6]",3879742,1,,,,,-0.7384528,,Right Foot,,,,"[99.0, 3.5]",,Ground Pass,,10.547511,,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,,1,From Free Kick,Blerim Džemaili,5554.0,Left Defensive Midfield,5,Genoa,233,['21cfef7f-97a5-4ee4-8ec0-8a32fdd407d1'],40,,,,,,,,,,,,,,,,,Genoa,233,00:01:40.365,Pass,
,,,,,,,,,,,,,,,,,2.336325,,,,,,,,,,,,127ce9db-830e-427d-a06d-33dfdfbd6643,108,,"[86.4, 15.0]",3879742,1,,,,,0.6814576,,Right Foot,True,,,"[117.1, 39.9]",,High Pass,,39.52847,,,Incomplete,,Tim Matavž,7852.0,,,,,,,1,From Free Kick,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,5,Genoa,233,"['22b9369f-d99d-4526-a678-b09b0986b769', 'f064cc5e-5a9f-4522-a13d-391d9f00de64']",46,,,,,,,,,,,,,,,,,Genoa,233,00:01:46.033,Pass,
,,,,,,,,,,,,,,,,,1.851976,,,,,,,,,,,,6bd7df99-478e-4b0f-823d-3c035f58e662,112,,"[14.3, 41.0]",3879742,1,,,,,-1.6396528,,Keeper Arm,,,,"[12.9, 20.7]",,Ground Pass,,20.348219,,,,,Alessio Romagnoli,7458.0,,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,6,AC Milan,243,['230c7c85-45ad-4a69-ab9d-725d4f54e01f'],55,,,,,,,,,,,,,,,,,AC Milan,243,00:01:55.649,Pass,
,,,,,,,,,,,,,,,,,1.428357,,,,,,,,,,,,f149213c-3e46-4eed-adbb-f6a2d0a251c7,115,,"[11.4, 20.1]",3879742,1,,,,,0.069539435,,Left Foot,,,,"[31.5, 21.5]",,Ground Pass,,20.148697,,,,,Giacomo Bonaventura,7026.0,,,,,,,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,6,AC Milan,243,['42610d31-47e7-4778-8730-a6d902a02749'],57,,,,,,,,,,,,,,,,,AC Milan,243,00:01:57.971,Pass,
,,,,,,,,,,,,,,,,,1.440448,,,,,,,,,,,,98f3f49b-0ecd-403b-94bd-5d0e1bd2bbdb,119,,"[40.6, 16.1]",3879742,2,,,,,0.24103132,,Left Foot,,,,"[58.5, 20.5]",,Low Pass,,18.432852,,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,6,AC Milan,243,"['43d6799f-b338-434e-b27f-e1f0993a8706', '6e6a88b1-db0c-49de-8a38-3f1c85ac95e2', 'f67d8946-994f-44e9-a234-eb5f54e851c8']",2,,,,,,,,,,,,,,,,,AC Milan,243,00:02:02.071,Pass,True
,,,,,,,,,,,,,,,,,1.701414,,,,,,,,,,,,6e6a88b1-db0c-49de-8a38-3f1c85ac95e2,121,,"[61.6, 59.6]",3879742,2,,,,,-0.79549885,,Right Foot,,,,"[66.5, 54.6]",,Ground Pass,,7.0007143,,,Incomplete,,Luca Rigoni,7461.0,,,,,,Recovery,1,Regular Play,Armando Izzo,9940.0,Right Center Back,6,AC Milan,243,"['98f3f49b-0ecd-403b-94bd-5d0e1bd2bbdb', 'b13320be-8402-4435-9f2e-cc7c5876b195', 'c42eb747-d94e-43df-8ac3-28435068bc9e']",3,,,,,,,,,,,,,,,,,Genoa,233,00:02:03.511,Pass,
,,,,,,,,,,,,,,,,,0.828617,,,,,,,,,,,,c42eb747-d94e-43df-8ac3-28435068bc9e,123,,"[53.6, 25.5]",3879742,2,,,,,-0.65217143,,Right Foot,,,,"[59.1, 21.3]",,Ground Pass,,6.92026,,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,Recovery,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,6,AC Milan,243,"['6e6a88b1-db0c-49de-8a38-3f1c85ac95e2', 'a3ae4483-0fd9-4975-bfa1-3993396de301', 'f2cb0c55-ce2e-4f24-8f24-a9d1358026a7']",5,,,,,,,,,,,,,,,,,AC Milan,243,00:02:05.213,Pass,
