50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.610185,,,,,,,,,,,,,b3699db0-062b-4a06-96ec-1a6e8154fd2d,17,,"[50.2, 67.8]",3879679,0,,,,,-0.778356,,Right Foot,,,"[78.8, 39.6]",,High Pass,,40.16466,,,Incomplete,,Federico Dionisi,24235.0,,,,,,,1,From Throw In,Modibo Diakité,174418.0,Right Center Back,3,Frosinone,291,"['3b939279-4e66-4651-b8ce-53c5c4bc9073', 'd9583853-41dd-4a4e-903b-eab30e1e724e']",19,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:19.277,Pass,
,,,,,,,,,,,,,,,,,2.925256,,,,,,,,,,,,,3b939279-4e66-4651-b8ce-53c5c4bc9073,19,,"[41.3, 40.5]",3879679,0,,,,,-0.76732785,,Right Foot,,,"[75.1, 7.9]",,High Pass,,46.959557,,,,,Dries Mertens,5630.0,,,,,,Recovery,1,From Throw In,Raúl Albiol i Tortajada,7030.0,Right Center Back,3,Frosinone,291,"['9098bfe1-91e7-448e-9da9-83aa3d09ff89', 'b3699db0-062b-4a06-96ec-1a6e8154fd2d']",20,,,,,,,,,,,,,,,,,,Napoli,227,00:00:20.887,Pass,
,,,,,,,,,,,,,,,,,2.1406,,,,,,,,,,,,,e09a519f-5475-4a58-9e0d-68839040a1b6,23,,"[43.4, 80.0]",3879679,0,,,,,-0.4499966,,,,,"[78.8, 62.9]",,High Pass,,39.31374,,,,,Daniel Ciofani,13613.0,,,,,,Throw-in,1,From Throw In,Matteo Ciofani,31721.0,Right Back,4,Frosinone,291,['1c7cd68a-88bf-425c-b76a-07f49dcf4fc7'],30,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:30.642,Pass,
,,,,,,,,,,,,,,,,,0.868848,,,,,,,,,,,,,fa4b6021-6f53-49cf-97b8-b4d6c77faa77,27,,"[79.6, 62.9]",3879679,0,,,,,2.7672591,,Left Foot,,,"[74.0, 65.1]",,Low Pass,,6.0166435,,,,,Luca Paganini,23470.0,,,,,,,1,From Throw In,Daniel Ciofani,13613.0,Right Center Forward,4,Frosinone,291,['c716c8b8-a1e5-433b-85ef-64bfb6861620'],32,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:32.978,Pass,
,,,,,,,,,,,,,,,,,4.308027,,,,,,,,,,,,,d0c48baa-05b8-4185-92be-936fe372dcbb,29,,"[76.3, 64.6]",3879679,0,,,,,0.07992093,,Right Foot,,,"[120.0, 68.1]",,High Pass,,43.839935,,,Out,,Federico Dionisi,24235.0,,,,,,,1,From Throw In,Luca Paganini,23470.0,Right Midfield,4,Frosinone,291,['a1801bf0-32fc-4af6-b81e-1e3bba17b27b'],33,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:33.847,Pass,
,,,,,,,,,,,,,,,,,0.965061,,,,,,,,,,,,,a6f0d716-a2b8-42ce-881c-068349a57898,31,,"[7.0, 36.1]",3879679,0,,,,,0.4160645,,Right Foot,,,"[19.9, 41.8]",,Ground Pass,,14.103191,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Goal Kick,1,From Goal Kick,José Manuel Reina Páez,7028.0,Goalkeeper,5,Napoli,227,['04b711c9-dba0-4b3b-9a0d-c8ace406f189'],54,,,,,,,,,,,,,,,,,,Napoli,227,00:00:54.490,Pass,
,,,,,,,,,,,,,,,,,1.648226,,,,,,,,,,,,,d264ca59-0dbc-4b4e-b9bb-d378d334d2d4,34,,"[19.9, 41.8]",3879679,0,,,,,-2.5753653,,Right Foot,,,"[7.0, 33.6]",,Ground Pass,,15.285614,,,,,José Manuel Reina Páez,7028.0,,,,,,,1,From Goal Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,5,Napoli,227,['339d6e30-c07c-4fd1-a356-cf3c8e3e722d'],55,,,,,,,,,,,,,,,,,,Napoli,227,00:00:55.657,Pass,
,,,,,,,,,,,,,,,,,1.323532,,,,,,,,,,,,,60badee7-0fa8-45ee-a2ee-1f3441a389c1,38,,"[7.6, 33.4]",3879679,0,,,,,-1.6983058,,Right Foot,,,"[5.1, 13.9]",,Ground Pass,,19.659603,,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Goal Kick,José Manuel Reina Páez,7028.0,Goalkeeper,5,Napoli,227,"['1a610a56-97bd-4c6e-9798-75adf26ed6fc', 'b6d97c13-d901-475e-9bfb-3908a4b11007']",57,,,,,,,,,,,,,,,,,,Napoli,227,00:00:57.919,Pass,True
,,,,,,,,,,,,,,,,,1.139021,,,,,,,,,,,,,6295d3b7-6015-4614-9cee-7536164baa81,41,,"[5.1, 10.1]",3879679,1,,,,,-0.11816835,,Left Foot,,,"[27.0, 7.5]",,Ground Pass,,22.053799,,,Incomplete,,Ivan Strinić,5457.0,,,,,,,1,From Goal Kick,Kalidou Koulibaly,5675.0,Left Center Back,5,Napoli,227,"['78ecb817-1bbb-4f52-9c07-9f778ea461f4', 'cd434ade-628e-40a2-a326-5c43c77a4eec']",0,,,,,,,,,,,,,,,,,,Napoli,227,00:01:00.386,Pass,
,,,,,,,,,,,,,,,,,1.761577,,,,,,,,,,,,,9342871f-6717-4fd6-94e5-af15bffab18d,44,,"[27.6, 0.1]",3879679,1,,,,,0.6043778,,,,,"[49.9, 15.5]",,High Pass,,27.100739,,,,,Dries Mertens,5630.0,,,,,,Throw-in,1,From Throw In,Ivan Strinić,5457.0,Left Back,6,Napoli,227,['284ccc66-8e53-4a41-86dc-65f8bc387c19'],6,,,,,,,,,,,,,,,,,,Napoli,227,00:01:06.266,Pass,
,,,,,,,,,,,,,,,,,0.409388,,,,,,,,,,,,,1eeb1d1f-945e-4917-8cf5-29c30a6da1ec,48,,"[49.1, 13.6]",3879679,1,,,,,-0.826471,,Left Foot,,,"[52.6, 9.8]",,Ground Pass,,5.1662364,,,Incomplete,,Marek Hamšík,7025.0,,,,,,,1,From Throw In,Dries Mertens,5630.0,Left Wing,6,Napoli,227,"['17ec2088-3c95-4e00-8312-147a912d8c93', '58939ab5-3df6-4dd0-959e-d231e9f849bb', '5c00d357-35d9-424d-b1ce-ea2dd2e19c87']",9,,,,,,,,,,,,,,,,,,Napoli,227,00:01:09.027,Pass,True
,,,,,,,,,,,,,,,,,1.065689,,,,,,,,,,,,,5f58b3ca-e483-4820-b6e8-78233c73565a,52,,"[70.2, 71.9]",3879679,1,,,,,-0.50314075,,Right Foot,,,"[83.1, 64.8]",,Ground Pass,,14.724809,,,Incomplete,,Federico Dionisi,24235.0,,,,,,,1,Regular Play,Robert Gucher,30911.0,Left Defensive Midfield,7,Frosinone,291,"['4b3c30a8-5d90-4ac0-a48b-93df2127a3cb', '6916cf66-0441-4568-8155-beec36885d57']",10,,,,,,,,,,,,,,,,,,Frosinone,291,00:01:10.698,Pass,
,,,,,,,,,,,,,,,,,1.530039,,,,,,,,,,,,,e124b648-bad0-40c7-964a-d9f240975ca4,59,,"[7.0, 36.1]",3879679,1,,True,,,0.59137446,,Right Foot,,,"[54.8, 68.2]",,Ground Pass,,57.57821,,,,,Marek Hamšík,7025.0,,,,,,Goal Kick,1,From Goal Kick,José Manuel Reina Páez,7028.0,Goalkeeper,8,Napoli,227,['17a5e046-1b37-4fed-8e6a-026dfb7d508f'],23,,,,,,,,,,,,,,,,,,Napoli,227,00:01:23.012,Pass,
,,,,,,,,,,,,,,,,,1.775471,,,,,,,,,,,,,50ce7b7d-3cf6-4d7b-8e5d-1a7660ec5b9d,61,,"[56.0, 45.5]",3879679,1,,,,,1.3437457,,Right Foot,,,"[62.7, 74.5]",,Ground Pass,,29.763905,,,,,José María Callejón Bueno,7029.0,,,,,,,1,From Goal Kick,Marek Hamšík,7025.0,Left Center Midfield,8,Napoli,227,['382645aa-93d7-471c-8c61-a706694c33c4'],26,,,,,,,,,,,,,,,,,,Napoli,227,00:01:26.515,Pass,
,,,,,,,,,,,,,,,,,0.944124,,,,,,,,,,,,,0aac4069-4661-4201-bf0a-48481a6de28a,64,,"[70.2, 76.7]",3879679,1,,,,,0.22164956,,Right Foot,,,"[77.3, 78.3]",,Ground Pass,,7.278049,,,,,Allan Marques Loureiro,7035.0,,,,,,,1,From Goal Kick,José María Callejón Bueno,7029.0,Right Wing,8,Napoli,227,['cd628e4a-00f7-477f-81cb-d47fe2ae1b58'],30,,,,,,,,,,,,,,,,,,Napoli,227,00:01:30.391,Pass,
,,,,,,,,,,,,,,,,,1.348025,,,,,,,,,,,,,ef36a25c-de23-46e8-8dd1-75347adfc5db,67,,"[92.1, 76.7]",3879679,1,,,,,3.1084921,,Left Foot,,,"[77.0, 77.2]",,Ground Pass,,15.108275,,,,,José María Callejón Bueno,7029.0,,,,,,,1,From Goal Kick,Allan Marques Loureiro,7035.0,Right Center Midfield,8,Napoli,227,['634c7944-0227-45e4-bf37-7c5b85ce0d30'],33,,,,,,,,,,,,,,,,,,Napoli,227,00:01:33.044,Pass,
,,,,,,,,,,,,,,,,,1.054219,,,,,,,,,,,,,5ffcfffe-33eb-4d0a-bae2-b8d7dc17b53b,70,,"[78.6, 72.6]",3879679,1,,,,,-1.1195962,,Right Foot,,,"[83.3, 62.9]",,Ground Pass,,10.778683,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,,1,From Goal Kick,José María Callejón Bueno,7029.0,Right Wing,8,Napoli,227,['8a070f42-71e6-4dc5-b053-efc34e7354bd'],35,,,,,,,,,,,,,,,,,,Napoli,227,00:01:35.220,Pass,
,,,,,,,,,,,,,,,,,0.753308,,,,,,,,,,,,,f1abce8f-63d8-4780-b85e-8be7da621781,73,,"[83.8, 62.9]",3879679,1,,,,,-0.9073703,,Right Foot,,,"[90.6, 54.2]",,Ground Pass,,11.0421915,,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,,1,From Goal Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,8,Napoli,227,['91e655c8-34a0-4c2f-b119-100b28447d82'],36,,,,,,,,,,,,,,,,,,Napoli,227,00:01:36.866,Pass,
,,,,,,,,,,,,,,,,,0.945734,,,,,,,,,,,,,dd9a7add-5ae9-4536-b98d-b5d7a22dd5a6,75,,"[89.5, 55.6]",3879679,1,,,,,2.3561945,,Right Foot,,,"[84.1, 61.0]",,Ground Pass,,7.636753,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,,1,From Goal Kick,Gonzalo Gerardo Higuaín,5497.0,Center Forward,8,Napoli,227,['fbc7a4c2-9417-4d84-8919-0a92e6cc43e1'],37,,,,,,,,,,,,,,,,,,Napoli,227,00:01:37.620,Pass,
,,,,,,,,,,,,,,,,,0.476846,,,,,,,,,,,,,b6d2a1bb-8919-4eb4-96f0-fb5eecffd528,78,,"[84.6, 59.4]",3879679,1,,,,,-0.7419473,,Right Foot,,,"[91.8, 52.8]",,Ground Pass,,9.767292,,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,,1,From Goal Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,8,Napoli,227,['9e446124-8cfa-4084-88f0-5bb98ff29356'],39,,,,,,,,,,,,,,,,,,Napoli,227,00:01:39.112,Pass,
,,,,,,,,,,,,,,,,,1.57667,,,,,,,,,,,,,56fc8e90-c464-4aa9-8d64-b01526be37df,90,,"[29.5, 24.8]",3879679,1,,,,,0.084175624,,Right Foot,,,"[61.5, 27.5]",,High Pass,,32.113705,,,Incomplete,,Federico Dionisi,24235.0,,,,,,Free Kick,1,From Free Kick,Robert Gucher,30911.0,Left Defensive Midfield,9,Frosinone,291,"['bd4cba06-f4a0-4e97-befb-25a3ad0b9f01', 'e3955730-0722-48b4-94aa-cef4691b99e5']",46,,,,,,,,,,,,,,,,,,Frosinone,291,00:01:46.425,Pass,
,,,,,,,,,,,,,,,,,0.929794,,,,,,,,,,,,,bd4cba06-f4a0-4e97-befb-25a3ad0b9f01,92,,"[58.6, 52.6]",3879679,1,,,,,0.0,,Right Foot,,,"[72.2, 52.6]",,Ground Pass,,13.6,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Recovery,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,10,Napoli,227,"['56fc8e90-c464-4aa9-8d64-b01526be37df', 'db3d473d-4b6a-455d-bbd2-e91c04d313de']",48,,,,,,,,,,,,,,,,,,Napoli,227,00:01:48.001,Pass,
,,,,,,,,,,,,,,,,,1.252882,,,,,,,,,,,,,90f121db-19ec-4db9-a708-9d3d6d4f6394,94,,"[71.8, 53.1]",3879679,1,,,,,1.9218272,,Left Foot,,,"[69.2, 60.2]",,Ground Pass,,7.5610847,,,,,Allan Marques Loureiro,7035.0,,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,10,Napoli,227,['e63d5686-06fa-40a1-a06f-c1b28a8d38a3'],48,,,,,,,,,,,,,,,,,,Napoli,227,00:01:48.931,Pass,
,,,,,,,,,,,,,,,,,1.003855,,,,,,,,,,,,,0e8f6204-8890-4fd0-92a4-97f105e7a903,97,,"[78.1, 57.8]",3879679,1,,,,,-1.6350353,,Right Foot,,,"[77.0, 40.7]",,Ground Pass,,17.135344,,,,,Marek Hamšík,7025.0,,,,,,,1,Regular Play,Allan Marques Loureiro,7035.0,Right Center Midfield,10,Napoli,227,['6eae9cde-7d2c-478d-b6f6-c439d5c9db39'],52,,,,,,,,,,,,,,,,,,Napoli,227,00:01:52.217,Pass,
,,,,,,,,,,,,,,,,,1.06469,,,,,,,,,,,,,ce6a1154-0c7f-424e-a94f-e5a03a57cf23,100,,"[84.1, 30.9]",3879679,1,,,,,-1.6313283,,Right Foot,,,"[83.3, 17.7]",,Ground Pass,,13.22422,,,,,Dries Mertens,5630.0,,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,10,Napoli,227,['dfd8ef86-dcfa-4b47-9901-a87501d6c903'],56,,,,,,,,,,,,,,,,,,Napoli,227,00:01:56.377,Pass,
,,,,,,,,,,,,,,,,,1.753806,,,,,,,,,,,,,ca6e4a35-da05-4eb7-b65d-9012b098e9d2,103,,"[88.0, 27.5]",3879679,2,,,,,0.6815601,,Right Foot,,,"[112.9, 47.7]",,High Pass,,32.063217,,,Incomplete,,José María Callejón Bueno,7029.0,,,,,,,1,Regular Play,Dries Mertens,5630.0,Left Wing,10,Napoli,227,"['62afd4ab-db4e-4de5-8fa1-34938062e131', 'b3ec7faa-f78c-4a47-a0c3-6e4a59dd7fb9']",0,,,,,,,,,,,,,,,,,,Napoli,227,00:02:00.084,Pass,
,,,,,,,,,,,,,,,,,1.900273,,,,,,,,,,,,,62afd4ab-db4e-4de5-8fa1-34938062e131,105,,"[7.2, 32.4]",3879679,2,,,,,-0.70172304,,Head,,,"[15.6, 25.3]",,High Pass,,10.998636,,,,,Oliver Kragl,8793.0,,,,,,Interception,1,Regular Play,Roberto Crivello,296873.0,Left Back,10,Napoli,227,"['79a3f019-5543-4f55-b032-52ede29ac4fd', 'ca6e4a35-da05-4eb7-b65d-9012b098e9d2']",1,,,,,,,,,,,,,,,,,,Frosinone,291,00:02:01.838,Pass,
,,,,,,,,,,,,,,,,,3.825478,,,,,,,,,,,,,8d686f72-0ce1-45d7-9343-e65fb611074e,108,,"[19.8, 2.9]",3879679,2,,,,,0.42954838,,Left Foot,,,"[84.2, 32.4]",,High Pass,,70.83509,,,Incomplete,,Federico Dionisi,24235.0,,,,,,,1,Regular Play,Oliver Kragl,8793.0,Left Midfield,10,Napoli,227,"['1dfcafee-c32e-42f8-bc94-502edbd8c657', '67a135b3-526b-4f3c-a868-614547afb618']",6,,,,,,,,,,,,,,,,,,Frosinone,291,00:02:06.991,Pass,
,,,,,,,,,,,,,,,,,0.993694,,,,,,,,,,,,,67a135b3-526b-4f3c-a868-614547afb618,110,,"[35.9, 47.7]",3879679,2,,,,,0.28029966,,Head,,,"[49.1, 51.5]",,High Pass,,13.736084,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,Recovery,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,10,Napoli,227,"['8d686f72-0ce1-45d7-9343-e65fb611074e', 'f7841a4b-3bcd-4a0b-92b5-62ec4051be77']",10,,,,,,,,,,,,,,,,,,Napoli,227,00:02:10.816,Pass,
,,,,,,,,,,,,,,,,,1.256432,,,,,,,,,,,,,847c2f29-251b-4b08-aaa7-0172489a2479,114,,"[48.0, 49.8]",3879679,2,,,,,2.6086118,,Right Foot,,,"[34.1, 58.0]",,Low Pass,,16.138464,,,,,Elseid Hysaj,7031.0,,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,10,Napoli,227,"['2088ee12-93d2-4ae6-bda5-b440d0870060', '4f9836f3-12fa-457d-aee7-171c344701bb']",11,,,,,,,,,,,,,,,,,,Napoli,227,00:02:11.950,Pass,True
,,,,,,,,,,,,,,,,,1.084826,,,,,,,,,,,,,15ed11c4-915f-426e-9ebe-fd3846a78b24,117,,"[34.9, 65.1]",3879679,2,,,,,-2.278338,,Right Foot,,,"[28.4, 57.5]",,Ground Pass,,10.0005,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,,1,Regular Play,Elseid Hysaj,7031.0,Right Back,10,Napoli,227,['407c34f3-5d8a-49bf-953d-c4e614087e6b'],14,,,,,,,,,,,,,,,,,,Napoli,227,00:02:14.899,Pass,
,,,,,,,,,,,,,,,,,0.946269,,,,,,,,,,,,,e51d2205-7599-4b2d-83a6-2fd70485b3d4,120,,"[28.4, 57.5]",3879679,2,,,,,-0.38050637,,Right Foot,,,"[39.4, 53.1]",,Ground Pass,,11.8473625,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,10,Napoli,227,['dbf35fa9-c515-4484-ba87-4bfaaa5d4145'],16,,,,,,,,,,,,,,,,,,Napoli,227,00:02:16.850,Pass,
