50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25b4d7db-2e2f-4f97-a30b-ddb9a49a72e3,1,,,3879538,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 7107, 'name': 'Danilo Cataldi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 22828, 'name': 'Ricardo Kishna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 88}, {'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26d4e3bc-a5f6-4134-990f-4ed91663ca38,2,,,3879538,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 90}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 77}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,24993f0d-cc92-4962-bb3d-767b3795103a,3,,,3879538,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['afdd1dbe-040f-45da-a11a-64fb0eb56874'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,afdd1dbe-040f-45da-a11a-64fb0eb56874,4,,,3879538,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lazio,236,['24993f0d-cc92-4962-bb3d-767b3795103a'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,337da0b4-87a4-43a9-ad19-b0e725d689ef,1678,,,3879538,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,96,Genoa,233,['51f1cac9-06b1-4aa4-a22e-7b629a9cb57a'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,51f1cac9-06b1-4aa4-a22e-7b629a9cb57a,1679,,,3879538,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,96,Genoa,233,['337da0b4-87a4-43a9-ad19-b0e725d689ef'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.375601,,,,,,,,,,,,,8028113a-cc29-4cc5-a008-af3e0a2adb25,5,,"[60.0, 40.0]",3879538,0,,,,,-2.203545,,Right Foot,,,"[57.8, 37.0]",,Ground Pass,,3.720215,,,Sergej Milinković-Savić,5589.0,,,,,Kick Off,1,From Kick Off,Felipe Anderson Pereira Gomes,8172.0,Right Wing,2,Lazio,236,['684cc600-3a15-4acf-8965-cc72c6be3edd'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.572,Pass,
,,,,,,,,,,,,,,,,,1.333738,,,,,,,,,,,,,ab3d23cf-683c-4c41-a49f-b4cbd9967a0a,7,,"[57.4, 37.2]",3879538,0,,,,,2.5738451,,Left Foot,,,"[44.7, 45.3]",,Ground Pass,,15.0632,,,Marco Parolo,8173.0,,,,,,1,From Kick Off,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,2,Lazio,236,['0f24682f-694f-4ed2-84c0-53e39f91027f'],0,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.948,Pass,
,,,,,,,,,,,,,,,,,1.964414,,,,,,,,,,,,,9bf6a84e-c106-4ca7-9f25-1b98a840c283,10,,"[45.2, 45.3]",3879538,0,,,,,-2.4001544,,Right Foot,,,"[27.4, 29.0]",,Ground Pass,,24.135658,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,1,From Kick Off,Marco Parolo,8173.0,Left Defensive Midfield,2,Lazio,236,['6827a5ac-9278-4b08-babe-2e2258c7fa59'],3,,,,,,,,,,,,,,,,,Lazio,236,00:00:03.469,Pass,
,,,,,,,,,,,,,,,,,2.550816,,,,,,,,,,,,,49ba4916-0eed-476b-8522-5597b3098225,13,,"[29.7, 27.5]",3879538,0,,,,,-1.0991489,,Left Foot,,,"[42.4, 2.6]",,Ground Pass,,27.951744,,,Senad Lulić,7785.0,,,,,,1,From Kick Off,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,2,Lazio,236,['c4c10b5c-293e-4ec1-a4a0-2a64a82bc280'],5,,,,,,,,,,,,,,,,,Lazio,236,00:00:05.674,Pass,
,,,,,,,,,,,,,,,,,1.73962,,,,,,,,,,,,,32d56b98-f39a-49f5-9aab-560c90d2ac99,16,,"[46.2, 3.6]",3879538,0,,,,,0.10179744,,Left Foot,,,"[83.4, 7.4]",,High Pass,,37.39358,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Back,2,Lazio,236,"['447e6c21-5567-46c1-b845-33f8a105ad42', '4d2de8bd-79b1-4ad6-811f-278a999a3acd']",11,,,,,,,,,,,,,,,,,Lazio,236,00:00:11.698,Pass,
