50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,80e655eb-a8dd-4490-a8d7-825fbaf6d300,1,,,,3879760,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 29161, 'name': 'Josip Posavec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 77}, {'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 97}, {'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1e98c40d-41e3-49c2-8547-f354b0d32453,2,,,,3879760,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 99}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,34dec990-fadb-449b-b8bf-29c53ca31dd6,3,,,,3879760,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['adff55d5-e9e8-4735-84f8-cf9ee2f79d5e'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,adff55d5-e9e8-4735-84f8-cf9ee2f79d5e,4,,,,3879760,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['34dec990-fadb-449b-b8bf-29c53ca31dd6'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6b2c3097-288e-4764-83e0-e7af975988a9,1712,,,,3879760,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Palermo,2256,['f59d371f-39ac-48d0-9bdf-c3db456d7df6'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f59d371f-39ac-48d0-9bdf-c3db456d7df6,1713,,,,3879760,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Palermo,2256,['6b2c3097-288e-4764-83e0-e7af975988a9'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.649158,,,,,,,,,,8a351598-6271-4bdf-8b35-e0dfc84ed30d,5,,,"[60.0, 40.0]",3879760,0,,,,1.8788491,,Right Foot,,,"[59.3, 42.2]",Ground Pass,,2.3086793,,,,Emanuele Giaccherini,7775.0,,,,,Kick Off,1,From Kick Off,Mattia Destro,8103.0,Center Forward,2,Bologna,240,['4ca65a9a-8c8e-4098-be50-375caad43dcb'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.223,Pass,
,,,,,,,,,,,,,,,,,1.039751,,,,,,,,,,0db087b8-94f1-49f1-b006-6848efa7a328,7,,,"[59.5, 42.2]",3879760,0,,,,-2.9697874,,Right Foot,,,"[37.6, 38.4]",Ground Pass,,22.227236,,,,Domenico Maietta,8849.0,,,,,,1,From Kick Off,Emanuele Giaccherini,7775.0,Right Wing,2,Bologna,240,['5ce377f2-31e1-49a6-921e-e4d3e12c2be3'],0,,,,,,,,,,,,,,,,Bologna,240,00:00:00.872,Pass,
,,,,,,,,,,,,,,,,,0.965507,,,,,,,,,,6ea0e6f6-5e15-4359-add0-18741876f851,10,,,"[37.6, 38.4]",3879760,0,,,,1.5707964,,Right Foot,,,"[37.6, 42.0]",Ground Pass,,3.6,,,,Daniele Gastaldello,30745.0,,,,,,1,From Kick Off,Domenico Maietta,8849.0,Left Center Back,2,Bologna,240,['de10eb2c-62be-429b-8ab1-8bfe6a6ce2cd'],2,,,,,,,,,,,,,,,,Bologna,240,00:00:02.116,Pass,
,,,,,,,,,,,,,,,,,3.681664,,,,,,,,,,f4e3c3b8-8d66-4e16-b78a-21aae3403c07,13,,,"[37.6, 42.0]",3879760,0,,,,-0.23860933,,Right Foot,,,"[93.1, 28.5]",High Pass,,57.118298,,Incomplete,,Mattia Destro,8103.0,,,,,,1,From Kick Off,Daniele Gastaldello,30745.0,Right Center Back,2,Bologna,240,"['e78d38d7-878e-4b93-8eaa-ef942fd53f93', 'e8466ff6-a573-4ace-a77c-434fec77f1e5']",3,,,,,,,,,,,,,,,,Bologna,240,00:00:03.546,Pass,
