50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74083507-e55b-47c7-98a0-c344d0df2257,1,,,,3879819,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Carpi,1683,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,557fc896-a5e3-4e9d-9ffc-07dbe9093027,2,,,,3879819,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 77}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8c3bf27-599e-49d2-9556-2991bc942240,3,,,,3879819,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['c10c25b5-1cb0-4bf2-b0a0-0f6039cd9de3'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c10c25b5-1cb0-4bf2-b0a0-0f6039cd9de3,4,,,,3879819,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Carpi,1683,['c8c3bf27-599e-49d2-9556-2991bc942240'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07b5e5fa-5ca9-4ed3-b0f2-e4a661bd467b,1737,,,,3879819,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,123,Carpi,1683,['adf6c716-ab8c-40ee-a6d9-369f1c4a92b9'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,adf6c716-ab8c-40ee-a6d9-369f1c4a92b9,1738,,,,3879819,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,123,Carpi,1683,['07b5e5fa-5ca9-4ed3-b0f2-e4a661bd467b'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.389841,,,,,,,,,,,,,af55bbdb-ba45-4394-af60-a9d0d07c27e4,5,,,"[61.0, 40.1]",3879819,0,,True,,,1.7126933,,Right Foot,,,"[60.5, 43.6]",,Ground Pass,,3.535534,,,Jerry Uche Mbakogu,32608.0,,,,,Kick Off,1,From Kick Off,Lorenzo Lollo,30829.0,Center Attacking Midfield,2,Carpi,1683,['006267d2-f8a0-4360-8d4a-287d905d6ca7'],0,,,,,,,,,,,,,,,,,Carpi,1683,00:00:00.582,Pass,
,,,,,,,,,,,,,,,,,0.921568,,,,,,,,,,,,,7bb758a6-7d99-4f0a-980f-cdd4403d54aa,7,,,"[60.0, 44.2]",3879819,0,,True,,,-2.9425817,,Right Foot,,,"[48.1, 41.8]",,Ground Pass,,12.139605,,,Raffaele Bianco,352172.0,,,,,,1,From Kick Off,Jerry Uche Mbakogu,32608.0,Center Forward,2,Carpi,1683,['54b60064-dcaf-4ff9-b114-050eb0bd5fe0'],1,,,,,,,,,,,,,,,,,Carpi,1683,00:00:01.106,Pass,
,,,,,,,,,,,,,,,,,1.855873,,,,,,,,,,,,,695280c4-630a-45dd-b6c9-546445c5940c,9,,,"[46.9, 41.8]",3879819,0,,,,,-1.460519,,Right Foot,,,"[50.1, 12.9]",,Low Pass,,29.076622,,,Riccardo Gagliolo,11499.0,,,,,,1,From Kick Off,Raffaele Bianco,352172.0,Left Defensive Midfield,2,Carpi,1683,['779d7f75-5a2b-4187-a3a0-5a67fb4e41fd'],2,,,,,,,,,,,,,,,,,Carpi,1683,00:00:02.311,Pass,
,,,,,,,,,,,,,,,,,0.150567,,,,,,,,,,,,,f736b9a9-7c80-4384-a856-e11bfdfcd89f,13,,,"[54.7, 3.9]",3879819,0,,,,,0.3752708,,Left Foot,,,"[58.0, 5.2]",,Low Pass,,3.5468295,Incomplete,,Antonio Di Gaudio,11502.0,,,,,,1,From Kick Off,Riccardo Gagliolo,11499.0,Left Back,2,Carpi,1683,"['2590a128-774b-4b5b-b461-e5ff13ead96d', '53326d3a-3496-4898-b5ca-0f8be5fb175a', 'c25b0276-70de-4c3a-ba22-f15e343ae93b']",6,,,,,,,,,,,,,,,,,Carpi,1683,00:00:06.399,Pass,True
