50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,886cf492-fc79-4910-a302-8d9b7a201d1e,1,,,3879561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7755430a-c9c1-48d2-a700-5d6f8aabbbf6,2,,,3879561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cd508e01-b24a-4650-a72e-f67a6b6b03bf,3,,,3879561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['8810e318-f26e-4088-8f02-a850bffd3557'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8810e318-f26e-4088-8f02-a850bffd3557,4,,,3879561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['cd508e01-b24a-4650-a72e-f67a6b6b03bf'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,abc97451-08ea-4cbb-a715-60985b7cde5f,1818,,,3879561,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Fiorentina,239,['2111452a-2849-40a9-989b-88e833cb1290'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2111452a-2849-40a9-989b-88e833cb1290,1819,,,3879561,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Fiorentina,239,['abc97451-08ea-4cbb-a715-60985b7cde5f'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.333216,,,,,,,,,,,,,,,,a99d62c6-169d-4133-9c95-d4379348f9b3,5,,"[61.0, 40.1]",3879561,0,,,,,2.1730838,,Right Foot,,,,"[59.9, 41.7]",,Ground Pass,,1.9416488,,,,Josip Iličić,7139.0,,,,,,Kick Off,1,From Kick Off,Nikola Kalinić,7033.0,Center Forward,2,Fiorentina,239,['bdd46403-8b62-49d3-9ce3-55a81c7c332b'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.158,Pass,
,,,,,,,,,,,,,,,,,2.148109,,,,,,,,,,,,,,,,e9d72a59-d05e-4659-85cb-4d2bf5d3e665,8,,"[58.9, 40.0]",3879561,0,,,,,-1.4392526,,Left Foot,,,,"[63.2, 7.5]",,Ground Pass,,32.783226,,,,Federico Bernardeschi,7777.0,,,,,,,1,From Kick Off,Josip Iličić,7139.0,Right Attacking Midfield,2,Fiorentina,239,['7869f27b-3789-4d2a-af52-a30666243698'],1,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:01.948,Pass,
,,,,,,,,,,,,,,,,,2.070685,,,,,,,,,,,,,,,,1565e262-57b9-44e2-a0ff-40dcdeaa2420,10,,"[63.4, 6.7]",3879561,0,,,,,-3.1045725,,Left Foot,,,,"[47.2, 6.1]",,Ground Pass,,16.211107,,,,Marcos Alonso Mendoza,3964.0,,,,,,,1,From Kick Off,Federico Bernardeschi,7777.0,Left Attacking Midfield,2,Fiorentina,239,['ae6b0564-891a-435e-82b0-bacca200ca1e'],4,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:04.096,Pass,
,,,,,,,,,,,,,,,,,1.75865,,,,,,,,,,,,,,,,d9a434f3-433a-4659-af55-3f4065294c6a,12,,"[47.4, 6.9]",3879561,0,,,,,2.3713908,,Left Foot,,,,"[30.7, 23.1]",,Ground Pass,,23.2665,,,,Davide Astori,8275.0,,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,['f924c3e8-d7f9-4fd5-99f9-fc4556bd39fb'],6,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.167,Pass,
,,,,,,,,,,,,,,,,,1.690443,,,,,,,,,,,,,,,,e90d7281-63b6-4e89-8905-76231d39ad59,15,,"[30.5, 24.6]",3879561,0,,,,,1.7122188,,Left Foot,,,,"[26.3, 54.1]",,Ground Pass,,29.797483,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['bb834b58-76ea-447b-aac8-37aa680273f9'],9,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:09.344,Pass,
,,,,,,,,,,,,,,,,,4.182219,,,,,,,,,,,,,,,,a1da9436-4a3a-448c-881b-bb9c73da5509,17,,"[27.3, 52.0]",3879561,0,,,,,-1.0315956,,Right Foot,,,,"[56.2, 3.7]",,High Pass,,56.285877,,,,Marcos Alonso Mendoza,3964.0,,,True,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['c51700f3-1fef-4d5c-a477-c072d5f0f530'],11,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:11.034,Pass,
,,,,,,,,,,,,,,,,,2.039997,,,,,,,,,,,,,,,,3a4b41f3-a8dc-479a-ba67-835a90bdc6ef,20,,"[63.6, 6.1]",3879561,0,,,,,2.7822876,,Left Foot,,,,"[43.1, 13.8]",,Ground Pass,,21.898401,,,,Davide Astori,8275.0,,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,['5faac8dc-6591-4f65-970f-3d0187e6a74f'],17,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:17.886,Pass,
,,,,,,,,,,,,,,,,,2.577054,,,,,,,,,,,,,,,,0ae69a3c-4fe2-49e0-a3cc-97ecb8e7a205,23,,"[43.4, 16.8]",3879561,0,,,,,1.2469383,,Left Foot,,,,"[62.5, 73.7]",,High Pass,,60.020164,,,,Jakub Błaszczykowski,5663.0,,,True,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['1c507fbc-9629-4215-aa5a-776daa8334a6'],20,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:20.619,Pass,
,,,,,,,,,,,,,,,,,2.121117,,,,,,,,,,,,,,,,7543d2c6-930d-4103-9601-cb0ace6c2102,26,,"[56.8, 70.5]",3879561,0,,,,,-2.7600224,,Right Foot,,,,"[40.6, 64.0]",,Ground Pass,,17.455372,,,,Nenad Tomović,7056.0,,,,,,,1,From Kick Off,Jakub Błaszczykowski,5663.0,Right Wing Back,2,Fiorentina,239,['c54435e8-6231-4761-b697-2cddf19dd61f'],24,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:24.882,Pass,
,,,,,,,,,,,,,,,,,2.413681,,,,,,,,,,,,,,,,8c25fe46-a55d-49b3-94b7-c1d52a8e76ee,29,,"[36.6, 63.8]",3879561,0,,,,,-2.710991,,Right Foot,,,,"[12.0, 52.5]",,Ground Pass,,27.071203,,,,Anton Ciprian Tătărușanu,3112.0,,,,,,,1,From Kick Off,Nenad Tomović,7056.0,Right Center Back,2,Fiorentina,239,['1c904c7e-cd41-4c85-b8d7-af468fddadb7'],27,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:27.767,Pass,
,,,,,,,,,,,,,,,,,2.134809,,,,,,,,,,,,,,,,167b3f31-0150-4925-9806-b513fc5c8cdc,32,,"[9.9, 47.1]",3879561,0,,,,,-1.4106413,,Left Foot,,,,"[14.1, 21.1]",,Ground Pass,,26.337046,,,,Davide Astori,8275.0,,,,,,,1,From Kick Off,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,2,Fiorentina,239,['e467b172-393a-43fc-864b-ec083f8a43dc'],31,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:31.457,Pass,
,,,,,,,,,,,,,,,,,1.406309,,,,,,,,,,,,,,,,082168d9-725e-4851-900b-489dca551460,36,,"[16.4, 14.3]",3879561,0,,,,,-0.5990606,,Left Foot,,,,"[30.9, 4.4]",,Ground Pass,,17.557335,,,,Marcos Alonso Mendoza,3964.0,,,,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['ab9283b6-bbd1-4e25-a5c4-97a7c91fc9c2'],34,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:34.291,Pass,
,,,,,,,,,,,,,,,,,2.038936,,,,,,,,,,,,,,,,4aec9514-7d91-407f-b018-7adc7ae79205,40,,"[30.2, 6.3]",3879561,0,,,,,1.884673,,Left Foot,,,,"[24.0, 25.4]",,Ground Pass,,20.081085,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,"['6f3ca0ff-d214-47f7-85d0-63c977e2c3f6', '77f8f992-9e24-4fd7-a2c0-2ed75c42a634']",37,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:37.760,Pass,True
