50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.811899,,,,,,,,,,,,,02a29311-80aa-4b0b-9a69-d707283e19e4,16,,"[80.9, 20.4]",3879700,0,,,,True,-0.5237757,,,,"[92.5, 13.7]",,High Pass,,13.395895,Incomplete,,Robin Quaison,8552.0,,,,,,1,From Kick Off,Alberto Gilardino,38389.0,Center Forward,2,Palermo,2256,"['33b0c0e5-34b2-43c7-bf07-c17fb2482632', 'cc8e72cb-3a56-478c-a4b8-50ca12897f7c', 'f7b7d646-d70a-46a3-944d-e185acb3bf86']",8,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:08.464,Pass,True
,,,,,,,,,,,,,,,,,1.662538,,,,,,,,,,,,,95c905a0-eef1-4046-a1b9-aad91250c4c3,20,,"[93.8, 13.1]",3879700,0,,,,True,-0.050377507,,,,"[105.7, 12.5]",,Low Pass,,11.915116,,,Alberto Gilardino,38389.0,,,,,Recovery,1,From Kick Off,Robin Quaison,8552.0,Left Wing,2,Palermo,2256,"['5fdad48d-9fb7-4560-813b-c3eef63d7f3e', 'b1ada6c9-efdb-4a5e-9b36-85bab69b097a']",12,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:12.466,Pass,True
,,,,,,,,,,,,,,,,,0.47738,,,,,,,,,,,,,3e116f86-4377-4879-b27a-ca53fac8d95f,24,,"[105.9, 8.3]",3879700,0,,,,,-2.4980915,,Right Foot,,"[99.5, 3.5]",,Ground Pass,,8.0,,,Robin Quaison,8552.0,,,,,,1,From Kick Off,Alberto Gilardino,38389.0,Center Forward,2,Palermo,2256,['9af57df7-72a1-49dd-9d28-455170fa6071'],16,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:16.568,Pass,
,,,,,,,,,,,,,,,,,2.106848,,,,,,,,,,,,,c7c1220d-7200-476a-977d-bf8e14a59bc2,33,,"[6.0, 44.0]",3879700,0,,,,,0.96299434,,Right Foot,,"[20.4, 64.7]",,Ground Pass,,25.216066,,,Molla Wagué,3577.0,,,,,Goal Kick,1,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,3,Udinese,230,['66288183-ae7f-4540-b814-6f662aadba09'],33,,,,,,,,,,,,,,,,,,Udinese,230,00:00:33.998,Pass,
,,,,,,,,,,,,,,,,,1.611483,,,,,,,,,,,,,6f16eea3-1451-414a-b9c3-3fa3fe7f0adf,36,,"[26.8, 66.4]",3879700,0,,,,,0.5097072,,Right Foot,,"[46.3, 77.3]",,Ground Pass,,22.339651,,,Silvan Widmer,7796.0,,,,,,1,From Goal Kick,Molla Wagué,3577.0,Right Center Back,3,Udinese,230,['8bafa5f8-8606-43ec-8925-73ec3215d1af'],37,,,,,,,,,,,,,,,,,,Udinese,230,00:00:37.764,Pass,
,,,,,,,,,,,,,,,,,1.052126,,,,,,,,,,,,,258c0e79-a9dc-4ac1-9010-b640ed0b2300,39,,"[46.3, 77.3]",3879700,0,,,,,-2.6689968,,Left Foot,,"[28.5, 68.2]",,Ground Pass,,19.991247,,,Molla Wagué,3577.0,,,,,,1,From Goal Kick,Silvan Widmer,7796.0,Right Wing Back,3,Udinese,230,['e42a0362-d56b-41fd-8d0c-a170665de089'],39,,,,,,,,,,,,,,,,,,Udinese,230,00:00:39.582,Pass,
,,,,,,,,,,,,,,,,,1.71408,,,,,,,,,,,,,9ede5e1e-d6d1-45f6-9770-f4bca1e8bdfe,42,,"[26.0, 66.0]",3879700,0,,,,,-2.309906,,Right Foot,,"[8.5, 46.8]",,Ground Pass,,25.978645,,,Orestis Karnezis,3742.0,,,,,,1,From Goal Kick,Molla Wagué,3577.0,Right Center Back,3,Udinese,230,['b7c746e0-258a-4814-b353-ae955222854d'],42,,,,,,,,,,,,,,,,,,Udinese,230,00:00:42.083,Pass,
,,,,,,,,,,,,,,,,,1.710929,,,,,,,,,,,,,802aabb1-f34d-49a4-b4c6-cc5c405eb623,46,,"[9.7, 50.6]",3879700,0,,,,,0.3110748,,Right Foot,,"[52.0, 64.2]",,High Pass,,44.432533,Incomplete,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,3,Udinese,230,"['68a2756f-1a33-44bc-b0c2-6e1a71bc49a7', '76f1370b-bc88-4c40-a70d-6fcd087373ed', '7c6a31d3-4a04-4a69-8306-74f3d7c79f4d']",45,,,,,,,,,,,,,,,,,,Udinese,230,00:00:45.337,Pass,True
,,,,,,,,,,,,,,,,,1.472996,,,,,,,,,,,,,297c8ad8-b521-45c7-a63c-911d6c26ad06,52,,"[31.8, 3.7]",3879700,0,,,,,1.5056711,,Left Foot,,"[32.4, 12.9]",,Ground Pass,,9.219544,,,Mato Jajalo,30735.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,4,Palermo,2256,"['39b90f7d-6f65-40a2-bea7-051df06f5b95', '3fcff08f-87d8-4361-9b22-3baca660e31f']",51,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:51.397,Pass,True
,,,,,,,,,,,,,,,,,1.356485,,,,,,,,,,,,,d18cd20e-bb6b-4937-aa12-6665d9232446,54,,"[32.4, 12.9]",3879700,0,,,,,-0.12721622,,Left Foot,,"[58.2, 9.6]",,Low Pass,,26.010191,,,Robin Quaison,8552.0,,,,,,1,Regular Play,Mato Jajalo,30735.0,Center Defensive Midfield,4,Palermo,2256,['8272fae8-2107-4471-ac06-9c3acd9a919e'],52,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:52.870,Pass,
,,,,,,,,,,,,,,,,,5.369867,,,,,,,,,,,,,5020a2f1-e66a-4773-9008-740e84aedc4c,58,,"[56.4, 9.9]",3879700,0,,,,,0.7493561,,Right Foot,,"[99.5, 50.0]",,Low Pass,,58.86952,Incomplete,,Alberto Gilardino,38389.0,,True,,,,1,Regular Play,Robin Quaison,8552.0,Left Wing,4,Palermo,2256,"['24e86b74-6aeb-4fe0-8659-712f2aad9663', '37d06d9c-7d8e-4216-956f-1a3016c16679', '4d5601fe-baa6-4779-b4e2-db62110fa57b']",55,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:55.301,Pass,True
,,,,,,,,,,,,,,,,,1.560808,,,,,,,,,,,,,4d5601fe-baa6-4779-b4e2-db62110fa57b,60,,"[20.6, 30.1]",3879700,1,,,,,-1.103902,,Right Foot,,"[26.8, 17.8]",,Ground Pass,,13.774251,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,Recovery,1,Regular Play,Orestis Karnezis,3742.0,Goalkeeper,5,Udinese,230,"['5020a2f1-e66a-4773-9008-740e84aedc4c', '9038e62d-ea0d-4807-9b56-7f65b52a443b']",0,,,,,,,,,,,,,,,,,,Udinese,230,00:01:00.670,Pass,
,,,,,,,,,,,,,,,,,2.360684,,,,,,,,,,,,,f10036ae-d5cf-4dd1-af9b-88da0ff55c20,63,,"[27.9, 10.8]",3879700,1,,,,,-0.3715708,,Right Foot,,"[49.2, 2.5]",,Ground Pass,,22.860008,,,Edenílson Andrade dos Santos,25116.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,5,Udinese,230,['d2903c87-9e6d-41b8-826a-dac41875e739'],3,,,,,,,,,,,,,,,,,,Udinese,230,00:01:03.909,Pass,
,,,,,,,,,,,,,,,,,2.535591,,,,,,,,,,,,,f5e0c811-a4bd-4cba-9345-67f849543626,67,,"[68.7, 2.5]",3879700,1,,,,,0.34767666,,Left Foot,,"[105.4, 15.8]",,High Pass,,39.035625,Pass Offside,,Cyril Théréau,8272.0,,,Through Ball,True,,1,Regular Play,Edenílson Andrade dos Santos,25116.0,Left Wing Back,5,Udinese,230,"['738ac7fc-9792-444c-aa8a-41033c5921c5', 'de4b0bb1-6d29-4733-a207-4a3f8d0ba82b']",10,,,,,,,,,,,,,,,,,,Udinese,230,00:01:10.135,Pass,True
,,,,,,,,,,,,,,,,,3.160892,,,,,,,,,,,,,8ae2782b-6f8b-4f2a-a9c9-b69c7bbbb2a7,69,,"[21.2, 62.6]",3879700,1,,True,,,0.6505433,,Right Foot,,"[32.5, 71.2]",,Ground Pass,,14.200352,,,Aljaž Struna,24061.0,,,,,Free Kick,1,From Free Kick,Stefano Sorrentino,7055.0,Goalkeeper,6,Palermo,2256,['a8281bd3-674b-4728-a99e-d299048b62f0'],20,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:20.096,Pass,
,,,,,,,,,,,,,,,,,1.089999,,,,,,,,,,,,,c10cb63d-ec2d-4834-b8e5-865f9b104e41,71,,"[37.4, 72.5]",3879700,1,,,,,-0.23962396,,Right Foot,,"[55.0, 68.2]",,Ground Pass,,18.11767,,,Franco Damián Vázquez,6719.0,,,,,,1,From Free Kick,Aljaž Struna,24061.0,Right Back,6,Palermo,2256,['4143b664-eb82-4549-adeb-90d59dbca645'],26,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:26.024,Pass,
,,,,,,,,,,,,,,,,,1.082783,,,,,,,,,,,,,8c6ca9e6-909f-41de-b50a-4b2fe4e4e65b,79,,"[49.5, 69.9]",3879700,1,,,,,0.7448798,,Right Foot,,"[57.2, 77.0]",,Ground Pass,,10.473777,,,Oscar Hiljemark,5605.0,,,,,,1,From Free Kick,Franco Damián Vázquez,6719.0,Right Wing,6,Palermo,2256,"['7077fdc6-cec3-4f14-a38f-44af092ce24f', 'b090ab70-9b64-4825-848a-8fcbe75632a2']",30,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:30.907,Pass,True
,,,,,,,,,,,,,,,,,2.82125,,,,,,,,,,,,,a9ec588e-d914-4d78-9d8d-6c22e3171579,82,,"[57.2, 77.0]",3879700,1,,,,,3.1248345,,Right Foot,,"[39.3, 77.3]",,Ground Pass,,17.902514,,,Aljaž Struna,24061.0,,,,,,1,From Free Kick,Oscar Hiljemark,5605.0,Right Center Midfield,6,Palermo,2256,['ff834afb-06c9-4394-9a44-9113c76161cc'],32,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:32.002,Pass,
,,,,,,,,,,,,,,,,,2.316984,,,,,,,,,,,,,817f232d-8e91-4282-8329-79f3270759e7,85,,"[39.9, 76.1]",3879700,1,,,,,-2.6425962,,Left Foot,,"[19.9, 65.2]",,Ground Pass,,22.777401,,,Edoardo Goldaniga,8102.0,,,,,,1,From Free Kick,Aljaž Struna,24061.0,Right Back,6,Palermo,2256,"['c64f7382-b86d-477e-a87e-0ef03de1a48f', 'd19b779c-12f6-4b42-a594-05a33f2e9da1']",34,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:34.823,Pass,True
,,,,,,,,,,,,,,,,,1.057295,,,,,,,,,,,,,8586243e-ac00-432f-b5b6-40ea2d35dee2,88,,"[24.3, 51.3]",3879700,1,,,,,-1.7403245,,Right Foot,,"[20.5, 29.1]",,Ground Pass,,22.522877,,,Giancarlo González Castro,5584.0,,,,,,1,From Free Kick,Edoardo Goldaniga,8102.0,Right Center Back,6,Palermo,2256,['797ffd32-f7db-4bf1-b77d-f40af4d25630'],41,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:41.538,Pass,
,,,,,,,,,,,,,,,,,3.950193,,,,,,,,,,,,,c4409aa0-0112-4aa9-beb0-10b57fac65e1,91,,"[44.8, 22.6]",3879700,1,,,,,-0.36011347,,Right Foot,,"[101.9, 1.1]",,High Pass,,61.013603,Out,,Robin Quaison,8552.0,,,,,,1,From Free Kick,Giancarlo González Castro,5584.0,Left Center Back,6,Palermo,2256,['0876d3dd-5333-4b85-bc63-c6d1772cc9eb'],48,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:48.279,Pass,
,,,,,,,,,,,,,,,,,1.698237,,,,,,,,,,,,,d03f72d4-e3ed-48d4-9a2a-4b307869e35a,93,,"[22.7, 80.0]",3879700,2,,,,,-0.1798535,,,,"[45.8, 75.8]",,High Pass,,23.478714,Unknown,,,,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,7,Udinese,230,,3,,,,,,,,,,,,,,,,,,Udinese,230,00:02:03.907,Pass,
,,,,,,,,,,,,,,,,,2.240997,,,,,,,,,,,,,67a0a601-62dc-49ea-be82-259c47c4e969,97,,"[48.6, 69.5]",3879700,2,,,,,-0.16025765,,Right Foot,,"[85.1, 63.6]",,High Pass,,36.973774,Incomplete,,Stipe Perica,7805.0,,,,,Free Kick,1,From Free Kick,Molla Wagué,3577.0,Right Center Back,8,Udinese,230,"['02f7a8dc-014f-4685-9e53-afa6d3d44b43', 'd7ef2eb2-7863-4384-ac34-a47a939a4a82']",28,,,,,,,,,,,,,,,,,,Udinese,230,00:02:28.846,Pass,
,,,,,,,,,,,,,,,,,1.413545,,,,,,,,,,,,,02f7a8dc-014f-4685-9e53-afa6d3d44b43,99,,"[35.0, 16.5]",3879700,2,,,,,0.16776305,,Head,,"[47.4, 18.6]",,High Pass,,12.576566,Incomplete,,Robin Quaison,8552.0,,,,,Recovery,1,From Free Kick,Ivaylo Chochev,40349.0,Left Center Midfield,8,Udinese,230,"['67a0a601-62dc-49ea-be82-259c47c4e969', 'aa46a33c-4406-4a39-b666-e55974f57cdc', 'e50eafbe-fc36-41fc-9de9-22c0f2f7c58c']",31,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:31.087,Pass,
,,,,,,,,,,,,,,,,,1.672916,,,,,,,,,,,,,e50eafbe-fc36-41fc-9de9-22c0f2f7c58c,101,,"[72.7, 61.5]",3879700,2,,,,True,0.34258088,,,,"[87.0, 66.6]",,High Pass,,15.182226,Incomplete,,Stipe Perica,7805.0,,,,,Recovery,1,From Free Kick,Francesco Lodi,40367.0,Center Defensive Midfield,8,Udinese,230,"['02f7a8dc-014f-4685-9e53-afa6d3d44b43', '46f3754c-8f98-4a22-a6f6-b57c4c72dacf', 'a679d004-a9ca-400c-8f4d-b128d0a82173', 'c8760380-ec5f-44be-aae8-548a38271b78']",32,,,,,,,,,,,,,,,,,,Udinese,230,00:02:32.501,Pass,True
,,,,,,,,,,,,,,,,,4.101538,,,,,,,,,,,,,46f3754c-8f98-4a22-a6f6-b57c4c72dacf,104,,"[33.1, 13.5]",3879700,2,,,,,0.96206665,,Left Foot,,"[68.3, 64.0]",,High Pass,,61.55721,Incomplete,,Franco Damián Vázquez,6719.0,,True,,,Recovery,1,From Free Kick,Achraf Lazaar,10032.0,Left Back,8,Udinese,230,"['3c0bebd4-44aa-4d21-8518-ad397d39e42d', 'd8677bb9-d4e2-42d1-bd56-bfdf01570674', 'e50eafbe-fc36-41fc-9de9-22c0f2f7c58c']",34,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:34.174,Pass,
,,,,,,,,,,,,,,,,,1.849073,,,,,,,,,,,,,9bd6d7e9-92bc-4b37-b5da-4fe664c0f59c,108,,"[56.3, 15.1]",3879700,2,,,,,-1.0065987,,Right Foot,,"[64.4, 2.3]",,Ground Pass,,15.147607,,,Edenílson Andrade dos Santos,25116.0,,,,,,1,From Free Kick,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,8,Udinese,230,['71593fa0-35b1-49ff-88e0-edd26fe12084'],40,,,,,,,,,,,,,,,,,,Udinese,230,00:02:40.210,Pass,
,,,,,,,,,,,,,,,,,1.204578,,,,,,,,,,,,,0c3bc291-eff4-42f4-82a5-63e24031c041,111,,"[64.8, 3.7]",3879700,2,,,,,1.0217712,,Right Foot,,"[70.0, 12.2]",,Ground Pass,,9.964437,,,Francesco Lodi,40367.0,,,,,,1,From Free Kick,Edenílson Andrade dos Santos,25116.0,Left Wing Back,8,Udinese,230,['fb6bd894-167a-4cf7-a26b-a748e8357a24'],42,,,,,,,,,,,,,,,,,,Udinese,230,00:02:42.388,Pass,
,,,,,,,,,,,,,,,,,3.500477,,,,,,,,,,,,,21b89691-425e-413e-bac4-25e385797aff,115,,"[70.0, 10.6]",3879700,2,,,,,-0.015150356,,Left Foot,,"[116.2, 9.9]",,High Pass,,46.205303,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Free Kick,Francesco Lodi,40367.0,Center Defensive Midfield,8,Udinese,230,"['29f732f9-3235-4a9c-ac76-93c3ddcb9c39', '58eca827-b60f-4d58-a93b-7afb4dcb12a7', '6bc69b87-53fc-4531-b474-4ba15d44fd28']",44,,,,,,,,,,,,,,,,,,Udinese,230,00:02:44.183,Pass,True
,,,,,,,,,,,,,,,,,4.077659,,,,,,,,,,,,,6e5c645e-5b48-4fad-a3b1-ee6b3813fc0d,121,,"[9.4, 68.9]",3879700,2,,,,,-0.531074,,Right Foot,,"[63.2, 37.3]",,High Pass,,62.39391,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,From Free Kick,Edoardo Goldaniga,8102.0,Right Center Back,8,Udinese,230,"['a26a97e6-e6b9-45c1-af65-6eeba5cf5e0d', 'ab0c7db9-46e1-444a-996a-d86a80651237']",50,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:50.929,Pass,
,,,,,,,,,,,,,,,,,1.659759,,,,,,,,,,,,,fe00d27b-1860-44e0-aa03-3083cc22c3e7,125,,"[57.6, 52.9]",3879700,2,,,,,0.91148627,,Right Foot,,"[70.0, 68.9]",,Ground Pass,,20.242529,,,Silvan Widmer,7796.0,,,,,,1,From Free Kick,Molla Wagué,3577.0,Right Center Back,8,Udinese,230,['7d03da37-cc5b-41eb-9ce3-64966fbd65bc'],56,,,,,,,,,,,,,,,,,,Udinese,230,00:02:56.026,Pass,
,,,,,,,,,,,,,,,,,1.746467,,,,,,,,,,,,,d1157350-c3d2-46d0-ba69-b3be3925f375,128,,"[68.1, 67.3]",3879700,2,,,,,-2.0344439,,Left Foot,,"[57.5, 46.1]",,Ground Pass,,23.70232,Incomplete,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,8,Udinese,230,"['7cfd8aad-18ee-4130-8c02-d9ec2e119975', 'ba6f01d1-b116-442e-8cdc-3dbc3093f9d8']",58,,,,,,,,,,,,,,,,,,Udinese,230,00:02:58.765,Pass,
