50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.631459,,,,,,,,,,,,,,,,066360bc-2aee-482a-8f35-f94004f79025,16,,,"[28.6, 22.7]",3879809,0,,,,,-1.1329257,,Left Foot,,,,"[38.9, 0.7]",Low Pass,,24.291769,,Out,Gabriel Moisés Antunes da Silva,3416.0,,,,,,,1,From Kick Off,Giovanni Marchese,40457.0,Left Center Back,2,Genoa,233,['ca331282-064a-40f9-95ab-77f5a0aa48e6'],8,,,,,,,,,,,,,,,,,Genoa,233,00:00:08.688,Pass,
,,,,,,,,,,,,,,,,,1.601359,,,,,,,,,,,,,,,,ed30dee4-06f8-43be-b5fd-80e8171f0d38,18,,,"[82.5, 80.0]",3879809,0,,,,,-1.9677372,,,,,,"[74.2, 60.2]",Low Pass,,21.46928,,,Francesco Magnanelli,7127.0,,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,3,Sassuolo,232,['f2f4354a-0d00-4044-9f29-0be629d27683'],13,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:13.619,Pass,
,,,,,,,,,,,,,,,,,0.860693,,,,,,,,,,,,,,,,727390d3-5455-41f6-871c-688169b9e54b,21,,,"[76.9, 62.3]",3879809,0,,,,,1.2916164,,Right Foot,,,,"[81.2, 77.3]",Ground Pass,,15.604166,,,Šime Vrsaljko,5461.0,,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,3,Sassuolo,232,['f052010b-96e2-4e31-be9c-67feee505d5b'],15,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:15.964,Pass,
,,,,,,,,,,,,,,,,,1.935041,,,,,,,,,,,,,,,,d5b815e2-82d7-49e8-8c28-4a6340a0ff3c,27,,,"[78.8, 75.8]",3879809,0,,True,,,-2.6837032,,Right Foot,,,,"[57.9, 65.5]",Ground Pass,,23.300215,,,Paolo Cannavaro,8848.0,,,,,,Free Kick,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,['bfe03f79-c6c2-410d-bd50-fd074ab44802'],27,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:27.340,Pass,
,,,,,,,,,,,,,,,,,2.736151,,,,,,,,,,,,,,,,643c4bb7-bb39-4c6a-ab53-cf3e3439744b,29,,,"[57.3, 64.4]",3879809,0,,,,,-1.7272141,,Right Foot,,,,"[52.9, 36.5]",Ground Pass,,28.244823,,,Francesco Acerbi,7119.0,,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,['cd16e3ff-8134-41b8-aa39-75cb2bdf1577'],29,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:29.315,Pass,
,,,,,,,,,,,,,,,,,2.099714,,,,,,,,,,,,,,,,5ff63194-53d6-49f6-a5cb-5ea1c7d72f3e,32,,,"[51.5, 35.5]",3879809,0,,,,,-1.348389,,Left Foot,,,,"[57.9, 7.2]",Ground Pass,,29.014652,,,Federico Peluso,7118.0,,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,['ef385772-afc1-4594-b882-04edad048ee2'],32,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:32.276,Pass,
,,,,,,,,,,,,,,,,,1.347614,,,,,,,,,,,,,,,,9dec947d-dc3d-4aae-86fb-801380c27036,35,,,"[63.1, 2.3]",3879809,0,,,,,-0.122668654,,Left Foot,,,,"[77.7, 0.5]",Ground Pass,,14.710541,,,Nicola Sansone,6859.0,,,,,,,1,From Free Kick,Federico Peluso,7118.0,Left Back,4,Sassuolo,232,['6db74798-dbd1-48be-b658-e753140d9a36'],35,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:35.784,Pass,
,,,,,,,,,,,,,,,,,0.905033,,,,,,,,,,,,,,,,2e422edd-89dd-4c93-b9d1-d88aec0bbddc,39,,,"[78.0, 2.7]",3879809,0,,,,,2.9523935,,Right Foot,,,,"[68.6, 4.5]",Ground Pass,,9.570789,,,Joseph Alfred Duncan,7698.0,,,,,,,1,From Free Kick,Nicola Sansone,6859.0,Left Wing,4,Sassuolo,232,['c4abb224-b059-4a3d-8903-cf625d041bbd'],37,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:37.800,Pass,
,,,,,,,,,,,,,,,,,1.037087,,,,,,,,,,,,,,,,14acf1ec-904c-4e51-98e9-31753a8190cd,42,,,"[69.3, 4.5]",3879809,0,,,,,0.471563,,Left Foot,,,,"[84.4, 12.2]",Ground Pass,,16.949926,,,Gregoire Defrel,7457.0,,,,,,,1,From Free Kick,Joseph Alfred Duncan,7698.0,Left Center Midfield,4,Sassuolo,232,['33f101fa-544c-4b2a-aa5d-3ead783cc417'],38,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:38.770,Pass,
,,,,,,,,,,,,,,,,,5.759412,,,,,,,,,,,,,,,,3c7f0561-2593-4c6f-a30c-113e36736a6f,49,,,"[25.0, 54.3]",3879809,0,,,,,-0.18503182,,Left Foot,,,,"[101.4, 40.0]",High Pass,,77.72677,,Incomplete,Tim Matavž,7852.0,,,,,,,1,From Free Kick,Giovanni Marchese,40457.0,Left Center Back,4,Sassuolo,232,"['1746fb65-b7c4-4b69-ad21-c56f884ca87e', '40e2599c-703a-471a-988e-d2aed6ffe30e', '74d2c9dc-8209-4182-860c-74da5b3fc895']",42,,,,,,,,,,,,,,,,,Genoa,233,00:00:42.541,Pass,True
,,,,,,,,,,,,,,,,,1.418996,,,,,,,,,,,,,,,,1746fb65-b7c4-4b69-ad21-c56f884ca87e,51,,,"[18.7, 40.1]",3879809,0,,,,,-0.73459446,,Right Foot,,,,"[31.1, 28.9]",Ground Pass,,16.709278,,,Francesco Acerbi,7119.0,,,,,,Recovery,1,From Free Kick,Andrea Consigli,7132.0,Goalkeeper,4,Sassuolo,232,"['3c7f0561-2593-4c6f-a30c-113e36736a6f', '5ec64ae9-69d7-4171-af0f-9b4ebcea6cee']",48,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:48.301,Pass,
,,,,,,,,,,,,,,,,,1.3393,,,,,,,,,,,,,,,,2ac62968-2200-4123-a265-dbccb6746dc0,54,,,"[29.7, 31.9]",3879809,0,,,,,1.5998579,,Left Foot,,,,"[29.2, 49.1]",Ground Pass,,17.207266,,,Paolo Cannavaro,8848.0,,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,['7f555947-ef92-41e3-93f3-36b4d003f699'],51,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:51.275,Pass,
,,,,,,,,,,,,,,,,,2.079757,,,,,,,,,,,,,,,,6fce8c1b-278d-4a04-8641-cf11cc0bf6e5,57,,,"[29.2, 49.1]",3879809,0,,,,,-2.560408,,Right Foot,,,,"[8.8, 35.7]",Ground Pass,,24.407375,,,Andrea Consigli,7132.0,,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,['fb58adba-8e1c-418f-b328-c3ea28fb86e7'],52,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:52.654,Pass,
,,,,,,,,,,,,,,,,,2.687447,,,,,,,,,,,,,,,,c536fe24-2d69-4f4d-a764-dc9ad964d942,60,,,"[8.8, 35.7]",3879809,0,,,,,-0.9888912,,Right Foot,,,,"[21.3, 16.7]",Ground Pass,,22.743132,,,Francesco Acerbi,7119.0,,,,,,,1,From Free Kick,Andrea Consigli,7132.0,Goalkeeper,4,Sassuolo,232,['402904ed-9548-423a-9dd6-5434e21ac686'],55,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:55.518,Pass,
,,,,,,,,,,,,,,,,,1.635042,,,,,,,,,,,,,,,,c388b6db-a9ad-4982-b92f-05bcd6afbfa4,63,,,"[21.3, 8.6]",3879809,0,,,,,-0.46669638,,Left Foot,,,,"[34.4, 2.0]",Ground Pass,,14.668674,,,Federico Peluso,7118.0,,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,['583eabf3-c255-4edb-b380-1357c80719b4'],59,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:59.341,Pass,
,,,,,,,,,,,,,,,,,0.937172,,,,,,,,,,,,,,,,198e4deb-6616-45a0-a91b-ed8be534763f,66,,,"[35.9, 2.3]",3879809,1,,,,,1.3909428,,Left Foot,,,,"[37.3, 10.0]",Ground Pass,,7.826238,,,Francesco Magnanelli,7127.0,,,,,,,1,From Free Kick,Federico Peluso,7118.0,Left Back,4,Sassuolo,232,['a3496630-d460-4ff6-804d-a270714802f7'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:01.457,Pass,
,,,,,,,,,,,,,,,,,3.232386,,,,,,,,,,,,,,,,4eefe271-0d60-45e9-a322-defed85b4aa2,69,,,"[36.9, 11.4]",3879809,1,,,,,-0.33583412,,Right Foot,,,,"[68.7, 0.3]",Ground Pass,,33.6816,,Out,Nicola Sansone,6859.0,,,,,,,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,['b04be084-7d27-46e3-8108-9ff78dd30339'],2,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:02.487,Pass,
,,,,,,,,,,,,,,,,,0.938307,,,,,,,,,,,,,,,,b25a7170-48ad-408c-a872-11276fd66ca1,71,,,"[55.4, 80.0]",3879809,1,,,,,-0.45215386,,,,,,"[62.4, 76.6]",Low Pass,,7.7820306,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,Throw-in,1,From Throw In,Riccardo Fiamozzi,34355.0,Right Wing Back,5,Genoa,233,['8d9d1189-e6b9-4ae5-841b-1952f6957d77'],18,,,,,,,,,,,,,,,,,Genoa,233,00:01:18.475,Pass,
,,,,,,,,,,,,,,,,,1.22613,,,,,,,,,,,,,,,,c5d2de77-17b1-43bb-b07a-8ce287a22c1d,75,,,"[64.7, 76.0]",3879809,1,,,,,2.8646839,,Other,,,,"[55.2, 78.7]",Low Pass,,9.876234,,,Riccardo Fiamozzi,34355.0,,,,,,,1,From Throw In,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Center Forward,5,Genoa,233,['40a60c69-c65b-4109-9879-15d52b75cf7a'],19,,,,,,,,,,,,,,,,,Genoa,233,00:01:19.610,Pass,
,,,,,,,,,,,,,,,,,1.776235,,,,,,,,,,,,,,,,fe53f058-13f6-4cd8-856d-c8e6d2ae9842,78,,,"[55.2, 78.7]",3879809,1,,,,,0.11900029,,Right Foot,,,,"[64.4, 79.8]",Low Pass,,9.265528,,Out,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,,1,From Throw In,Riccardo Fiamozzi,34355.0,Right Wing Back,5,Genoa,233,['78b2503f-6bde-4915-b6d7-5c3f56c386e4'],21,,,,,,,,,,,,,,,,,Genoa,233,00:01:21.048,Pass,
,,,,,,,,,,,,,,,,,2.645889,,,,,,,,,,,,,,,,b293db63-408d-46b4-a4aa-c212eee2fd7c,80,,,"[50.8, 0.1]",3879809,1,,,,,2.808534,,,,,,"[32.3, 6.5]",Low Pass,,19.57575,,,Francesco Acerbi,7119.0,,,,,,Throw-in,1,From Throw In,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,['b7fee797-2f24-4d79-8f66-343644706af0'],28,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:28.177,Pass,
,,,,,,,,,,,,,,,,,2.015518,,,,,,,,,,,,,,,,08185795-d506-484a-a763-2686d06b41a5,83,,,"[34.4, 8.7]",3879809,1,,,,,1.8509043,,Left Foot,,,,"[23.9, 45.2]",Ground Pass,,37.98026,,,Paolo Cannavaro,8848.0,,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,6,Sassuolo,232,['36e7faa6-3522-416d-9244-bcc80231c4c7'],32,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:32.247,Pass,
,,,,,,,,,,,,,,,,,2.012538,,,,,,,,,,,,,,,,6b142068-985f-47e0-a241-ab5155980c09,86,,,"[23.9, 45.2]",3879809,1,,,,,1.0669162,,Left Foot,,,,"[34.1, 63.7]",Ground Pass,,21.125576,,,Šime Vrsaljko,5461.0,,,,,,,1,From Throw In,Paolo Cannavaro,8848.0,Right Center Back,6,Sassuolo,232,['aff7f6ec-0cd5-4fa6-8419-d94327bb5aae'],34,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:34.342,Pass,
,,,,,,,,,,,,,,,,,1.674933,,,,,,,,,,,,,,,,be992e51-fc03-43c6-baa3-fbdbf671af43,89,,,"[34.5, 63.7]",3879809,1,,,,,0.31240502,,Right Foot,,,,"[50.6, 68.9]",Ground Pass,,16.918924,,,Davide Biondini,10030.0,,,,,,,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,6,Sassuolo,232,['5bffb7f0-eb79-4687-8780-c0a3d70a7c86'],37,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:37.106,Pass,
,,,,,,,,,,,,,,,,,1.92365,,,,,,,,,,,,,,,,2138022e-34f1-46cf-9037-7dece1fdcfa9,93,,,"[50.2, 73.5]",3879809,1,,,,,3.1282601,,Right Foot,,,,"[35.2, 73.7]",Ground Pass,,15.001333,,,Šime Vrsaljko,5461.0,,,,,,,1,From Throw In,Davide Biondini,10030.0,Right Center Midfield,6,Sassuolo,232,['f19fde69-7dc4-4836-b4be-76e43f31be49'],39,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:39.366,Pass,
,,,,,,,,,,,,,,,,,0.81167,,,,,,,,,,,,,,,,0e45d9c9-d3e9-4941-8467-654dc6be472a,96,,,"[34.9, 74.8]",3879809,1,,,,,-0.89463896,,Right Foot,,,,"[41.8, 66.2]",Ground Pass,,11.025879,,,Francesco Magnanelli,7127.0,,,,,,,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,6,Sassuolo,232,['4b7b6fec-b2b9-49e1-ac45-daffdf2b9abe'],41,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:41.330,Pass,
,,,,,,,,,,,,,,,,,0.203133,,,,,,,,,,,,,,,,98b99a9a-e176-4eef-b361-0180b0080d77,100,,,"[42.4, 65.8]",3879809,1,,,,,2.5161076,,Right Foot,,,,"[40.6, 67.1]",Ground Pass,,2.2203603,,Incomplete,Davide Biondini,10030.0,,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,"['4cd61390-710e-4978-a86c-c05ebc4498ee', 'ca711cdb-1a3b-4a2c-9142-6d0df3f5f49a']",42,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:42.256,Pass,
,,,,,,,,,,,,,,,,,0.322782,,,,,,,,,,,,,,,,6db188dd-6d54-48d1-8f01-b9c720317e78,103,,,"[80.5, 6.2]",3879809,1,,,,,0.9213956,,Left Foot,,,,"[84.6, 11.6]",Low Pass,,6.780118,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,Recovery,1,Regular Play,Blerim Džemaili,5554.0,Left Center Midfield,7,Genoa,233,['d431fc06-f7f5-4415-b7f4-868d9ce731e0'],42,,,,,,,,,,,,,,,,,Genoa,233,00:01:42.855,Pass,
,,,,,,,,,,,,,,,,,1.093742,,,,,,,,,,,,,,,,738a82cb-d189-4e39-b245-4c057b0aceae,107,,,"[96.7, 3.8]",3879809,1,,,,,1.3126853,,Right Foot,,,True,"[100.0, 16.3]",Ground Pass,,12.928264,,,Blerim Džemaili,5554.0,,,,,,,1,Regular Play,Tomás Eduardo Rincón Hernández,7475.0,Center Defensive Midfield,7,Genoa,233,['86d4a60d-c045-4add-9d08-f7b5122286fe'],46,,,,,,,,,,,,,,,,,Genoa,233,00:01:46.705,Pass,
,,,,,,,,,,,,,,,,,0.254048,,,,,,,,,,,,,,,,7a257777-9b73-4b7e-91c9-35f4d0ecdc53,112,,,"[106.5, 11.2]",3879809,1,,,,,1.6951513,,Left Foot,,,,"[106.1, 14.4]",Ground Pass,,3.224903,,Incomplete,Tim Matavž,7852.0,,,,,,,1,Regular Play,Blerim Džemaili,5554.0,Left Center Midfield,7,Genoa,233,"['48f3a2dd-84c1-4a1b-a619-3d4d8cfebd14', 'a4384e4f-4465-40b1-86f7-a4696244fe5e', 'b4bd47fe-05df-4eab-a9f0-731add8fb7a3']",48,,,,,,,,,,,,,,,,,Genoa,233,00:01:48.451,Pass,True
,,,,,,,,,,,,,,,,,1.518391,,,,,,,,,,,,,,,,e813723d-1d44-4553-a53b-379a880ddf6a,118,,,"[27.9, 46.3]",3879809,1,,,,,0.2044212,,Left Foot,,,,"[52.5, 51.4]",Ground Pass,,25.123096,,,Gregoire Defrel,7457.0,,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,8,Sassuolo,232,"['1f25c2b8-b44c-4989-ba72-37fd41a1a4e0', 'fe223712-cbd3-4be2-a2e2-0610713e511b']",51,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:51.744,Pass,True
,,,,,,,,,,,,,,,,,1.200554,,,,,,,,,,,,,,,,dd042857-828f-4f35-b65d-e6dfd2209d48,122,,,"[52.2, 53.0]",3879809,1,,,,,-2.4363146,,Left Foot,,,,"[44.8, 46.7]",Ground Pass,,9.718539,,,Davide Biondini,10030.0,,,,,,,1,Regular Play,Gregoire Defrel,7457.0,Center Forward,8,Sassuolo,232,"['13c14529-9a9a-482e-a08f-9f8b634311c7', 'a28aa7e2-5359-4414-bd22-3d60d0296b93']",53,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:53.343,Pass,True
