50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,011ec737-2782-44b9-a251-c6d2a7b95b06,1,,,3879562,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6360, 'name': 'Cristian Eduardo Zapata Valencia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 6636, 'name': 'Rodrigo Ely'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 91}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 70}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0522064d-aa5f-4759-a89c-237caef1b4c5,2,,,3879562,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4dde6e8a-4bc1-4c25-a950-c33cf505d238,3,,,3879562,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['d04693ff-9b93-4f09-83cb-ae4611f1f3bc'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d04693ff-9b93-4f09-83cb-ae4611f1f3bc,4,,,3879562,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['4dde6e8a-4bc1-4c25-a950-c33cf505d238'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b8149cd3-ed77-4f88-a38e-38758b813a97,1884,,,3879562,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,AC Milan,243,['1cda34d8-85e3-4169-a5c0-42a0ca0428df'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1cda34d8-85e3-4169-a5c0-42a0ca0428df,1885,,,3879562,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,AC Milan,243,['b8149cd3-ed77-4f88-a38e-38758b813a97'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.463147,,,,,,,,,,,,,bd745067-00c1-43c3-a231-6e9c8258b8aa,5,,"[61.0, 40.1]",3879562,0,,,,1.5019399,,Right Foot,,,,"[61.2, 43.0]",,Ground Pass,,2.9068885,,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Kick Off,1,From Kick Off,Lorenzo Insigne,7037.0,Left Wing,2,Napoli,227,['aa3a3377-e5dd-498e-a936-2db089944658'],0,,,,,,,,,,,,,,,,,Napoli,227,00:00:00.986,Pass,
,,,,,,,,,,,,,,,0.867872,,,,,,,,,,,,,2c252aa9-5939-4285-95fc-2c4f487f8a01,7,,"[60.6, 39.5]",3879562,0,,,,2.6497834,,Right Foot,,,,"[49.4, 45.5]",,Ground Pass,,12.705904,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,2,Napoli,227,['213734e0-ca5c-4f3e-be43-472978651a5d'],1,,,,,,,,,,,,,,,,,Napoli,227,00:00:01.449,Pass,
,,,,,,,,,,,,,,,0.847451,,,,,,,,,,,,,3adde24e-8cc9-45e4-b9ec-ffecd560d43d,10,,"[49.4, 45.5]",3879562,0,,,,-1.6475682,,Right Foot,,,,"[48.6, 35.1]",,Ground Pass,,10.430724,,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Raúl Albiol i Tortajada,7030.0,Right Center Back,2,Napoli,227,['b7dfd038-7dc3-4f86-864b-7e1ad2dd5300'],2,,,,,,,,,,,,,,,,,Napoli,227,00:00:02.357,Pass,
,,,,,,,,,,,,,,,2.314546,,,,,,,,,,,,,4165006e-d91c-4d68-8b54-6983803f536e,17,,"[57.2, 38.9]",3879562,0,,,,0.9017185,,Left Foot,,,,"[89.7, 80.0]",,High Pass,,52.397137,,,Out,,José María Callejón Bueno,7029.0,,True,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Napoli,227,['27d8331d-d33e-4a88-94f5-ce5cd786d24f'],4,,,,,,,,,,,,,,,,,Napoli,227,00:00:04.798,Pass,
