50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b014f57b-b4d5-4d41-a355-43922439c59f,1,,,3879672,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 69}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9d8454a4-ca24-4258-9e74-fd05689e4c0f,2,,,3879672,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23241, 'name': 'William Vainqueur'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 11128, 'name': 'Umar Sadiq Mesbah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 97}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2a4a77f5-9e1a-4c57-ad83-db6c70978e1f,3,,,3879672,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['2917f4ef-b951-4cb1-a91f-b60501cd8517'],0,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2917f4ef-b951-4cb1-a91f-b60501cd8517,4,,,3879672,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['2a4a77f5-9e1a-4c57-ad83-db6c70978e1f'],0,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f7c2be61-a3a3-4ffb-99aa-0daac35dcd51,1707,,,3879672,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,AS Roma,229,['629a0fd3-a57b-44a4-b49d-49a52aa9c416'],0,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,629a0fd3-a57b-44a4-b49d-49a52aa9c416,1708,,,3879672,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,AS Roma,229,['f7c2be61-a3a3-4ffb-99aa-0daac35dcd51'],0,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.523229,,,,,,,,,,,,,,923e9aed-f98a-4045-b337-cef53a83543a,5,,"[60.0, 40.0]",3879672,0,,True,,,-1.6010901,,Right Foot,,,,"[59.9, 36.7]",,Ground Pass,,3.3015149,,,Riccardo Meggiorini,11643.0,,,,,Kick Off,1,From Kick Off,Alberto Paloschi,6950.0,Right Center Forward,2,Chievo,231,['7694e7f5-52fc-4ef3-b12f-71c3d0cdd0f3'],0,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.292,Pass,
,,,,,,,,,,,,,,,,,0.733249,,,,,,,,,,,,,,c203dfe5-6f3d-420a-9895-1146a85d3959,7,,"[60.4, 37.1]",3879672,0,,True,,,2.8590376,,Left Foot,,,,"[54.2, 38.9]",,Ground Pass,,6.456005,,,Valter Birsa,7045.0,,,,,,1,From Kick Off,Riccardo Meggiorini,11643.0,Left Center Forward,2,Chievo,231,['c3af963f-c625-4724-9c3e-b215c4de9011'],0,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.816,Pass,
,,,,,,,,,,,,,,,,,0.541755,,,,,,,,,,,,,,00f2b034-bf30-4a12-9dee-15516621f94f,9,,"[61.7, 39.6]",3879672,0,,,,,1.0138948,,Left Foot,,,,"[68.3, 50.2]",,Ground Pass,,12.486793,,,Lucas Nahuel Castro,7049.0,,,,,,1,From Kick Off,Valter Birsa,7045.0,Center Attacking Midfield,2,Chievo,231,['838f816f-58af-4d0f-bba7-94efba1cbc70'],2,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:02.200,Pass,
,,,,,,,,,,,,,,,,,4.062549,,,,,,,,,,,,,,c250de08-bf0b-4f39-980c-a49939a29e02,15,,"[60.5, 44.2]",3879672,0,,,,,-0.9181282,,Right Foot,,,,"[92.3, 2.6]",,High Pass,,52.3622,Incomplete,,Alberto Paloschi,6950.0,,True,,,Recovery,1,From Kick Off,Ivan Radovanović,7042.0,Center Defensive Midfield,2,Chievo,231,"['b755a75f-4c75-4f1d-85da-e10381adccc5', 'd2230617-68f8-442a-a23f-8f075a0e9bfc']",4,,,,,,,,,,,,,,,,,,,Chievo,231,00:00:04.531,Pass,
