50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,69316f9f-8999-4be9-a1e9-f92f161e6c71,1,,,3879682,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50590682-30cc-4346-9756-8bb41de6e100,2,,,3879682,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 22041, 'name': 'Marko Livaja'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 39}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,33b9c42c-c885-4d8a-b454-bfcc17d17a29,3,,,3879682,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['bd55bd30-faf9-4efb-8f99-582364eb7f20'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bd55bd30-faf9-4efb-8f99-582364eb7f20,4,,,3879682,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['33b9c42c-c885-4d8a-b454-bfcc17d17a29'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ee2dc841-1d7f-4cbd-b65d-4bcd7a341bd4,1688,,,3879682,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Empoli,290,['aecc2275-2e43-4b37-be39-5f49aafea9e7'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aecc2275-2e43-4b37-be39-5f49aafea9e7,1689,,,3879682,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Empoli,290,['ee2dc841-1d7f-4cbd-b65d-4bcd7a341bd4'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.539871,,,,,,,,,,,,,b349449e-d23d-4edc-8eeb-feb992461f16,5,,"[61.0, 40.1]",3879682,0,,,,,-1.849096,,Right Foot,,,,"[60.6, 38.7]",Ground Pass,,1.456022,,,,Andrea Belotti,7471.0,,,,,,Kick Off,1,From Kick Off,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,2,Torino,241,['59659a6a-98a7-4650-8178-a707df6bf6aa'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.738,Pass,
,,,,,,,,,,,,,,,,,1.099606,,,,,,,,,,,,,a3c4a159-3329-4235-83f1-79cbc2a55171,8,,"[60.2, 38.1]",3879682,0,,,,,2.9797552,,Left Foot,,,,"[45.5, 40.5]",Ground Pass,,14.8946295,,,,Alessandro Gazzi,40351.0,,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Right Center Forward,2,Torino,241,['0752eece-e35f-4025-a49b-842a1ba2b456'],1,,,,,,,,,,,,,,,,,,Torino,241,00:00:01.318,Pass,
,,,,,,,,,,,,,,,,,1.35356,,,,,,,,,,,,,ae98baa2-e06a-4473-baaa-425e83ccac44,12,,"[45.5, 40.4]",3879682,0,,,,,3.0753913,,Left Foot,,,,"[27.4, 41.6]",Ground Pass,,18.139736,,,,Kamil Glik,3034.0,,,,,,,1,From Kick Off,Alessandro Gazzi,40351.0,Center Defensive Midfield,2,Torino,241,"['48cdc340-46eb-441b-8e0e-ffc91ad7728d', 'a3293512-3e8f-4c6c-82c9-8866aa19c1db']",2,,,,,,,,,,,,,,,,,,Torino,241,00:00:02.903,Pass,True
,,,,,,,,,,,,,,,,,1.390559,,,,,,,,,,,,,b5572489-e752-473d-8bc1-ebfce5949b07,15,,"[27.3, 41.6]",3879682,0,,,,,-1.7171116,,Right Foot,,,,"[24.5, 22.6]",Ground Pass,,19.205208,,,,Emiliano Moretti,7476.0,,,,,,,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,['2e6b1477-7edc-41b7-b621-76eb7d5aa38d'],5,,,,,,,,,,,,,,,,,,Torino,241,00:00:05.238,Pass,
