50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a46c6fec-bdbf-4bd3-b9bc-9ebe3cdc64cc,1,,,3879697,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 9903, 'name': 'Yussif Raman Chibsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b778ae1a-640f-4413-9b24-b073690b3c1d,2,,,3879697,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 45590, 'name': 'Nicolò Cherubin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 40333, 'name': 'Cristian Raimondi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 77}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4664f25e-80b1-4865-a58b-3f481e4cbbc9,3,,,3879697,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['862b8d89-8fc5-4fe2-a5d7-a9627ef94205'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,862b8d89-8fc5-4fe2-a5d7-a9627ef94205,4,,,3879697,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['4664f25e-80b1-4865-a58b-3f481e4cbbc9'],0,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55c0f193-bdee-4ea8-a4f9-240a2771cd79,1476,,,3879697,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Frosinone,291,['6cc6d5cf-6ecc-4404-abcb-b66c047ba137'],0,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6cc6d5cf-6ecc-4404-abcb-b66c047ba137,1477,,,3879697,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Frosinone,291,['55c0f193-bdee-4ea8-a4f9-240a2771cd79'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.173985,,,,,,,,,,,,,69730a3e-439d-427a-bcfd-0b3c2d92a6f2,5,,"[61.0, 40.1]",3879697,0,,True,,,1.7196863,,Right Foot,,,,"[60.7, 42.1]",Ground Pass,,2.0223749,,,,Yussif Raman Chibsah,9903.0,,,,,,Kick Off,1,From Kick Off,Paolo Sammarco,23349.0,Left Center Midfield,2,Frosinone,291,['197c438f-9412-44df-9766-f643c0110828'],0,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.506,Pass,
,,,,,,,,,,,,,,,,1.409927,,,,,,,,,,,,,1c662328-4eaa-48ec-bff2-8322f616446f,7,,"[56.3, 41.2]",3879697,0,,,,,2.985998,,Right Foot,,,,"[35.9, 44.4]",Ground Pass,,20.649456,,,,Leonardo Blanchard,387847.0,,,,,,,1,From Kick Off,Yussif Raman Chibsah,9903.0,Right Center Midfield,2,Frosinone,291,['9e3e37b0-2912-48fb-9152-5fd52d071ab3'],1,,,,,,,,,,,,,,,,Frosinone,291,00:00:01.588,Pass,
,,,,,,,,,,,,,,,,3.37852,,,,,,,,,,,,,cff5b4e1-1902-4399-afde-878f905eb25b,11,,"[35.7, 44.4]",3879697,0,,,,,0.29221484,,Left Foot,,,,"[96.2, 62.6]",High Pass,,63.17824,,,,Daniel Ciofani,13613.0,,,,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,"['6a0856c8-e1ca-40a8-abdf-ebe4450a0144', '6c637350-7585-4c4f-9046-428d7e72c62d']",4,,,,,,,,,,,,,,,,Frosinone,291,00:00:04.264,Pass,True
,,,,,,,,,,,,,,,,1.315135,,,,,,,,,,,,,624a7ca4-cad2-40cd-8c9e-c32a1b7fbeac,13,,"[97.6, 62.6]",3879697,0,,,,,-1.3794491,,Head,,,,"[101.3, 43.5]",High Pass,,19.455076,,Incomplete,,Federico Dionisi,24235.0,,,,,,,1,From Kick Off,Daniel Ciofani,13613.0,Center Forward,2,Frosinone,291,"['24fc4b1d-c0cc-4f74-9242-3bbfd330d9e6', '273c55a5-09ff-4de8-a57f-83883f3f6f29']",7,,,,,,,,,,,,,,,,Frosinone,291,00:00:07.643,Pass,
