50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.939388,,,,,,,,,,,,,,,b692f66f-5dc0-4749-b6fd-0597fa2243bf,17,,"[44.4, 80.0]",3879801,0,,,,-0.6168494,,,,,"[69.5, 62.2]",,High Pass,,30.770927,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,Throw-in,1,From Throw In,Davide Santon,6999.0,Right Back,3,Inter Milan,238,"['70d121cc-320d-43ab-9e20-90851d638445', '9468a655-755f-4d47-a5e3-236fadd19387']",20,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:20.900,Pass,
,,,,,,,,,,,,,,,,,1.888226,,,,,,,,,,,,,,,9468a655-755f-4d47-a5e3-236fadd19387,19,,"[50.6, 17.9]",3879801,0,,,,0.99945885,,Head,,,"[56.0, 26.3]",,High Pass,,9.985991,,,Marco Benassi,7149.0,,,,,Recovery,1,Regular Play,Pontus Jansson,4709.0,Center Back,4,Torino,241,"['b692f66f-5dc0-4749-b6fd-0597fa2243bf', 'd0a7fbac-3ef5-4f56-9139-5f0e7f343e41']",22,,,,,,,,,,,,,,,,,Torino,241,00:00:22.839,Pass,
,,,,,,,,,,,,,,,,,2.485849,,,,,,,,,,,,,,,51bdf003-6d6a-4661-814b-ce081d90593d,21,,"[56.0, 26.3]",3879801,0,,,,2.6588795,,Head,,,"[37.3, 36.1]",,High Pass,,21.112318,,,Cesare Bovo,40427.0,,,,,,1,Regular Play,Marco Benassi,7149.0,Right Center Midfield,4,Torino,241,['788a2969-523f-4ae3-aaf0-8a49d89abd71'],24,,,,,,,,,,,,,,,,,Torino,241,00:00:24.727,Pass,
,,,,,,,,,,,,,,,,,1.338655,,,,,,,,,,,,,,,ac7bd943-a220-450c-9203-a61b65973a5b,24,,"[37.6, 35.4]",3879801,0,,,,-0.30288488,,Head,,,"[47.2, 32.4]",,High Pass,,10.057833,,,Giuseppe Vives,40430.0,,,,,,1,Regular Play,Cesare Bovo,40427.0,Right Center Back,4,Torino,241,"['81eada0f-e156-4181-95c8-c57d602ac8e0', 'e9f14042-02ed-4ddc-a7cc-f078aedd3f66']",27,,,,,,,,,,,,,,,,,Torino,241,00:00:27.213,Pass,True
,,,,,,,,,,,,,,,,,0.597501,,,,,,,,,,,,,,,31d49e65-f45d-43d1-9cc4-143b6a22240b,33,,"[66.3, 44.3]",3879801,0,,,,2.5453935,,Right Foot,,,"[63.5, 46.2]",,Ground Pass,,3.3837848,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,5,Inter Milan,238,['0452b911-b0fa-4957-92fd-2cafcb18c5e7'],31,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:31.223,Pass,
,,,,,,,,,,,,,,,,,1.637948,,,,,,,,,,,,,,,74cd1962-57e6-4473-8121-6589b1d71d6c,35,,"[63.5, 46.2]",3879801,0,,,,-1.6964467,,Right Foot,,,"[59.9, 17.7]",,Low Pass,,28.726469,,,Yuto Nagatomo,5690.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,5,Inter Milan,238,['12ede4a9-2b50-4164-a6f1-76c6679248b7'],31,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:31.821,Pass,
,,,,,,,,,,,,,,,,,0.844043,,,,,,,,,,,,,,,2814f4de-9d5d-4443-b77d-65ffbd1ccb25,38,,"[77.0, 5.6]",3879801,0,,,,-1.4994888,,Right Foot,,,"[77.3, 1.4]",,Ground Pass,,4.2107005,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Yuto Nagatomo,5690.0,Left Back,5,Inter Milan,238,['162e51a5-6649-4fab-be8b-6423b03da171'],36,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:36.834,Pass,
,,,,,,,,,,,,,,,,,1.578816,,,,,,,,,,,,,,,f783aebc-2fb4-4f96-86aa-dba0155d703e,41,,"[76.8, 3.9]",3879801,0,,,,2.1511946,,Right Foot,,,"[60.8, 28.3]",,Ground Pass,,29.178074,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Wing,5,Inter Milan,238,['dd6cf8bf-4ea1-4659-a190-d68c3fc3bfd8'],40,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:40.638,Pass,
,,,,,,,,,,,,,,,,,2.042669,,,,,,,,,,,,,,,872358a6-e1d9-4c8b-a693-f846a9e17b3e,44,,"[58.5, 33.9]",3879801,0,,,,1.3128233,,Left Foot,,,"[68.5, 71.8]",,Ground Pass,,39.197067,,,Davide Santon,6999.0,,,,,,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,5,Inter Milan,238,['3299b099-a317-4c2a-a0cf-5a4ac2e1cac0'],43,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:43.653,Pass,
,,,,,,,,,,,,,,,,,1.50791,,,,,,,,,,,,,,,c088ccfd-91fa-4cbc-b5a9-423dab072018,47,,"[72.0, 67.4]",3879801,0,,,,-1.7649486,,Right Foot,,,"[68.5, 49.6]",,Ground Pass,,18.140839,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,Davide Santon,6999.0,Right Back,5,Inter Milan,238,['78350c4b-6a7c-4daa-86d4-13115f788b9b'],48,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:48.031,Pass,
,,,,,,,,,,,,,,,,,0.86911,,,,,,,,,,,,,,,c4c7c084-4ab3-46f8-a78e-a5b9c99fcd76,50,,"[68.0, 48.2]",3879801,0,,,,-0.4985679,,Right Foot,,,"[77.0, 43.3]",,Ground Pass,,10.247438,,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,5,Inter Milan,238,['1858983f-c938-477a-b9ee-eb1052573053'],50,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:50.197,Pass,
,,,,,,,,,,,,,,,,,1.278688,,,,,,,,,,,,,,,4af818ed-cc99-4194-9dd8-96016722e236,52,,"[77.0, 43.3]",3879801,0,,,,-2.8492,,Right Foot,,,"[57.4, 37.4]",,Ground Pass,,20.468758,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,Regular Play,Rodrigo Sebastián Palacio,7165.0,Center Attacking Midfield,5,Inter Milan,238,['5ce4bf97-613d-4cf9-9aad-d6bab2c901a6'],51,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:51.066,Pass,
,,,,,,,,,,,,,,,,,1.580199,,,,,,,,,,,,,,,858e3852-dce5-4131-a3f3-7fd8caecb987,55,,"[58.2, 33.1]",3879801,0,,,,-1.1690032,,Left Foot,,,"[69.8, 5.8]",,Ground Pass,,29.662266,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Center Back,5,Inter Milan,238,['bd9da68f-226b-4535-ad6c-b514f9f8bc1e'],53,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:53.437,Pass,
,,,,,,,,,,,,,,,,,0.865475,,,,,,,,,,,,,,,c191d39f-7c58-4d13-a60e-c19bc281551c,58,,"[73.1, 4.4]",3879801,0,,,,0.14090401,,Right Foot,,,"[87.2, 6.4]",,Ground Pass,,14.2411375,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,5,Inter Milan,238,['20dcd7b9-c245-4523-942e-948802ad3c28'],56,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:56.132,Pass,
,,,,,,,,,,,,,,,,,1.083269,,,,,,,,,,,,,,,0c634027-78bb-4b23-bcdd-8f6f4e135053,61,,"[80.8, 4.4]",3879801,0,,,,-2.6066375,,Right Foot,,,"[75.4, 1.2]",,Ground Pass,,6.276942,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Wing,5,Inter Milan,238,['b73b7c5f-dfe2-45c8-b5ab-3248ce2e8215'],58,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:58.602,Pass,
,,,,,,,,,,,,,,,,,2.097148,,,,,,,,,,,,,,,860e5ea6-14ff-43c2-9782-8a68635a12a0,63,,"[75.6, 1.7]",3879801,0,,,,2.6316206,,Right Foot,,,"[63.8, 8.3]",,Ground Pass,,13.520355,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,5,Inter Milan,238,['b6b41602-646b-4feb-a4be-3e9ffa74cf80'],59,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:59.685,Pass,
,,,,,,,,,,,,,,,,,2.353349,,,,,,,,,,,,,,,3223ba74-9d49-4bbf-8368-05d80ccf6528,66,,"[65.7, 30.0]",3879801,1,,,,1.4112062,,Right Foot,,,"[70.4, 59.2]",,Ground Pass,,29.575834,,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Wing,5,Inter Milan,238,['b0490087-e40e-4ce8-a1aa-2acd2f1c7403'],5,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:05.288,Pass,
,,,,,,,,,,,,,,,,,1.205808,,,,,,,,,,,,,,,db30925c-8bac-4782-aaf0-acf1df3057eb,69,,"[72.0, 70.5]",3879801,1,,,,0.5404195,,Right Foot,,,"[82.5, 76.8]",,Ground Pass,,12.244999,,,Davide Santon,6999.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,5,Inter Milan,238,['9b70e9ea-f023-4e63-b989-b81e9a57284b'],8,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:08.798,Pass,
,,,,,,,,,,,,,,,,,1.357941,,,,,,,,,,,,,,,35920cd0-a8cd-4cbb-b66e-aabedb345a0d,72,,"[79.5, 76.3]",3879801,1,,,,-2.9623768,,Right Foot,,,"[65.7, 73.8]",,Ground Pass,,14.024621,,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Davide Santon,6999.0,Right Back,5,Inter Milan,238,['aa743940-2d05-429d-861b-c1ce73f24897'],11,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:11.210,Pass,
,,,,,,,,,,,,,,,,,1.140349,,,,,,,,,,,,,,,70700c32-9b56-4ffd-9fbe-c04013828bb7,75,,"[65.7, 70.8]",3879801,1,,,,-2.010639,,Right Foot,,,"[56.1, 50.4]",,Ground Pass,,22.545954,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,5,Inter Milan,238,['6b34ab01-1268-4ae5-ae5b-7b981944596c'],13,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:13.586,Pass,
,,,,,,,,,,,,,,,,,2.196389,,,,,,,,,,,,,,,681efe46-35db-4fe0-b18a-f9551ad4045a,78,,"[58.2, 47.9]",3879801,1,,,,-1.4479316,,Right Foot,,,"[63.3, 6.6]",,Ground Pass,,41.6137,,,Marcelo Brozović,5469.0,,True,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,5,Inter Milan,238,['517a95e8-db36-46c1-b771-0e06f2bad437'],16,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:16.100,Pass,
,,,,,,,,,,,,,,,,,0.894039,,,,,,,,,,,,,,,a2c7b9f7-61c4-4c28-a933-36ed4db33e56,81,,"[65.4, 3.9]",3879801,1,,,,-0.25994015,,Right Foot,,,"[74.8, 1.4]",,Ground Pass,,9.726768,,,Yuto Nagatomo,5690.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,5,Inter Milan,238,['906d83a4-b194-47cd-8691-bcaee90dae08'],19,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:19.283,Pass,
,,,,,,,,,,,,,,,,,1.071637,,,,,,,,,,,,,,,37262c7e-126c-4844-bf74-7fab15405a28,84,,"[73.1, 1.4]",3879801,1,,,,3.0625498,,Left Foot,,,"[63.0, 2.2]",,Ground Pass,,10.131634,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Yuto Nagatomo,5690.0,Left Back,5,Inter Milan,238,['e0d97716-116d-4353-8a74-f7191571090a'],21,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:21.414,Pass,
,,,,,,,,,,,,,,,,,1.941744,,,,,,,,,,,,,,,4ba88853-81a0-43fe-b6f8-6f72fedb7794,87,,"[59.6, 6.6]",3879801,1,,,,1.6359215,,Right Foot,,,"[56.6, 52.6]",,Low Pass,,46.09772,,,João Miranda de Souza Filho,5551.0,,True,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,5,Inter Milan,238,['c0d0547b-6ea3-441e-90df-fbf6c83f5562'],23,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:23.742,Pass,
,,,,,,,,,,,,,,,,,1.798383,,,,,,,,,,,,,,,fae99fef-7731-4c90-be49-0ba5b7fa3b42,90,,"[70.7, 56.2]",3879801,1,,,,0.9229849,,Right Foot,,,"[84.7, 74.7]",,Ground Pass,,23.200216,,,Adem Ljajić,5587.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,5,Inter Milan,238,['ef5137dc-87dd-47b9-97de-c72959a3c68e'],29,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:29.159,Pass,
,,,,,,,,,,,,,,,,,0.797814,,,,,,,,,,,,,,,87f4ad22-95db-4ece-8418-a253e89039ec,94,,"[90.2, 77.4]",3879801,1,,,,-0.051500812,,Right Foot,,,"[99.9, 76.9]",,Ground Pass,,9.712878,,,Davide Santon,6999.0,,,,,,1,Regular Play,Adem Ljajić,5587.0,Right Wing,5,Inter Milan,238,"['d5e49939-5eb1-4ef7-9e90-0cea96ec08d6', 'd79e41f4-559b-4c67-b6ca-455a91300198']",32,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:32.209,Pass,True
,,,,,,,,,,,,,,,,,0.846534,,,,,,,,,,,,,,,79258f03-244d-408e-8e34-48823a8224ce,98,,"[96.5, 77.2]",3879801,1,,,,-2.4737601,,Right Foot,,,"[89.4, 71.6]",,Ground Pass,,9.042677,,,Adem Ljajić,5587.0,,,,,,1,Regular Play,Davide Santon,6999.0,Right Back,5,Inter Milan,238,"['d05da02a-104c-47ee-8348-a08e7d73963a', 'f69e2b12-6848-403d-a2ea-dd15d6b2dcd0']",34,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:34.547,Pass,True
,,,,,,,,,,,,,,,,,1.030285,,,,,,,,,,,,,,,ea76d79f-51db-4828-a350-8d8fdc49ad0d,101,,"[85.0, 66.9]",3879801,1,,,,-1.5922216,,Right Foot,,,"[84.7, 52.9]",,Ground Pass,,14.003214,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Adem Ljajić,5587.0,Right Wing,5,Inter Milan,238,['b848e55c-b54f-40a8-bf41-426a3fa3b8ea'],36,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:36.322,Pass,
,,,,,,,,,,,,,,,,,0.974169,,,,,,,,,,,,,,,97e9deff-821f-46d5-b9e1-5d1b49ebb934,103,,"[84.7, 52.9]",3879801,1,,,,0.80622846,,Right Foot,,,"[94.1, 62.7]",,Ground Pass,,13.579396,,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,5,Inter Milan,238,['e4226658-7954-45d2-a460-fd3e4772d54a'],37,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:37.352,Pass,
,,,,,,,,,,,,,,,,,0.89295,,,,,,,,,,,,,,,8077371d-f7b5-4f85-a4b4-d95560e91d68,106,,"[92.4, 68.1]",3879801,1,,,,0.98279375,,Right Foot,,,"[98.2, 76.8]",,Ground Pass,,10.456099,,,Davide Santon,6999.0,,,,,,1,Regular Play,Rodrigo Sebastián Palacio,7165.0,Center Attacking Midfield,5,Inter Milan,238,['e2684bef-62e5-4337-b6b0-011765c8b293'],39,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:39.758,Pass,
,,,,,,,,,,,,,,,,,1.226494,,,,,,,,,,,,,,,354ee484-3226-4791-9743-086803670915,110,,"[91.9, 64.2]",3879801,1,,,,-0.89114743,,Right Foot,,,"[99.9, 54.3]",,Ground Pass,,12.728315,,,Ivan Perišić,5474.0,,,,,,1,Regular Play,Davide Santon,6999.0,Right Back,5,Inter Milan,238,"['6a926aa6-c657-4a77-aa58-9d799c7e5ffd', 'd3df9b09-717d-4ab0-b089-4eac024e2f02']",44,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:44.355,Pass,True
,,,,,,,,,,,,,,,,,0.699554,,,,,,,,,,,,,,,4679db3a-dc3d-4d37-ab46-0cdee5b1e117,113,,"[99.9, 57.0]",3879801,1,,,,1.1946441,,Right Foot,,,"[104.6, 68.9]",,Ground Pass,,12.79453,,,Adem Ljajić,5587.0,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Wing,5,Inter Milan,238,['6b8818ec-329e-42e1-9549-c0247abe1808'],46,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:46.441,Pass,
,,,,,,,,,,,,,,,,,1.153689,,,,,,,,,,,,,,,fc74f889-2258-4256-b27e-768d6d95bfd3,115,,"[104.6, 68.9]",3879801,1,,,,1.0232341,,Right Foot,,,"[107.1, 73.0]",,Ground Pass,,4.802083,,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,Regular Play,Adem Ljajić,5587.0,Right Wing,5,Inter Milan,238,['2cab362c-e3cf-43ff-bef2-b2c2cfab7a29'],47,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:47.141,Pass,
