50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,707bc47d-b90c-4f6f-b586-2ac52e557102,1,,,3879798,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6953, 'name': 'Daniele Rugani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1c11f5f4-90c1-4dc1-a50d-01962ef629b3,2,,,3879798,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,885f8e10-597a-4f06-8541-425d5a3d11e5,3,,,3879798,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['c7d5a182-a8c6-418d-b30a-9d772752c239'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c7d5a182-a8c6-418d-b30a-9d772752c239,4,,,3879798,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['885f8e10-597a-4f06-8541-425d5a3d11e5'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a3ef204e-716c-4f62-bbc0-11697b53a5d6,1897,,,3879798,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Empoli,290,['04a28e55-0e14-45a2-a8aa-68b194821e4a'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,04a28e55-0e14-45a2-a8aa-68b194821e4a,1898,,,3879798,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Empoli,290,['a3ef204e-716c-4f62-bbc0-11697b53a5d6'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.327354,,,,,,,,,,,8ad72c3a-8d79-4920-b32d-f76564526623,5,,"[60.0, 40.0]",3879798,0,,,,1.6373645,,Right Foot,,"[59.9, 41.5]",,Ground Pass,,1.5033296,,,Roberto Maximiliano Pereyra,3579.0,,,,,,Kick Off,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['b2214fd0-83b0-48c1-8370-0f03fe4d9b9e'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.108,Pass,
,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,7f0d829b-ef6d-44e6-99c5-fca895ec50bc,8,,"[59.6, 40.9]",3879798,0,,,,3.0614433,,Right Foot,,"[34.7, 42.9]",,Ground Pass,,24.980192,,,Andrea Barzagli,6943.0,,,,,,,1,From Kick Off,Roberto Maximiliano Pereyra,3579.0,Right Center Midfield,2,Juventus,224,['8feb4d39-7bcc-4455-8688-88153b741481'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.515,Pass,
,,,,,,,,,,,,,,,,3.331586,,,,,,,,,,,985581b8-0f72-4d04-858f-700bfa62cb84,11,,"[34.7, 42.9]",3879798,0,,,,-0.46116006,,Right Foot,,"[83.0, 18.9]",,High Pass,,53.934128,Incomplete,,,,,,,,,,1,From Kick Off,Andrea Barzagli,6943.0,Center Back,2,Juventus,224,['4017d38b-16cf-420b-8b5c-5ea24a462b55'],3,,,,,,,,,,,,,,,,,Juventus,224,00:00:03.269,Pass,
,,,,,,,,,,,,,,,,1.460096,,,,,,,,,,,4017d38b-16cf-420b-8b5c-5ea24a462b55,12,,"[37.1, 61.2]",3879798,0,,,,1.6642731,,Other,,"[36.5, 67.6]",,Low Pass,,6.4280634,,,Riccardo Saponara,7150.0,,,,,,Recovery,1,From Kick Off,Piotr Zieliński,5660.0,Right Center Midfield,2,Juventus,224,"['985581b8-0f72-4d04-858f-700bfa62cb84', 'dc783e9d-59f6-4c49-aa81-d7d1352fdd3e']",6,,,,,,,,,,,,,,,,,Empoli,290,00:00:06.601,Pass,
