50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b33a0147-e94c-4892-a6e9-d45d06906204,1,,,3879777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6953, 'name': 'Daniele Rugani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6940, 'name': 'Kwadwo Asamoah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2232c36-a26b-4dcc-ace8-297854844f2d,2,,,3879777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 10033, 'name': 'Luca Antei'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5adaaeb6-796b-44c9-aeb8-9c7433d5ec51,3,,,3879777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['d83fa8c9-fc60-43da-bc47-51a154dac4cb'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d83fa8c9-fc60-43da-bc47-51a154dac4cb,4,,,3879777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Juventus,224,['5adaaeb6-796b-44c9-aeb8-9c7433d5ec51'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d76ff7a3-e9ca-4db8-b607-ba4ae7e7c61b,1780,,,3879777,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Juventus,224,['bc6b93f7-2998-4695-8669-4deb6f8d376c'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc6b93f7-2998-4695-8669-4deb6f8d376c,1781,,,3879777,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Juventus,224,['d76ff7a3-e9ca-4db8-b607-ba4ae7e7c61b'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.461158,,,,,,,,,,,,,eb2b074b-7e68-434a-9214-6c8dd3f571bf,5,,"[61.0, 40.1]",3879777,0,,True,,,-2.6516354,,Right Foot,,,,"[59.5, 39.3]",,Ground Pass,,1.7,,,,,Joseph Alfred Duncan,7698.0,,,,,,Kick Off,1,From Kick Off,Diego Falcinelli,8093.0,Center Forward,2,Sassuolo,232,['e76d3826-e8fe-45c8-aaf8-f7eb17631dfa'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.608,Pass,
,,,,,,,,,,,,,,,,0.887522,,,,,,,,,,,,,c878004c-b5fb-48b2-8b0a-1b86ad6ddc9a,7,,"[57.3, 40.2]",3879777,0,,,,,2.98971,,Left Foot,,,,"[47.5, 41.7]",,Ground Pass,,9.914131,,,,,Francesco Magnanelli,7127.0,,,,,,,1,From Kick Off,Joseph Alfred Duncan,7698.0,Left Center Midfield,2,Sassuolo,232,['e03cb8e7-61d9-4c8d-815b-24fa68e8b5c1'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:01.176,Pass,
,,,,,,,,,,,,,,,,1.760516,,,,,,,,,,,,,418aeecc-71ea-4c2a-b700-4baea636d417,10,,"[47.5, 41.2]",3879777,0,,,,,1.7520642,,Right Foot,,,,"[41.8, 72.3]",,Ground Pass,,31.618032,,,,,Šime Vrsaljko,5461.0,,,,,,,1,From Kick Off,Francesco Magnanelli,7127.0,Center Defensive Midfield,2,Sassuolo,232,['119f2028-2a04-4b79-bdd3-626d69068927'],2,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:02.764,Pass,
,,,,,,,,,,,,,,,,1.498363,,,,,,,,,,,,,a7cc2da9-9d6e-4e0b-ae3a-b9cf0ea9e58a,13,,"[41.8, 71.6]",3879777,0,,,,,-2.3898895,,Right Foot,,,,"[28.0, 58.7]",,Ground Pass,,18.890474,,,,,Luca Antei,10033.0,,,,,,,1,From Kick Off,Šime Vrsaljko,5461.0,Right Back,2,Sassuolo,232,['e0516348-34e7-4b9e-a341-d307ba20b598'],5,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:05.980,Pass,
