ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7dab9346-67d4-4f00-99e7-e1340a74be5d,1,,,3879627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bbd6acaf-9260-4038-bb48-89de64c52534,2,,,3879627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 15415, 'name': 'Matteo Mancosu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44fa797e-0460-4f03-ace3-c84e17a138e1,3,,,3879627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['d7165aa3-a0c2-4a57-9107-ef22481547c3'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d7165aa3-a0c2-4a57-9107-ef22481547c3,4,,,3879627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['44fa797e-0460-4f03-ace3-c84e17a138e1'],0,,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6c5bc278-e063-44c6-aeb2-0d0e04e1877a,1944,,,3879627,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Torino,241,['85dcacfb-e689-4d37-bd6f-7477d4d6d8a1'],0,,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,85dcacfb-e689-4d37-bd6f-7477d4d6d8a1,1945,,,3879627,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Torino,241,['6c5bc278-e063-44c6-aeb2-0d0e04e1877a'],0,,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,5403c7cf-0301-4fa7-ac97-368929c73637,5,,"[60.0, 40.0]",3879627,0,,True,,,2.0533097,,Right Foot,,"[58.9, 42.1]",,Ground Pass,,2.3706539,,,,,Andrea Belotti,7471.0,,,,,Kick Off,1,From Kick Off,Fabio Quagliarella,7011.0,Left Center Forward,2,Torino,241,['9993626d-c451-407b-a6ab-789a8da8b24e'],0,,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.522,Pass,
,,,,,,,,,,,,,,,1.214669,,,,,,,,,,,,2e6c0f3b-2004-4963-ae4a-fbef856d2c40,7,,"[60.2, 40.1]",3879627,0,,,,,-2.9933379,,Right Foot,,"[44.8, 37.8]",,Ground Pass,,15.570806,,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Right Center Forward,2,Torino,241,['22eddf10-2ebc-4e9e-99d1-4fbc8cc13aec'],0,,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.905,Pass,
,,,,,,,,,,,,,,,1.647736,,,,,,,,,,,,cf2c0725-14e9-43c8-96fc-acf1124d1344,10,,"[56.7, 50.6]",3879627,0,,,,,2.956809,,Left Foot,,"[46.0, 52.6]",,Ground Pass,,10.885311,,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,['6b100b92-9fec-4073-8697-ec01897cb081'],5,,,,,,,,,,,,,,,,,,,Torino,241,00:00:05.179,Pass,
,,,,,,,,,,,,,,,1.921346,,,,,,,,,,,,77e5732d-3478-45a3-bbc8-385b2c7e2070,13,,"[46.0, 53.0]",3879627,0,,,,,-1.456038,,Right Foot,,"[49.7, 20.9]",,Ground Pass,,32.31254,,,,,Emiliano Moretti,7476.0,,,,,,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Torino,241,['6467800c-43ee-4377-82cc-f667b8919fd7'],7,,,,,,,,,,,,,,,,,,,Torino,241,00:00:07.755,Pass,
