50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffdc468f-4779-4e7a-b83c-1f7374e70611,1,,,3879590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aea9951f-662f-4489-adbe-9a1d1ee21d87,2,,,3879590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3aeeec82-12c7-4a9c-9dde-cbbc619c0170,3,,,3879590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['836927be-0d26-4e0f-81cc-91a3ae1547ae'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,836927be-0d26-4e0f-81cc-91a3ae1547ae,4,,,3879590,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['3aeeec82-12c7-4a9c-9dde-cbbc619c0170'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b318f2a3-4e0b-455e-a508-da0d15f063c0,1712,,,3879590,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Torino,241,['644f1f71-a6ac-4aa1-b5ba-cd646e6867e0'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,644f1f71-a6ac-4aa1-b5ba-cd646e6867e0,1713,,,3879590,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Torino,241,['b318f2a3-4e0b-455e-a508-da0d15f063c0'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.334294,,,,,,,,,,,,,a6e49514-5470-432a-a8f7-e33382c0b7c4,5,,"[60.0, 40.0]",3879590,0,,True,,,1.4056476,,Right Foot,,"[60.1, 40.6]",,Ground Pass,,0.60827625,,,,Andrea Belotti,7471.0,,,,,Kick Off,1,From Kick Off,Maximiliano Gastón López,8193.0,Right Center Forward,2,Torino,241,['64088cf9-e42b-4c3c-863c-fd98c1d6ff23'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.451,Pass,
,,,,,,,,,,,,,,,,,1.07165,,,,,,,,,,,,,d35863e5-7a9f-425c-b9ff-8fc850e3763e,7,,"[60.7, 40.4]",3879590,0,,True,,,-3.0850492,,Right Foot,,"[44.8, 39.5]",,Ground Pass,,15.925451,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Left Center Forward,2,Torino,241,['8542db5f-6ae2-4682-9758-ec87042c4ee1'],1,,,,,,,,,,,,,,,,,Torino,241,00:00:01.024,Pass,
,,,,,,,,,,,,,,,,,1.403123,,,,,,,,,,,,,918108a0-eae9-4168-bdd1-f52b4e884f0b,10,,"[42.3, 41.3]",3879590,0,,,,,1.8651785,,Right Foot,,"[36.6, 60.1]",,Ground Pass,,19.645102,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,"['5db35d55-898d-4766-aa24-ede82b9f78d5', 'f1312146-41a0-48d3-b676-939d5834c146']",2,,,,,,,,,,,,,,,,,Torino,241,00:00:02.989,Pass,True
,,,,,,,,,,,,,,,,,1.855065,,,,,,,,,,,,,f8707a7f-1aba-443c-8328-5eadf77cacf2,13,,"[36.6, 60.1]",3879590,0,,,,,-2.4227626,,Right Foot,,"[18.2, 44.0]",,Ground Pass,,24.449335,,,,Kamil Glik,3034.0,,,,,,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Torino,241,['11b91b60-937f-4f23-b18e-02b322109927'],4,,,,,,,,,,,,,,,,,Torino,241,00:00:04.432,Pass,
