50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c93c4a89-83e8-41f9-8d5d-e7e1aafac89b,1,,,3879639,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9d6a6e7a-f5b3-4a41-8b16-f11c6fb08969,2,,,3879639,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,20191dcc-cb04-4d40-8188-72dea2b94c48,3,,,3879639,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['ba2492ce-bbb1-42d8-a020-0e8fb7a836d9'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ba2492ce-bbb1-42d8-a020-0e8fb7a836d9,4,,,3879639,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['20191dcc-cb04-4d40-8188-72dea2b94c48'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6f07284c-2078-4c82-ad94-2b4eb184e5dd,1826,,,3879639,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,80,AS Roma,229,['52301aa1-be31-4e24-b63d-b76651797704'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,52301aa1-be31-4e24-b63d-b76651797704,1827,,,3879639,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,80,AS Roma,229,['6f07284c-2078-4c82-ad94-2b4eb184e5dd'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.457497,,,,,,,,,,,,,,,fda3043f-90c7-48cf-b83e-8d02fe809598,5,,"[60.0, 40.0]",3879639,0,,,,,0.4636476,,Right Foot,,,"[62.2, 41.1]",Ground Pass,,2.4596748,,,,,Andrea Belotti,7471.0,,,,,Kick Off,1,From Kick Off,Fabio Quagliarella,7011.0,Right Center Forward,2,Torino,241,['38d8d606-819b-4012-a6a8-207ba95698c5'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.525,Pass,
,,,,,,,,,,,,,,,,,1.068186,,,,,,,,,,,,,,,15e731a0-8703-4846-a73b-361ec7168ef6,7,,"[62.9, 41.4]",3879639,0,,,,,-3.0303783,,Right Foot,,,"[43.2, 39.2]",Ground Pass,,19.822462,,,,,Giuseppe Vives,40430.0,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Left Center Forward,2,Torino,241,['f7d0102a-9099-4410-985a-1e069903385f'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.982,Pass,
,,,,,,,,,,,,,,,,,1.030533,,,,,,,,,,,,,,,e4eb2cc0-923e-4084-bb55-6880829b4925,10,,"[40.9, 39.7]",3879639,0,,,,,1.9049944,,Right Foot,,,"[33.4, 61.3]",Ground Pass,,22.865038,,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,['a4247032-8ff7-4e31-9549-fef8da89390c'],3,,,,,,,,,,,,,,,,Torino,241,00:00:03.541,Pass,
,,,,,,,,,,,,,,,,,1.466868,,,,,,,,,,,,,,,af4ddce1-956a-490c-8359-d2e537a6773d,13,,"[33.4, 61.3]",3879639,0,,,,,1.0987923,,Left Foot,,,"[40.7, 75.6]",Ground Pass,,16.055529,,,,,Bruno da Silva Peres,6965.0,,,,,,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Torino,241,['c049cc73-b0e1-4c69-9bcb-94431c6795bd'],5,,,,,,,,,,,,,,,,Torino,241,00:00:05.918,Pass,
,,,,,,,,,,,,,,,,,1.747371,,,,,,,,,,,,,,,0368e4d4-f1e8-4b62-a85e-216817da2338,16,,"[44.0, 75.8]",3879639,0,,,,,-2.6454122,,Right Foot,,,"[30.7, 68.6]",Ground Pass,,15.123822,,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Bruno da Silva Peres,6965.0,Right Wing Back,2,Torino,241,['cf553a0b-b4cc-45ef-901c-eb7e83057c7b'],8,,,,,,,,,,,,,,,,Torino,241,00:00:08.025,Pass,
,,,,,,,,,,,,,,,,,1.906398,,,,,,,,,,,,,,,c9a68cc8-a35c-4b25-b81e-70fc3cb254e6,19,,"[36.2, 66.9]",3879639,0,,,,,-2.0137215,,Right Foot,,,"[25.1, 43.5]",Ground Pass,,25.899227,,,,,Kamil Glik,3034.0,,,,,,1,From Kick Off,Cesare Bovo,40427.0,Right Center Back,2,Torino,241,['2dededd9-6125-41c5-b7cf-885fc5601f21'],11,,,,,,,,,,,,,,,,Torino,241,00:00:11.954,Pass,
,,,,,,,,,,,,,,,,,1.322393,,,,,,,,,,,,,,,17754e83-ff0b-4035-8efc-f71a833b80e0,22,,"[36.1, 38.8]",3879639,0,,,,,-1.6942258,,Right Foot,,,"[32.8, 12.2]",Ground Pass,,26.803917,,,,,Emiliano Moretti,7476.0,,,,,,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,['6e38812b-e09d-4963-aded-bf4a1d8f98c7'],17,,,,,,,,,,,,,,,,Torino,241,00:00:17.434,Pass,
,,,,,,,,,,,,,,,,,1.693714,,,,,,,,,,,,,,,a801d861-ba5c-4748-8866-f72615e14abb,25,,"[32.8, 12.0]",3879639,0,,,,,1.7846868,,Left Foot,,,"[27.5, 36.4]",Ground Pass,,24.96898,,,,,Kamil Glik,3034.0,,,,,,1,From Kick Off,Emiliano Moretti,7476.0,Left Center Back,2,Torino,241,['f5efc89e-8e13-4f47-b3b2-d2ad2a44adfd'],19,,,,,,,,,,,,,,,,Torino,241,00:00:19.688,Pass,
,,,,,,,,,,,,,,,,,1.365191,,,,,,,,,,,,,,,f1c4b370-ccc8-4f97-9074-1f5728dcffec,28,,"[27.6, 36.6]",3879639,0,,,,,1.6716673,,Right Foot,,,"[25.1, 61.3]",Ground Pass,,24.826197,,,,,Cesare Bovo,40427.0,,,,,,1,From Kick Off,Kamil Glik,3034.0,Center Back,2,Torino,241,['01ea7cb1-9d42-408d-ade9-2f972a19f5db'],22,,,,,,,,,,,,,,,,Torino,241,00:00:22.409,Pass,
