50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,162563c7-3089-485b-aa02-91586a4f6b67,1,,,,3879666,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 5}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 7145, 'name': 'Darko Lazović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f45b0744-b0e0-4559-9c39-7cb4b25ce44f,2,,,,3879666,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 7012, 'name': 'Vasco Regini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 27595, 'name': 'Carlos Mario Carbonero Mancilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 77}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9ad2b5f5-a9e7-4f24-82fe-8fa565b8da80,3,,,,3879666,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['d09dd5ac-be7d-4558-ac9d-96bb05a45b86'],0,,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d09dd5ac-be7d-4558-ac9d-96bb05a45b86,4,,,,3879666,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['9ad2b5f5-a9e7-4f24-82fe-8fa565b8da80'],0,,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41c8a849-b07b-4d5e-a3ea-d0bbd53af6df,1630,,,,3879666,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Genoa,233,['43ceb986-22d9-4714-8199-a15265672146'],0,,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,43ceb986-22d9-4714-8199-a15265672146,1631,,,,3879666,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Genoa,233,['41c8a849-b07b-4d5e-a3ea-d0bbd53af6df'],0,,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.77676,,,,,,,,,,,,,114968f9-5569-4299-a9d6-572460b31c67,5,,,"[60.0, 40.0]",3879666,0,,,,,-3.0105648,,Right Foot,,,"[47.1, 38.3]",,Ground Pass,,13.011534,,,Blerim Džemaili,5554.0,,,,,,Kick Off,1,From Kick Off,Leonardo Pavoletti,8180.0,Center Forward,2,Genoa,233,['caae8e4c-1ea8-4531-8b4b-0c0fc1641025'],0,,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.673,Pass,
,,,,,,,,,,,,,,,,0.878462,,,,,,,,,,,,,8a7a2c6e-ebee-4628-9b05-1bd951d6b120,8,,,"[47.6, 39.5]",3879666,0,,,,,1.2120256,,Right Foot,,,"[52.4, 52.3]",,Ground Pass,,13.670406,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Kick Off,Blerim Džemaili,5554.0,Left Defensive Midfield,2,Genoa,233,['86bee9ff-3fd0-47e2-bf3d-995354b11ab8'],3,,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:03.205,Pass,
,,,,,,,,,,,,,,,,1.401384,,,,,,,,,,,,,a85d4174-be58-4d35-abbb-be396ac270f9,11,,,"[50.7, 58.5]",3879666,0,,,,,1.266901,,Right Foot,,,"[56.0, 75.4]",,Ground Pass,,17.711578,,,Armando Izzo,9940.0,,,,,,,1,From Kick Off,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,2,Genoa,233,['cadec219-297f-4374-8685-a259705c5431'],5,,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:05.271,Pass,
,,,,,,,,,,,,,,,,1.868337,,,,,,,,,,,,,ac88dde5-f6df-48ed-919a-4d59801bc2bb,14,,,"[56.0, 75.4]",3879666,0,,,,,-2.6965764,,Right Foot,,,"[43.0, 69.2]",,Ground Pass,,14.402778,,,Sebastian De Maio,7176.0,,,,,,,1,From Kick Off,Armando Izzo,9940.0,Right Wing Back,2,Genoa,233,['088c4811-fecb-4d88-831f-d9614768889f'],6,,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:06.792,Pass,
