50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.237323,,,,,,,,,,,,,,,2c50b233-8a6c-4a51-b620-392fea1c5fef,22,,"[48.1, 80.0]",3879585,0,,,,,-1.208032,,,,,,"[53.3, 66.3]",Low Pass,,14.653668,,,,,Juraj Kucka,10919.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,4,AC Milan,243,['09096177-73c6-466e-b329-14a1bfd7e6de'],18,,,,,,,,,,,,,,,,AC Milan,243,00:00:18.814,Pass,
,,,,,,,,,,,,,,,,,,,0.849182,,,,,,,,,,,,,,,a5a00c3a-e6ea-4a65-9a52-f7429a821d88,26,,"[53.3, 65.5]",3879585,0,,,,,1.7701336,,Right Foot,,,,"[51.3, 75.4]",Ground Pass,,10.1,,,,,Ignazio Abate,7463.0,,,,,,1,From Throw In,Juraj Kucka,10919.0,Right Center Midfield,4,AC Milan,243,"['14c3897e-96c7-42db-9659-b879e505c7de', '30f2c914-5a6e-457a-a6d5-6459df67600c']",20,,,,,,,,,,,,,,,,AC Milan,243,00:00:20.106,Pass,True
,,,,,,,,,,,,,,,,,,,0.738112,,,,,,,,,,,,,,,28076acf-62b1-4c20-9599-bd228a6c718c,32,,"[69.9, 0.1]",3879585,0,,,,,0.65145326,,,,,,"[77.9, 6.2]",Low Pass,,10.060318,,,,,Simone Missiroli,7113.0,,,,,Throw-in,1,From Throw In,Federico Peluso,7118.0,Left Back,5,Sassuolo,232,['e6c46d69-01ef-41d0-959f-246f7cbec0ce'],38,,,,,,,,,,,,,,,,Sassuolo,232,00:00:38.701,Pass,
,,,,,,,,,,,,,,,,,,,0.388937,,,,,,,,,,,,,,,a4b25679-f512-4544-998e-d887fd55aab7,36,,"[75.3, 6.6]",3879585,0,,,,,-2.7580652,,Left Foot,,,,"[69.6, 4.3]",Ground Pass,,6.146544,,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Simone Missiroli,7113.0,Left Center Midfield,5,Sassuolo,232,['442f5fe6-0484-4dd9-bef1-361a6bb9a2cf'],40,,,,,,,,,,,,,,,,Sassuolo,232,00:00:40.188,Pass,
,,,,,,,,,,,,,,,,,,,1.76591,,,,,,,,,,,,,,,9af099d2-7574-44c3-bf77-3f191ac9b115,42,,"[73.5, 17.0]",3879585,0,,True,,,-3.001343,,Right Foot,,,,"[56.5, 14.6]",Ground Pass,,17.168575,,,,,Francesco Acerbi,7119.0,,,,,Free Kick,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,['58289719-d833-424f-b22b-c5608c267c60'],55,,,,,,,,,,,,,,,,Sassuolo,232,00:00:55.658,Pass,
,,,,,,,,,,,,,,,,,,,1.808829,,,,,,,,,,,,,,,b26866c1-4bba-4219-b987-6c98d12566de,44,,"[54.7, 17.4]",3879585,0,,,,,1.9637885,,Left Foot,,,,"[41.6, 49.0]",Ground Pass,,34.20775,,,,,Paolo Cannavaro,8848.0,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,6,Sassuolo,232,['d14017ef-ec6f-4eaa-87fd-0be3aa5dc07f'],58,,,,,,,,,,,,,,,,Sassuolo,232,00:00:58.396,Pass,
,,,,,,,,,,,,,,,,,,,1.800261,,,,,,,,,,,,,,,bf6dad7e-1022-46d0-b562-14f00c4d67b9,47,,"[41.4, 46.6]",3879585,1,,,,,-1.5089705,,Right Foot,,,,"[42.7, 25.6]",Ground Pass,,21.0402,,,,,Francesco Acerbi,7119.0,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,6,Sassuolo,232,['a64b5861-9546-4aea-9946-469f87e2f6af'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:01:00.712,Pass,
,,,,,,,,,,,,,,,,,,,1.122927,,,,,,,,,,,,,,,2bf2da14-4966-457a-95ba-78689702f8dc,50,,"[48.9, 21.1]",3879585,1,,,,,-0.74098295,,Right Foot,,,,"[63.0, 8.2]",Ground Pass,,19.11073,,,,,Federico Peluso,7118.0,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,6,Sassuolo,232,['61f6d6bc-fb77-4f74-b452-42fd2757586c'],4,,,,,,,,,,,,,,,,Sassuolo,232,00:01:04.716,Pass,
,,,,,,,,,,,,,,,,,,,0.777269,,,,,,,,,,,,,,,a5f225ad-d1b5-46a4-9cfd-d94134600b60,53,,"[64.5, 6.9]",3879585,1,,,,,-0.07796663,,Left Foot,,,,"[70.9, 6.4]",Ground Pass,,6.4195013,,,,,Simone Missiroli,7113.0,,,,,,1,From Free Kick,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,['464ede32-5ac0-4725-a155-fe6d228d2d22'],6,,,,,,,,,,,,,,,,Sassuolo,232,00:01:06.761,Pass,
,,,,,,,,,,,,,,,,,,,0.111356,,,,,,,,,,,,,,,1b6f48c4-b0aa-43c9-8fe4-9c52b67b92b5,60,,"[66.2, 13.8]",3879585,1,,,,,-0.071307465,,Right Foot,,,,"[69.0, 13.6]",Ground Pass,,2.8071337,,,Incomplete,,Federico Peluso,7118.0,,,,,Recovery,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,"['76b6bb33-10fb-411a-8e91-bf92580e4cfd', 'd7fae42b-3b32-403d-8928-a330514d4985']",9,,,,,,,,,,,,,,,,Sassuolo,232,00:01:09.355,Pass,
,,,,,,,,,,,,,,,,,,,0.912554,,,,,,,,,,,,,,,6f50f215-f052-46db-8059-c32222d8d96b,63,,"[34.5, 66.3]",3879585,1,,,,,0.09065989,,Right Foot,,,,"[42.2, 67.0]",Low Pass,,7.731753,,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Juraj Kucka,10919.0,Right Center Midfield,6,Sassuolo,232,['cb6b915e-da4c-4e47-a399-ed3bfeafff08'],10,,,,,,,,,,,,,,,,AC Milan,243,00:01:10.621,Pass,
,,,,,,,,,,,,,,,,,,,0.324983,,,,,,,,,,,,,,,3df9ced2-e3b2-46c2-b62d-2a59d8d89fcc,67,,"[77.4, 9.2]",3879585,1,,,,,-2.5625184,,Left Foot,,,,"[72.2, 5.8]",Ground Pass,,6.2128897,,,,,Simone Missiroli,7113.0,,,,,,1,From Free Kick,Gregoire Defrel,7457.0,Center Forward,6,Sassuolo,232,['270ed670-b16d-4ee7-a4ce-6f9f5493c9ad'],13,,,,,,,,,,,,,,,,Sassuolo,232,00:01:13.323,Pass,
,,,,,,,,,,,,,,,,,,,2.798502,,,,,,,,,,,,,,,e8565e94-db10-42dc-9067-6711fd5482a3,70,,"[83.7, 16.6]",3879585,1,,,,,-0.007407272,,Right Foot,,,,"[110.7, 16.4]",Low Pass,,27.00074,,,,,Gregoire Defrel,7457.0,,,,,,1,From Free Kick,Simone Missiroli,7113.0,Left Center Midfield,6,Sassuolo,232,['2a21f720-506d-4e39-86c9-9f93973ea54b'],18,,,,,,,,,,,,,,,,Sassuolo,232,00:01:18.337,Pass,
,,,,,,,,,,,,,,,,,,,1.099778,,,,,,,,,,,,,,,58a61af0-9f94-4280-99b2-83fdb95b22ae,74,,"[98.8, 15.3]",3879585,1,,,,,2.55359,,Left Foot,,,,"[89.5, 21.5]",Ground Pass,,11.177209,,,,,Francesco Magnanelli,7127.0,,,,,,1,From Free Kick,Gregoire Defrel,7457.0,Center Forward,6,Sassuolo,232,['782107b3-c34c-42a8-9885-070d1ab474b3'],24,,,,,,,,,,,,,,,,Sassuolo,232,00:01:24.781,Pass,
,,,,,,,,,,,,,,,,,,,2.702249,,,,,,,,,,,,,,,9afd712d-788d-4739-a744-df5b81d86bbe,78,,"[89.5, 23.1]",3879585,1,,,,,1.6279858,,Right Foot,,,,"[86.5, 75.5]",Ground Pass,,52.48581,,,,,Šime Vrsaljko,5461.0,,True,,,,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,['2d5a5e62-0ffb-4cf4-93b6-02232ed8c4ff'],27,,,,,,,,,,,,,,,,Sassuolo,232,00:01:27.000,Pass,
,,,,,,,,,,,,,,,,,,,0.860613,,,,,,,,,,,,,,,bd412aeb-f1a4-4402-8b10-6ed88e3861b4,81,,"[85.4, 75.1]",3879585,1,,,,,-1.4007378,,Right Foot,,,,"[87.1, 65.2]",Ground Pass,,10.044899,,,,,Karim Laribi,30941.0,,,,,,1,From Free Kick,Šime Vrsaljko,5461.0,Right Back,6,Sassuolo,232,['2c45f362-d639-4457-a2e8-6e2befc50099'],31,,,,,,,,,,,,,,,,Sassuolo,232,00:01:31.653,Pass,
,,,,,,,,,,,,,,,,,,,0.671736,,,,,,,,,,,,,,,a59ea91c-2fc6-436c-9777-8665071817c2,84,,"[86.7, 64.5]",3879585,1,,,,,0.15333238,,Right Foot,,,,"[97.7, 66.2]",Ground Pass,,11.130589,,,,,Domenico Berardi,7131.0,,,,,,1,From Free Kick,Karim Laribi,30941.0,Right Center Midfield,6,Sassuolo,232,['75bdaecf-58c1-4fe1-866c-171ce7119bf9'],32,,,,,,,,,,,,,,,,Sassuolo,232,00:01:32.674,Pass,
,,,,,,,,,,,,,,,,,,,2.301425,,,,,,,,,,,,,,,c9c22a4a-16d2-4920-ae6b-57e1acde8588,88,,"[95.6, 71.0]",3879585,1,,,,,0.22537333,,Right Foot,,,,"[116.1, 75.7]",Ground Pass,,21.031881,,,,,Šime Vrsaljko,5461.0,,,,,,1,From Free Kick,Domenico Berardi,7131.0,Right Wing,6,Sassuolo,232,['fadefe1c-0946-44db-a8aa-c68f2f1af39e'],34,,,,,,,,,,,,,,,,Sassuolo,232,00:01:34.329,Pass,
,,,,,,,,,,,,,,,,,,,0.11542,,,,,,,,,,,,,,,02add2ea-544b-47bc-ae0d-2d0faa887849,92,,"[115.6, 74.9]",3879585,1,,,,,-1.5707964,,Right Foot,,,,"[115.6, 72.5]",Ground Pass,,2.4,,,Incomplete,,,,,,,,,1,From Free Kick,Šime Vrsaljko,5461.0,Right Back,6,Sassuolo,232,['bdb6e399-dce9-45fb-a403-d2725a97c9ea'],36,,,,,,,,,,,,,,,,Sassuolo,232,00:01:36.750,Pass,
,,,,,,,,,,,,,,,,,,,1.452508,,,,,,,,,,,,,,,7ae83e68-2373-4296-af73-300108c105f5,94,,"[120.0, 80.0]",3879585,2,,,,,-1.7134668,,Left Foot,,,,"[114.8, 43.8]",High Pass,True,36.571575,,,Incomplete,,Simone Missiroli,7113.0,,,Inswinging,,Corner,1,From Corner,Domenico Berardi,7131.0,Right Wing,7,Sassuolo,232,"['d8e72a19-fd29-49ee-86fd-919300c86204', 'e6f5a699-20c0-4042-8de2-623fc3eda075']",12,,,,,,,,,,,,,,,,Sassuolo,232,00:02:12.532,Pass,
,,,,,,,,,,,,,,,,,,,0.721912,,,,,,,,,,,,,,,2f0940be-9fc4-47f3-8e2a-258b48808ee1,97,,"[120.0, 80.0]",3879585,2,,,,,-2.7580652,,Right Foot,,,,"[114.3, 77.7]",Ground Pass,,6.146544,,,,,Domenico Berardi,7131.0,,,,,Corner,1,From Corner,Karim Laribi,30941.0,Right Center Midfield,8,Sassuolo,232,['e428615b-2a0a-4104-844e-3d6f550331bc'],37,,,,,,,,,,,,,,,,Sassuolo,232,00:02:37.176,Pass,
,,,,,,,,,,,,,,,,,,,0.844637,,,,,,,,,,,,,,,3fcbe9ba-a0b2-4482-ab67-98c0f362af2f,104,,"[115.6, 72.9]",3879585,2,,,,,-1.7449788,,Right Foot,True,True,,"[111.5, 49.6]",Low Pass,,23.65798,,,Incomplete,,Simone Missiroli,7113.0,,,,,,1,From Corner,Domenico Berardi,7131.0,Right Wing,8,Sassuolo,232,"['a5c282c8-709d-46fb-8652-743e34f8cd60', 'a87afdf7-198a-43dc-ac38-ab06c39cfc1f']",41,,,,,,,,,,,,,,,,Sassuolo,232,00:02:41.158,Pass,
,,,,,,,,,,,,,,,,,,,1.759137,,,,,,,,,,,,,,,2469abee-919c-4b80-800d-15717896a099,107,,"[83.7, 18.7]",3879585,2,,,,,2.7695248,,Right Foot,,,,"[63.2, 26.7]",Ground Pass,,22.005682,,,,,Francesco Magnanelli,7127.0,,,,,Recovery,1,From Corner,Paolo Cannavaro,8848.0,Right Center Back,8,Sassuolo,232,['8922fdc3-9590-44c5-8a70-9a56cc04f3ec'],45,,,,,,,,,,,,,,,,Sassuolo,232,00:02:45.913,Pass,
,,,,,,,,,,,,,,,,,,,1.568184,,,,,,,,,,,,,,,0649e9d5-4926-4c31-85b4-4ad8a6f7b62e,110,,"[63.4, 29.3]",3879585,2,,,,,1.8113306,,Right Foot,,,,"[58.2, 50.5]",Ground Pass,,21.828423,,,,,Šime Vrsaljko,5461.0,,,,,,1,From Corner,Francesco Magnanelli,7127.0,Center Defensive Midfield,8,Sassuolo,232,['b1d8b8d6-9e28-473b-90ce-ec323e11d633'],48,,,,,,,,,,,,,,,,Sassuolo,232,00:02:48.648,Pass,
,,,,,,,,,,,,,,,,,,,1.120704,,,,,,,,,,,,,,,ff55fca3-c4f4-4cb0-a2cc-77db5a2f51ab,113,,"[55.8, 45.3]",3879585,2,,,,,-2.0228167,,Right Foot,,,,"[47.4, 28.0]",Ground Pass,,19.231485,,,,,Francesco Magnanelli,7127.0,,,,,,1,From Corner,Šime Vrsaljko,5461.0,Right Back,8,Sassuolo,232,['0bd43913-cca9-4753-a2d7-17611c916e4d'],52,,,,,,,,,,,,,,,,Sassuolo,232,00:02:52.081,Pass,
,,,,,,,,,,,,,,,,,,,1.74146,,,,,,,,,,,,,,,69c0de8c-7e53-4356-a06b-82dfd52562e8,116,,"[48.9, 33.6]",3879585,2,,,,,1.3556893,,Right Foot,,,,"[56.7, 69.3]",Ground Pass,,36.542168,,,,,Karim Laribi,30941.0,,,,,,1,From Corner,Francesco Magnanelli,7127.0,Center Defensive Midfield,8,Sassuolo,232,['719e337c-175c-4ee7-97b6-2abb2d2a08af'],55,,,,,,,,,,,,,,,,Sassuolo,232,00:02:55.717,Pass,
,,,,,,,,,,,,,,,,,,,0.88914,,,,,,,,,,,,,,,ec4b08b6-efbf-40c0-a4c1-a3948673ce3c,119,,"[57.6, 75.3]",3879585,3,,,,,-1.6454871,,Right Foot,,,,"[56.5, 60.6]",Ground Pass,,14.741099,,,,,Francesco Magnanelli,7127.0,,,,,,1,From Corner,Karim Laribi,30941.0,Right Center Midfield,8,Sassuolo,232,['06abc01b-e6d5-420e-82ae-abd85f6a5475'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:03:00.327,Pass,
,,,,,,,,,,,,,,,,,,,1.016329,,,,,,,,,,,,,,,fb231921-913b-4274-8922-00fdbb05d32f,122,,"[56.5, 60.6]",3879585,3,,,,,-0.9551764,,Right Foot,,,,"[68.1, 44.2]",Ground Pass,,20.087807,,,,,Simone Missiroli,7113.0,,,,,,1,From Corner,Francesco Magnanelli,7127.0,Center Defensive Midfield,8,Sassuolo,232,['64cf5f47-1283-4c32-bcf6-677e57949c0b'],2,,,,,,,,,,,,,,,,Sassuolo,232,00:03:02.015,Pass,
,,,,,,,,,,,,,,,,,,,0.978796,,,,,,,,,,,,,,,b4c0317c-6e0c-4640-8914-fe0495958672,126,,"[68.6, 45.1]",3879585,3,,,,,0.73336184,,Right Foot,,,,"[78.7, 54.2]",Ground Pass,,13.5948515,,,,,Gregoire Defrel,7457.0,,,,,,1,From Corner,Simone Missiroli,7113.0,Left Center Midfield,8,Sassuolo,232,"['da540464-f68b-4e1f-ab87-f025cb3b2a3c', 'e9ccfe23-0672-4918-b9ec-aa161c52b758']",3,,,,,,,,,,,,,,,,Sassuolo,232,00:03:03.111,Pass,True
,,,,,,,,,,,,,,,,,,,0.459268,,,,,,,,,,,,,,,cd5827f3-11bc-44c5-81d6-f64767261337,130,,"[76.8, 51.8]",3879585,3,,,,,-3.0492632,,Left Foot,,,,"[71.4, 51.3]",Ground Pass,,5.4230986,,,,,Simone Missiroli,7113.0,,,,,,1,From Corner,Gregoire Defrel,7457.0,Center Forward,8,Sassuolo,232,"['87a620c7-eabd-4f08-9185-f3e340ac216a', 'de14c62a-ec2c-49f9-908c-e1b7868aa67d']",4,,,,,,,,,,,,,,,,Sassuolo,232,00:03:04.788,Pass,True
,,,,,,,,,,,,,,,,,,,2.412434,,,,,,,,,,,,,,,4e3ca3e9-6698-4648-8be2-97ee18bc2b6d,135,,"[71.2, 50.3]",3879585,3,,,,,1.5707964,,Left Foot,,,,"[71.2, 75.3]",Ground Pass,,25.0,,,,,Domenico Berardi,7131.0,,,,,,1,From Corner,Simone Missiroli,7113.0,Left Center Midfield,8,Sassuolo,232,"['660e262f-9517-4ce6-885e-54fc3e8856d2', '72ac6101-b523-442a-8e5c-eafff6368c93', 'd66d6a2c-4644-4754-bc30-bd9f317442bd']",5,,,,,,,,,,,,,,,,Sassuolo,232,00:03:05.355,Pass,True
,,,,,,,,,,,,,,,,,,,2.665464,,,,,,,,,,,,,,,f51e5868-1de7-45fd-8b7b-04119c62e9c2,138,,"[70.1, 71.6]",3879585,3,,,,,-0.656609,,Left Foot,,,,"[112.4, 39.0]",High Pass,,53.404587,,,Incomplete,,Antonio Floro Flores,27110.0,,,,,,1,From Corner,Domenico Berardi,7131.0,Right Wing,8,Sassuolo,232,"['988c60d3-fde6-4faa-8e11-17000e1d4f39', 'd349d57b-6293-45bc-a096-c4f919dec8f8']",9,,,,,,,,,,,,,,,,Sassuolo,232,00:03:09.062,Pass,
