50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f81105f7-a379-4cca-8672-142cff6f7e42,1,,,3879596,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 40394, 'name': 'Djamel Eddine Mesbah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 27595, 'name': 'Carlos Mario Carbonero Mancilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 77}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,24349882-66ff-46fd-9069-2e36d675dbcb,2,,,3879596,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 11602, 'name': 'Raffaele Maiello'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6fdd6ca2-153b-4679-86c6-62255e0f321c,3,,,3879596,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['22a2325c-19f6-4be1-9ede-5a2a83f78d9e'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,22a2325c-19f6-4be1-9ede-5a2a83f78d9e,4,,,3879596,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['6fdd6ca2-153b-4679-86c6-62255e0f321c'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,420efdea-984d-4319-b95d-0dbf08c15264,1903,,,3879596,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Sampdoria,234,['ab05edbd-c0f7-458d-a483-74e25f6dcfc0'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab05edbd-c0f7-458d-a483-74e25f6dcfc0,1904,,,3879596,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Sampdoria,234,['420efdea-984d-4319-b95d-0dbf08c15264'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.433921,,,,,,,,,,,,0de3094a-36ef-4e44-938b-7546fc417073,5,,"[60.0, 40.0]",3879596,0,,,,0.8721365,,Right Foot,,,,"[62.1, 42.5]",,Ground Pass,,3.2649655,,,,Manuel Pucciarelli,7054.0,,,,,Kick Off,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['52646a70-b727-4993-b947-9c7c5ef69a39'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.314,Pass,
,,,,,,,,,,,,,,,,,,,,1.036911,,,,,,,,,,,,ead00004-8ae6-4e21-a4a4-a7f56818325f,7,,"[63.3, 41.7]",3879596,0,,,,-2.9256577,,Right Foot,,,,"[47.8, 38.3]",,Ground Pass,,15.868523,,,,Andrea Costa,8664.0,,,,,,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['1a976102-3334-402d-bd1d-0c0f750e9e14'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.748,Pass,
,,,,,,,,,,,,,,,,,,,,0.913294,,,,,,,,,,,,84bead92-0dd6-47df-9c32-a010ac0ee42e,9,,"[45.1, 32.3]",3879596,0,,,,1.7142485,,Right Foot,,,,"[43.8, 41.3]",,Ground Pass,,9.093404,,,,Lorenzo Tonelli,7160.0,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,['0789edcd-08f0-42bd-af07-e63836a28086'],1,,,,,,,,,,,,,,,,,,Empoli,290,00:00:01.785,Pass,
,,,,,,,,,,,,,,,,,,,,0.241219,,,,,,,,,,,,a23f4e78-3cb2-4d84-99d4-e33596b98e73,11,,"[42.1, 37.1]",3879596,0,,,,0.43240777,,Left Foot,,,,"[46.0, 38.9]",,Low Pass,,4.2953463,,Incomplete,,,,,,,,,1,From Kick Off,Lorenzo Tonelli,7160.0,Right Center Back,2,Empoli,290,['7f8a0898-c769-4b2a-ae71-8a3246d89b1e'],2,,,,,,,,,,,,,,,,,,Empoli,290,00:00:02.698,Pass,
,,,,,,,,,,,,,,,,,,,,1.701834,,,,,,,,,,,,cca092cd-b139-49a2-bf39-613ba86d7f5f,13,,"[24.0, 47.1]",3879596,0,,,,-2.9970384,,Left Foot,,,,"[8.2, 44.8]",,Ground Pass,,15.966528,,,,Łukasz Skorupski,11508.0,,,,,Recovery,1,From Kick Off,Lorenzo Tonelli,7160.0,Right Center Back,2,Empoli,290,['511daffa-1ec0-4a06-b9aa-783aecd16c76'],6,,,,,,,,,,,,,,,,,,Empoli,290,00:00:06.348,Pass,
