50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,20962aed-c979-40e9-8a7d-58e0c6d3e5d4,1,,,,3879577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 11512, 'name': 'Rade Krunić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dbef2e4f-4d4c-4248-9726-b43362689e28,2,,,,3879577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 88}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e3e6fbb2-d106-44fc-8dc8-57e812a3c583,3,,,,3879577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['ff7e6fd2-bafe-46d9-a051-7c8e7e10680e'],0,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff7e6fd2-bafe-46d9-a051-7c8e7e10680e,4,,,,3879577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['e3e6fbb2-d106-44fc-8dc8-57e812a3c583'],0,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5ffa51ff-1e6c-480a-bc19-7b0a40cbb41e,1572,,,,3879577,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,104,Genoa,233,['b299c455-c845-4026-9a90-9c208f1977dc'],0,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b299c455-c845-4026-9a90-9c208f1977dc,1573,,,,3879577,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,104,Genoa,233,['5ffa51ff-1e6c-480a-bc19-7b0a40cbb41e'],0,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.084031,,,,,,,,,,,,63c6281f-9f3a-4a16-9c6a-b4fcf316b791,5,,,"[61.0, 40.1]",3879577,0,,True,,,1.5707964,,Right Foot,,,"[61.0, 42.2]",Ground Pass,2.1,,,,,Manuel Pucciarelli,7054.0,,,,,Kick Off,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['2f46c94b-3a7f-436c-acb8-fec7bc2406f2'],0,,,,,,,,,,,,,,,Empoli,290,00:00:00.420,Pass,
,,,,,,,,,,,,,,,,,1.155286,,,,,,,,,,,,e70d6b19-9075-451f-b5b1-17e405235922,7,,,"[61.9, 42.4]",3879577,0,,,,,-2.9651043,,Right Foot,,,"[46.2, 39.6]",Ground Pass,15.947727,,,,,Lorenzo Tonelli,7160.0,,,,,,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['81f13f09-4386-4f87-8db6-7e0ac9e96a97'],0,,,,,,,,,,,,,,,Empoli,290,00:00:00.504,Pass,
,,,,,,,,,,,,,,,,,0.996846,,,,,,,,,,,,13cd32fa-0d15-45db-b3d9-caca2b054353,9,,,"[46.2, 39.6]",3879577,0,,,,,2.1669955,,Left Foot,,,"[44.3, 42.4]",Ground Pass,3.3837848,,,,,Andrea Costa,8664.0,,,,,,1,From Kick Off,Lorenzo Tonelli,7160.0,Right Center Back,2,Empoli,290,['0bc753ac-eb32-45f9-9e8f-56150f16d6cf'],1,,,,,,,,,,,,,,,Empoli,290,00:00:01.659,Pass,
,,,,,,,,,,,,,,,,,3.317028,,,,,,,,,,,,b466a6ef-80c2-4ef9-ac58-2f6c7a460c88,11,,,"[44.3, 42.4]",3879577,0,,,,,0.5620681,,Left Foot,,,"[98.6, 76.6]",High Pass,64.17266,,,Incomplete,,Vincent Laurini,7155.0,,,,,,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Empoli,290,"['0662dc7d-202d-49ea-9367-ed30286d592e', '25d50e00-b355-43b4-bcec-c1f5e8c8d650']",2,,,,,,,,,,,,,,,Empoli,290,00:00:02.656,Pass,
