50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.413173,,,,,,,,,,,,,,dcf91f10-1398-4318-a226-344e6db28bc3,17,,"[52.5, 8.0]",3878607,0,,,,,2.8558471,,Right Foot,,,,"[34.8, 13.2]",,Ground Pass,,18.448034,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Kick Off,Vassilis Torosidis,8104.0,Left Back,2,AS Roma,229,['dd20ac6f-800a-4458-be2b-f88f9aeae99d'],8,,,,,,,,,,,,,,,,AS Roma,229,00:00:08.477,Pass,
,,,,,,,,,,,,,,,,,,1.757199,,,,,,,,,,,,,,53d3a22a-f915-4b11-ba5a-02639fa6ccfa,20,,"[35.2, 15.9]",3878607,0,,,,,1.6514833,,Right Foot,,,,"[32.2, 53.0]",,Ground Pass,,37.221096,,,,Konstantinos Manolas,7048.0,,,,,,,1,From Kick Off,Antonio Rüdiger,3167.0,Left Center Back,2,AS Roma,229,['1de13f37-6923-446b-8011-4e8c1995027f'],11,,,,,,,,,,,,,,,,AS Roma,229,00:00:11.415,Pass,
,,,,,,,,,,,,,,,,,,1.325766,,,,,,,,,,,,,,939004e5-2a09-4fce-88b3-9f81ed97b20f,23,,"[32.8, 53.3]",3878607,0,,,,,0.1448125,,Right Foot,,,,"[47.2, 55.4]",,Ground Pass,,14.55232,,,,Miralem Pjanić,6947.0,,,,,,,1,From Kick Off,Konstantinos Manolas,7048.0,Right Center Back,2,AS Roma,229,['eead370d-e3c6-4bbd-ad93-efc96af7307b'],15,,,,,,,,,,,,,,,,AS Roma,229,00:00:15.103,Pass,
,,,,,,,,,,,,,,,,,,1.20529,,,,,,,,,,,,,,f17ef5c2-41c9-4dee-8997-92ffd9e285c0,26,,"[46.2, 55.4]",3878607,0,,,,,-1.9995743,,Right Foot,,,,"[38.2, 37.9]",,Ground Pass,,19.241882,,,,Daniele De Rossi,7051.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Center Attacking Midfield,2,AS Roma,229,"['c959f7c5-8f1a-436a-995b-8e4e16aec9f7', 'ce7dd7b2-b683-4cd5-b158-3d2c2cb8596c']",16,,,,,,,,,,,,,,,,AS Roma,229,00:00:16.429,Pass,True
,,,,,,,,,,,,,,,,,,2.198297,,,,,,,,,,,,,,d4cb8291-b1b5-46ba-b568-88ebad00f4a4,29,,"[40.8, 47.2]",3878607,0,,,,,0.7820978,,Right Foot,,,,"[71.2, 77.4]",,Low Pass,,42.850903,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Kick Off,Daniele De Rossi,7051.0,Right Defensive Midfield,2,AS Roma,229,['ec872713-5991-4b8e-82c9-7ea4bd441450'],20,,,,,,,,,,,,,,,,AS Roma,229,00:00:20.665,Pass,
,,,,,,,,,,,,,,,,,,0.818357,,,,,,,,,,,,,,14eeacbd-788c-4692-93d6-e3b41aca8720,32,,"[83.8, 79.4]",3878607,0,,,,,-1.3996477,,Right Foot,,,,"[85.2, 71.3]",,Ground Pass,,8.220098,,,,Mohamed Salah,3531.0,,,,,,,1,From Kick Off,Maicon Douglas Sisenando,19299.0,Right Back,2,AS Roma,229,['12333ecc-a2d7-4a1d-b135-40ab511d964d'],26,,,,,,,,,,,,,,,,AS Roma,229,00:00:26.658,Pass,
,,,,,,,,,,,,,,,,,,1.891225,,,,,,,,,,,,,,f5fba097-d836-4698-bdf9-5796c473ae4f,44,,"[25.1, 20.7]",3878607,0,,,,,2.5449324,,Right Foot,,,,"[3.9, 35.1]",,Ground Pass,,25.628109,,,,Andrea Consigli,7132.0,,,,,,,1,From Kick Off,Francesco Acerbi,7119.0,Left Center Back,2,AS Roma,229,['aed8d9de-ea8f-47fd-97db-779e0c90dbb0'],33,,,,,,,,,,,,,,,,Sassuolo,232,00:00:33.778,Pass,
,,,,,,,,,,,,,,,,,,2.989725,,,,,,,,,,,,,,c8fbc51c-6a42-460a-af32-43ad2bade085,47,,"[3.9, 42.7]",3878607,0,,,,,0.5446508,,Right Foot,,,,"[55.9, 74.2]",,High Pass,,60.79679,,Incomplete,,Matteo Politano,7109.0,,,,,,,1,From Kick Off,Andrea Consigli,7132.0,Goalkeeper,2,AS Roma,229,"['8d156031-d493-477e-90ce-4b14fbecd668', 'ccb28a90-b795-4007-b174-15952ec99dab']",38,,,,,,,,,,,,,,,,Sassuolo,232,00:00:38.339,Pass,
,,,,,,,,,,,,,,,,,,1.369694,,,,,,,,,,,,,,ccb28a90-b795-4007-b174-15952ec99dab,49,,"[64.2, 5.9]",3878607,0,,True,,True,0.22879885,,,,,,"[78.8, 9.3]",,Low Pass,,14.990664,,Incomplete,,Juan Manuel Iturbe Arévalo,27949.0,,,,,,Recovery,1,From Kick Off,Vassilis Torosidis,8104.0,Left Back,2,AS Roma,229,"['0472e2c3-df7c-406a-a249-b90c473b22d7', 'b837371c-83ec-4f76-a964-871e243aae93', 'c8fbc51c-6a42-460a-af32-43ad2bade085', 'dd249d51-ce9b-4074-8855-d4c40105fe67']",41,,,,,,,,,,,,,,,,AS Roma,229,00:00:41.328,Pass,True
,,,,,,,,,,,,,,,,,,1.588916,,,,,,,,,,,,,,ca0e1d8b-b556-41ae-8186-838c7846792a,60,,"[89.2, 6.2]",3878607,0,,,,,-2.203545,,Left Foot,,,,"[87.0, 3.2]",,Ground Pass,,3.720215,,,,Radja Nainggolan,6962.0,,,,,,,1,From Kick Off,Juan Manuel Iturbe Arévalo,27949.0,Left Wing,2,AS Roma,229,"['ca6838a8-242b-42b8-91cb-13aa7dc7dc07', 'fb9d3a58-8cd4-4f10-82ae-1655130c6eb4']",48,,,,,,,,,,,,,,,,AS Roma,229,00:00:48.655,Pass,True
,,,,,,,,,,,,,,,,,,1.389456,,,,,,,,,,,,,,c6f89e7f-0821-4f8d-9cc9-1e55c922f7a4,64,,"[86.0, 3.7]",3878607,0,,,,,2.7468016,,Right Foot,,,,"[80.0, 6.2]",,Ground Pass,,6.5,,Incomplete,,Vassilis Torosidis,8104.0,,,,,,,1,From Kick Off,Radja Nainggolan,6962.0,Left Defensive Midfield,2,AS Roma,229,"['52d10e0a-84cb-47ef-9efa-18c4419a6964', '8723bb63-6f8d-467f-954e-fd053581bfc7', 'f19fefef-4814-4769-b073-0c863acf6806']",50,,,,,,,,,,,,,,,,AS Roma,229,00:00:50.489,Pass,True
,,,,,,,,,,,,,,,,,,0.874732,,,,,,,,,,,,,,3f7813b1-d81c-44ca-a49b-06931d780e63,68,,"[50.3, 65.7]",3878607,0,,,,,-0.76721835,,Right Foot,,,,"[64.3, 52.2]",,Ground Pass,,19.44865,,,,Gregoire Defrel,7457.0,,,,,,,1,Regular Play,Simone Missiroli,7113.0,Right Center Midfield,3,Sassuolo,232,['8ea5cea1-d223-475e-8fa5-f887aeb3f75c'],54,,,,,,,,,,,,,,,,Sassuolo,232,00:00:54.585,Pass,
,,,,,,,,,,,,,,,,,,1.06297,,,,,,,,,,,,,,72123fe4-3c14-4ea3-82bb-356d86650328,71,,"[56.3, 44.4]",3878607,0,,,,,-1.1036766,,Left Foot,,,,"[62.1, 32.9]",,Ground Pass,,12.879829,,,,Antonio Floro Flores,27110.0,,,,,,,1,Regular Play,Gregoire Defrel,7457.0,Center Forward,3,Sassuolo,232,['e8ac8593-804e-4bf0-b840-c090c4bddd90'],56,,,,,,,,,,,,,,,,Sassuolo,232,00:00:56.987,Pass,
,,,,,,,,,,,,,,,,,,1.467297,,,,,,,,,,,,,,7c2aa534-d281-47a2-8897-81d2a0d4265b,77,,"[63.2, 33.2]",3878607,1,,True,,,1.1465417,,Right Foot,,,,"[83.3, 77.7]",,Ground Pass,,48.828884,,,,Matteo Politano,7109.0,,,True,,,Free Kick,1,From Free Kick,Joseph Alfred Duncan,7698.0,Left Center Midfield,4,Sassuolo,232,['49e0b874-5ba9-46f6-9cd3-bafc65cc2a1d'],10,,,,,,,,,,,,,,,,Sassuolo,232,00:01:10.297,Pass,
,,,,,,,,,,,,,,,,,,0.800638,,,,,,,,,,,,,,af97397d-7383-4fa8-9c1a-ec8bb262f5ad,81,,"[78.5, 76.4]",3878607,1,,,,,-2.9825695,,Left Foot,,,,"[67.9, 74.7]",,Ground Pass,,10.7354555,,,,Marcello Gazzola,10031.0,,,,,,,1,From Free Kick,Matteo Politano,7109.0,Right Wing,4,Sassuolo,232,"['046c5767-3897-4a6b-8e78-74a75d013dca', '3399b9d3-f3b7-48d8-bd19-276f39c90a45']",12,,,,,,,,,,,,,,,,Sassuolo,232,00:01:12.122,Pass,True
,,,,,,,,,,,,,,,,,,1.7239,,,,,,,,,,,,,,487b140a-b37b-4148-84af-adf1ac06dfb5,85,,"[68.9, 73.1]",3878607,1,,,,,-2.1531494,,Right Foot,,,,"[58.1, 56.7]",,Ground Pass,,19.6367,,Incomplete,,Francesco Magnanelli,7127.0,,,,,,,1,From Free Kick,Marcello Gazzola,10031.0,Right Back,4,Sassuolo,232,"['d5c0cf78-0bc6-460d-b58e-6e278e1b700c', 'd99c5220-4082-4f3c-b57d-ef821d09a58d']",13,,,,,,,,,,,,,,,,Sassuolo,232,00:01:13.622,Pass,
,,,,,,,,,,,,,,,,,,1.474342,,,,,,,,,,,,,,0251e190-978e-4fc8-87f4-e6ab59d769df,89,,"[65.0, 27.2]",3878607,1,,,,,-0.6355104,e6cb2dd8-6fe0-467b-9e4c-352aeaeb44f2,Right Foot,,,,"[93.2, 6.4]",,Ground Pass,,35.04112,,,,Juan Manuel Iturbe Arévalo,27949.0,True,,,,,,1,Regular Play,Francesco Totti,15780.0,Center Forward,5,AS Roma,229,['f316c3ff-0969-424e-8708-e5b93d2a6d80'],16,,,,,,,,,,,,,,,,AS Roma,229,00:01:16.679,Pass,
,,,,,,,,,,,,,,,,,,2.26507,,,,,,,,,,,,,,0bf2a715-4c9f-45a1-a093-865f46eec3f3,94,,"[6.0, 44.0]",3878607,1,,,,,-0.06795802,,Right Foot,,,,"[63.3, 40.1]",,High Pass,,57.432568,,,,Gregoire Defrel,7457.0,,,,,,Goal Kick,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,6,Sassuolo,232,['c303f437-5785-4f3e-9fa0-f2313748da4f'],49,,,,,,,,,,,,,,,,Sassuolo,232,00:01:49.813,Pass,
,,,,,,,,,,,,,,,,,,0.040947,,,,,,,,,,,,,,a74915d8-4f2c-468e-be28-d9cba57c1407,98,,"[62.9, 39.8]",3878607,1,,,,,0.3332443,,Right Foot,,,,"[65.5, 40.7]",,Low Pass,,2.7513633,,Incomplete,,Matteo Politano,7109.0,,,,,,,1,From Goal Kick,Gregoire Defrel,7457.0,Center Forward,6,Sassuolo,232,"['0ddb883d-0906-42a8-91dd-2a1a19576b50', 'e2d05f8f-9a0d-4ad7-b8f5-737f73251fef']",52,,,,,,,,,,,,,,,,Sassuolo,232,00:01:52.118,Pass,
,,,,,,,,,,,,,,,,,,1.308096,,,,,,,,,,,,,,bd4a2f3c-2434-47b6-9c25-b468b90dcdb0,102,,"[58.2, 39.1]",3878607,1,,,,,2.9250424,,Left Foot,,,,"[48.2, 41.3]",,Ground Pass,,10.2391405,,,,Konstantinos Manolas,7048.0,,,,,,Recovery,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,7,AS Roma,229,"['1e940ae6-0d7a-407d-9403-bc90941f500c', 'e32d1728-9c23-48b9-b574-ed5e731a19b7']",53,,,,,,,,,,,,,,,,AS Roma,229,00:01:53.481,Pass,True
,,,,,,,,,,,,,,,,,,0.395205,,,,,,,,,,,,,,bd9620e4-3c56-40a2-9ad9-3c71b6fbaea9,105,,"[48.2, 41.3]",3878607,1,,,,,0.3277385,,Right Foot,,,,"[63.2, 46.4]",,Ground Pass,,15.843295,,,,Miralem Pjanić,6947.0,,,,,,,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,7,AS Roma,229,['a54dce18-9092-4cfd-bbaf-ebc2cab37e41'],55,,,,,,,,,,,,,,,,AS Roma,229,00:01:55.114,Pass,
,,,,,,,,,,,,,,,,,,1.194677,,,,,,,,,,,,,,385ffa2c-1ee1-4bd7-8ee4-b67f2826b425,108,,"[61.2, 46.4]",3878607,1,,,,,1.4416491,,Right Foot,,,,"[63.2, 61.8]",,Ground Pass,,15.529327,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Center Attacking Midfield,7,AS Roma,229,['060af61f-2c53-46a4-9a2a-c9573ad962b5'],56,,,,,,,,,,,,,,,,AS Roma,229,00:01:56.236,Pass,
,,,,,,,,,,,,,,,,,,1.538422,,,,,,,,,,,,,,8a649334-98a0-4475-a450-0e658454d835,111,,"[89.9, 68.4]",3878607,2,,,,,0.42366892,,Right Foot,,,,"[105.2, 75.3]",,Ground Pass,,16.78392,,Incomplete,,Mohamed Salah,3531.0,,,,,,,1,Regular Play,Maicon Douglas Sisenando,19299.0,Right Back,7,AS Roma,229,"['a68a79c0-e9c7-456e-a369-f4ac43397824', 'bb84f584-0edd-4c50-8e58-606bc4d61cba']",0,,,,,,,,,,,,,,,,AS Roma,229,00:02:00.945,Pass,
,,,,,,,,,,,,,,,,,,1.084653,,,,,,,,,,,,,,c37898f5-6c8e-43e5-942a-6ad8df5fb48f,114,,"[104.2, 80.0]",3878607,2,,,,,-2.479651,,,,,,"[96.5, 74.0]",,Low Pass,,9.76166,,,,Miralem Pjanić,6947.0,,,,,,Throw-in,1,From Throw In,Maicon Douglas Sisenando,19299.0,Right Back,8,AS Roma,229,['a3ed287b-5573-474d-b4b2-be95c1126b80'],23,,,,,,,,,,,,,,,,AS Roma,229,00:02:23.145,Pass,
,,,,,,,,,,,,,,,,,,0.854975,,,,,,,,,,,,,,7f08cf8d-dd69-4f21-9779-8029664ce066,116,,"[96.5, 74.0]",3878607,2,,,,,-0.09251862,,Head,,,,"[106.2, 73.1]",,Low Pass,,9.741663,,,,Maicon Douglas Sisenando,19299.0,,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Center Attacking Midfield,8,AS Roma,229,['f90cc28f-2321-4298-ba11-2456fa3a25a2'],24,,,,,,,,,,,,,,,,AS Roma,229,00:02:24.230,Pass,
,,,,,,,,,,,,,,,,,,1.074106,,,,,,,,,,,,,,3a1102ab-38df-4e4a-aa4c-ec00d932670f,119,,"[113.1, 70.8]",3878607,2,,,,,-1.4773196,,Right Foot,True,,,"[115.8, 42.0]",,Low Pass,,28.926285,,Incomplete,,Francesco Totti,15780.0,,,,,,,1,From Throw In,Maicon Douglas Sisenando,19299.0,Right Back,8,AS Roma,229,"['10ea1ec8-b267-41ef-a4c3-5cfd00b88b98', '4312cc67-a5af-4899-a5fa-322dc7f6e7bf']",26,,,,,,,,,,,,,,,,AS Roma,229,00:02:26.826,Pass,
,,,,,,,,,,,,,,,,,,0.981363,,,,,,,,,,,,,,e8143095-9e5b-43b8-96bc-7891b96bd342,122,,"[110.2, 0.1]",3878607,2,,,,,0.90027475,,,,,,"[114.8, 5.9]",,Low Pass,,7.4027023,,,,Francesco Totti,15780.0,,,,,,Throw-in,1,From Throw In,Vassilis Torosidis,8104.0,Left Back,9,AS Roma,229,['b5937c15-87da-4de8-8c3e-c84a5131c6a4'],39,,,,,,,,,,,,,,,,AS Roma,229,00:02:39.868,Pass,
,,,,,,,,,,,,,,,,,,1.097232,,,,,,,,,,,,,,2638908d-835d-4f49-bf10-e533cd273202,126,,"[110.8, 4.4]",3878607,2,,,,,1.886011,,Right Foot,,,,"[104.8, 22.8]",,Ground Pass,,19.353552,,,,Miralem Pjanić,6947.0,,,,,,,1,From Throw In,Francesco Totti,15780.0,Center Forward,9,AS Roma,229,"['0a98612b-d78f-430a-be1b-42661794acc9', '2da9a931-7a48-410d-93dc-dabea0059b66']",43,,,,,,,,,,,,,,,,AS Roma,229,00:02:43.384,Pass,True
,,,,,,,,,,,,,,,,,,1.311705,,,,,,,,,,,,,,403290a9-abf7-447e-8d56-ee8406575612,138,,"[43.2, 13.4]",3878607,2,,,,,0.86217004,,Right Foot,,,,"[55.2, 27.4]",,Ground Pass,,18.439089,,,,Daniele De Rossi,7051.0,,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,9,AS Roma,229,['69042580-a142-4b73-8f35-2944911a48fb'],55,,,,,,,,,,,,,,,,AS Roma,229,00:02:55.545,Pass,
,,,,,,,,,,,,,,,,,,1.239304,,,,,,,,,,,,,,b424bb36-1453-44a5-8e7b-b7e0e0874e0a,142,,"[63.2, 24.2]",3878607,2,,,,,-1.3185539,,Left Foot,,,,"[68.2, 4.8]",,Ground Pass,,20.033972,,,,Vassilis Torosidis,8104.0,,,,,,,1,From Throw In,Daniele De Rossi,7051.0,Right Defensive Midfield,9,AS Roma,229,"['2567e82b-f2f6-4035-9ad1-58f4af0b98aa', 'f57c825b-ddb1-4535-b17b-45e99d37e417']",59,,,,,,,,,,,,,,,,AS Roma,229,00:02:59.850,Pass,True
,,,,,,,,,,,,,,,,,,1.742192,,,,,,,,,,,,,,a2d7ad76-0383-4588-8849-153e025cfaa2,144,,"[68.2, 4.8]",3878607,3,,,,,2.8768704,,Right Foot,,,,"[51.6, 9.3]",,Ground Pass,,17.199127,,,,Antonio Rüdiger,3167.0,,,,,,,1,From Throw In,Vassilis Torosidis,8104.0,Left Back,9,AS Roma,229,['b3213693-d0c9-495a-a72e-ac042317f311'],1,,,,,,,,,,,,,,,,AS Roma,229,00:03:01.089,Pass,
