50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.731667,,,,,,,,,,,,,e2c1e4ea-0752-44c9-9a55-7d7e55d90a2f,975,,,"[73.4, 62.7]",3879678,23,,,,,-0.16514868,,Head,,"[81.8, 61.3]",,Low Pass,,8.515867,,Incomplete,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,65,Udinese,230,"['8cc73f06-2c7a-4a56-8fb5-2f68155004d9', 'c68bebe2-db99-425c-ba67-ee7a6b41fbf4']",21,,,,,,,,,,,,,,,,,Udinese,230,00:23:21.429,Pass,
,,,,,,,,,,,,,,,,,,1.031409,,,,,,,,,,,,,63e6c6e7-a107-41b7-9538-2ebe74c6670d,979,,,"[40.4, 18.0]",3879678,23,,,,,-0.49461117,,Right Foot,,"[49.3, 13.2]",,High Pass,,10.111875,,,,Raffaele Bianco,352172.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Left Back,66,Carpi,1683,['276b2e3f-2a21-4e2b-b26e-95f546173cb5'],22,,,,,,,,,,,,,,,,,Carpi,1683,00:23:22.692,Pass,
,,,,,,,,,,,,,,,,,,2.696836,,,,,,,,,,,,,342f1de5-1660-41ed-b34e-1efe4ddbb9c0,982,,,"[46.6, 22.6]",3879678,23,,,,,1.585288,,Right Foot,,"[46.0, 64.0]",,Ground Pass,,41.404346,,,,Cristian Zaccardo,387300.0,,True,,,,1,Regular Play,Raffaele Bianco,352172.0,Left Defensive Midfield,66,Carpi,1683,['28405f23-9c36-40fa-b48b-8a029e5e8b67'],26,,,,,,,,,,,,,,,,,Carpi,1683,00:23:26.308,Pass,
,,,,,,,,,,,,,,,,,,0.892333,,,,,,,,,,,,,95e8562b-0c3f-482b-b5eb-6a6d6855488b,985,,,"[46.6, 63.9]",3879678,23,,,,,-1.7879076,,Right Foot,,"[45.1, 57.1]",,Ground Pass,,6.963476,,,,Isaac Cofie,7460.0,,,,,,1,Regular Play,Cristian Zaccardo,387300.0,Right Back,66,Carpi,1683,['2ed0d4d3-a07d-4a6e-9351-e4552a301dd1'],29,,,,,,,,,,,,,,,,,Carpi,1683,00:23:29.883,Pass,
,,,,,,,,,,,,,,,,,,5.859743,,,,,,,,,,,,,f7ab0523-3189-42b8-8f92-611a04a89ffd,988,,,"[47.2, 57.7]",3879678,23,,,,,-0.4241504,,Right Foot,,"[108.1, 30.2]",,High Pass,,66.821106,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Isaac Cofie,7460.0,Right Defensive Midfield,66,Carpi,1683,"['0a13506d-58f8-4f31-991e-b9e94a1c062a', '50e22c9b-d65a-4c9d-b8ad-8db0e4cad2de']",30,,,,,,,,,,,,,,,,,Carpi,1683,00:23:30.895,Pass,
,,,,,,,,,,,,,,,,,,2.116337,,,,,,,,,,,,,c5b987c2-a37c-4e43-8a07-b604ef7f030b,991,,,"[13.6, 48.7]",3879678,23,,True,,,0.76864,,Right Foot,,"[22.7, 57.5]",,Ground Pass,,12.658989,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,Regular Play,Orestis Karnezis,3742.0,Goalkeeper,67,Udinese,230,['79214c56-69b5-41be-b603-9a99bd5bf61a'],38,,,,,,,,,,,,,,,,,Udinese,230,00:23:38.937,Pass,
,,,,,,,,,,,,,,,,,,1.158213,,,,,,,,,,,,,41f9eb36-97d5-4364-b870-df6f9e91b6ce,993,,,"[34.6, 63.1]",3879678,23,,,,,-2.077895,,Right Foot,,"[31.1, 56.8]",,Ground Pass,,7.206941,,,,Danilo Larangeira,7799.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,67,Udinese,230,['a8fa931b-d0bb-4fe5-b28f-819c0c5da4b3'],45,,,,,,,,,,,,,,,,,Udinese,230,00:23:45.459,Pass,
,,,,,,,,,,,,,,,,,,0.964071,,,,,,,,,,,,,3e120c72-882e-425f-99bc-1375b6a3263a,996,,,"[52.3, 55.6]",3879678,23,,,,,-0.9224643,,Right Foot,,"[62.3, 42.4]",,Ground Pass,,16.560194,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,67,Udinese,230,['39fca195-5482-4ecf-b220-ad93ae29a3eb'],50,,,,,,,,,,,,,,,,,Udinese,230,00:23:50.122,Pass,
,,,,,,,,,,,,,,,,,,0.931699,,,,,,,,,,,,,4430aec7-a876-47ae-94e3-6c888499b8ef,999,,,"[62.3, 42.4]",3879678,23,,,,,1.1609212,,Right Foot,,"[68.6, 56.9]",,Ground Pass,,15.809491,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,67,Udinese,230,['fe710d9a-85a4-4348-b3c0-489f00654abd'],51,,,,,,,,,,,,,,,,,Udinese,230,00:23:51.164,Pass,
,,,,,,,,,,,,,,,,,,1.089611,,,,,,,,,,,,,6e5e28da-f13e-4d71-96c1-25cb32b3a45a,1002,,,"[68.7, 57.1]",3879678,23,,,,,-3.1071236,,Right Foot,,"[60.0, 56.8]",,Low Pass,,8.705171,,,,Danilo Larangeira,7799.0,,,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,67,Udinese,230,['54e78b64-a2b1-4d37-af4a-583fa47fed21'],52,,,,,,,,,,,,,,,,,Udinese,230,00:23:52.154,Pass,
,,,,,,,,,,,,,,,,,,3.712217,,,,,,,,,,,,,6b7956cd-e76d-464c-b05b-27764af8e3a2,1005,,,"[65.1, 57.9]",3879678,23,,,,,-0.99265885,,Right Foot,,"[98.9, 6.1]",,High Pass,,61.85208,,,,Ali Adnan Kadhim Al Tameemi,8191.0,,True,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,67,Udinese,230,['117b7f0d-719b-4bd9-bed5-dd6af13f4b4e'],56,,,,,,,,,,,,,,,,,Udinese,230,00:23:56.101,Pass,
,,,,,,,,,,,,,,,,,,0.197924,,,,,,,,,,,,,1cbc1156-fdc3-4cd9-b7d0-2ddfd0cd1842,1007,,,"[98.9, 6.1]",3879678,23,,,,,1.1263771,,Head,,"[99.9, 8.2]",,Low Pass,,2.3259406,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,67,Udinese,230,"['a8cbb1dd-7464-4d3e-9e1d-9606a528aa3b', 'fae5d95f-1342-45c2-b199-9141203fa5c3']",59,,,,,,,,,,,,,,,,,Udinese,230,00:23:59.886,Pass,
,,,,,,,,,,,,,,,,,,0.865964,,,,,,,,,,,,,7a5b3a2a-acc1-46b1-b7e9-e79747fb1ad1,1013,,,"[6.6, 78.3]",3879678,24,,,,,-2.0940747,,Left Foot,,"[2.1, 70.5]",,Ground Pass,,9.004998,,,,Isaac Cofie,7460.0,,,,,,1,Regular Play,Cristian Zaccardo,387300.0,Right Back,67,Udinese,230,"['5fb3a15d-d40a-4b0b-a365-0ea50e05c329', 'df371d3e-aa28-4a0e-aadb-36f00841c06e']",3,,,,,,,,,,,,,,,,,Carpi,1683,00:24:03.879,Pass,True
,,,,,,,,,,,,,,,,,,5.170472,,,,,,,,,,,,,e901bf8b-326c-48d5-a373-0a81c1c98d85,1015,,,"[2.1, 69.8]",3879678,24,,,,,-0.049113017,,Right Foot,,"[61.1, 66.9]",,High Pass,,59.071228,,Incomplete,,Lorenzo Lollo,30829.0,,,,,,1,Regular Play,Isaac Cofie,7460.0,Right Defensive Midfield,67,Udinese,230,"['6da2d80a-8fd5-4414-8626-c2ccce1c0344', '7f973829-2969-4055-a17d-7c4d36ddd372']",4,,,,,,,,,,,,,,,,,Carpi,1683,00:24:04.745,Pass,
,,,,,,,,,,,,,,,,,,1.386174,,,,,,,,,,,,,b27935e7-9505-4349-86f9-f83818254f3b,1019,,,"[57.7, 15.3]",3879678,24,,,,,-0.37185606,,Right Foot,,"[77.7, 7.5]",,Ground Pass,,21.467184,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,67,Udinese,230,['ba10ef47-164d-4603-b24b-c8f7da087904'],10,,,,,,,,,,,,,,,,,Udinese,230,00:24:10.733,Pass,
,,,,,,,,,,,,,,,,,,3.017908,,,,,,,,,,,,,b5c3f712-2c5f-415b-8412-20d96c6f1c4a,1022,,,"[68.6, 10.5]",3879678,24,,,,,1.8306108,,Right Foot,,"[58.1, 50.0]",,High Pass,,40.87175,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,67,Udinese,230,['3a04c942-bce2-4a95-b9e5-0696c25b93f1'],15,,,,,,,,,,,,,,,,,Udinese,230,00:24:15.468,Pass,
,,,,,,,,,,,,,,,,,,2.786179,,,,,,,,,,,,,8a87feea-9a3a-4bf5-8413-3caf48b7b266,1026,,,"[55.6, 58.1]",3879678,24,,,,,-1.5640397,,Right Foot,,"[55.8, 28.5]",,Ground Pass,,29.600676,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,67,Udinese,230,['23b45287-63b4-4f3b-8f6f-50b73ca26164'],21,,,,,,,,,,,,,,,,,Udinese,230,00:24:21.238,Pass,
,,,,,,,,,,,,,,,,,,1.011282,,,,,,,,,,,,,34fd9656-f926-42af-a5ae-1d44782f6f23,1029,,,"[55.8, 28.5]",3879678,24,,,,,0.67267054,,Left Foot,,"[61.7, 33.2]",,Ground Pass,,7.543209,,,,Francesco Lodi,40367.0,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,67,Udinese,230,['6ae041fc-0a33-4789-9dea-9575b1865e31'],24,,,,,,,,,,,,,,,,,Udinese,230,00:24:24.929,Pass,
,,,,,,,,,,,,,,,,,,0.810091,,,,,,,,,,,,,fa8793a5-7be7-4aec-b87d-868b24705b53,1032,,,"[65.1, 27.2]",3879678,24,,,,,-2.691833,,Right Foot,,"[56.4, 23.0]",,Ground Pass,,9.660746,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,67,Udinese,230,['b0b7bd5a-594e-4310-b34f-cd5ac1ea3346'],26,,,,,,,,,,,,,,,,,Udinese,230,00:24:26.749,Pass,
,,,,,,,,,,,,,,,,,,1.214899,,,,,,,,,,,,,3976a275-b355-482a-a825-6c10603f9d11,1035,,,"[56.4, 23.0]",3879678,24,,,,,2.0344439,,Left Foot,,"[52.5, 30.8]",,Ground Pass,,8.720665,,,,Danilo Larangeira,7799.0,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,67,Udinese,230,['dbd68962-bf81-4e8f-9974-f4b988aa4025'],27,,,,,,,,,,,,,,,,,Udinese,230,00:24:27.900,Pass,
,,,,,,,,,,,,,,,,,,0.843368,,,,,,,,,,,,,6fb3c87e-c614-4197-8ebd-8996e5ba6143,1038,,,"[55.0, 31.7]",3879678,24,,,,,0.6121525,,Right Foot,,"[64.4, 38.3]",,Ground Pass,,11.485643,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,67,Udinese,230,['b93ab4d3-1dae-4490-8ba4-132d3441331d'],30,,,,,,,,,,,,,,,,,Udinese,230,00:24:30.040,Pass,
,,,,,,,,,,,,,,,,,,1.545728,,,,,,,,,,,,,9af77133-c6fb-4655-92d6-70866fa1e826,1041,,,"[69.3, 35.2]",3879678,24,,,,,-1.831848,,Right Foot,,"[61.9, 7.5]",,Ground Pass,,28.671413,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,67,Udinese,230,['659193b0-c4cd-4edd-be3c-2afac7645cf1'],32,,,,,,,,,,,,,,,,,Udinese,230,00:24:32.509,Pass,
,,,,,,,,,,,,,,,,,,1.093667,,,,,,,,,,,,,aaedb32a-e93f-4905-bf80-e963795992db,1044,,,"[63.2, 8.1]",3879678,24,,,,,0.42214894,,Left Foot,,"[75.0, 13.4]",,Ground Pass,,12.93561,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,67,Udinese,230,['27220168-f239-4268-bc38-35b3f691ff4c'],35,,,,,,,,,,,,,,,,,Udinese,230,00:24:35.871,Pass,
,,,,,,,,,,,,,,,,,,1.110617,,,,,,,,,,,,,aac79fcb-cff5-47ce-9166-7a662ee8d585,1047,,,"[74.9, 14.1]",3879678,24,,,,,-2.8266757,,Right Foot,,"[61.7, 9.8]",,Ground Pass,,13.882723,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,67,Udinese,230,['11c53daf-27b8-4256-8157-9e85e06f1853'],37,,,,,,,,,,,,,,,,,Udinese,230,00:24:37.048,Pass,
,,,,,,,,,,,,,,,,,,0.564563,,,,,,,,,,,,,daa48a9d-4fb4-4891-922a-8f5e7172c9e1,1050,,,"[63.8, 9.9]",3879678,24,,,,,1.5004898,,Left Foot,,"[64.8, 24.1]",,Ground Pass,,14.2351675,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,67,Udinese,230,['495b3596-f37a-4438-ab22-b3ef6d476ef3'],38,,,,,,,,,,,,,,,,,Udinese,230,00:24:38.925,Pass,
,,,,,,,,,,,,,,,,,,1.992504,,,,,,,,,,,,,d84a5f8d-d466-4b5a-ad8a-c06c4f110553,1053,,,"[68.7, 30.4]",3879678,24,,,,,1.5829316,,Right Foot,,"[68.2, 71.6]",,Ground Pass,,41.203033,,,,Iván Rodrigo Piris Leguizamón,46670.0,,True,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,67,Udinese,230,['707c061c-cf3f-463c-a575-7798e6b49ac7'],42,,,,,,,,,,,,,,,,,Udinese,230,00:24:42.861,Pass,
,,,,,,,,,,,,,,,,,,0.691014,,,,,,,,,,,,,97e8a155-3b99-445a-91cc-2e29767c4d68,1056,,,"[68.2, 71.6]",3879678,24,,,,,-0.82802635,,Right Foot,,"[78.3, 60.6]",,Ground Pass,,14.933519,,,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,67,Udinese,230,['4fcf38e5-7199-4eb7-b88f-bfa5d279cea8'],45,,,,,,,,,,,,,,,,,Udinese,230,00:24:45.437,Pass,
,,,,,,,,,,,,,,,,,,0.986457,,,,,,,,,,,,,788672e9-ba48-46d2-a49b-d960f2480f7c,1059,,,"[78.3, 60.6]",3879678,24,,,,,2.8711565,,Left Foot,,"[68.2, 63.4]",,Ground Pass,,10.480935,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,67,Udinese,230,['b49c8444-c827-463d-906d-4ddffdf3782e'],46,,,,,,,,,,,,,,,,,Udinese,230,00:24:46.198,Pass,
,,,,,,,,,,,,,,,,,,0.8658,,,,,,,,,,,,,662146bc-ba8f-4362-87c5-3aebaf722728,1062,,,"[68.2, 63.4]",3879678,24,,,,,-1.5319809,,Right Foot,,"[68.6, 53.1]",,Ground Pass,,10.307764,,,,Francesco Lodi,40367.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,67,Udinese,230,['547acb3b-8477-41b4-8834-d6811c766a20'],47,,,,,,,,,,,,,,,,,Udinese,230,00:24:47.375,Pass,
,,,,,,,,,,,,,,,,,,1.29296,,,,,,,,,,,,,c982a5a4-9d5f-4a67-8231-357accd60873,1065,,,"[67.5, 61.1]",3879678,24,,,,,0.928254,,Right Foot,,"[80.0, 77.8]",,Ground Pass,,20.86001,,,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,67,Udinese,230,['e7c68961-dcb8-4f78-892b-7dc8ddf228bf'],49,,,,,,,,,,,,,,,,,Udinese,230,00:24:49.038,Pass,
,,,,,,,,,,,,,,,,,,1.119836,,,,,,,,,,,,,5d11d726-b659-4993-bdac-68c237e782d9,1068,,,"[79.5, 77.8]",3879678,24,,,,,-1.6172744,,Right Foot,,"[78.9, 64.9]",,Ground Pass,,12.913946,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,67,Udinese,230,['115cc804-e74c-4146-ac5a-e24ada9a4bee'],51,,,,,,,,,,,,,,,,,Udinese,230,00:24:51.152,Pass,
,,,,,,,,,,,,,,,,,,0.805684,,,,,,,,,,,,,05356ca3-b891-4ec2-98df-d3e9e6f8bdc5,1071,,,"[75.6, 68.0]",3879678,24,,,,,1.6872878,,Right Foot,,"[74.5, 77.4]",,Ground Pass,,9.464143,,,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,67,Udinese,230,['411689c4-ccb7-4636-a46f-1abb6c06cadb'],53,,,,,,,,,,,,,,,,,Udinese,230,00:24:53.338,Pass,
,,,,,,,,,,,,,,,,,,2.079543,,,,,,,,,,,,,f87357a7-a253-48bf-a93d-f15c2fd2c3b9,1075,,,"[65.1, 61.5]",3879678,24,,,,,-1.3701888,,Left Foot,,"[72.4, 25.6]",,Ground Pass,,36.63468,,Incomplete,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,67,Udinese,230,"['68cf934f-bca2-451e-960e-b80655c50464', 'b0b27993-9e5a-4c12-b342-774a99304938', 'f1f55e04-c318-4209-91c0-d26d5006b645']",57,,,,,,,,,,,,,,,,,Udinese,230,00:24:57.805,Pass,True
,,,,,,,,,,,,,,,,,,3.990373,,,,,,,,,,,,,68cf934f-bca2-451e-960e-b80655c50464,1077,,,"[47.7, 54.5]",3879678,24,,,,,0.44752,,Right Foot,,"[82.7, 71.3]",,High Pass,,38.82319,,,,Jerry Uche Mbakogu,32608.0,,,,,Recovery,1,Regular Play,Lorenzo Pasciuti,387472.0,Right Wing,68,Carpi,1683,"['03479c63-3228-4abb-b10c-31a748a0732e', 'f87357a7-a253-48bf-a93d-f15c2fd2c3b9']",59,,,,,,,,,,,,,,,,,Carpi,1683,00:24:59.885,Pass,
,,,,,,,,,,,,,,,,,,1.655752,,,,,,,,,,,,,8544d932-d46d-4b26-91ab-0ce62596e2a8,1080,,,"[111.8, 68.1]",3879678,25,,,,,-2.5151474,,Right Foot,,"[96.6, 57.1]",,Ground Pass,,18.76273,,,,Raffaele Bianco,352172.0,,,,,,1,Regular Play,Jerry Uche Mbakogu,32608.0,Center Forward,68,Carpi,1683,['a4b34780-2462-4f9f-8b2e-5abbe3ef6c00'],12,,,,,,,,,,,,,,,,,Carpi,1683,00:25:12.483,Pass,
,,,,,,,,,,,,,,,,,,1.177959,,,,,,,,,,,,,20b50c82-51fd-4001-bd85-1781f86f4cba,1083,,,"[96.6, 57.1]",3879678,25,,,,,-0.97528315,608592fb-0a25-4ac8-8fed-d76e206393d8,Right Foot,,"[111.1, 35.7]",True,High Pass,,25.849758,,,,Lorenzo Pasciuti,387472.0,,,,,,1,Regular Play,Raffaele Bianco,352172.0,Left Defensive Midfield,68,Carpi,1683,['550db60d-25c8-4403-9ec7-d6abca81369b'],15,,,,,,,,,,,,,,,,,Carpi,1683,00:25:15.087,Pass,
,,,,,,,,,,,,,,,,,,0.195268,,,,,,,,,,,,,aadcfb03-893b-4a3f-a7b1-20beb64592aa,1088,,,"[61.0, 40.1]",3879678,26,,,,,-2.5652175,,Right Foot,,"[59.0, 38.8]",,Ground Pass,,2.3853722,,,,Stipe Perica,7805.0,,,,,Kick Off,1,From Kick Off,Cyril Théréau,8272.0,Left Center Forward,69,Udinese,230,['b32b6311-a3fa-4a62-98bc-f94ade2c22d7'],13,,,,,,,,,,,,,,,,,Udinese,230,00:26:13.658,Pass,
,,,,,,,,,,,,,,,,,,0.748924,,,,,,,,,,,,,88c9cecd-ef05-4846-8b6d-5d33215bdc0d,1090,,,"[59.0, 38.8]",3879678,26,,,,,2.5899377,,Right Foot,,"[52.5, 42.8]",,Ground Pass,,7.632169,,,,Francesco Lodi,40367.0,,,,,,1,From Kick Off,Stipe Perica,7805.0,Right Center Forward,69,Udinese,230,['712611ba-4ef2-4867-ae18-1f2cd7ff7a5a'],13,,,,,,,,,,,,,,,,,Udinese,230,00:26:13.853,Pass,
,,,,,,,,,,,,,,,,,,1.978165,,,,,,,,,,,,,71a99577-4d9d-4b56-bd5f-91dd48766eb0,1093,,,"[56.0, 42.8]",3879678,26,,,,,1.1633929,,Left Foot,,"[70.5, 76.4]",,Low Pass,,36.59522,,,,Silvan Widmer,7796.0,,,,,,1,From Kick Off,Francesco Lodi,40367.0,Center Defensive Midfield,69,Udinese,230,['83ae85e5-0394-45b1-9c35-565d8cf310e2'],16,,,,,,,,,,,,,,,,,Udinese,230,00:26:16.308,Pass,
,,,,,,,,,,,,,,,,,,2.009699,,,,,,,,,,,,,96bebab1-e701-481e-b79e-a5f2fe9f6e3d,1096,,,"[67.5, 77.5]",3879678,26,,,,,-3.076684,,Right Foot,,"[47.5, 76.2]",,Ground Pass,,20.042206,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Wing Back,69,Udinese,230,['9fc11739-16d8-4942-b526-6f20127b727f'],19,,,,,,,,,,,,,,,,,Udinese,230,00:26:19.227,Pass,
,,,,,,,,,,,,,,,,,,2.883156,,,,,,,,,,,,,b5c734f8-9761-4cc8-aece-53c7b1573727,1103,,,"[68.7, 9.0]",3879678,26,,,,,-0.12683228,24b25669-9076-414f-880f-422fe6a370e6,Right Foot,,"[98.5, 5.2]",,Ground Pass,,30.041306,,,,Antonio Di Gaudio,11502.0,True,,,,,1,From Counter,Lorenzo Lollo,30829.0,Center Attacking Midfield,70,Carpi,1683,['9acef6d4-7404-46ab-9466-0c6bb635abb7'],27,,,,,,,,,,,,,,,,,Carpi,1683,00:26:27.088,Pass,
,,,,,,,,,,,,,,,,,,2.528445,,,,,,,,,,,,,de5d1612-4afc-491a-a1ff-d39e02fe9c2b,1109,,,"[7.0, 44.1]",3879678,26,,True,,,-0.5663973,,Right Foot,,"[65.5, 6.9]",,High Pass,,69.325966,,Incomplete,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,Goal Kick,1,From Goal Kick,Orestis Karnezis,3742.0,Goalkeeper,71,Udinese,230,"['42ca4dd5-97f9-4799-8b3a-9bfae7cdb01e', '74e913ba-e54e-468f-8f49-409b10f85736']",57,,,,,,,,,,,,,,,,,Udinese,230,00:26:57.124,Pass,
,,,,,,,,,,,,,,,,,,1.23683,,,,,,,,,,,,,42ca4dd5-97f9-4799-8b3a-9bfae7cdb01e,1112,,,"[54.6, 73.2]",3879678,26,,,,True,0.44237423,,,,"[60.3, 75.9]",,High Pass,,6.307139,,,,Lorenzo Pasciuti,387472.0,,,,,Recovery,1,From Goal Kick,Cristian Zaccardo,387300.0,Right Back,71,Udinese,230,"['1c3b96eb-9218-4f20-b934-863df3b089be', 'de5d1612-4afc-491a-a1ff-d39e02fe9c2b', 'ef48f2b1-4d6a-4485-a959-ddf9a6d0655f']",59,,,,,,,,,,,,,,,,,Carpi,1683,00:26:59.653,Pass,True
,,,,,,,,,,,,,,,,,,1.782635,,,,,,,,,,,,,ee2d0373-97a3-430b-9019-a78f240676d9,1114,,,"[60.3, 75.9]",3879678,27,,,,,-0.8786521,,Left Foot,,"[79.2, 53.1]",,Low Pass,,29.61503,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,1,From Goal Kick,Lorenzo Pasciuti,387472.0,Right Wing,71,Udinese,230,"['47741168-d487-499a-ae55-ca06286ff28f', 'a0119830-c248-460c-b0d5-241481a548da']",0,,,,,,,,,,,,,,,,,Carpi,1683,00:27:00.890,Pass,
,,,,,,,,,,,,,,,,,,2.484109,,,,,,,,,,,,,47741168-d487-499a-ae55-ca06286ff28f,1116,,,"[40.9, 27.0]",3879678,27,,,,,-0.21833804,,Right Foot,,"[72.9, 19.9]",,High Pass,,32.778194,,Incomplete,,Stipe Perica,7805.0,,,,,Recovery,1,From Goal Kick,Danilo Larangeira,7799.0,Center Back,71,Udinese,230,"['04f03266-2767-430e-80e9-cda96cf8414a', '18d14ae6-ab7a-4043-982d-1e388b94f13a', 'ee2d0373-97a3-430b-9019-a78f240676d9']",2,,,,,,,,,,,,,,,,,Udinese,230,00:27:02.672,Pass,
,,,,,,,,,,,,,,,,,,1.221242,,,,,,,,,,,,,18d14ae6-ab7a-4043-982d-1e388b94f13a,1118,,,"[47.2, 60.2]",3879678,27,,,,,-0.48355648,,Head,,"[65.1, 50.8]",,Low Pass,,20.218061,,Incomplete,,Lorenzo Lollo,30829.0,,,,,Recovery,1,From Goal Kick,Simone Romagnoli,7172.0,Right Center Back,71,Udinese,230,"['416ca13f-36f1-4f7b-a9fa-dd1272f1f8e6', '47741168-d487-499a-ae55-ca06286ff28f', '56f3c335-aef8-421f-b613-cf751f860d5f']",5,,,,,,,,,,,,,,,,,Carpi,1683,00:27:05.157,Pass,
,,,,,,,,,,,,,,,,,,0.48976,,,,,,,,,,,,,577a743b-3eaa-4cc0-b795-2e040e47c2e2,1123,,,"[62.5, 39.0]",3879678,27,,,,,0.0,,Left Foot,,"[64.2, 39.0]",,Low Pass,,1.7,,Incomplete,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,From Goal Kick,Francesco Lodi,40367.0,Center Defensive Midfield,71,Udinese,230,"['46cdfd0e-4498-4f63-beea-283c3ed9f19e', '819d551d-65bb-4a41-94f9-fba0ca546b2d', 'd46910f4-ac4b-41f3-ab3d-1bc36ddd9d6b']",7,,,,,,,,,,,,,,,,,Udinese,230,00:27:07.723,Pass,True
