50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.082113,,,,,,,,,,,,5927d4ab-2c5d-4d00-b0a0-a571e2a6f804,19,,"[2.8, 37.4]",3879591,0,,,,,-0.2491388,,Left Foot,,,,"[48.0, 25.9]",Low Pass,,46.640003,,,Incomplete,,Davide Biondini,10030.0,,,,,,1,From Kick Off,Gianluca Pegolo,7123.0,Goalkeeper,2,Sassuolo,232,"['1cc67597-df2b-426e-b6ca-923f6f539ef6', '32ec74e4-24dc-4e9a-b6c5-841a8e5665e9', '64048546-cf17-4907-9f34-7bee8850fe6e']",11,,,,,,,,,,,,,,,,Sassuolo,232,00:00:11.591,Pass,True
,,,,,,,,,,,,,,,,1.097083,,,,,,,,,,,,088f4c91-7638-40ce-bc72-42014ffe6e09,24,,"[65.5, 50.5]",3879591,0,,,,,-0.008230267,,Right Foot,,,,"[89.8, 50.3]",Low Pass,,24.300823,,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Recovery,1,From Kick Off,Leonardo Bonucci,7173.0,Right Center Back,2,Sassuolo,232,"['60712ffe-60ce-4705-ac73-3637dd3a02a1', 'fd1f91a2-b5ed-455f-bee5-8414a259db53']",14,,,,,,,,,,,,,,,,Juventus,224,00:00:14.826,Pass,True
,,,,,,,,,,,,,,,,1.952997,,,,,,,,,,,,ced5ac99-d51c-4381-aef8-cb1b76f90eca,29,,"[10.6, 38.3]",3879591,0,,,,,-0.95733625,,Keeper Arm,,,,"[31.3, 8.9]",Low Pass,,35.956223,,,,,Federico Peluso,7118.0,,,,,,1,From Kick Off,Gianluca Pegolo,7123.0,Goalkeeper,2,Sassuolo,232,['ef489f1a-ab77-4a68-b51b-0bd1f733068f'],23,,,,,,,,,,,,,,,,Sassuolo,232,00:00:23.863,Pass,
,,,,,,,,,,,,,,,,0.268679,,,,,,,,,,,,be6fe254-0885-4423-a904-5e04d74c466f,32,,"[31.3, 8.9]",3879591,0,,,,,0.0,,Left Foot,,,,"[35.6, 8.9]",Ground Pass,,4.3,,,Incomplete,,Nicola Sansone,6859.0,,,,,,1,From Kick Off,Federico Peluso,7118.0,Left Back,2,Sassuolo,232,"['0debfca6-371f-46b7-82f6-2f2a83873767', '47beb5c4-0297-47c8-99ba-199106a817b7']",25,,,,,,,,,,,,,,,,Sassuolo,232,00:00:25.940,Pass,
,,,,,,,,,,,,,,,,0.775848,,,,,,,,,,,,85c147f7-54ac-4daf-833f-c9e2775fffc4,37,,"[33.0, 15.2]",3879591,0,,,,,-1.5707964,,Left Foot,,,,"[33.0, 9.9]",Ground Pass,,5.3,,,Incomplete,,Federico Peluso,7118.0,,,,,Recovery,1,From Kick Off,Francesco Magnanelli,7127.0,Center Defensive Midfield,2,Sassuolo,232,"['0cb54b2c-ec99-45dc-a23e-ba559c2a1304', 'b4c163cc-b345-4b52-bd90-9783a1106e01', 'c1df6a06-d650-4f15-83d4-921e1dba982d']",28,,,,,,,,,,,,,,,,Sassuolo,232,00:00:28.054,Pass,True
,,,,,,,,,,,,,,,,0.995737,,,,,,,,,,,,9c907afa-5985-4b9a-ab03-9fe10f382acc,41,,"[84.0, 68.0]",3879591,0,,,,,-2.3813992,,Left Foot,,,,"[77.9, 62.2]",Ground Pass,,8.417244,,,,,Mario Lemina,3951.0,,,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Midfield,3,Juventus,224,['d9712679-d802-4151-b5cb-bdb866acb91d'],29,,,,,,,,,,,,,,,,Juventus,224,00:00:29.701,Pass,
,,,,,,,,,,,,,,,,1.016596,,,,,,,,,,,,0eb261e2-3e92-49e8-8099-8053495e6703,43,,"[77.2, 62.4]",3879591,0,,,,,0.8701007,,Right Foot,,,,"[86.9, 73.9]",Ground Pass,,15.0446005,,,,,Stefano Sturaro,7013.0,,,,,,1,Regular Play,Mario Lemina,3951.0,Left Defensive Midfield,3,Juventus,224,['7f22cb6e-b712-42d1-9bd3-b90b84812862'],30,,,,,,,,,,,,,,,,Juventus,224,00:00:30.697,Pass,
,,,,,,,,,,,,,,,,1.404524,,,,,,,,,,,,9a47c753-b23d-4aea-ad17-6b9577b7e023,46,,"[86.9, 73.9]",3879591,0,,,,,-3.0353277,,Right Foot,,,,"[79.4, 73.1]",Ground Pass,,7.542546,,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,Regular Play,Stefano Sturaro,7013.0,Right Defensive Midfield,3,Juventus,224,['68e9463b-ec82-4ae4-bfd4-0717fdc2b0a2'],32,,,,,,,,,,,,,,,,Juventus,224,00:00:32.704,Pass,
,,,,,,,,,,,,,,,,1.453477,,,,,,,,,,,,28ecee84-55af-4c3b-889a-777018507a5d,49,,"[74.7, 72.6]",3879591,0,,,,,3.09995,,Right Foot,,,,"[55.5, 73.4]",Ground Pass,,19.21666,,,,,Andrea Barzagli,6943.0,,,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Midfield,3,Juventus,224,['3ad5d051-94a6-431a-b3ac-435dda6483fe'],35,,,,,,,,,,,,,,,,Juventus,224,00:00:35.118,Pass,
,,,,,,,,,,,,,,,,1.129493,,,,,,,,,,,,d2227da1-241b-4c7e-a289-a2833ae4dddf,52,,"[55.5, 70.4]",3879591,0,,,,,-2.2073045,,Right Foot,,,,"[38.5, 47.4]",Ground Pass,,28.600698,,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Andrea Barzagli,6943.0,Right Back,3,Juventus,224,['5dc2fa7a-cec1-4c0e-bbb8-e64069b67ffc'],37,,,,,,,,,,,,,,,,Juventus,224,00:00:37.480,Pass,
,,,,,,,,,,,,,,,,3.116,,,,,,,,,,,,7bacffe4-fd6c-48f8-aa8e-aa5c04b70a5e,56,,"[44.9, 54.6]",3879591,0,,,,,-0.51396483,,Right Foot,,,,"[99.1, 24.0]",High Pass,,62.241467,,,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,3,Juventus,224,"['ae5c08a5-2053-4a9a-856c-17efe321262e', 'bb94e053-e26c-474e-8c30-f6c06333bede', 'bbdacc97-35c9-4652-8474-aeba877e21c5']",41,,,,,,,,,,,,,,,,Juventus,224,00:00:41.981,Pass,True
,,,,,,,,,,,,,,,,1.416555,,,,,,,,,,,,046cfbe2-8944-48ce-b941-2eccf7ea25a3,61,,"[95.2, 15.3]",3879591,0,,,,,-1.1633664,,Right Foot,,,,"[99.3, 5.8]",Ground Pass,,10.34698,,,,,Alex Sandro Lobo Silva,6945.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Midfield,3,Juventus,224,['bb4a9db3-c9d7-4ceb-8007-8cf4c12f0297'],48,,,,,,,,,,,,,,,,Juventus,224,00:00:48.949,Pass,
,,,,,,,,,,,,,,,,1.235672,,,,,,,,,,,,34b999fb-fae0-466b-816b-2ba6c0efa608,64,,"[100.8, 5.8]",3879591,0,,,,,2.7810266,,Left Foot,,,,"[88.6, 10.4]",Ground Pass,,13.038404,,,,,Paul Pogba,20004.0,,,,,,1,Regular Play,Alex Sandro Lobo Silva,6945.0,Left Back,3,Juventus,224,['8f4ab486-7119-46ef-ab28-3879cd96a208'],51,,,,,,,,,,,,,,,,Juventus,224,00:00:51.257,Pass,
,,,,,,,,,,,,,,,,1.199134,,,,,,,,,,,,4c8fbc76-466f-49f2-acfc-cfc9bcc137b9,68,,"[89.6, 15.3]",3879591,0,,,,,0.82209873,,Right Foot,True,,,"[111.9, 39.3]",High Pass,,32.761105,,,Incomplete,,Stefano Sturaro,7013.0,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Midfield,3,Juventus,224,"['35cd315c-3dfc-4f1f-9da9-d88ca37b1bf6', '80af5e36-b4ed-45ab-8802-fcf31edacb1b', 'a0ec50da-b430-4f6a-80ea-60d122c71daf']",53,,,,,,,,,,,,,,,,Juventus,224,00:00:53.924,Pass,True
,,,,,,,,,,,,,,,,0.922588,,,,,,,,,,,,3b6879e0-bd6e-4f51-99b9-da99c94d9dc0,71,,"[120.0, 0.1]",3879591,1,,,,,1.7313082,,Left Foot,,,,"[116.6, 21.1]",Ground Pass,,21.273458,,,Incomplete,,Juan Guillermo Cuadrado Bello,5689.0,,,,,Corner,1,From Corner,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,4,Juventus,224,"['02391857-7eef-4464-b8dd-62020b324375', '1085113f-ec71-459d-bc99-0eb78c9f9e4c']",37,,,,,,,,,,,,,,,,Juventus,224,00:01:37.581,Pass,
,,,,,,,,,,,,,,,,1.169867,,,,,,,,,,,,51ffb94d-1993-4c31-99a0-5cb23dd9f03b,74,,"[120.0, 0.1]",3879591,2,,,,,1.7592834,,Left Foot,,,,"[113.4, 34.7]",High Pass,,35.223854,,,Incomplete,True,Leonardo Bonucci,7173.0,,,Outswinging,,Corner,1,From Corner,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,Juventus,224,"['66c47692-ab7b-4592-8952-d80a18f0142f', 'ac37da05-1633-427c-8a04-c6f6230752e6']",5,,,,,,,,,,,,,,,,Juventus,224,00:02:05.212,Pass,
,,,,,,,,,,,,,,,,0.96702,,,,,,,,,,,,824a377c-5043-4cbc-bafb-1abcbe3250b4,82,,"[63.8, 0.1]",3879591,2,,,,,0.36625555,,,,,,"[71.1, 2.9]",Low Pass,,7.8185678,,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Throw-in,1,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Back,6,Juventus,224,['7393a9ef-67f0-4bbe-ba04-ac1fea86152f'],23,,,,,,,,,,,,,,,,Juventus,224,00:02:23.238,Pass,
,,,,,,,,,,,,,,,,1.121445,,,,,,,,,,,,a7d2850c-0271-4f97-bb6f-b48fee9918ca,85,,"[71.3, 3.4]",3879591,2,,,,,-2.9708574,,Left Foot,,,,"[62.6, 1.9]",Ground Pass,,8.828363,,,,,Alex Sandro Lobo Silva,6945.0,,,,,,1,From Throw In,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,6,Juventus,224,"['86caef3c-16ac-4615-9a0c-e37d37a1f1c4', 'a78af862-ff2d-49d5-8b24-5a2cc9172a6c']",24,,,,,,,,,,,,,,,,Juventus,224,00:02:24.205,Pass,True
,,,,,,,,,,,,,,,,1.482965,,,,,,,,,,,,bb9c18b3-f55d-46b8-99b4-bd7edb6d891e,88,,"[62.1, 2.4]",3879591,2,,,,,3.1415927,,Left Foot,,,,"[40.2, 2.4]",Ground Pass,,21.9,,,,,Giorgio Chiellini,6954.0,,,,,,1,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Back,6,Juventus,224,['567b329d-07d5-4513-93b7-52906d356ffb'],25,,,,,,,,,,,,,,,,Juventus,224,00:02:25.494,Pass,
,,,,,,,,,,,,,,,,1.922054,,,,,,,,,,,,5b6234d5-70ea-4846-a7ea-2bb7f6886822,91,,"[34.6, 4.3]",3879591,2,,,,,1.8571007,,Right Foot,,,,"[28.3, 25.7]",Ground Pass,,22.308071,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['f9ac3629-05d8-4f15-85f1-02ed93b69ead'],28,,,,,,,,,,,,,,,,Juventus,224,00:02:28.408,Pass,
,,,,,,,,,,,,,,,,1.425735,,,,,,,,,,,,dbe7f1b4-bc39-44de-884b-b006e0abf4d6,94,,"[29.3, 26.5]",3879591,2,,,,,-1.1518949,,Right Foot,,,,"[35.4, 12.8]",Ground Pass,,14.996666,,,,,Giorgio Chiellini,6954.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,6,Juventus,224,['ef72fefd-e641-44d6-ba9d-ddc466e1d46f'],31,,,,,,,,,,,,,,,,Juventus,224,00:02:31.660,Pass,
,,,,,,,,,,,,,,,,1.466911,,,,,,,,,,,,399b9af7-2856-4b63-9905-bf6aeecdbcca,97,,"[41.4, 13.6]",3879591,2,,,,,2.0046363,,Left Foot,,,,"[33.2, 31.3]",Ground Pass,,19.507177,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['ed80d48b-fd2a-46a7-8028-bede115f134e'],34,,,,,,,,,,,,,,,,Juventus,224,00:02:34.917,Pass,
,,,,,,,,,,,,,,,,1.296172,,,,,,,,,,,,585baebc-d382-4706-b7a9-d06f0fbc1fad,100,,"[35.6, 35.2]",3879591,2,,,,,0.42877802,,Right Foot,,,,"[53.1, 43.2]",Ground Pass,,19.241882,,,,,Mario Lemina,3951.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,6,Juventus,224,['d0a93362-78b2-4d1f-9a4a-b0f0ef1d5811'],38,,,,,,,,,,,,,,,,Juventus,224,00:02:38.446,Pass,
,,,,,,,,,,,,,,,,1.432902,,,,,,,,,,,,bac9c99d-a13d-4b95-93fb-36cc0c3bd69a,103,,"[55.3, 31.3]",3879591,2,,,,,-1.9127462,,Right Foot,,,,"[49.0, 13.6]",Ground Pass,,18.787762,,,,,Giorgio Chiellini,6954.0,,,,,,1,From Throw In,Mario Lemina,3951.0,Left Defensive Midfield,6,Juventus,224,['f11d8ae2-f51b-467f-b36c-a42bf522f81b'],41,,,,,,,,,,,,,,,,Juventus,224,00:02:41.683,Pass,
,,,,,,,,,,,,,,,,1.261523,,,,,,,,,,,,f9403878-b2e8-45b2-b293-5c7033ba932f,106,,"[51.4, 12.8]",3879591,2,,,,,-0.53243244,,Right Foot,,,,"[69.9, 1.9]",Ground Pass,,21.472307,,,,,Alex Sandro Lobo Silva,6945.0,,,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['377924d6-4e3c-4eae-b553-59d5e2c4c7cc'],43,,,,,,,,,,,,,,,,Juventus,224,00:02:43.883,Pass,
,,,,,,,,,,,,,,,,1.001368,,,,,,,,,,,,5736b056-e8ba-4d81-adb3-79b4d1f9852f,110,,"[67.5, 2.6]",3879591,2,,,,,0.12505823,,Left Foot,,,,"[85.0, 4.8]",Low Pass,,17.637743,,,,,Mario Mandžukić,5472.0,,,,,,1,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Back,6,Juventus,224,"['51e34cc7-61af-4b73-b89d-38ba52b38cca', 'd1f2a544-4634-42c0-a0c3-cb132d7aff8e']",45,,,,,,,,,,,,,,,,Juventus,224,00:02:45.863,Pass,True
,,,,,,,,,,,,,,,,2.229112,,,,,,,,,,,,a488bcea-2679-48d3-ba87-239e5ef09858,116,,"[98.3, 0.1]",3879591,2,,,,,2.9996955,,,,,,"[75.2, 3.4]",Low Pass,,23.334524,,,,,Giorgio Chiellini,6954.0,,,,,Throw-in,1,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Back,7,Juventus,224,['e3631911-db17-4bb2-8b6c-47e9083933d4'],55,,,,,,,,,,,,,,,,Juventus,224,00:02:55.067,Pass,
,,,,,,,,,,,,,,,,1.584242,,,,,,,,,,,,4991af55-f48a-4770-82ad-2d5dc4a3163c,119,,"[74.3, 3.8]",3879591,2,,,,,1.0433258,,Left Foot,,,,"[80.3, 14.1]",Ground Pass,,11.920151,,,,,Paul Pogba,20004.0,,,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,7,Juventus,224,['984d148e-aac3-4650-966a-8903800f52ce'],58,,,,,,,,,,,,,,,,Juventus,224,00:02:58.292,Pass,
,,,,,,,,,,,,,,,,2.166904,,,,,,,,,,,,44da9b82-5423-4257-b809-45b406e8e3c5,122,,"[80.6, 17.2]",3879591,2,,,,,2.5499504,,Right Foot,,,,"[55.3, 34.2]",Ground Pass,,30.480978,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Paul Pogba,20004.0,Left Midfield,7,Juventus,224,['cffabd3d-791b-42fb-b2e3-6c8e04244403'],59,,,,,,,,,,,,,,,,Juventus,224,00:02:59.876,Pass,
,,,,,,,,,,,,,,,,1.865316,,,,,,,,,,,,26221512-ae76-44d7-b1b2-b058c7521426,126,,"[56.0, 37.9]",3879591,3,,,,,1.595013,,Right Foot,,,,"[55.3, 66.8]",Ground Pass,,28.908476,,,,,Andrea Barzagli,6943.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,7,Juventus,224,['c54880b6-03d0-4609-8e57-9be3d2542d59'],3,,,,,,,,,,,,,,,,Juventus,224,00:03:03.404,Pass,
,,,,,,,,,,,,,,,,1.09281,,,,,,,,,,,,4aadf97f-c89d-4af5-8da5-bff2cd58f0f7,129,,"[55.3, 67.0]",3879591,3,,,,,-0.8249256,,Right Foot,,,,"[63.8, 57.8]",Ground Pass,,12.525574,,,,,Stefano Sturaro,7013.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Right Back,7,Juventus,224,['8c2115e2-712d-4141-9cb0-cc352116e3c8'],5,,,,,,,,,,,,,,,,Juventus,224,00:03:05.375,Pass,
,,,,,,,,,,,,,,,,0.119291,,,,,,,,,,,,3a0981ce-48c5-4cc7-8c2a-0532a9fed294,132,,"[64.1, 57.1]",3879591,3,,,,,0.18998829,,Right Foot,,,,"[66.7, 57.6]",Low Pass,,2.6476405,,,Incomplete,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,From Throw In,Stefano Sturaro,7013.0,Right Defensive Midfield,7,Juventus,224,"['8de59e92-6312-4a36-bc47-00774fca196c', 'bcb4ece7-9112-44b8-b4e6-865bdbd8bd9c']",6,,,,,,,,,,,,,,,,Juventus,224,00:03:06.468,Pass,
,,,,,,,,,,,,,,,,2.134909,,,,,,,,,,,,df5bcec8-1739-45a1-8ab8-800ce08dc766,135,,"[50.7, 26.2]",3879591,3,,,,,0.20927955,,Right Foot,,,,"[73.3, 31.0]",High Pass,,23.104113,,,Incomplete,,Sergio Floccari,6948.0,,,,,Recovery,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,7,Juventus,224,"['11ec2f24-49d4-4628-b56b-5e02b6fbc8cc', '4e037281-d267-4aa4-b07a-e07115a8c342']",8,,,,,,,,,,,,,,,,Sassuolo,232,00:03:08.473,Pass,
