50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54ae22d0-d5e7-4e2b-b75a-55a54451fd2b,1,,,3879876,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 88}, {'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,84e5b3ad-8172-4ddc-a73c-1e9400242010,2,,,3879876,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 55}, {'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d8c48db1-aec7-41ca-9a5f-77eaff4b4b56,3,,,3879876,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['f331ae36-e9d3-4f61-853e-c90a3ef685bc'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f331ae36-e9d3-4f61-853e-c90a3ef685bc,4,,,3879876,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['d8c48db1-aec7-41ca-9a5f-77eaff4b4b56'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fc9bade2-df29-4e0e-9a1b-a8ca8827b457,1661,,,3879876,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Atalanta,228,['eb6bd461-25b7-4a7f-8f36-6a1301925771'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eb6bd461-25b7-4a7f-8f36-6a1301925771,1662,,,3879876,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Atalanta,228,['fc9bade2-df29-4e0e-9a1b-a8ca8827b457'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.690056,,,,,,,,,,,,0636c338-2ca3-40e9-8340-a02e34e2b864,5,,"[60.0, 40.0]",3879876,0,,,,-2.0968628,,Right Foot,,,,"[58.2, 36.9]",,Ground Pass,,3.5846896,,,,Leonardo Pavoletti,8180.0,,,,,Kick Off,1,From Kick Off,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Center Forward,2,Genoa,233,['4e64b0f5-5511-4d7f-9db0-a541d94468bc'],0,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.647,Pass,
,,,,,,,,,,,,,,,,,0.868392,,,,,,,,,,,,1c3c5253-3c9a-4a43-a590-8a1c6051474b,7,,"[57.4, 36.7]",3879876,0,,,,3.0555983,,Right Foot,,,,"[45.8, 37.7]",,Ground Pass,,11.6430235,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Kick Off,Leonardo Pavoletti,8180.0,Left Center Forward,2,Genoa,233,['eba408f9-9aa2-425c-856d-75c6ee5c1e28'],1,,,,,,,,,,,,,,,,,Genoa,233,00:00:01.337,Pass,
,,,,,,,,,,,,,,,,,1.270881,,,,,,,,,,,,a069572e-1cce-486b-9ed2-e74607e680f7,10,,"[43.6, 33.9]",3879876,0,,,,-1.8012642,,Left Foot,,,,"[39.4, 16.0]",,Ground Pass,,18.386137,,,,Armando Izzo,9940.0,,,,,,1,From Kick Off,Tomás Eduardo Rincón Hernández,7475.0,Center Attacking Midfield,2,Genoa,233,['7f1ee3b3-e67e-45a0-ba47-d8f903f2aca8'],3,,,,,,,,,,,,,,,,,Genoa,233,00:00:03.496,Pass,
,,,,,,,,,,,,,,,,,0.90423,,,,,,,,,,,,5f5f8455-1266-4534-916d-fa736a521408,13,,"[39.4, 16.2]",3879876,0,,,,1.2120256,,Left Foot,,,,"[43.0, 25.8]",,Ground Pass,,10.252805,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Kick Off,Armando Izzo,9940.0,Left Center Back,2,Genoa,233,['d6415b56-c890-4b55-8f17-a4e9f1daa50e'],5,,,,,,,,,,,,,,,,,Genoa,233,00:00:05.386,Pass,
