50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.381971,,,,,,,,,,,38fe9cb5-a677-46f1-ba38-c2dd179a043e,31,,,"[49.5, 56.4]",3878595,0,,,,1.4471697,,Left Foot,,"[51.6, 73.3]",,Ground Pass,,17.029974,,,,Maurício dos Santos Nascimento,9939.0,,,,,,,1,From Free Kick,Danilo Cataldi,7107.0,Right Defensive Midfield,3,Lazio,236,['5f8182fb-4f66-420c-bfd6-e5f17a0913a8'],31,,,,,,,,,,,,,,,,,,Lazio,236,00:00:31.958,Pass,
,,,,,,,,,,,,,,,,1.585912,,,,,,,,,,,e7e53275-805c-4d70-803a-be9948944d1e,34,,,"[57.5, 73.5]",3878595,0,,,,-0.104000516,,Right Foot,,"[87.2, 70.4]",,High Pass,,29.861347,,Incomplete,,,,,,,,,,1,From Free Kick,Maurício dos Santos Nascimento,9939.0,Right Center Back,3,Lazio,236,['ab6504c3-c91d-4aa4-a16d-4dea861bc86f'],35,,,,,,,,,,,,,,,,,,Lazio,236,00:00:35.669,Pass,
,,,,,,,,,,,,,,,,2.6969,,,,,,,,,,,ab6504c3-c91d-4aa4-a16d-4dea861bc86f,35,,,"[32.9, 9.7]",3878595,0,,,,-0.17278795,,Left Foot,,"[54.1, 6.0]",,High Pass,,21.520456,,,,Cyril Théréau,8272.0,,,,,,Recovery,1,From Free Kick,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,3,Lazio,236,"['75b6c82d-4982-41c3-a55b-bfe7e7b81c8d', 'e7e53275-805c-4d70-803a-be9948944d1e']",37,,,,,,,,,,,,,,,,,,Udinese,230,00:00:37.255,Pass,
,,,,,,,,,,,,,,,,1.304706,,,,,,,,,,,0b02a4ef-6386-4cad-aca6-64793f6c804f,40,,,"[70.6, 80.0]",3878595,0,True,,,-0.25867644,,,,"[99.7, 72.3]",,High Pass,,30.101496,,,,Keita Baldé Diao,3145.0,,,,,,Throw-in,1,From Throw In,Dušan Basta,8443.0,Right Back,4,Lazio,236,['b11f3b13-79dc-4bed-af12-fe0a628cdc34'],51,,,,,,,,,,,,,,,,,,Lazio,236,00:00:51.380,Pass,
,,,,,,,,,,,,,,,,1.521791,,,,,,,,,,,aee73c02-7a4e-4d1d-8060-966d41123fc1,44,,,"[117.3, 72.9]",3878595,0,,,,-1.8484578,,Right Foot,,"[111.4, 52.2]",,High Pass,,21.524405,,Incomplete,,,,,,,,,,1,From Throw In,Keita Baldé Diao,3145.0,Center Forward,4,Lazio,236,['ce2e883d-1f8c-4cab-a512-42b8e051934b'],55,,,,,,,,,,,,,,,,,,Lazio,236,00:00:55.174,Pass,
,,,,,,,,,,,,,,,,1.569601,,,,,,,,,,,3ef736b6-8c40-480f-bbbe-8cf4a070aae5,48,,,"[11.5, 43.8]",3878595,1,,,True,3.1177876,,,,"[3.1, 44.0]",,High Pass,,8.402381,,,,Orestis Karnezis,3742.0,,,,,,Recovery,1,Regular Play,Panagiotis Giorgios Kone,33529.0,Right Center Midfield,5,Udinese,230,"['633cd28f-f918-4a07-8277-d9f11c011b96', 'e283eab5-12c8-4326-b423-3ff26d7ee43a']",0,,,,,,,,,,,,,,,,,,Udinese,230,00:01:00.263,Pass,True
,,,,,,,,,,,,,,,,2.145644,,,,,,,,,,,b65f643a-11b7-4a56-bbe8-468e947f3cb8,51,,,"[14.6, 45.8]",3878595,1,,,,1.1567404,,Keeper Arm,,"[24.4, 68.1]",,Ground Pass,,24.358366,,,,Thomas Heurtaux,8852.0,,,,,,,1,Regular Play,Orestis Karnezis,3742.0,Goalkeeper,5,Udinese,230,['3aae51eb-03ba-45b2-b71e-44e7492c1464'],11,,,,,,,,,,,,,,,,,,Udinese,230,00:01:11.120,Pass,
,,,,,,,,,,,,,,,,1.426332,,,,,,,,,,,8409fbdc-4d17-4a19-882c-b7d9ed100a26,54,,,"[24.1, 70.3]",3878595,1,,,,0.32932615,,Right Foot,,"[39.9, 75.7]",,Ground Pass,,16.697306,,,,Edenílson Andrade dos Santos,25116.0,,,,,,,1,Regular Play,Thomas Heurtaux,8852.0,Right Center Back,5,Udinese,230,['bea5470e-111a-43ba-84ee-50c80743ccc8'],14,,,,,,,,,,,,,,,,,,Udinese,230,00:01:14.701,Pass,
,,,,,,,,,,,,,,,,2.243573,,,,,,,,,,,6a26be12-fd68-4ec3-8b56-a89b9622fdce,57,,,"[38.7, 75.7]",3878595,1,,,,-2.7275937,,Right Foot,,"[25.5, 69.9]",,Ground Pass,,14.418044,,,,Thomas Heurtaux,8852.0,,,,,,,1,Regular Play,Edenílson Andrade dos Santos,25116.0,Right Wing Back,5,Udinese,230,['53c6e9d4-9e56-4625-b215-d20c17fae6a2'],16,,,,,,,,,,,,,,,,,,Udinese,230,00:01:16.720,Pass,
,,,,,,,,,,,,,,,,2.494699,,,,,,,,,,,4828240d-2567-4745-931e-a1d28644e48b,60,,,"[24.4, 67.3]",3878595,1,,,,-2.3419504,,Right Foot,,"[7.1, 49.5]",,Ground Pass,,24.821966,,,,Orestis Karnezis,3742.0,,,,,,,1,Regular Play,Thomas Heurtaux,8852.0,Right Center Back,5,Udinese,230,['f219e940-3237-4734-9df4-113651eec0b5'],19,,,,,,,,,,,,,,,,,,Udinese,230,00:01:19.171,Pass,
,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,15077eaf-6bf7-4b3e-8432-49ac8cb5a29e,63,,,"[8.0, 46.8]",3878595,1,,,,-0.05258306,,Right Foot,,"[63.1, 43.9]",,High Pass,,55.17626,,Pass Offside,,Cyril Théréau,8272.0,,,,,,,1,Regular Play,Orestis Karnezis,3742.0,Goalkeeper,5,Udinese,230,"['2d8f9563-2fda-455b-8a5b-be4fad4a87a3', '8e13e4a9-6afb-4bf3-9e7f-9df97882461f']",21,,,,,,,,,,,,,,,,,,Udinese,230,00:01:21.665,Pass,True
,,,,,,,,,,,,,,,,1.303675,,,,,,,,,,,04877e61-7add-4dcb-bbee-75e8da9814a5,65,,,"[56.3, 23.9]",3878595,1,,,,2.6011732,,Left Foot,,"[50.8, 27.2]",,Ground Pass,,6.4140472,,,,Danilo Cataldi,7107.0,,,,,,Free Kick,1,From Free Kick,Marco Parolo,8173.0,Left Defensive Midfield,6,Lazio,236,['3c2e7b8c-fdce-4f47-a470-e47d966df99b'],32,,,,,,,,,,,,,,,,,,Lazio,236,00:01:32.766,Pass,
,,,,,,,,,,,,,,,,1.049953,,,,,,,,,,,c8ad34c1-1cb7-424b-9a41-8999203c84aa,68,,,"[54.8, 38.8]",3878595,1,,,,0.71323454,,Right Foot,,"[72.6, 54.2]",,Ground Pass,,23.537205,,,,Antonio Candreva,7776.0,,,,,,,1,From Free Kick,Danilo Cataldi,7107.0,Right Defensive Midfield,6,Lazio,236,['f54284de-c60f-4812-a024-576a0ca4efa6'],36,,,,,,,,,,,,,,,,,,Lazio,236,00:01:36.414,Pass,
,,,,,,,,,,,,,,,,2.582376,,,,,,,,,,,001e42e0-ff3c-4c45-8c6f-d262b40146f1,71,,,"[71.9, 54.0]",3878595,1,,,,2.3929672,,Right Foot,,"[56.4, 68.4]",,Ground Pass,,21.156796,,,,Maurício dos Santos Nascimento,9939.0,,,,,,,1,From Free Kick,Antonio Candreva,7776.0,Right Wing,6,Lazio,236,['c2db6f10-4b5c-4998-8219-28435ec063f3'],37,,,,,,,,,,,,,,,,,,Lazio,236,00:01:37.504,Pass,
,,,,,,,,,,,,,,,,1.029504,,,,,,,,,,,7273cb1d-863e-4565-83de-ef86a14115e2,74,,,"[56.3, 67.0]",3878595,1,,,,-2.0074234,,Right Foot,,"[50.7, 55.0]",,Ground Pass,,13.242356,,,,Danilo Cataldi,7107.0,,,,,,,1,From Free Kick,Maurício dos Santos Nascimento,9939.0,Right Center Back,6,Lazio,236,['fdd1f58c-0c9c-4c2b-a597-504cdd1e121f'],41,,,,,,,,,,,,,,,,,,Lazio,236,00:01:41.233,Pass,
,,,,,,,,,,,,,,,,1.540169,,,,,,,,,,,3859d6ee-6de1-4d7c-bf21-b5c5d127abff,77,,,"[50.7, 53.1]",3878595,1,,,,-1.5195591,,Right Foot,,"[52.1, 25.8]",,Ground Pass,,27.335875,,,,Marco Parolo,8173.0,,,,,,,1,From Free Kick,Danilo Cataldi,7107.0,Right Defensive Midfield,6,Lazio,236,['09b18381-951f-4a03-8329-f0d4761f8818'],43,,,,,,,,,,,,,,,,,,Lazio,236,00:01:43.045,Pass,
,,,,,,,,,,,,,,,,1.125572,,,,,,,,,,,5abe725c-8587-47bd-b9bc-9a31b2f188aa,80,,,"[62.3, 15.6]",3878595,1,,,,-0.95184386,,Right Foot,,"[67.5, 8.3]",,Ground Pass,,8.962701,,,,Stefano Mauri,386641.0,,,,,,,1,From Free Kick,Marco Parolo,8173.0,Left Defensive Midfield,6,Lazio,236,['b6b94521-9a76-4bd8-b042-6d3e1449957f'],47,,,,,,,,,,,,,,,,,,Lazio,236,00:01:47.165,Pass,
,,,,,,,,,,,,,,,,1.43017,,,,,,,,,,,3823de95-1a35-41e7-8f89-4bfc7edcc6cb,83,,,"[65.2, 7.8]",3878595,1,,,,2.5961175,,Left Foot,,"[50.7, 16.6]",,Ground Pass,,16.961428,,,,Wesley Hoedt,3588.0,,,,,,,1,From Free Kick,Stefano Mauri,386641.0,Center Attacking Midfield,6,Lazio,236,['fff08ddb-484e-4aea-9e14-0ea682b9f090'],49,,,,,,,,,,,,,,,,,,Lazio,236,00:01:49.149,Pass,
,,,,,,,,,,,,,,,,1.544564,,,,,,,,,,,e7582546-d0b2-402d-9b1b-ccddebf59558,86,,,"[52.4, 24.7]",3878595,1,,,,1.3150818,,Left Foot,,"[60.4, 55.3]",,Ground Pass,,31.628468,,,,Antonio Candreva,7776.0,,,,,,,1,From Free Kick,Wesley Hoedt,3588.0,Left Center Back,6,Lazio,236,['9ec4db50-3bf4-4a3b-b209-f156836eab41'],51,,,,,,,,,,,,,,,,,,Lazio,236,00:01:51.785,Pass,
,,,,,,,,,,,,,,,,1.71872,,,,,,,,,,,63e0cb32-d696-4960-9c22-df2f1e7f5d16,89,,,"[56.9, 53.0]",3878595,1,,,,-2.8547623,,Right Foot,,"[43.0, 48.9]",,Ground Pass,,14.492066,,,,Maurício dos Santos Nascimento,9939.0,,,,,,,1,From Free Kick,Antonio Candreva,7776.0,Right Wing,6,Lazio,236,['6530df02-6e58-4233-a271-38564c4dc375'],54,,,,,,,,,,,,,,,,,,Lazio,236,00:01:54.992,Pass,
,,,,,,,,,,,,,,,,1.441468,,,,,,,,,,,a4c0d511-3e57-4e21-b6cb-c7ab7dfd30d2,92,,,"[44.5, 49.9]",3878595,1,,,,0.68767124,,Right Foot,,"[69.7, 70.6]",,Ground Pass,,32.61181,,,,Dušan Basta,8443.0,,,,,,,1,From Free Kick,Maurício dos Santos Nascimento,9939.0,Right Center Back,6,Lazio,236,['5451e14c-b4a2-4114-9d92-ab220df24aaf'],58,,,,,,,,,,,,,,,,,,Lazio,236,00:01:58.040,Pass,
,,,,,,,,,,,,,,,,1.364904,,,,,,,,,,,89b3622a-0430-4260-9369-d6934731d13b,99,,,"[62.3, 12.2]",3878595,2,,,,-0.5191461,,Left Foot,,"[77.7, 3.4]",,Ground Pass,,17.736967,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,,1,Regular Play,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,7,Udinese,230,['4ddbae62-2ad0-4736-9f7e-21ba2d136624'],2,,,,,,,,,,,,,,,,,,Udinese,230,00:02:02.286,Pass,
,,,,,,,,,,,,,,,,2.398386,,,,,,,,,,,7fae985e-aae5-4312-bb90-c844f089815c,105,,,"[81.6, 0.1]",3878595,2,True,,,0.25407758,,,,"[107.4, 6.8]",,High Pass,,26.65577,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,8,Udinese,230,['908ab0ff-55b0-4ea8-98e7-621449581e04'],29,,,,,,,,,,,,,,,,,,Udinese,230,00:02:29.243,Pass,
,,,,,,,,,,,,,,,,1.187851,,,,,,,,,,,c750134f-ce80-44c2-82f9-ac3c0b2b4d67,107,,,"[107.7, 8.3]",3878595,2,,,,-2.8835855,,Head,,"[100.5, 6.4]",,High Pass,,7.4464755,,,,Cyril Théréau,8272.0,,,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Left Center Forward,8,Udinese,230,['aa67e255-4657-44a1-843f-8fd73f5a9515'],31,,,,,,,,,,,,,,,,,,Udinese,230,00:02:31.801,Pass,
,,,,,,,,,,,,,,,,0.871265,,,,,,,,,,,71b4a7ea-4c1a-43d7-8446-693c6d9472ff,109,,,"[99.4, 6.3]",3878595,2,,,,0.7951066,,Head,,"[104.5, 11.5]",,Low Pass,,7.283543,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Right Center Forward,8,Udinese,230,"['0360c1c2-7ada-46ba-93b3-5b8675611a3f', '5373be50-c279-4bfa-a6f2-07765e8d4dfe']",32,,,,,,,,,,,,,,,,,,Udinese,230,00:02:32.988,Pass,
,,,,,,,,,,,,,,,,0.612439,,,,,,,,,,,30409967-fd89-4353-a4d9-04cc3afbf2d9,115,,,"[26.4, 60.2]",3878595,2,,,,1.6124389,,Left Foot,,"[26.0, 69.8]",,Ground Pass,,9.60833,,,,Danilo Cataldi,7107.0,,,,,,,1,Regular Play,Marco Parolo,8173.0,Left Defensive Midfield,9,Lazio,236,['87c4c564-d9c6-4fe0-b8a9-9366c33ae45c'],36,,,,,,,,,,,,,,,,,,Lazio,236,00:02:36.702,Pass,
,,,,,,,,,,,,,,,,1.428943,,,,,,,,,,,1cccfa54-bd49-4f25-8f0a-0774ca13514e,118,,,"[28.0, 76.0]",3878595,2,,,,-0.021198237,,Right Foot,,"[56.3, 75.4]",,Ground Pass,,28.30636,,Incomplete,,,,,,,,,,1,Regular Play,Danilo Cataldi,7107.0,Right Defensive Midfield,9,Lazio,236,['5dd6e573-62cb-4cf6-965c-b8ee1b795196'],38,,,,,,,,,,,,,,,,,,Lazio,236,00:02:38.891,Pass,
,,,,,,,,,,,,,,,,1.233068,,,,,,,,,,,7545aeb7-c235-45fd-97fc-ca5042d2e2a9,121,,,"[69.7, 80.0]",3878595,2,,,,-1.467004,,,,"[71.2, 65.6]",,Low Pass,,14.477914,,,,Danilo Cataldi,7107.0,,,,,,Throw-in,1,From Throw In,Dušan Basta,8443.0,Right Back,10,Lazio,236,['44f6a7a2-01a8-4f96-bbc5-9b89469aa688'],50,,,,,,,,,,,,,,,,,,Lazio,236,00:02:50.941,Pass,
,,,,,,,,,,,,,,,,4.600861,,,,,,,,,,,80b106e4-2310-425b-9ab3-8aae5890dc5a,124,,,"[71.9, 70.3]",3878595,2,,,,-0.788507,,Right Foot,,"[120.0, 21.9]",,High Pass,,68.23614,,Out,,,,,,True,,,,1,From Throw In,Danilo Cataldi,7107.0,Right Defensive Midfield,10,Lazio,236,,53,,,,,,,,,,,,,,,,,,Lazio,236,00:02:53.375,Pass,
