50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.697409,,,,,,,,,,,,,f79cdb19-5f38-4a97-89db-0a1fc2b2b37b,16,,,"[41.4, 14.1]",3879816,0,,,,True,0.36933365,,,,,"[56.9, 20.1]",,High Pass,,16.62077,,,Diego Perotti,7456.0,,,,,,Recovery,1,From Kick Off,Lucas Digne,6849.0,Left Back,2,Bologna,240,"['5a2f3c72-5f4a-4644-9a9f-448435e5db54', '9085f929-1df3-4fec-815e-3431918f8806', 'b3515058-eaf8-4c78-af37-7573cf462c85']",6,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:06.631,Pass,True
,,,,,,,,,,,,,,,,0.990788,,,,,,,,,,,,,90b930f0-c03f-478e-946d-75f6f7578639,21,,,"[57.0, 59.4]",3879816,0,,,,,0.21313103,,Head,,,"[70.4, 62.3]",,High Pass,,13.710216,,,Sergio Floccari,6948.0,,,,,,Recovery,1,From Kick Off,Luca Rossettini,7142.0,Right Center Back,2,Bologna,240,"['d2928445-904c-4882-91d9-6789f495a56d', 'ff26459f-62c0-47e5-b5da-abb633e9ada9']",9,,,,,,,,,,,,,,,,,,Bologna,240,00:00:09.336,Pass,True
,,,,,,,,,,,,,,,,0.449559,,,,,,,,,,,,,4c96e0a3-8203-4b53-becf-f08667c48bb3,24,,,"[70.4, 62.3]",3879816,0,,,,,-2.9902172,,Other,,,"[64.5, 61.4]",,Low Pass,,5.9682493,,,Godfred Donsah,8280.0,,,,,,,1,From Kick Off,Sergio Floccari,6948.0,Center Forward,2,Bologna,240,['578b3d96-0af2-49f4-9f1e-32a9b882e48a'],10,,,,,,,,,,,,,,,,,,Bologna,240,00:00:10.574,Pass,
,,,,,,,,,,,,,,,,0.465232,,,,,,,,,,,,,8d9cdaf6-75cb-4197-9210-1c0996395863,29,,,"[52.3, 15.4]",3879816,0,,,,,0.0,,Right Foot,,,"[54.4, 15.4]",,Ground Pass,,2.1,Incomplete,,Diego Perotti,7456.0,,,,,,Recovery,1,From Kick Off,Daniele De Rossi,7051.0,Left Defensive Midfield,2,Bologna,240,"['13355ba2-ca56-4ca5-a6f6-f8a74f0b7a20', '78908085-9ddc-443f-9340-a6a9f3dfa1b7', '931cf25c-c68d-4aa2-bc49-a3b0cf11466b']",11,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:11.657,Pass,True
,,,,,,,,,,,,,,,,1.540667,,,,,,,,,,,,,20cc8fe9-a4b6-4c87-acc7-6daeb7ecad5c,32,,,"[50.8, 0.1]",3879816,0,,True,,,2.8532114,,,,,"[29.9, 6.3]",,Low Pass,,21.80023,,,Antonio Rüdiger,3167.0,,,,,,Throw-in,1,From Throw In,Lucas Digne,6849.0,Left Back,3,AS Roma,229,['e66713ee-4623-4bbe-ac61-9c2ac84b44da'],18,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:18.631,Pass,
,,,,,,,,,,,,,,,,1.579084,,,,,,,,,,,,,eae84e97-9c40-49e1-8a44-b244643dbe37,34,,,"[28.6, 7.5]",3879816,0,,,,,1.437685,,Right Foot,,,"[33.3, 42.6]",,Ground Pass,,35.413273,,,Konstantinos Manolas,7048.0,,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,AS Roma,229,['99f11a34-cd59-4948-b975-3f7f11a4cdd7'],21,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:21.142,Pass,
,,,,,,,,,,,,,,,,1.193301,,,,,,,,,,,,,e713a7e4-99c1-471d-966a-adb35095b377,37,,,"[34.5, 43.5]",3879816,0,,,,,0.32625502,,Right Foot,,,"[47.8, 48.0]",,Ground Pass,,14.040655,,,Miralem Pjanić,6947.0,,,,,,,1,From Throw In,Konstantinos Manolas,7048.0,Right Center Back,3,AS Roma,229,['aa45f937-7fdd-4153-892c-526962880347'],23,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:23.947,Pass,
,,,,,,,,,,,,,,,,0.880192,,,,,,,,,,,,,16788691-43e2-4236-a3ff-1261f42019a6,40,,,"[47.8, 51.9]",3879816,0,,,,,0.47479957,,Right Foot,,,"[58.5, 57.4]",,Ground Pass,,12.030794,,,Iago Falqué Silva,7468.0,,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Right Defensive Midfield,3,AS Roma,229,['361d7cbf-e76f-4059-9fa7-c3c3727d6b18'],26,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:26.114,Pass,
,,,,,,,,,,,,,,,,1.238641,,,,,,,,,,,,,0b3e4d39-1897-45f8-b739-97f9a6c992c2,43,,,"[58.5, 58.7]",3879816,0,,,,,2.6892228,,Left Foot,,,"[47.8, 63.9]",,Ground Pass,,11.896638,,,Miralem Pjanić,6947.0,,,,,,,1,From Throw In,Iago Falqué Silva,7468.0,Center Attacking Midfield,3,AS Roma,229,['af6bfba5-59ef-444d-8328-b268622e5c71'],26,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:26.996,Pass,
,,,,,,,,,,,,,,,,1.418082,,,,,,,,,,,,,db9f2059-e92b-4575-ade8-b997881a8e64,46,,,"[56.9, 64.9]",3879816,0,,,,,-1.6369647,,Right Foot,,,"[54.7, 31.7]",,Ground Pass,,33.27281,,,Antonio Rüdiger,3167.0,,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Right Defensive Midfield,3,AS Roma,229,['9ec7b223-24de-4ac6-9ee3-0cf20f4024ca'],32,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:32.776,Pass,
,,,,,,,,,,,,,,,,1.065637,,,,,,,,,,,,,c33eec8c-8a79-4ba1-b051-ca4985735b22,49,,,"[56.4, 27.9]",3879816,0,,,,,-0.72199124,,Right Foot,,,"[63.1, 22.0]",,Ground Pass,,8.927485,,,Diego Perotti,7456.0,,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,AS Roma,229,['51d56319-322a-4ebc-9c25-6f63585b6c44'],36,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:36.209,Pass,
,,,,,,,,,,,,,,,,0.697005,,,,,,,,,,,,,16afbdd5-29c7-4a1a-ad47-40ff62615b4c,53,,,"[63.1, 11.9]",3879816,0,,,,,1.053509,,Right Foot,,,"[69.7, 23.5]",,Ground Pass,,13.346161,,,Daniele De Rossi,7051.0,,,,,,,1,From Throw In,Diego Perotti,7456.0,Center Forward,3,AS Roma,229,"['2fdeca22-7022-4c52-9e2c-5624d1ee9f65', '4fd97f67-52c8-417f-9b40-0f1efa3f10fb']",39,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:39.057,Pass,True
,,,,,,,,,,,,,,,,1.510991,,,,,,,,,,,,,e5e5869a-08a7-499c-b366-76b60f36ad22,56,,,"[69.0, 20.7]",3879816,0,,,,,3.0292852,,Right Foot,,,"[55.7, 22.2]",,Ground Pass,,13.384319,,,Antonio Rüdiger,3167.0,,,,,,,1,From Throw In,Daniele De Rossi,7051.0,Left Defensive Midfield,3,AS Roma,229,"['7a84feb0-c82b-4933-a27d-13d1ed0bfb8d', 'a31a3d36-4bd0-4669-8309-35707145ce6a']",39,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:39.754,Pass,True
,,,,,,,,,,,,,,,,1.216259,,,,,,,,,,,,,c8e22905-cee2-4d2f-8f10-86e00d17bcac,59,,,"[55.7, 25.5]",3879816,0,,,,,1.2529984,,Right Foot,,,"[63.2, 48.3]",,Ground Pass,,24.001875,,,Miralem Pjanić,6947.0,,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,AS Roma,229,['61eae21c-37ea-47f8-947e-e8ef975cb6a6'],42,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:42.581,Pass,
,,,,,,,,,,,,,,,,1.116608,,,,,,,,,,,,,6f14cce0-d99e-40c5-bab9-8156bdce0925,62,,,"[61.5, 39.6]",3879816,0,,,,,1.3014619,,Right Foot,,,"[66.8, 58.8]",,Ground Pass,,19.918081,,,Iago Falqué Silva,7468.0,,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Right Defensive Midfield,3,AS Roma,229,['76a34255-512e-4aa4-a921-14e1c56e4c9a'],46,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:46.547,Pass,
,,,,,,,,,,,,,,,,1.66763,,,,,,,,,,,,,1030509a-fa4b-4be0-96dc-af118c3f3ea6,65,,,"[76.2, 51.3]",3879816,0,,,,,-2.3598576,,Left Foot,,,"[62.5, 37.7]",,Ground Pass,,19.304144,,,Antonio Rüdiger,3167.0,,,,,,,1,From Throw In,Iago Falqué Silva,7468.0,Center Attacking Midfield,3,AS Roma,229,['d39404ee-5592-4baa-994d-5e543ab4c25b'],51,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:51.364,Pass,
,,,,,,,,,,,,,,,,1.129548,,,,,,,,,,,,,e1f38563-2c2e-461b-b7d7-07ced8d43942,68,,,"[62.5, 37.6]",3879816,0,,,,,-1.3184323,,Right Foot,,,"[66.6, 21.7]",,Ground Pass,,16.420109,,,Daniele De Rossi,7051.0,,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,AS Roma,229,['0a432c21-4527-4437-a8d1-b1d682a13eb7'],53,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:53.072,Pass,
,,,,,,,,,,,,,,,,1.947756,,,,,,,,,,,,,10dcb2f9-c6c0-4f2b-8761-ace44ca954ce,71,,,"[64.5, 19.1]",3879816,0,,,,,1.3521274,,Right Foot,,,"[71.3, 49.7]",,Ground Pass,,31.34645,,,Miralem Pjanić,6947.0,,,,,,,1,From Throw In,Daniele De Rossi,7051.0,Left Defensive Midfield,3,AS Roma,229,['1ecb1977-e9c0-4d46-8722-26fae691c7e9'],54,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:54.241,Pass,
,,,,,,,,,,,,,,,,1.352431,,,,,,,,,,,,,759ae97d-b833-4fda-a75b-2ad496a429b7,74,,,"[71.9, 49.7]",3879816,0,,,,,-1.7590178,,Right Foot,,,"[70.3, 41.3]",,Ground Pass,,8.5510235,,,Daniele De Rossi,7051.0,,,,,,,1,From Throw In,Miralem Pjanić,6947.0,Right Defensive Midfield,3,AS Roma,229,['881c8b69-3ed3-4a2e-af6a-ec8ab8a1b148'],56,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:56.478,Pass,
,,,,,,,,,,,,,,,,2.414681,,,,,,,,,,,,,3fb4882d-7677-4862-a6db-a469d37d8b3b,76,,,"[71.1, 40.2]",3879816,0,,,,,0.5604866,,Right Foot,,,"[104.4, 61.1]",,High Pass,,39.31539,,,Alessandro Florenzi,6964.0,,,,,,,1,From Throw In,Daniele De Rossi,7051.0,Left Defensive Midfield,3,AS Roma,229,['641a1a3f-53e9-4fa1-9b92-bd393fda0af3'],57,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:57.830,Pass,
,,,,,,,,,,,,,,,,1.262638,,,,,,,,,,,,,19dd2228-198b-4ee5-ab56-84a9ac0b1cd6,79,,,"[104.8, 60.7]",3879816,1,,,,,-1.5940479,,Right Foot,True,,"[104.4, 43.5]",,High Pass,,17.20465,,,Iago Falqué Silva,7468.0,,,,,,,1,From Throw In,Alessandro Florenzi,6964.0,Right Back,3,AS Roma,229,['8d0fa1e0-7ae0-485d-9111-52fd91791e4a'],0,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:00.325,Pass,
,,,,,,,,,,,,,,,,1.451906,,,,,,,,,,,,,4fed4957-d537-4fed-892d-3f8bed8d08e2,86,,,"[16.3, 34.8]",3879816,1,,,,,-0.0048076552,,Right Foot,,,"[37.1, 34.7]",,Ground Pass,,20.80024,,,Sergio Floccari,6948.0,,,,,,,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,3,AS Roma,229,['9d41463c-e461-49ae-87da-abd4e5dfb5ce'],4,,,,,,,,,,,,,,,,,,Bologna,240,00:01:04.145,Pass,
,,,,,,,,,,,,,,,,1.655934,,,,,,,,,,,,,a7898105-c91b-4d6a-800e-1cf488e633db,90,,,"[35.2, 39.7]",3879816,1,,,,,0.8920258,,Right Foot,,,"[49.8, 57.8]",,Ground Pass,,23.254461,Incomplete,,Juan Camilo Zúñiga Mosquera,40119.0,,,,,,,1,From Throw In,Sergio Floccari,6948.0,Center Forward,3,AS Roma,229,"['0bf1be25-3a7e-4ac8-a0b2-2d8e86849632', '16f956ca-f7db-40ca-85df-641859b3d1c1', '402bc0e7-7ee7-4e12-9f6e-0ee816614841']",7,,,,,,,,,,,,,,,,,,Bologna,240,00:01:07.846,Pass,True
,,,,,,,,,,,,,,,,1.316131,,,,,,,,,,,,,16f956ca-f7db-40ca-85df-641859b3d1c1,92,,,"[70.3, 22.3]",3879816,1,,,,,-0.3300606,,Left Foot,,,"[81.1, 18.6]",,Ground Pass,,11.416217,,,Stephan El Shaarawy,6979.0,,,,,,Recovery,1,From Throw In,Lucas Digne,6849.0,Left Back,3,AS Roma,229,"['521bba32-3877-4e1b-9adf-a7b6c229694c', 'a7898105-c91b-4d6a-800e-1cf488e633db']",9,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:09.502,Pass,
,,,,,,,,,,,,,,,,3.820519,,,,,,,,,,,,,8a0828d1-1207-4c4f-bad7-136a8489e330,99,,,"[34.3, 57.2]",3879816,1,,,,,-2.7222092,,Right Foot,,,"[10.3, 46.5]",,Ground Pass,,26.277176,,,Antonio Mirante,7174.0,,,,,,,1,Regular Play,Juan Camilo Zúñiga Mosquera,40119.0,Right Midfield,4,Bologna,240,['3d598afa-3eff-463d-bc33-1094466297e1'],12,,,,,,,,,,,,,,,,,,Bologna,240,00:01:12.587,Pass,
,,,,,,,,,,,,,,,,0.970004,,,,,,,,,,,,,75325225-d6e6-4dfa-8ec7-069e1ea5a99a,102,,,"[10.7, 48.0]",3879816,1,,,,,1.2517267,,Right Foot,,,"[14.4, 59.2]",,Ground Pass,,11.795338,,,Luca Rossettini,7142.0,,,,,,,1,Regular Play,Antonio Mirante,7174.0,Goalkeeper,4,Bologna,240,['7c38750d-6ecf-443d-92c9-00667c49fedf'],16,,,,,,,,,,,,,,,,,,Bologna,240,00:01:16.800,Pass,
,,,,,,,,,,,,,,,,1.34506,,,,,,,,,,,,,4d1a4f73-6767-485d-ac30-1ef22f67bf96,105,,,"[15.0, 63.3]",3879816,1,,,,,-0.6955123,,Right Foot,,,"[27.7, 52.7]",,Ground Pass,,16.54237,,,Amadou Diawara,8284.0,,,,,,,1,Regular Play,Luca Rossettini,7142.0,Right Center Back,4,Bologna,240,['6fde0718-3a53-4aa8-a575-9f135aa1018c'],18,,,,,,,,,,,,,,,,,,Bologna,240,00:01:18.381,Pass,
,,,,,,,,,,,,,,,,2.035433,,,,,,,,,,,,,f63bb6fc-ed1c-47f9-b2e8-1181d75ba399,109,,,"[27.0, 56.1]",3879816,1,,,,,0.7531513,,Right Foot,,,"[46.2, 74.1]",,Ground Pass,,26.318054,Incomplete,,Ibrahima Mbaye,7164.0,,,,,,,1,Regular Play,Amadou Diawara,8284.0,Center Defensive Midfield,4,Bologna,240,"['6be9544d-c966-4755-8ce8-a44ef96e7ab3', 'a4a5dd7a-1a13-43f8-a335-94e3fbca3357', 'ceeba1c3-189f-46ad-8171-5e3e9a44b816']",19,,,,,,,,,,,,,,,,,,Bologna,240,00:01:19.806,Pass,True
,,,,,,,,,,,,,,,,0.729444,,,,,,,,,,,,,6be9544d-c966-4755-8ce8-a44ef96e7ab3,111,,,"[73.9, 6.0]",3879816,1,,,,,0.2551824,,Left Foot,,,"[85.4, 9.0]",,Ground Pass,,11.884864,,,Stephan El Shaarawy,6979.0,,,,,,Recovery,1,Regular Play,Lucas Digne,6849.0,Left Back,5,AS Roma,229,"['42531e55-e67b-4940-96e7-73b35ad9ee22', 'f63bb6fc-ed1c-47f9-b2e8-1181d75ba399']",21,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:21.841,Pass,
,,,,,,,,,,,,,,,,1.214089,,,,,,,,,,,,,859b6b64-79da-4ce5-951b-9ff66c929dc4,116,,,"[97.6, 10.5]",3879816,1,,,,,-0.7123576,,Right Foot,,,"[104.2, 4.8]",,Ground Pass,,8.720665,,,Lucas Digne,6849.0,,,,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Wing,5,AS Roma,229,"['074c6f17-3a4f-427a-ab70-e88e2fd21f02', '81211ead-5ab5-4f57-959f-ea146da6ad46']",24,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:24.972,Pass,True
,,,,,,,,,,,,,,,,1.403788,,,,,,,,,,,,,cf40a5cd-bf1e-48b4-85b7-77c8a743c5ee,120,,,"[104.1, 3.0]",3879816,1,,,,,3.0111895,,Left Foot,,,"[85.8, 5.4]",,Ground Pass,,18.456707,,,Stephan El Shaarawy,6979.0,,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,5,AS Roma,229,['374c098a-d120-47cf-9006-63f09895b22e'],27,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:27.499,Pass,
,,,,,,,,,,,,,,,,2.429195,,,,,,,,,,,,,a9d577f2-fddd-4b95-bdb6-bff66aa7e7de,123,,,"[83.9, 6.6]",3879816,1,,,,,1.7825822,,Right Foot,,,"[73.3, 55.9]",,High Pass,,50.426678,,,Alessandro Florenzi,6964.0,,,True,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Wing,5,AS Roma,229,['0350c635-de79-4336-9ebf-91ddf4dcc590'],29,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:29.778,Pass,
