50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b6cfaf11-9116-4042-b852-4399c5a7ba82,1,,,,3879804,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 34}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8cc2d851-dbcc-4f4e-ae16-3e096aadf237,2,,,,3879804,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 93}, {'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9935020a-5b56-4ff6-a3ef-c3ccb0f2f803,3,,,,3879804,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['c4823132-c041-4987-948d-193b84bddccb'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c4823132-c041-4987-948d-193b84bddccb,4,,,,3879804,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['9935020a-5b56-4ff6-a3ef-c3ccb0f2f803'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,93fe2b76-57db-458b-9392-251b532c1277,1473,,,,3879804,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Genoa,233,['d21468bf-4d28-4bd5-aa6e-96ee79b19f6c'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d21468bf-4d28-4bd5-aa6e-96ee79b19f6c,1474,,,,3879804,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Genoa,233,['93fe2b76-57db-458b-9392-251b532c1277'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.471926,,,,,,,,,,,,8dd8851f-5f66-4e41-820a-a764f7bb8a2b,5,,,"[61.0, 40.1]",3879804,0,,,,-2.999105,,Right Foot,,,,"[37.3, 36.7]",,Ground Pass,,23.94264,,,,Leonardo Blanchard,387847.0,,,,,,Kick Off,1,From Kick Off,Paolo Sammarco,23349.0,Left Center Midfield,2,Frosinone,291,['8863f6dc-b59e-4ea8-aa17-2ffdfec87a4b'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.207,Pass,
,,,,,,,,,,,,,,,,,3.285577,,,,,,,,,,,,6bbb081e-aa6d-4db3-9803-64b995812627,8,,,"[37.9, 35.9]",3879804,0,,,,0.3160005,,Left Foot,,,,"[95.4, 54.7]",,High Pass,,60.495373,,Incomplete,,Daniel Ciofani,13613.0,,,,,,,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Frosinone,291,"['c13bfbe4-b106-4240-918c-de9abd9e4a1d', 'd591af74-d03d-4f8a-9f86-cb2be7d781fe']",3,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:03.338,Pass,
,,,,,,,,,,,,,,,,,1.837408,,,,,,,,,,,,4422a11b-ed81-4ab4-984f-73406cf02d3a,12,,,"[40.9, 24.7]",3879804,0,,,,0.9181862,,Head,,,,"[52.9, 40.4]",,High Pass,,19.76082,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,Recovery,1,Regular Play,Blerim Džemaili,5554.0,Left Center Midfield,3,Genoa,233,['ae5eb2bf-4d77-41aa-94ef-218e8290c599'],7,,,,,,,,,,,,,,,,,,Genoa,233,00:00:07.838,Pass,
,,,,,,,,,,,,,,,,,2.330683,,,,,,,,,,,,5d9d17a9-e943-475a-ae51-e6c35ea3b3f0,15,,,"[53.3, 40.1]",3879804,0,,,,-0.20176235,,Head,,,,"[70.9, 36.5]",,Low Pass,,17.964409,,Incomplete,,,,,,,,,,1,Regular Play,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Center Forward,3,Genoa,233,"['530047eb-cd8b-46ce-9e4c-3ca4a7d7bb9d', '68f088a5-7c9d-4606-985c-755df96e850a']",9,,,,,,,,,,,,,,,,,,Genoa,233,00:00:09.676,Pass,True
