50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.445005,,,,,,,,,,,,,85382ddd-1fc4-4eed-9dfc-ae1bdf25f1f6,2157,,"[54.0, 19.4]",3879551,56,,,,,0.79873073,,Right Foot,,,,"[61.4, 27.0]",,Ground Pass,,10.607545,,,,,Lucas Rodrigo Biglia,5510.0,,,,,,,2,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,120,Lazio,236,['4a1e21dd-809d-442c-93af-c7972a37c655'],15,,,,,,,,,,,,,,,,Lazio,236,00:11:15.595,Pass,
,,,,,,,,,,,,,,,,,1.364605,,,,,,,,,,,,,bbf9b38a-3bb2-4c52-81a5-1a049db50c23,2161,,"[56.9, 33.2]",3879551,56,,,,,-2.7329743,,Left Foot,,,,"[47.2, 29.0]",,Ground Pass,,10.570241,,,,,Maurício dos Santos Nascimento,9939.0,,,,,,,2,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Defensive Midfield,120,Lazio,236,"['1376da6a-58c8-44ab-9d54-1bfc87508574', 'fb5a1013-4943-4463-a819-d71dda57f09b']",18,,,,,,,,,,,,,,,,Lazio,236,00:11:18.048,Pass,True
,,,,,,,,,,,,,,,,,1.92485,,,,,,,,,,,,,9b3c484b-5cc4-4d2b-bf32-ef42d17135ba,2164,,"[48.5, 28.8]",3879551,56,,,,,-0.52347195,,Right Foot,,,,"[63.4, 20.2]",,Ground Pass,,17.20378,,,,,Marco Parolo,8173.0,,,,,,,2,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,120,Lazio,236,['c9737b8d-79b1-40e9-bd41-3927bf787317'],19,,,,,,,,,,,,,,,,Lazio,236,00:11:19.613,Pass,
,,,,,,,,,,,,,,,,,1.618311,,,,,,,,,,,,,c098bf57-81c5-45e6-89c9-a69b41eb194b,2168,,"[74.0, 12.1]",3879551,56,,,,,-0.87471217,,Right Foot,,,,"[80.1, 4.8]",,Ground Pass,,9.513149,,,,,Senad Lulić,7785.0,,,,,,,2,Regular Play,Marco Parolo,8173.0,Left Defensive Midfield,120,Lazio,236,"['57e291a4-38ca-467e-b2ca-cfb568d54886', 'a5f00120-7be8-4500-9b32-2741c4bebdc0']",24,,,,,,,,,,,,,,,,Lazio,236,00:11:24.401,Pass,True
,,,,,,,,,,,,,,,,,1.624209,,,,,,,,,,,,,e7531fe5-e57b-4751-bfcb-350f46cf15fe,2171,,"[79.5, 7.1]",3879551,56,,,,,0.7853982,,Right Foot,,,,"[97.6, 25.2]",,Ground Pass,,25.597265,,,,,Sergej Milinković-Savić,5589.0,,,,,,,2,Regular Play,Senad Lulić,7785.0,Left Back,120,Lazio,236,['fb10cdbd-d52f-41b7-93c1-6e7ebbffdc67'],26,,,,,,,,,,,,,,,,Lazio,236,00:11:26.599,Pass,
,,,,,,,,,,,,,,,,,0.138143,,,,,,,,,,,,,18f6a9db-f859-4697-9a2e-6cbab6cfb1e5,2175,,"[116.4, 18.6]",3879551,56,,,,,1.5707964,,Left Foot,,,,"[116.4, 21.3]",,Low Pass,,2.7,,,Incomplete,,Filip Đorđević,11427.0,,,,,,,2,Regular Play,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,120,Lazio,236,"['341b5e38-035a-47a0-9546-a62080853908', '7defe563-45e7-4140-985c-3819e77ae6a9']",30,,,,,,,,,,,,,,,,Lazio,236,00:11:30.844,Pass,
,,,,,,,,,,,,,,,,,5.732444,,,,,,,,,,,,,bacfa6e6-1c33-4552-b9ee-67ed5aaacaef,2180,,"[2.4, 77.0]",3879551,56,,,,,-0.38825125,,Right Foot,,,,"[60.1, 53.4]",,High Pass,,62.339794,,,,,Paweł Wszołek,11339.0,,,,,,,2,Regular Play,Vangelis Moras,31488.0,Right Center Back,120,Lazio,236,['0be4e8fb-cc5e-4844-a426-28967e1eccfe'],35,,,,,,,,,,,,,,,,Hellas Verona,226,00:11:35.550,Pass,
,,,,,,,,,,,,,,,,,1.551391,,,,,,,,,,,,,914333b5-367a-4e3f-8ce6-e288a86ff842,2186,,"[47.5, 26.3]",3879551,56,,,,,-0.5642682,,Left Foot,,,,"[55.4, 21.3]",,Ground Pass,,9.349332,,,,,Lucas Rodrigo Biglia,5510.0,,,,,,Recovery,2,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,120,Lazio,236,"['4e8cce30-7454-4dd0-b4c0-14da398ae5ce', '73219039-f60a-4f69-8489-463382407335']",43,,,,,,,,,,,,,,,,Lazio,236,00:11:43.751,Pass,True
,,,,,,,,,,,,,,,,,1.11575,,,,,,,,,,,,,d559dd44-8727-49d3-a00b-40fd533d5eeb,2189,,"[55.4, 20.7]",3879551,56,,,,,-1.2864115,,Right Foot,,,,"[59.2, 7.7]",,Ground Pass,,13.544003,,,,,Senad Lulić,7785.0,,,,,,,2,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Defensive Midfield,120,Lazio,236,"['4c8ffaad-4ac3-420b-98f9-5b27c6828950', 'f0926b09-15bc-4fd8-99b9-02d1d44b6daf']",45,,,,,,,,,,,,,,,,Lazio,236,00:11:45.302,Pass,True
,,,,,,,,,,,,,,,,,1.851907,,,,,,,,,,,,,eb76cb15-b856-4171-98e3-b1691de67deb,2192,,"[64.8, 9.1]",3879551,56,,,,,-0.19821726,,Right Foot,,,,"[88.2, 4.4]",,Ground Pass,,23.867342,,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,,2,Regular Play,Senad Lulić,7785.0,Left Back,120,Lazio,236,['4996973e-390a-47b4-bedc-74a9617ccdb4'],47,,,,,,,,,,,,,,,,Lazio,236,00:11:47.542,Pass,
,,,,,,,,,,,,,,,,,1.534619,,,,,,,,,,,,,f0361338-b95e-44aa-936a-c11950825d7e,2197,,"[17.5, 68.5]",3879551,56,,True,,,1.2822089,,Right Foot,,,,"[19.4, 74.9]",,Low Pass,,6.676077,,,Incomplete,,,,,,,,,,2,Regular Play,Jacopo Sala,7020.0,Right Wing,121,Hellas Verona,226,['43d0ba3c-6a68-4e52-b145-764fca38fe09'],59,,,,,,,,,,,,,,,,Hellas Verona,226,00:11:59.471,Pass,
,,,,,,,,,,,,,,,,,1.036931,,,,,,,,,,,,,399ac8ae-7f70-4754-98d2-1117f435a41e,2199,,"[19.4, 74.9]",3879551,57,,,,,-1.773455,,Right Foot,,,,"[17.9, 67.6]",,Ground Pass,,7.4525166,,,,,Federico Viviani,7770.0,,,,,,Recovery,2,Regular Play,Jacopo Sala,7020.0,Right Wing,121,Hellas Verona,226,['7c0a58a9-a7db-4429-8ac2-f7bab60d0a75'],1,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:01.848,Pass,
,,,,,,,,,,,,,,,,,1.401435,,,,,,,,,,,,,d43cd6df-7327-4d3c-86f0-5b9113c1a4c0,2202,,"[17.9, 67.6]",3879551,57,,,,,-1.0833437,,Right Foot,,,,"[31.1, 42.7]",,Ground Pass,,28.182442,,,,,Emil Hallfreðsson,5512.0,,,,,,,2,Regular Play,Federico Viviani,7770.0,Center Defensive Midfield,121,Hellas Verona,226,['658d4307-4a02-420d-831e-d18e86b0c5a7'],3,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:03.352,Pass,
,,,,,,,,,,,,,,,,,1.470713,,,,,,,,,,,,,f0c60658-4c42-4f8d-9768-4c0a9cb9c64c,2206,,"[30.5, 44.2]",3879551,57,,,,,2.5848813,,Left Foot,,,,"[16.2, 53.1]",,Ground Pass,,16.843397,,,,,Vangelis Moras,31488.0,,,,,,,2,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,121,Hellas Verona,226,"['496aa707-6487-40a1-936c-6a9a796c084d', 'b6b3e07d-c8ad-4d7f-bd8e-29f5e040825e']",5,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:05.786,Pass,True
,,,,,,,,,,,,,,,,,3.391711,,,,,,,,,,,,,0f10a5fa-7b74-45f3-a38b-df8bcaaab429,2209,,"[19.2, 50.2]",3879551,57,,,,,-1.2509578,,Right Foot,,,,"[34.8, 3.1]",,Low Pass,,49.616226,,,,,Samuel Souprayen,7695.0,,,True,,,,2,Regular Play,Vangelis Moras,31488.0,Right Center Back,121,Hellas Verona,226,['158cf903-b772-4623-ba60-13cda7424b8d'],7,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:07.337,Pass,
,,,,,,,,,,,,,,,,,4.226334,,,,,,,,,,,,,c4fe0c52-56ce-4a7b-8fb3-4db91a97c644,2212,,"[44.9, 2.0]",3879551,57,,,,,0.18730089,,Left Foot,,,,"[109.8, 14.3]",,High Pass,,66.05528,,,,,Boško Janković,26442.0,,,,,,,2,Regular Play,Samuel Souprayen,7695.0,Left Back,121,Hellas Verona,226,['48766c8e-a49f-4aaf-9b50-e759ecc31b3d'],13,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:13.977,Pass,
,,,,,,,,,,,,,,,,,1.583766,,,,,,,,,,,,,dd9d511a-8335-4891-9e1e-579e6b5dfdbd,2217,,"[110.2, 20.8]",3879551,57,,,,,2.1188202,,Right Foot,True,,,"[100.8, 36.2]",,Ground Pass,,18.042173,,,,,Paweł Wszołek,11339.0,,,,,,Recovery,2,Regular Play,Boško Janković,26442.0,Left Wing,121,Hellas Verona,226,['8fd33a45-41cb-4179-8b75-b5e1d1fa6fdf'],21,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:21.422,Pass,
,,,,,,,,,,,,,,,,,1.360097,,,,,,,,,,,,,c5e575f9-2f7d-4f6e-82ae-bb4bdc9bf2cb,2222,,"[101.0, 35.6]",3879551,57,,,,,-1.2110894,f092dc1e-ccfd-46cf-aada-db6f8d0f35ba,Left Foot,,,,"[105.4, 23.9]",,Ground Pass,,12.5,,,,,Boško Janković,26442.0,True,,,,,,2,Regular Play,Paweł Wszołek,11339.0,Center Forward,121,Hellas Verona,226,"['7c2be112-0e4c-4ccf-ba14-0055f2197f3c', 'f2fd4a2f-aca1-4a30-a8d3-9ba1607ab287']",24,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:24.586,Pass,True
,,,,,,,,,,,,,,,,,1.025627,,,,,,,,,,,,,2e1ac0b2-7905-4aac-b0fc-b057f4e461d9,2230,,"[89.5, 19.3]",3879551,57,,,,,-1.0901532,,Left Foot,,,,"[96.8, 5.3]",,Ground Pass,,15.78892,,,Incomplete,,Samuel Souprayen,7695.0,,,,,,,2,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,121,Hellas Verona,226,"['37b6df21-ac5e-4f14-8a6b-a28c86889f6a', 'b2ded35d-0b1a-420b-92eb-0e6bf76501f4']",30,,,,,,,,,,,,,,,,Hellas Verona,226,00:12:30.206,Pass,
,,,,,,,,,,,,,,,,,1.684926,,,,,,,,,,,,,342c11fd-0696-484b-bed7-2c823cfe871f,2235,,"[35.3, 74.8]",3879551,57,,,,,0.021502063,,Right Foot,,,,"[44.6, 75.0]",,Ground Pass,,9.302151,,,,,Ricardo Kishna,22828.0,,,,,,,2,From Counter,Dušan Basta,8443.0,Right Back,122,Lazio,236,"['07226f00-3ff7-4527-99db-47d2fbb7c1b0', '6ccab492-4855-4732-9531-8efac20a578d']",33,,,,,,,,,,,,,,,,Lazio,236,00:12:33.446,Pass,True
,,,,,,,,,,,,,,,,,1.476761,,,,,,,,,,,,,29696146-91f8-494c-b01c-2a30355d37cf,2239,,"[75.5, 70.4]",3879551,57,,,,,-0.6457508,,Left Foot,,,,"[89.7, 59.7]",,Ground Pass,,17.780045,,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,,2,From Counter,Ricardo Kishna,22828.0,Right Wing,122,Lazio,236,"['81a3b36b-99d7-47ec-a3e9-d5e85fdd21c3', '9dece6f6-45ac-4e36-b440-82c2065dc087']",40,,,,,,,,,,,,,,,,Lazio,236,00:12:40.465,Pass,True
,,,,,,,,,,,,,,,,,1.031288,,,,,,,,,,,,,f468b183-9a77-488f-921c-108566f3dd92,2243,,"[106.4, 60.4]",3879551,57,,,,,-1.915954,,Left Foot,,,,"[103.2, 51.5]",,Ground Pass,,9.457801,,,,,Ricardo Kishna,22828.0,,,,,,,2,From Counter,Felipe Anderson Pereira Gomes,8172.0,Left Wing,122,Lazio,236,['2b82752b-0cf6-4c3e-8d14-531b8eb20f72'],45,,,,,,,,,,,,,,,,Lazio,236,00:12:45.545,Pass,
,,,,,,,,,,,,,,,,,5.224312,,,,,,,,,,,,,c7cf73a0-90ad-4507-a8ff-f7c63e6b0795,2250,,"[9.3, 31.2]",3879551,58,,True,,,0.011400158,,Drop Kick,,,,"[70.7, 31.9]",,High Pass,,61.40399,,,,,Boško Janković,26442.0,,,,,,,2,From Counter,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,123,Hellas Verona,226,['7dae28eb-d4a7-4fb4-97ee-761563106ef5'],7,,,,,,,,,,,,,,,,Hellas Verona,226,00:13:07.607,Pass,
,,,,,,,,,,,,,,,,,0.987279,,,,,,,,,,,,,872b6e3c-de7c-4d4e-bef7-59b1a4efdea2,2259,,"[32.8, 45.1]",3879551,58,,,,,-2.7445133,,Right Foot,,,,"[23.5, 41.2]",,Ground Pass,,10.084641,,,,,Maurício dos Santos Nascimento,9939.0,,,,,,Recovery,2,Regular Play,Marco Parolo,8173.0,Left Defensive Midfield,124,Lazio,236,"['2a02d552-2382-4701-9fab-faa6d3ee76ae', 'a26ea42b-be91-408d-81bb-4a714b6b150e']",18,,,,,,,,,,,,,,,,Lazio,236,00:13:18.917,Pass,True
,,,,,,,,,,,,,,,,,1.732295,,,,,,,,,,,,,dfe322e6-199e-4312-aaf0-6f5476919595,2262,,"[21.8, 41.2]",3879551,58,,,,,1.430974,,Right Foot,,,,"[23.7, 54.7]",,Ground Pass,,13.633048,,,,,Dušan Basta,8443.0,,,,,,,2,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,124,Lazio,236,['98f584e2-0b41-45dd-be29-56a579827c82'],20,,,,,,,,,,,,,,,,Lazio,236,00:13:20.479,Pass,
,,,,,,,,,,,,,,,,,1.439849,,,,,,,,,,,,,40270720-f920-4a39-aa38-bc6d491e7924,2265,,"[57.1, 76.4]",3879551,58,,,,,-2.1088405,,Right Foot,,,,"[53.4, 70.2]",,Ground Pass,,7.220111,,,,,Marco Parolo,8173.0,,,,,,,2,Regular Play,Dušan Basta,8443.0,Right Back,124,Lazio,236,['275ddfda-2742-4bb5-9f55-377ade76a3f9'],29,,,,,,,,,,,,,,,,Lazio,236,00:13:29.811,Pass,
,,,,,,,,,,,,,,,,,2.03523,,,,,,,,,,,,,90fab530-b8e8-4bb1-9b6d-0280a6b7513d,2268,,"[54.8, 69.6]",3879551,58,,,,,-1.5955591,,Right Foot,,,,"[54.0, 37.3]",,Ground Pass,,32.309906,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,,2,Regular Play,Marco Parolo,8173.0,Left Defensive Midfield,124,Lazio,236,['4acb7f40-84e5-4ba1-b81b-0f833785e78e'],32,,,,,,,,,,,,,,,,Lazio,236,00:13:32.371,Pass,
,,,,,,,,,,,,,,,,,2.022723,,,,,,,,,,,,,6a6e08ed-13c7-47c6-9481-8627890cfb04,2271,,"[53.6, 35.9]",3879551,58,,,,,-1.1354431,,Left Foot,,,,"[67.6, 5.8]",,Ground Pass,,33.196537,,,,,Senad Lulić,7785.0,,,,,,,2,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,124,Lazio,236,['51b69eb8-5f44-4463-9cab-7f954d6f7b0f'],35,,,,,,,,,,,,,,,,Lazio,236,00:13:35.566,Pass,
,,,,,,,,,,,,,,,,,0.781149,,,,,,,,,,,,,eaf022d5-92c2-4838-90e1-e3ba6b418277,2276,,"[119.2, 29.9]",3879551,58,,,,,2.1293957,2c2e4e15-ec11-44e5-8fa1-afd41c77d319,Left Foot,,,,"[114.7, 37.1]",,Ground Pass,,8.490583,,,,,Filip Đorđević,11427.0,True,,,,,,2,Regular Play,Senad Lulić,7785.0,Left Back,124,Lazio,236,"['0dd43d5b-14b6-4002-af21-26a1cdb8b54a', 'bd939e06-5a0c-41f8-93f8-278dd942b8d5']",45,,,,,,,,,,,,,,,,Lazio,236,00:13:45.182,Pass,True
,,,,,,,,,,,,,,,,,3.579635,,,,,,,,,,,,,b20c8bde-6ac4-4de9-beb6-cc6491173aa8,2282,,"[15.8, 49.0]",3879551,59,,True,,,0.48447794,,Drop Kick,,,,"[57.6, 71.0]",,High Pass,,47.236004,,,Incomplete,,Paweł Wszołek,11339.0,,,,,,,2,Regular Play,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,124,Lazio,236,"['af3ecd36-e513-4edd-9d00-b849ecb22270', 'fa95c2dd-3a9c-48de-b842-1d77210e40de']",7,,,,,,,,,,,,,,,,Hellas Verona,226,00:14:07.507,Pass,
,,,,,,,,,,,,,,,,,1.240203,,,,,,,,,,,,,e9b9a5af-5ea4-4359-bad1-1cceb4f7b8c1,2286,,"[58.1, 11.7]",3879551,59,,,,,2.5559485,,Right Foot,,,,"[48.3, 18.2]",,Ground Pass,,11.759677,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,,2,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,124,Lazio,236,['34aa919e-c02b-4fbc-9ac4-7e6b3ef255d1'],11,,,,,,,,,,,,,,,,Lazio,236,00:14:11.971,Pass,
,,,,,,,,,,,,,,,,,1.618538,,,,,,,,,,,,,97a53d70-ed31-48fd-8ce7-608035f77c6b,2289,,"[48.3, 19.8]",3879551,59,,,,,-0.9848387,,Left Foot,,,,"[55.8, 8.5]",,Ground Pass,,13.5624485,,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,,2,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,124,Lazio,236,['ab3116f3-d337-4311-b276-566d04cea04d'],14,,,,,,,,,,,,,,,,Lazio,236,00:14:14.488,Pass,
,,,,,,,,,,,,,,,,,4.732051,,,,,,,,,,,,,e2c258c7-3c55-4018-b4cd-1d53d904a979,2292,,"[64.9, 10.4]",3879551,59,,,,,0.2940134,,Right Foot,,,,"[115.1, 25.6]",,Low Pass,,52.450737,,,Incomplete,,Filip Đorđević,11427.0,,,,,,,2,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,124,Lazio,236,"['846f1a81-0801-4f5c-b537-90cdab64e8f2', '8d6e3bf7-6d08-41fe-90f2-88f3a3da17f7']",17,,,,,,,,,,,,,,,,Lazio,236,00:14:17.949,Pass,
,,,,,,,,,,,,,,,,,1.945187,,,,,,,,,,,,,7c7d0614-2374-4aba-b4be-1127e649bb1e,2298,,"[6.4, 68.2]",3879551,59,,,,,0.019496137,,Right Foot,,,,"[42.3, 68.9]",,High Pass,,35.906822,,,Incomplete,,Paweł Wszołek,11339.0,,,,,,Recovery,2,Regular Play,Vangelis Moras,31488.0,Right Center Back,124,Lazio,236,"['08f57d8e-4f9c-4443-849d-98f50c5efa99', '2576b99b-3e5f-4c9c-b29d-6638dd501da1', 'dd86d71f-7d74-47ac-8372-020f74e6be16']",25,,,,,,,,,,,,,,,,Hellas Verona,226,00:14:25.921,Pass,True
,,,,,,,,,,,,,,,,,1.150172,,,,,,,,,,,,,dd86d71f-7d74-47ac-8372-020f74e6be16,2300,,"[77.8, 11.2]",3879551,59,,,,,0.73997486,,Other,,,,"[80.1, 13.3]",,Low Pass,,3.1144824,,,Incomplete,,Lucas Rodrigo Biglia,5510.0,,,,,,Recovery,2,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,124,Lazio,236,"['1b497d9e-2a89-49a0-99f4-2e4fdbe8e34b', '7c7d0614-2374-4aba-b4be-1127e649bb1e', 'f19e7ee0-9350-43bd-8d2c-fa4398ee915a']",27,,,,,,,,,,,,,,,,Lazio,236,00:14:27.866,Pass,
,,,,,,,,,,,,,,,,,0.465818,,,,,,,,,,,,,da8c666d-f1aa-4cba-b43d-b08351db42ef,2304,,"[37.7, 67.2]",3879551,59,,,,,-2.9113731,,Left Foot,,,,"[31.3, 65.7]",,Ground Pass,,6.5734315,,,,,Leandro Greco,32119.0,,,,,,,2,Regular Play,Paweł Wszołek,11339.0,Center Forward,125,Hellas Verona,226,['e9d15c75-194b-419b-aaa2-0d825123590d'],29,,,,,,,,,,,,,,,,Hellas Verona,226,00:14:29.484,Pass,
,,,,,,,,,,,,,,,,,3.462619,,,,,,,,,,,,,216e504f-e7a6-4465-8eef-fa90ed47c778,2310,,"[19.6, 72.6]",3879551,59,,,,,-1.3580173,,Left Foot,,,,"[33.6, 7.8]",,High Pass,,66.2951,,,,,Samuel Souprayen,7695.0,,,True,,,,2,Regular Play,Leandro Greco,32119.0,Right Center Midfield,125,Hellas Verona,226,['c0572ab4-75fa-48f5-912e-9f37c188a644'],37,,,,,,,,,,,,,,,,Hellas Verona,226,00:14:37.233,Pass,
,,,,,,,,,,,,,,,,,1.857655,,,,,,,,,,,,,3b23d7ff-73d8-4de1-95d4-593d72e19a5d,2319,,"[79.5, 0.1]",3879551,61,,True,,,1.5073894,,,,,,"[79.9, 6.4]",,Low Pass,,6.3126855,,,,,Emil Hallfreðsson,5512.0,,,,,,Throw-in,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,126,Hellas Verona,226,['d16a2a62-e94b-4d18-902d-31ebf31f52aa'],5,,,,,,,,,,,,,,,,Hellas Verona,226,00:16:05.524,Pass,
,,,,,,,,,,,,,,,,,0.758613,,,,,,,,,,,,,4395550b-0e2b-4765-a8a2-f27193f239c9,2323,,"[79.9, 6.4]",3879551,61,,,,,-1.7273982,,Left Foot,,,,"[79.3, 2.6]",,Ground Pass,,3.847077,,,,,Federico Viviani,7770.0,,,,,,,2,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,126,Hellas Verona,226,['ae4f3c05-3d41-4930-99f8-31f90bb79c06'],7,,,,,,,,,,,,,,,,Hellas Verona,226,00:16:07.464,Pass,
,,,,,,,,,,,,,,,,,2.337208,,,,,,,,,,,,,7f15ab8c-b7cc-4e02-aa5b-1c88e2b5d23c,2326,,"[78.0, 3.1]",3879551,61,,,,,0.8437625,,Right Foot,,,,"[106.2, 34.8]",,High Pass,,42.42794,,,,,Boško Janković,26442.0,,,,Through Ball,True,,2,From Throw In,Federico Viviani,7770.0,Center Defensive Midfield,126,Hellas Verona,226,['d0052a97-17a3-46d2-8da1-7670b6da914e'],8,,,,,,,,,,,,,,,,Hellas Verona,226,00:16:08.281,Pass,
,,,,,,,,,,,,,,,,,2.670453,,,,,,,,,,,,,09b1e3d3-a839-479d-b572-b2546b51fb0c,2332,,"[10.1, 41.4]",3879551,61,,,,,-1.0005584,,Left Foot,,,,"[27.8, 13.8]",,High Pass,,32.787956,,,Incomplete,,Senad Lulić,7785.0,,,,,,,2,From Throw In,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,126,Hellas Verona,226,"['6d265e7a-e0ba-42d3-aecb-d6dfa99d5f0a', '96d8c193-5ebc-4a5e-9e95-b7201af2fa1f']",12,,,,,,,,,,,,,,,,Lazio,236,00:16:12.003,Pass,
,,,,,,,,,,,,,,,,,2.16746,,,,,,,,,,,,,96d8c193-5ebc-4a5e-9e95-b7201af2fa1f,2334,,"[92.3, 66.3]",3879551,61,,,,True,-1.4018788,,,,,,"[94.5, 53.4]",,High Pass,,13.086252,,,Incomplete,,,,,,,,,Recovery,2,From Throw In,Eros Pisano,11342.0,Right Wing Back,126,Hellas Verona,226,"['09b1e3d3-a839-479d-b572-b2546b51fb0c', '1626f9d2-ec29-44d4-a863-8af31081d111', 'fbc70cc5-ba71-4369-a294-a4b4f0e4d39e']",14,,,,,,,,,,,,,,,,Hellas Verona,226,00:16:14.673,Pass,True
,,,,,,,,,,,,,,,,,0.715592,,,,,,,,,,,,,1626f9d2-ec29-44d4-a863-8af31081d111,2336,,"[25.6, 26.7]",3879551,61,,True,,,-0.3529904,,Head,,,,"[35.1, 23.2]",,Low Pass,,10.1242285,,,Incomplete,,,,,,,,,Recovery,2,From Throw In,Marco Parolo,8173.0,Left Defensive Midfield,126,Hellas Verona,226,"['96d8c193-5ebc-4a5e-9e95-b7201af2fa1f', 'e440ee01-594c-455e-9127-b20eda1bc654']",16,,,,,,,,,,,,,,,,Lazio,236,00:16:16.841,Pass,
,,,,,,,,,,,,,,,,,1.775754,,,,,,,,,,,,,cfa82954-4f07-421e-99c6-6ba6e5036d72,2339,,"[91.4, 63.8]",3879551,61,,,,,0.51633716,,Right Foot,,,,"[110.6, 74.7]",,Ground Pass,,22.07827,,,,,Eros Pisano,11342.0,,,,,,,2,From Throw In,Jacopo Sala,7020.0,Right Center Midfield,126,Hellas Verona,226,"['0dbcc826-ec28-4c8c-903c-51650df229ae', 'a09020fa-967b-4327-ade9-6d0c15523c19']",19,,,,,,,,,,,,,,,,Hellas Verona,226,00:16:19.822,Pass,True
,,,,,,,,,,,,,,,,,2.403027,,,,,,,,,,,,,9ee8432c-b342-4315-8da9-82a05d9adf1c,2342,,"[116.7, 74.7]",3879551,61,,,,,-1.747426,,Right Foot,True,,,"[108.9, 31.0]",,High Pass,,44.39065,,,Incomplete,,Boško Janković,26442.0,,,True,,,,2,From Throw In,Eros Pisano,11342.0,Right Wing Back,126,Hellas Verona,226,"['aa5dd685-24d5-4bdd-bded-006d3d81e04e', 'ecb75d1b-f1c6-436f-8097-f680724dcd58']",22,,,,,,,,,,,,,,,,Hellas Verona,226,00:16:22.413,Pass,
,,,,,,,,,,,,,,,,,2.420894,,,,,,,,,,,,,720618c2-63d4-4cb9-b54e-ab88329529ee,2346,,"[17.6, 58.5]",3879551,61,,,,,1.0019485,,Left Foot,,,,"[29.3, 76.8]",,Ground Pass,,21.720497,,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,,2,Regular Play,Dušan Basta,8443.0,Right Back,127,Lazio,236,['c0103917-0f71-45ac-a08e-a3b86ceeba95'],26,,,,,,,,,,,,,,,,Lazio,236,00:16:26.826,Pass,
,,,,,,,,,,,,,,,,,1.700954,,,,,,,,,,,,,4d21a230-5082-4d71-8208-6e27ed1edb28,2349,,"[34.3, 76.6]",3879551,61,,,,,-0.96356535,,Right Foot,,,,"[45.0, 61.2]",,Ground Pass,,18.752333,,,,,Sergej Milinković-Savić,5589.0,,,,,,,2,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,127,Lazio,236,['c2572cd7-0d7a-437d-91c1-1a86e80526c8'],30,,,,,,,,,,,,,,,,Lazio,236,00:16:30.512,Pass,
