50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.08434,,,,,,,,,,,,9f4c8779-14f8-4303-a903-b9415597b711,17,,"[41.1, 56.4]",3879684,0,,,,,-1.5273454,,Right Foot,,,"[42.5, 24.2]",,Ground Pass,,32.23042,,,,Leonardo Bonucci,7173.0,,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['d36f255b-2fb9-4f70-82e4-6f17ef68a0ad'],8,,,,,,,,,,,,,,,,,Juventus,224,00:00:08.932,Pass,
,,,,,,,,,,,,,,,,1.694177,,,,,,,,,,,,568acb1a-3288-4066-9760-a8a3d813bac9,20,,"[42.5, 24.3]",3879684,0,,,,,-0.89258075,,Right Foot,,,"[56.6, 6.8]",,Ground Pass,,22.47354,,,,Giorgio Chiellini,6954.0,,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Center Back,2,Juventus,224,['ad72a2bd-b06a-4d60-9210-61dd8c131a42'],11,,,,,,,,,,,,,,,,,Juventus,224,00:00:11.943,Pass,
,,,,,,,,,,,,,,,,1.867689,,,,,,,,,,,,45de883b-7420-4b5d-a539-b97a3ae0d236,23,,"[56.6, 6.8]",3879684,0,,,,,2.0711248,,Left Foot,,,"[44.9, 28.2]",,Ground Pass,,24.389547,,,,Leonardo Bonucci,7173.0,,,,,,,1,From Kick Off,Giorgio Chiellini,6954.0,Left Center Back,2,Juventus,224,['1183fedd-4e6a-4111-afca-ca70acf981fd'],14,,,,,,,,,,,,,,,,,Juventus,224,00:00:14.577,Pass,
,,,,,,,,,,,,,,,,1.292939,,,,,,,,,,,,239511e2-ab27-4d80-89dd-0d476adb3adb,26,,"[47.2, 31.1]",3879684,0,,,,,0.2982807,,Right Foot,,,"[79.4, 41.0]",,High Pass,,33.687534,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Center Back,2,Juventus,224,['e4c513c4-7414-4f19-9b46-45a999511acb'],17,,,,,,,,,,,,,,,,,Juventus,224,00:00:17.787,Pass,
,,,,,,,,,,,,,,,,0.758629,,,,,,,,,,,,b3086bcc-c945-4387-8c08-ce724093f1ee,32,,"[28.2, 49.0]",3879684,0,,,,,0.81170785,,Right Foot,,,"[31.9, 52.9]",,Ground Pass,,5.375872,,,,Roberto Soriano,6759.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Center Defensive Midfield,3,Sampdoria,234,['a56e83bf-cf8e-42b5-83b6-011da4e83353'],22,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:22.308,Pass,
,,,,,,,,,,,,,,,,1.488855,,,,,,,,,,,,57e55490-7045-4c4d-ab16-29af7195b576,36,,"[31.9, 52.9]",3879684,0,,,,,1.659733,,Right Foot,,,"[30.5, 68.6]",,Ground Pass,,15.762297,,,,Carlos Mario Carbonero Mancilla,27595.0,,,,,,,1,Regular Play,Roberto Soriano,6759.0,Right Center Midfield,3,Sampdoria,234,"['0c66e073-cbd4-457b-8d96-f1660583e154', 'f738080a-8464-4d80-a6ba-8231167b6f4c']",23,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:23.568,Pass,True
,,,,,,,,,,,,,,,,0.855396,,,,,,,,,,,,42cb8684-22f8-4f36-a09c-67ee2468198a,40,,"[29.3, 75.8]",3879684,0,,,,,-1.0652152,,Left Foot,,,"[35.5, 64.6]",,Ground Pass,,12.801562,,,,Fernando Lucas Martins,16586.0,,,,,,,1,Regular Play,Carlos Mario Carbonero Mancilla,27595.0,Right Wing,3,Sampdoria,234,"['57571704-0b2e-421a-bd2b-2b3e4f9522c9', 'e2d3e6ef-f7a3-4fa9-81f7-e28b378f6471']",29,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:29.740,Pass,True
,,,,,,,,,,,,,,,,3.943735,,,,,,,,,,,,44d182f3-0bfe-4fa3-a97e-7f1cf7a8c055,43,,"[36.5, 64.2]",3879684,0,,,,,-2.5682063,,Left Foot,,,"[9.4, 46.7]",,High Pass,,32.259262,,,,Emiliano Viviano,7018.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Center Defensive Midfield,3,Sampdoria,234,['0a1e3e8d-2b6e-4e0c-a085-be0911f35c90'],30,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:30.756,Pass,
,,,,,,,,,,,,,,,,1.228015,,,,,,,,,,,,17c81e32-e9fb-4e44-905c-9866a9aeb213,48,,"[11.2, 45.9]",3879684,0,,,,,0.7392126,,Right Foot,,,"[36.1, 68.6]",,High Pass,,33.694214,,Incomplete,,Carlos Mario Carbonero Mancilla,27595.0,,,,,,,1,Regular Play,Emiliano Viviano,7018.0,Goalkeeper,3,Sampdoria,234,"['5c433926-0930-45f5-8305-26d567157c2e', '7ff66a90-98f5-4754-ba4f-a6806cbdea55', 'b1dfdeb2-239c-494a-8574-99e626a929ac']",34,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:34.699,Pass,True
,,,,,,,,,,,,,,,,3.402334,,,,,,,,,,,,7ff66a90-98f5-4754-ba4f-a6806cbdea55,50,,"[84.0, 11.5]",3879684,0,,,,,-0.023342064,1b4c4198-9b14-437c-9531-e4f5f2db3839,Head,,,"[109.7, 10.9]",,Low Pass,,25.707003,,,,Álvaro Borja Morata Martín,3477.0,True,,,,,Recovery,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,4,Juventus,224,"['17c81e32-e9fb-4e44-905c-9866a9aeb213', '8222808b-8cda-4638-8856-d0d581e5e6cf']",35,,,,,,,,,,,,,,,,,Juventus,224,00:00:35.927,Pass,
,,,,,,,,,,,,,,,,1.21364,,,,,,,,,,,,ab040363-f8d4-43c8-8dc8-8627fe2a4ae6,56,,"[120.0, 0.1]",3879684,1,,,,,1.7305183,,Left Foot,,,"[114.7, 33.0]",,High Pass,,33.324165,,Incomplete,True,Daniele Rugani,6953.0,,,,Outswinging,,Corner,1,From Corner,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,5,Juventus,224,"['b5612d9e-c58c-4c3c-9f9e-a9b554c7f413', 'cb438288-1ca8-439b-a0fd-f838ef6aa967']",24,,,,,,,,,,,,,,,,,Juventus,224,00:01:24.760,Pass,
,,,,,,,,,,,,,,,,1.344847,,,,,,,,,,,,da2e0aee-143f-408e-ac9f-6545f55959d9,59,,"[91.7, 20.1]",3879684,1,,,,,0.9872447,,Right Foot,,,"[102.0, 35.7]",,Low Pass,,18.693583,,Incomplete,,Patrice Evra,20008.0,,,,,,Recovery,1,From Corner,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,5,Juventus,224,"['c43bf6fb-402b-4fe0-9e37-4190b9503dfc', 'ede8a16b-599c-4bae-ba58-7cb0333a8a41']",27,,,,,,,,,,,,,,,,,Juventus,224,00:01:27.595,Pass,
,,,,,,,,,,,,,,,,0.753907,,,,,,,,,,,,fbd1d33d-0510-4316-ae4b-499478459a2a,64,,"[83.1, 29.0]",3879684,1,,,,,0.87658995,,Right Foot,,,"[98.5, 47.5]",,Low Pass,,24.070936,,Incomplete,,Giorgio Chiellini,6954.0,,,,,,,1,From Corner,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,5,Juventus,224,"['5fd1b432-fe73-41bb-b56a-f7af9b2e4083', 'c9804c55-4057-426d-a3a8-6e723a5f691f']",32,,,,,,,,,,,,,,,,,Juventus,224,00:01:32.106,Pass,
,,,,,,,,,,,,,,,,3.904792,,,,,,,,,,,,c9804c55-4057-426d-a3a8-6e723a5f691f,66,,"[21.6, 32.6]",3879684,1,,,,,-0.9210257,,Right Foot,,,"[40.9, 7.2]",,High Pass,,31.900627,,Incomplete,,Carlos Mario Carbonero Mancilla,27595.0,,,,,,Recovery,1,From Corner,Vasco Regini,7012.0,Left Back,5,Juventus,224,"['573294ed-63e5-410a-bda3-6309c4971d87', '874068e5-7c41-4188-a745-3765b7734c50', 'fbd1d33d-0510-4316-ae4b-499478459a2a']",32,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:32.860,Pass,
,,,,,,,,,,,,,,,,1.310518,,,,,,,,,,,,573294ed-63e5-410a-bda3-6309c4971d87,68,,"[79.2, 72.9]",3879684,1,,,,,0.14079452,,Right Foot,,,"[91.9, 74.7]",,Low Pass,,12.826925,,,,Paul Pogba,20004.0,,,,,,Recovery,1,From Corner,Giorgio Chiellini,6954.0,Left Center Back,5,Juventus,224,"['9d066a46-f847-485f-8f4c-7b76b1dea632', 'c9804c55-4057-426d-a3a8-6e723a5f691f']",36,,,,,,,,,,,,,,,,,Juventus,224,00:01:36.764,Pass,
,,,,,,,,,,,,,,,,0.083155,,,,,,,,,,,,4e40fb0d-471a-4252-b48b-603e757888d4,72,,"[112.0, 76.4]",3879684,1,,,,,-1.5405025,,Right Foot,,,"[112.1, 73.1]",,Low Pass,,3.3015149,,Incomplete,,,,,,,,,,1,From Corner,Paul Pogba,20004.0,Left Center Midfield,5,Juventus,224,['e49738a0-abb9-41b9-b107-44e260af789c'],43,,,,,,,,,,,,,,,,,Juventus,224,00:01:43.670,Pass,
,,,,,,,,,,,,,,,,1.047693,,,,,,,,,,,,c0ddc8c1-c2f6-49f4-8d72-b12db8e854c7,74,,"[106.6, 80.0]",3879684,1,,,,,-2.2362905,,,,,"[99.3, 70.7]",,Low Pass,,11.822859,,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,6,Juventus,224,['5a105049-b798-497e-93e9-65f6a3f0412b'],53,,,,,,,,,,,,,,,,,Juventus,224,00:01:53.879,Pass,
,,,,,,,,,,,,,,,,0.657725,,,,,,,,,,,,679e8834-e275-4d19-8499-45a7ef91e3e6,77,,"[103.9, 71.0]",3879684,1,,,,,1.1567973,,Left Foot,,,"[106.8, 77.6]",,Ground Pass,,7.209022,,,,Stephan Lichtsteiner,5541.0,,,,,,,1,From Throw In,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,6,Juventus,224,['816b53a4-a3a6-4c80-99ce-1eca6206625c'],56,,,,,,,,,,,,,,,,,Juventus,224,00:01:56.122,Pass,
,,,,,,,,,,,,,,,,0.139162,,,,,,,,,,,,db05eb7e-bb7e-40cb-b845-98fc849f5861,80,,"[111.8, 76.6]",3879684,1,,,,,-1.5707964,,Right Foot,,,"[111.8, 74.7]",,Low Pass,,1.9,,Incomplete,,Paul Pogba,20004.0,,,,,,,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,6,Juventus,224,"['3819c761-c081-450a-be71-83e4db2a3ef7', 'd273dc28-57c7-4704-9481-ca4e55f321b1']",59,,,,,,,,,,,,,,,,,Juventus,224,00:01:59.223,Pass,
,,,,,,,,,,,,,,,,0.9943,,,,,,,,,,,,5d106b23-8ba8-402e-b97f-cdca5a52c181,83,,"[109.2, 80.0]",3879684,2,,,,,-1.5765766,,,,,"[109.1, 62.7]",,High Pass,,17.30029,,Incomplete,,Álvaro Borja Morata Martín,3477.0,,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,7,Juventus,224,"['026536db-dd3f-49f6-9477-7a1660607eb1', '405b715c-2d10-4c7c-8f65-5011761821fc']",8,,,,,,,,,,,,,,,,,Juventus,224,00:02:08.040,Pass,
,,,,,,,,,,,,,,,,2.590275,,,,,,,,,,,,405b715c-2d10-4c7c-8f65-5011761821fc,85,,"[11.0, 17.4]",3879684,2,,,,,-0.7767528,,Head,,,"[28.5, 0.2]",,High Pass,,24.537521,,Out,,Antonio Cassano,19850.0,,,,,,Recovery,1,From Throw In,Édgar Osvaldo Barreto Cáceres,7009.0,Left Center Midfield,7,Juventus,224,"['1e3b89fb-5396-4c56-9334-a4d37bdf1f04', '5d106b23-8ba8-402e-b97f-cdca5a52c181']",9,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:09.034,Pass,
,,,,,,,,,,,,,,,,1.526347,,,,,,,,,,,,36f235bb-3d70-4481-a279-0f27f14f5a69,87,,"[91.3, 80.0]",3879684,2,,,,,-0.2732125,,,,,"[109.5, 74.9]",,Low Pass,,18.901058,,Incomplete,,Álvaro Borja Morata Martín,3477.0,,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Wing Back,8,Juventus,224,"['02954c37-2a2a-4a74-8802-0bf8bb646c08', '34780aef-fe77-4ded-98d6-5c3ff082a4ee']",20,,,,,,,,,,,,,,,,,Juventus,224,00:02:20.116,Pass,
,,,,,,,,,,,,,,,,1.192926,,,,,,,,,,,,02954c37-2a2a-4a74-8802-0bf8bb646c08,89,,"[10.6, 5.2]",3879684,2,,,,,-0.043450896,,Left Foot,,,"[15.2, 5.0]",,Low Pass,,4.604346,,,,Eder Citadin Martins,7000.0,,,,,,Interception,1,Regular Play,Vasco Regini,7012.0,Left Back,9,Sampdoria,234,"['36f235bb-3d70-4481-a279-0f27f14f5a69', 'b338763f-0430-4015-81e6-2726825564d1']",21,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:21.642,Pass,
,,,,,,,,,,,,,,,,1.589564,,,,,,,,,,,,75b4495b-3d3b-41bd-b3e1-ea31b10f3959,91,,"[15.2, 5.0]",3879684,2,,,,,2.6880798,,Right Foot,,,"[3.3, 10.8]",,Ground Pass,,13.238202,,,,Ervin Zukanović,7137.0,,,,,,,1,Regular Play,Eder Citadin Martins,7000.0,Left Wing,9,Sampdoria,234,['0c3cd55e-5348-466a-bff1-2628af342dc0'],22,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:22.835,Pass,
,,,,,,,,,,,,,,,,0.242708,,,,,,,,,,,,c469dcbd-10ec-42b2-baa1-e04aca2af103,95,,"[2.4, 3.1]",3879684,2,,,,,0.0,,Left Foot,,,"[2.9, 3.1]",,Low Pass,,0.5,,Incomplete,,,,,,,,,,1,Regular Play,Ervin Zukanović,7137.0,Left Center Back,9,Sampdoria,234,"['48464115-c82d-486a-9256-571c0322d480', '9601f56a-39be-49a9-88b2-5beea4c64217']",25,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:25.839,Pass,True
,,,,,,,,,,,,,,,,2.53777,,,,,,,,,,,,e3020d9a-3995-4af6-88a3-3ab8fcac122f,97,,"[7.0, 36.1]",3879684,2,,,,,0.6255585,,Left Foot,,,"[56.7, 72.0]",,High Pass,,61.309868,,Incomplete,,Carlos Mario Carbonero Mancilla,27595.0,,,,,,Goal Kick,1,From Goal Kick,Emiliano Viviano,7018.0,Goalkeeper,10,Sampdoria,234,"['be7e777b-5158-4b5b-a6b4-d6b35be3d957', 'd9068308-1510-4fb6-ab6d-9a7580e0146f']",49,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:49.889,Pass,
,,,,,,,,,,,,,,,,2.931972,,,,,,,,,,,,d9068308-1510-4fb6-ab6d-9a7580e0146f,99,,"[63.4, 8.1]",3879684,2,,,,,-0.21474397,,Head,,,"[87.7, 2.8]",,High Pass,,24.87127,,Incomplete,,Álvaro Borja Morata Martín,3477.0,,,,,,Recovery,1,From Goal Kick,Paul Pogba,20004.0,Left Center Midfield,10,Sampdoria,234,"['65dcc48f-ba12-4058-a79f-0bae54b85d89', 'bf51c645-7848-4b68-96c8-06d0542f6edc', 'e3020d9a-3995-4af6-88a3-3ab8fcac122f']",52,,,,,,,,,,,,,,,,,Juventus,224,00:02:52.426,Pass,
,,,,,,,,,,,,,,,,1.763878,,,,,,,,,,,,b8b4f79d-83c0-442d-9038-38a219079611,106,,"[35.9, 75.2]",3879684,3,,,,,-1.8202095,,Right Foot,,,"[30.5, 54.0]",,Ground Pass,,21.876928,,,,Ervin Zukanović,7137.0,,,,,,Free Kick,1,From Free Kick,Niklas Moisander,9884.0,Right Center Back,11,Sampdoria,234,['531f552d-fbc4-4129-a0a8-1831f8a6114f'],18,,,,,,,,,,,,,,,,,Sampdoria,234,00:03:18.540,Pass,
,,,,,,,,,,,,,,,,2.279127,,,,,,,,,,,,2b931e47-2f72-43c0-9e1a-2d17fce68f14,109,,"[35.9, 45.9]",3879684,3,,,,,-1.1505442,,Left Foot,,,"[50.2, 13.9]",,Ground Pass,,35.04982,,,,Vasco Regini,7012.0,,,,,,,1,From Free Kick,Ervin Zukanović,7137.0,Left Center Back,11,Sampdoria,234,['555f2810-d28c-4cde-a70c-68b8ea9f89df'],22,,,,,,,,,,,,,,,,,Sampdoria,234,00:03:22.107,Pass,
,,,,,,,,,,,,,,,,0.801958,,,,,,,,,,,,6ab3a7b3-5a42-44b2-9463-990ddfe4a53d,113,,"[72.7, 25.6]",3879684,3,,,,,1.3750591,,Right Foot,,,"[77.3, 48.8]",,Ground Pass,,23.651638,,,,Antonio Cassano,19850.0,,,,,,,1,From Free Kick,Vasco Regini,7012.0,Left Back,11,Sampdoria,234,"['a0b08a80-ba17-4516-b897-a7f81602f47f', 'c0a1dccf-cc2b-43dd-ba77-28444694ebe3']",29,,,,,,,,,,,,,,,,,Sampdoria,234,00:03:29.957,Pass,True
,,,,,,,,,,,,,,,,3.345693,,,,,,,,,,,,d22cdd4c-3689-4430-99f8-f34b418d470e,120,,"[79.7, 36.7]",3879684,3,,,,,-0.9315067,,Right Foot,,,"[105.2, 2.4]",,Ground Pass,,42.74038,,,,Álvaro Borja Morata Martín,3477.0,,,,,,,1,From Free Kick,Paul Pogba,20004.0,Left Center Midfield,11,Sampdoria,234,['66166d06-f915-4ca6-96e1-e435f3d167eb'],37,,,,,,,,,,,,,,,,,Juventus,224,00:03:37.146,Pass,
