50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0ca4c522-c3cf-48df-9283-000397aad07f,1,,,3879723,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 55}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1ea1a5f5-6c83-446c-b210-c728dbda2878,2,,,3879723,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 90}, {'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 31}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,42d0db06-0d06-474d-8090-50356fb6e0f7,3,,,3879723,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['64a3faa8-c508-4b6e-b796-7ed23d07c96e'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,64a3faa8-c508-4b6e-b796-7ed23d07c96e,4,,,3879723,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['42d0db06-0d06-474d-8090-50356fb6e0f7'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,095f0e06-f101-4251-affe-f22fccb1d4cf,1743,,,3879723,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Inter Milan,238,['704fa49b-cf92-42fe-8f1e-4f91440c39aa'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,704fa49b-cf92-42fe-8f1e-4f91440c39aa,1744,,,3879723,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Inter Milan,238,['095f0e06-f101-4251-affe-f22fccb1d4cf'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.958144,,,,,,,,,,,,,,28330e07-f06d-415c-a4f4-3cadc6f1da2b,5,,"[60.0, 40.0]",3879723,0,,,,,-2.709185,,Right Foot,,,"[45.7, 33.4]",,Ground Pass,15.749603,,,,Ivan Radovanović,7042.0,,,,,Kick Off,1,From Kick Off,Roberto Inglese,7043.0,Right Center Forward,2,Chievo,231,['ef000873-928b-4a36-820c-440ea9c33d85'],0,,,,,,,,,,,,,,,,Chievo,231,00:00:00.807,Pass,
,,,,,,,,,,,,,,,,0.858377,,,,,,,,,,,,,,e79bd33b-e6fd-4c5f-8c5a-67a0341232a1,8,,"[47.0, 33.1]",3879723,0,,,,,3.048529,,Right Foot,,,"[39.5, 33.8]",,Ground Pass,7.5325956,,,,Boštjan Cesar,8877.0,,,,,,1,From Kick Off,Ivan Radovanović,7042.0,Center Defensive Midfield,2,Chievo,231,['472e91d2-a16c-49e4-8258-6dfbf75d6f9e'],2,,,,,,,,,,,,,,,,Chievo,231,00:00:02.082,Pass,
,,,,,,,,,,,,,,,,3.089789,,,,,,,,,,,,,,a47b0de1-cdbc-4bee-97b5-a9620dffeb4a,11,,"[39.5, 33.8]",3879723,0,,,,,0.3476328,,Left Foot,,,"[88.9, 51.7]",,High Pass,52.54303,,Incomplete,,Roberto Inglese,7043.0,,,,,,1,From Kick Off,Boštjan Cesar,8877.0,Left Center Back,2,Chievo,231,"['8410d30b-d03d-4ddb-86cf-dacd66680837', '875e6a92-ea05-4d7b-8e42-112ef3fee2d1']",2,,,,,,,,,,,,,,,,Chievo,231,00:00:02.980,Pass,
,,,,,,,,,,,,,,,,1.116085,,,,,,,,,,,,,,22cce453-dd48-4247-b0e0-f097bfb7fc1b,15,,"[85.1, 49.0]",3879723,0,,,,,-0.5355573,,Right Foot,,,"[94.2, 43.6]",,Ground Pass,10.581588,,Incomplete,,Sergio Pellissier,8644.0,,,,,Recovery,1,From Kick Off,Giampiero Pinzi,386657.0,Right Center Midfield,2,Chievo,231,"['327382fc-2bbd-4df1-b91c-a482c8082bbb', 'c1ac6038-3139-42e0-aa7e-4888f6659bc0']",8,,,,,,,,,,,,,,,,Chievo,231,00:00:08.048,Pass,
