50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.088639,,,,,,,,,,,,,adf7facb-cac6-4248-be62-398e5a0ad725,25,,"[52.2, 52.2]",3879791,0,,,,,0.5906657,,Right Foot,,,"[69.5, 63.8]",,Ground Pass,,20.829065,,,,Antonio Candreva,7776.0,,,,,,1,Regular Play,Milan Biševac,3103.0,Right Center Back,4,Lazio,236,['60a4b125-cfc1-4f71-b410-97f4e8c50fe0'],18,,,,,,,,,,,,,,,,,,Lazio,236,00:00:18.366,Pass,
,,,,,,,,,,,,,,,,,,1.326486,,,,,,,,,,,,,6361c75b-b0f5-4b66-8ba4-50c1c1965a7f,29,,"[66.3, 64.1]",3879791,0,,,,,1.9322373,,Right Foot,,,"[63.2, 72.3]",,Ground Pass,,8.766413,,,,Patricio Gabarrón Gil,8190.0,,,,,,1,Regular Play,Antonio Candreva,7776.0,Right Wing,4,Lazio,236,['694af61b-6d3d-44b1-9eb1-6e7129ea0414'],23,,,,,,,,,,,,,,,,,,Lazio,236,00:00:23.497,Pass,
,,,,,,,,,,,,,,,,,,3.156579,,,,,,,,,,,,,27c55355-7e95-4e80-976d-fe30f6fdc714,31,,"[63.2, 72.3]",3879791,0,,,,,-2.0333593,,Right Foot,,,"[44.8, 35.4]",,High Pass,,41.233116,,,,Wesley Hoedt,3588.0,,,,,,1,Regular Play,Patricio Gabarrón Gil,8190.0,Right Back,4,Lazio,236,['729d48ff-b945-48f9-940a-8526a4a37796'],24,,,,,,,,,,,,,,,,,,Lazio,236,00:00:24.824,Pass,
,,,,,,,,,,,,,,,,,,1.687389,,,,,,,,,,,,,ded345f1-69de-47e9-8615-8e3419b0af68,34,,"[52.2, 18.3]",3879791,0,,,,,-0.8977633,,Right Foot,,,"[63.6, 4.0]",,Ground Pass,,18.287973,,,,Edson Braafheid,8459.0,,,,,,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,4,Lazio,236,['b3f44b51-4a37-415b-874c-d98e44f41bc8'],31,,,,,,,,,,,,,,,,,,Lazio,236,00:00:31.267,Pass,
,,,,,,,,,,,,,,,,,,1.163429,,,,,,,,,,,,,37b644ec-e1a1-4e84-bd2c-57d064bdc86f,37,,"[63.6, 4.0]",3879791,0,,,,,0.2371576,,Left Foot,,,"[84.7, 9.1]",,High Pass,,21.707602,,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Edson Braafheid,8459.0,Left Back,4,Lazio,236,['a3cde326-7830-4b52-b38a-af005051ff13'],33,,,,,,,,,,,,,,,,,,Lazio,236,00:00:33.634,Pass,
,,,,,,,,,,,,,,,,,,1.677238,,,,,,,,,,,,,95a68dc3-41ae-4423-b928-139445aee174,39,,"[84.7, 9.1]",3879791,0,,,,,0.6532253,,Right Foot,,,"[94.5, 16.6]",,High Pass,,12.340584,,,,Alessandro Matri,8296.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Center Midfield,4,Lazio,236,['f43159c6-a6b2-49cb-ada5-06bfa9e5d995'],34,,,,,,,,,,,,,,,,,,Lazio,236,00:00:34.797,Pass,
,,,,,,,,,,,,,,,,,,1.319531,,,,,,,,,,,,,a9892b61-13cf-42e4-88a2-aa9a34e3c985,44,,"[97.6, 3.4]",3879791,0,,,,,-0.1882215,,Left Foot,,,"[103.9, 2.2]",,Ground Pass,,6.4132676,,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Alessandro Matri,8296.0,Center Forward,4,Lazio,236,"['05f03bc0-2d9d-46f3-bb44-56196c62922a', '56fe1d2b-77d2-40b7-a04d-520063ec3752', '736fe88e-0697-432f-9e88-768ad5b92a7d']",42,,,,,,,,,,,,,,,,,,Lazio,236,00:00:42.157,Pass,True
,,,,,,,,,,,,,,,,,,1.126709,,,,,,,,,,,,,af864e39-31d9-4cda-be42-78a8b33ab78b,48,,"[110.2, 4.7]",3879791,0,,,,,1.5707964,,Left Foot,True,,"[110.2, 31.7]",,Ground Pass,,27.0,,Incomplete,,Marco Parolo,8173.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Center Midfield,4,Lazio,236,"['26cd8bde-a7dd-4481-97f3-a11732d69acf', '6d263472-8438-4ed8-ab18-f513ee1f2c0d', 'a1648a02-457a-4b93-85dd-7dd244bc42a1']",44,,,,,,,,,,,,,,,,,,Lazio,236,00:00:44.425,Pass,True
,,,,,,,,,,,,,,,,,,3.083189,,,,,,,,,,,,,504055fc-9e3f-49b2-9740-6b6d25356f25,55,,"[10.5, 49.4]",3879791,1,,,,,0.15937458,,Right Foot,,,"[86.4, 61.6]",,High Pass,,76.874245,,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,Free Kick,1,From Free Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,5,AC Milan,243,"['0216a756-d581-4d15-abac-82e5189dd3e4', '44d7492f-5f36-41b3-b373-987a35037bc9']",15,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:15.270,Pass,
,,,,,,,,,,,,,,,,,,2.16499,,,,,,,,,,,,,0216a756-d581-4d15-abac-82e5189dd3e4,57,,"[33.7, 18.5]",3879791,1,,,,,-0.38915882,,Head,,,"[47.6, 12.8]",,High Pass,,15.023315,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,Recovery,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,6,Lazio,236,"['504055fc-9e3f-49b2-9740-6b6d25356f25', 'b289eed1-adaf-4a32-8279-2d4656681d3b']",18,,,,,,,,,,,,,,,,,,Lazio,236,00:01:18.353,Pass,
,,,,,,,,,,,,,,,,,,1.043896,,,,,,,,,,,,,73b368c8-45b5-47f0-8312-055e16d665f5,60,,"[47.6, 12.8]",3879791,1,,,,True,1.948563,,,,,"[45.1, 19.1]",,Low Pass,,6.7779055,,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,6,Lazio,236,"['5ab0dd97-5117-4487-bf0e-413215c26a0a', 'cb7b39d5-6a5d-4157-9ae8-c8520594ecb0']",20,,,,,,,,,,,,,,,,,,Lazio,236,00:01:20.518,Pass,True
,,,,,,,,,,,,,,,,,,3.010792,,,,,,,,,,,,,b0b7a9ba-941d-4dd2-b62a-4c4d1d0964b2,63,,"[45.1, 19.1]",3879791,1,,,,,0.43716374,,Right Foot,,,"[75.7, 33.4]",,High Pass,,33.77647,,Incomplete,,,,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Center Midfield,6,Lazio,236,['8a66d0e1-c5f2-4701-bc34-b8865731fcaf'],21,,,,,,,,,,,,,,,,,,Lazio,236,00:01:21.563,Pass,
,,,,,,,,,,,,,,,,,,2.130596,,,,,,,,,,,,,8a66d0e1-c5f2-4701-bc34-b8865731fcaf,64,,"[44.4, 46.7]",3879791,1,,,,,0.3439222,,Left Foot,,,"[72.6, 56.8]",,High Pass,,29.954132,,Incomplete,,,,,,,,Recovery,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,6,Lazio,236,"['b0b7a9ba-941d-4dd2-b62a-4c4d1d0964b2', 'c615d61a-e6ab-4add-88ee-1040bd62cd9d']",24,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:24.574,Pass,
,,,,,,,,,,,,,,,,,,0.869258,,,,,,,,,,,,,c615d61a-e6ab-4add-88ee-1040bd62cd9d,65,,"[47.5, 23.3]",3879791,1,,,,,0.8812573,,Left Foot,,,"[52.2, 29.0]",,Ground Pass,,7.387828,,,,Lucas Rodrigo Biglia,5510.0,,,,,Recovery,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,6,Lazio,236,"['5f74ca66-f106-4c21-9aab-7f5c062cf786', '8a66d0e1-c5f2-4701-bc34-b8865731fcaf']",26,,,,,,,,,,,,,,,,,,Lazio,236,00:01:26.705,Pass,
,,,,,,,,,,,,,,,,,,0.750426,,,,,,,,,,,,,bdf3b4a9-55f6-4b1c-af6f-12446b5a81dc,68,,"[49.0, 27.0]",3879791,1,,,,,-2.6614177,,Right Foot,,,"[39.4, 22.0]",,Ground Pass,,10.824047,,,,Wesley Hoedt,3588.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,6,Lazio,236,['d8fe42af-f0f2-44cd-92bf-0c0880843d87'],28,,,,,,,,,,,,,,,,,,Lazio,236,00:01:28.384,Pass,
,,,,,,,,,,,,,,,,,,1.002629,,,,,,,,,,,,,f0f4a685-9e6b-4435-97f7-5c9c932c83bc,71,,"[41.9, 16.4]",3879791,1,,,,,-0.7032306,,Left Foot,,,"[55.7, 4.7]",,Ground Pass,,18.092264,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,6,Lazio,236,['b37f5e77-243e-4cc2-9fb1-ec3d4870ab05'],31,,,,,,,,,,,,,,,,,,Lazio,236,00:01:31.597,Pass,
,,,,,,,,,,,,,,,,,,1.13231,,,,,,,,,,,,,c08eb1ee-0569-45e0-9c9b-e3fc86ec1be1,74,,"[55.7, 4.7]",3879791,1,,,,,3.1026514,,Right Foot,,,"[48.0, 5.0]",,Ground Pass,,7.705842,,,,Edson Braafheid,8459.0,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,6,Lazio,236,['b55b3252-414e-46fe-b4bc-5d1bffb7223f'],33,,,,,,,,,,,,,,,,,,Lazio,236,00:01:33.331,Pass,
,,,,,,,,,,,,,,,,,,2.089456,,,,,,,,,,,,,44403eb8-e73f-4e7c-9421-cb1cf8dae4af,77,,"[47.1, 5.5]",3879791,1,,,,,2.527495,,Left Foot,,,"[33.2, 15.3]",,Ground Pass,,17.00735,,,,Wesley Hoedt,3588.0,,,,,,1,Regular Play,Edson Braafheid,8459.0,Left Back,6,Lazio,236,['1a4057ca-6975-4e21-932f-f8209057c0f4'],34,,,,,,,,,,,,,,,,,,Lazio,236,00:01:34.884,Pass,
,,,,,,,,,,,,,,,,,,4.658491,,,,,,,,,,,,,beebd5ae-1c73-4627-b047-ba4d082447f4,80,,"[28.2, 22.0]",3879791,1,,,,,1.4620821,,Right Foot,,,"[31.9, 55.9]",,Ground Pass,,34.10132,,,,Patricio Gabarrón Gil,8190.0,,,,,,1,Regular Play,Wesley Hoedt,3588.0,Left Center Back,6,Lazio,236,['74f4b265-2950-4ce5-9c9f-acd5e35e5e97'],37,,,,,,,,,,,,,,,,,,Lazio,236,00:01:37.528,Pass,
,,,,,,,,,,,,,,,,,,1.777231,,,,,,,,,,,,,977207af-dae4-48fe-b21d-f6ea9f60e093,82,,"[31.9, 60.4]",3879791,1,,,,,-2.9663262,,Right Foot,,,"[22.3, 58.7]",,Ground Pass,,9.749359,,,,Milan Biševac,3103.0,,,,,,1,Regular Play,Patricio Gabarrón Gil,8190.0,Right Back,6,Lazio,236,['75f6f4e7-0ad0-4853-90bf-473ef5cbeaef'],42,,,,,,,,,,,,,,,,,,Lazio,236,00:01:42.187,Pass,
,,,,,,,,,,,,,,,,,,1.559641,,,,,,,,,,,,,1074d311-91d9-404a-9fce-aeb93af986ba,85,,"[22.3, 58.7]",3879791,1,,,,,-2.1393209,,Right Foot,,,"[8.5, 37.1]",,Ground Pass,,25.632011,,,,Federico Marchetti,12491.0,,,,,,1,Regular Play,Milan Biševac,3103.0,Right Center Back,6,Lazio,236,['2fbcfd53-7a22-41ec-aa69-bac5e3a7e643'],44,,,,,,,,,,,,,,,,,,Lazio,236,00:01:44.839,Pass,
,,,,,,,,,,,,,,,,,,3.090977,,,,,,,,,,,,,ee9d2cef-e378-440d-9542-6c686a5038f9,89,,"[10.4, 34.1]",3879791,1,,,,,-0.70572954,,Left Foot,,,"[50.3, 0.1]",,High Pass,,52.421467,,Out,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Federico Marchetti,12491.0,Goalkeeper,6,Lazio,236,"['3b7da4fa-8552-48d4-887e-fd78e920ad5f', '961b548e-1b98-435c-ae61-ee8ef169e34f']",47,,,,,,,,,,,,,,,,,,Lazio,236,00:01:47.574,Pass,True
,,,,,,,,,,,,,,,,,,2.898301,,,,,,,,,,,,,c3e0e161-a658-4d62-b65c-ba131bf25d38,91,,"[76.2, 80.0]",3879791,1,,True,,,-0.20632389,,,,,"[102.0, 74.6]",,Low Pass,,26.359058,,,,Keisuke Honda,5683.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,7,AC Milan,243,['c3eceba5-f922-40bf-8ba1-74cc83be242f'],53,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:53.561,Pass,
,,,,,,,,,,,,,,,,,,0.101625,,,,,,,,,,,,,f5d562ee-750f-4f75-970a-7b8fbce36067,95,,"[108.2, 76.4]",3879791,1,,,,,-1.5137155,,Right Foot,,,"[108.4, 72.9]",,Low Pass,,3.5057096,,Incomplete,,,,,,,,,1,From Throw In,Keisuke Honda,5683.0,Right Midfield,7,AC Milan,243,['1fb64855-791e-416d-a1e8-9bce4a5a2c20'],56,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:56.574,Pass,
,,,,,,,,,,,,,,,,,,2.018316,,,,,,,,,,,,,a6c7f69b-f115-4133-b552-25bb0255d167,97,,"[108.7, 80.0]",3879791,2,,,,,-1.5863714,,,,,"[108.2, 47.9]",,High Pass,,32.103893,,Incomplete,,Luiz Adriano de Souza da Silva,21272.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,8,AC Milan,243,"['5dd93640-2dc3-46cf-8434-cc14687e9d8b', '6e67883c-7e43-402f-9e72-dd8121200b81']",19,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:19.221,Pass,
,,,,,,,,,,,,,,,,,,4.312252,,,,,,,,,,,,,9dae5042-147b-469e-9862-c69ac7b573a8,100,,"[89.9, 58.1]",3879791,2,,,,,0.6786625,,Right Foot,,,"[111.6, 75.6]",,High Pass,,27.877232,,,,Keisuke Honda,5683.0,,,,,Recovery,1,From Throw In,Riccardo Montolivo,7166.0,Right Defensive Midfield,8,AC Milan,243,['6a16880d-377b-4e16-9c86-bc3ed9e8c10c'],22,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:22.711,Pass,
,,,,,,,,,,,,,,,,,,1.055519,,,,,,,,,,,,,d3f1346d-c5e4-4758-bdbf-df8826189314,109,,"[7.2, 4.7]",3879791,2,,,,,1.1466019,,Right Foot,,,"[10.0, 10.9]",,Ground Pass,,6.8029404,,,,Edson Braafheid,8459.0,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,9,Lazio,236,"['b77a58cd-0cf2-429a-84b7-acb58320b5fc', 'd9593694-acef-47c2-bf86-689e21ed788f']",31,,,,,,,,,,,,,,,,,,Lazio,236,00:02:31.342,Pass,True
,,,,,,,,,,,,,,,,,,1.268894,,,,,,,,,,,,,59fab5b5-6360-4f89-b1ab-b9db71d983ee,112,,"[10.0, 10.9]",3879791,2,,,,,0.7469556,,Left Foot,,,"[15.4, 15.9]",,Ground Pass,,7.359348,,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Edson Braafheid,8459.0,Left Back,9,Lazio,236,['9973c761-4312-4963-a56c-189dc1ec4c48'],33,,,,,,,,,,,,,,,,,,Lazio,236,00:02:33.061,Pass,
,,,,,,,,,,,,,,,,,,2.450688,,,,,,,,,,,,,2207512f-4451-48f6-b388-d781034229d3,117,,"[14.9, 14.3]",3879791,2,,,,,0.54531956,,Right Foot,,,"[53.8, 37.9]",,High Pass,,45.499123,,Incomplete,,Antonio Candreva,7776.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Center Midfield,9,Lazio,236,"['06a4baa6-4e3a-4950-85ec-89d6f9b77a00', '6ace64a8-2c99-495d-a31c-c2c12bf1c971', 'ff225fac-1874-4065-94af-95bd94fc1dae']",35,,,,,,,,,,,,,,,,,,Lazio,236,00:02:35.101,Pass,True
