50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e66403a2-da9b-42c3-ae78-525bb0a36c4b,1,,,3879814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,181877c1-a55c-40a7-b439-a56c5ac67d6c,2,,,3879814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fbc015f4-1527-43b0-a69e-350ed7cfc110,3,,,3879814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['c51f3dd6-701b-446b-83a1-1c19153cf178'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c51f3dd6-701b-446b-83a1-1c19153cf178,4,,,3879814,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['fbc015f4-1527-43b0-a69e-350ed7cfc110'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a9788ea-be3b-4926-b6fd-bafca9ec1c1a,1893,,,3879814,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Empoli,290,['82990d8d-75a7-4a3a-a9cf-40a609a05799'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82990d8d-75a7-4a3a-a9cf-40a609a05799,1894,,,3879814,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Empoli,290,['5a9788ea-be3b-4926-b6fd-bafca9ec1c1a'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.589703,,,,,,,,,,,,,78f4f647-d71a-499f-a753-b06802c5656c,5,,"[61.0, 40.1]",3879814,0,,,,,1.8370484,,Right Foot,,,,"[60.4, 42.3]",Ground Pass,,2.280351,,,,,Josip Iličić,7139.0,,,,,,Kick Off,1,From Kick Off,Nikola Kalinić,7033.0,Center Forward,2,Fiorentina,239,['8f30cdf7-b828-45df-816e-10a6fa885a67'],0,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.550,Pass,
,,,,,,,,,,,,,,,,,1.493894,,,,,,,,,,,,,9a82d124-09e0-474c-a1df-400d7b5508b0,8,,"[57.4, 41.2]",3879814,0,,,,,-2.334615,,Left Foot,,,,"[37.0, 19.9]",Ground Pass,,29.49322,,,,,Davide Astori,8275.0,,,,,,,1,From Kick Off,Josip Iličić,7139.0,Center Attacking Midfield,2,Fiorentina,239,['c80d6a3f-5bf2-42dc-b1f6-e71a8cf2a256'],2,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.306,Pass,
,,,,,,,,,,,,,,,,,3.752453,,,,,,,,,,,,,4729f6ba-e49a-43d9-b104-e1db2372b91e,12,,"[35.9, 17.8]",3879814,0,,,,,0.050327837,,Left Foot,,,,"[103.4, 21.2]",High Pass,,67.58558,,,,,Federico Bernardeschi,7777.0,,,,Through Ball,True,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['4bc49cc9-1248-4fc1-b48e-42d617397dcc'],5,,,,,,,,,,,,,,,,Fiorentina,239,00:00:05.476,Pass,
,,,,,,,,,,,,,,,,,0.084351,,,,,,,,,,,,,68b58046-87ea-40a6-aaef-c66e84949195,16,,"[111.2, 22.6]",3879814,0,,,,,1.332187,,Left Foot,,,,"[112.1, 26.3]",Low Pass,,3.8078866,,,Incomplete,,Nikola Kalinić,7033.0,,,,,,,1,From Kick Off,Federico Bernardeschi,7777.0,Left Wing,2,Fiorentina,239,"['57c35c19-9595-4aab-a96f-8de942f46d16', 'f1469c5d-bb52-429f-b709-49fb47a57713']",10,,,,,,,,,,,,,,,,Fiorentina,239,00:00:10.699,Pass,
