bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,58f4f9a7-cfd5-40f0-a840-48ca76d8a670,1,,,,3879640,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 49440, 'name': 'Davide Bertoncini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 69}, {'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,20441b7d-ae5f-4709-8f3f-7b1793334c16,2,,,,3879640,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 45}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a18b182d-4196-437e-ae3b-071bf2097a3a,3,,,,3879640,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['f47e0cc6-47fb-41a3-802c-cfdc790d6f0d'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f47e0cc6-47fb-41a3-802c-cfdc790d6f0d,4,,,,3879640,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Frosinone,291,['a18b182d-4196-437e-ae3b-071bf2097a3a'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cea83fc1-029a-4daa-801a-db884b42216c,1469,,,,3879640,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,115,Frosinone,291,['7cd56fb0-f3dd-40f0-bbe3-eb39a0f2c934'],0,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7cd56fb0-f3dd-40f0-bbe3-eb39a0f2c934,1470,,,,3879640,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,115,Frosinone,291,['cea83fc1-029a-4daa-801a-db884b42216c'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.399999,,,,,,,,,,,,,,,,62876e36-940e-4474-a97d-ac5c3e3c4f09,5,,,"[61.0, 40.1]",3879640,0,,True,,,1.9513026,,Right Foot,,,"[60.2, 42.1]",,Ground Pass,,2.1540658,,,,Alberto Paloschi,6950.0,,,,,,Kick Off,1,From Kick Off,Roberto Inglese,7043.0,Left Center Forward,2,Chievo,231,['20a1385f-4bde-4ec7-96a0-a5cf00a7f499'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.737,Pass,
,,,,,,,,,,,,,,,,,1.079997,,,,,,,,,,,,,,,,77c6ce90-7d4b-4c1c-8bd8-543bf4762825,7,,,"[60.2, 42.4]",3879640,0,,,,,-2.5247915,,Other,,,"[54.7, 38.5]",,Ground Pass,,6.742403,,,,Valter Birsa,7045.0,,,,,,,1,From Kick Off,Alberto Paloschi,6950.0,Right Center Forward,2,Chievo,231,['5b5310a6-2d9f-4d58-8d1c-fb2d1bdc4895'],1,,,,,,,,,,,,,,,,,Chievo,231,00:00:01.137,Pass,
,,,,,,,,,,,,,,,,,0.759999,,,,,,,,,,,,,,,,6a6f12d2-0ca8-47d0-9fe7-d42367b4b295,10,,,"[60.6, 37.3]",3879640,0,,,,,-0.2931869,,Left Foot,,,"[76.5, 32.5]",,Ground Pass,,16.608732,,,,Perparim Hetemaj,7046.0,,,,,,,1,From Kick Off,Valter Birsa,7045.0,Center Attacking Midfield,2,Chievo,231,['efe7a2cc-6310-4e6f-af94-a85b6af936e3'],3,,,,,,,,,,,,,,,,,Chievo,231,00:00:03.137,Pass,
,,,,,,,,,,,,,,,,,1.256941,,,,,,,,,,,,,,,,424b7a3b-0b13-4ee6-89f3-327c34535357,19,,,"[43.1, 38.9]",3879640,0,,,,,-1.341269,,Right Foot,,,"[45.6, 28.2]",,Ground Pass,,10.988175,,,,Danilo Soddimo,11608.0,,,,,,,1,From Kick Off,Paolo Sammarco,23349.0,Left Defensive Midfield,2,Chievo,231,"['4d544373-a76d-4846-ba50-4df9e99e0a3f', '58d12a0d-8ada-462d-9ef0-521f2925bc30']",6,,,,,,,,,,,,,,,,,Frosinone,291,00:00:06.665,Pass,True
