50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7c5f7813-6281-40cf-8c3e-2518a4c7a294,1,,,3879698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 11602, 'name': 'Raffaele Maiello'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f6b870b0-179a-481b-b693-6d3925da4036,2,,,3879698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 91}, {'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 70}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f99e580e-7576-49f4-beae-81dbc106780f,3,,,3879698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['50783aaa-e5e5-497e-9c79-f68672a0e85d'],0,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,50783aaa-e5e5-497e-9c79-f68672a0e85d,4,,,3879698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['f99e580e-7576-49f4-beae-81dbc106780f'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec348947-9a4b-40df-9a7e-938734e050d3,1794,,,3879698,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,AC Milan,243,['15a1df57-30e9-4c3a-8a32-7795f27c260f'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,15a1df57-30e9-4c3a-8a32-7795f27c260f,1795,,,3879698,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,AC Milan,243,['ec348947-9a4b-40df-9a7e-938734e050d3'],0,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.418205,,,,,,,,,,,,46be32eb-1047-4d4a-b6cd-fdf8c6942098,5,,"[60.0, 40.0]",3879698,0,,True,,,1.1309538,,Right Foot,,,,"[60.8, 41.7]",,Ground Pass,,1.8788295,,Manuel Pucciarelli,7054.0,,,,,,Kick Off,1,From Kick Off,Massimo Maccarone,40252.0,Left Center Forward,2,Empoli,290,['652614e7-9f71-40df-9a02-d20660ba37f5'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.744,Pass,
,,,,,,,,,,,,,,,,,0.518301,,,,,,,,,,,,ccc71b07-daaf-4166-8856-95f5a4fb4ea7,7,,"[75.8, 37.9]",3879698,0,,,,,-1.4288993,,Right Foot,,,,"[76.6, 32.3]",,Ground Pass,,5.656854,,Massimo Maccarone,40252.0,,,,,,,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,['cd68617d-bf58-49bc-bddc-50b6a00a8212'],3,,,,,,,,,,,,,,,,Empoli,290,00:00:03.615,Pass,
,,,,,,,,,,,,,,,,,2.107623,,,,,,,,,,,,693e9967-289c-4520-ad03-24ef688d7a6e,17,,"[28.8, 80.0]",3879698,0,,,,,-0.10791249,,,,,,"[52.8, 77.4]",,High Pass,,24.140423,,M''Baye Babacar Niang,5661.0,,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,3,AC Milan,243,['c350e8cc-242f-46ba-a7ef-256233681df2'],20,,,,,,,,,,,,,,,,AC Milan,243,00:00:20.789,Pass,
,,,,,,,,,,,,,,,,,2.322377,,,,,,,,,,,,1327b04d-76ff-46be-a9b3-6ecb4d5f4aed,21,,"[63.0, 0.1]",3879698,0,,,,,3.0226872,,,,,,"[40.4, 2.8]",,Low Pass,,22.760712,,Federico Barba,17520.0,,,,,,Throw-in,1,From Throw In,Mário Rui Silva Duarte,7151.0,Left Back,4,Empoli,290,['e7d86e8f-da30-4aab-8998-31577dd89ae5'],31,,,,,,,,,,,,,,,,Empoli,290,00:00:31.044,Pass,
