bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b89c4439-9831-4c1b-9907-c5991b6f312b,1,,,3879852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 77}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7f1585b1-5207-4082-9549-9da05f590112,2,,,3879852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 6990, 'name': 'Milan Škriniar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 37}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,a7800aa5-28a9-4831-8e71-610d90c8c7a4,3,,,3879852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['31817ccf-ece0-4361-b122-65afa25622de'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,31817ccf-ece0-4361-b122-65afa25622de,4,,,3879852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['a7800aa5-28a9-4831-8e71-610d90c8c7a4'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,08608743-d3c2-4849-a5e9-9887e2d087e2,1731,,,3879852,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Sampdoria,234,['28829d23-c8df-48de-ab33-b67d94cea759'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,28829d23-c8df-48de-ab33-b67d94cea759,1732,,,3879852,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Sampdoria,234,['08608743-d3c2-4849-a5e9-9887e2d087e2'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.359164,,,,,,,,,,0f67eaab-269e-4275-bfe5-4a63eae6bbe3,5,,"[61.0, 40.1]",3879852,0,,True,,,1.7582254,,Right Foot,,,"[59.9, 45.9]",Ground Pass,,5.903389,,,Franco Damián Vázquez,6719.0,,,,,,Kick Off,1,From Kick Off,Enzo Maresca,25954.0,Left Defensive Midfield,2,Palermo,2256,['c0eb68cb-aed5-489b-8d9f-cbff0884f278'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.537,Pass,
,,,,,,,,,,,,,,,,,,1.898471,,,,,,,,,,b73c6d74-81f6-49a7-a92c-ad0d45e0be55,7,,"[59.9, 45.7]",3879852,0,,True,,,-2.8326619,,Left Foot,,,"[36.4, 38.2]",Ground Pass,,24.667793,,,Roberto Vitiello,30928.0,,,,,,,1,From Kick Off,Franco Damián Vázquez,6719.0,Right Attacking Midfield,2,Palermo,2256,['562a7d99-66da-4c20-b30f-19f2b52785f2'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.897,Pass,
,,,,,,,,,,,,,,,,,,2.873503,,,,,,,,,,8c03d73c-eca0-4ab8-9637-59be1d45af54,9,,"[38.3, 38.4]",3879852,0,,,,,0.31799588,,Right Foot,,,"[86.3, 54.2]",High Pass,,50.533554,Incomplete,,Alberto Gilardino,38389.0,,,,,,,1,From Kick Off,Roberto Vitiello,30928.0,Center Back,2,Palermo,2256,"['96644504-2c12-4a55-a78c-4109f7561056', 'c5c9ae1c-b9b7-412b-ae08-192aa73919de']",4,,,,,,,,,,,,,,,,,Palermo,2256,00:00:04.220,Pass,
,,,,,,,,,,,,,,,,,,1.296292,,,,,,,,,,96644504-2c12-4a55-a78c-4109f7561056,11,,"[33.8, 25.9]",3879852,0,,,,,-0.8154321,,Head,,,"[45.1, 13.9]",High Pass,,16.48302,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Roberto Soriano,6759.0,Left Center Midfield,2,Palermo,2256,"['8c03d73c-eca0-4ab8-9637-59be1d45af54', 'daf61384-62c3-4e27-b497-caaa205076d7']",7,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:07.094,Pass,
