50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d7a9b007-c69c-4429-a5ce-fb3069f8620b,1,,,3879821,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,185a76ef-4e93-48a2-9a96-2606e8f06595,2,,,3879821,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 92}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,99e78d84-e4ef-44ae-903e-4e7064bde912,3,,,3879821,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['a4c0c87d-75d2-4733-8c11-96b369c64b9d'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4c0c87d-75d2-4733-8c11-96b369c64b9d,4,,,3879821,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['99e78d84-e4ef-44ae-903e-4e7064bde912'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,72b9a860-c10d-4cef-8ce2-db51202513a6,1859,,,3879821,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Fiorentina,239,['f1f12dfd-a8b3-473a-9619-ffd8b7664334'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1f12dfd-a8b3-473a-9619-ffd8b7664334,1860,,,3879821,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Fiorentina,239,['72b9a860-c10d-4cef-8ce2-db51202513a6'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.749243,,,,,,,,,,,,,dbe5cd6b-bd97-4e79-8c11-7f0b062b0614,5,,"[60.0, 40.0]",3879821,0,,,,,-2.4668517,,Right Foot,,,"[59.5, 39.6]",,Ground Pass,,0.64031243,,,,,Lorenzo Pellegrini,6963.0,,,,,Kick Off,1,From Kick Off,Gregoire Defrel,7457.0,Center Forward,2,Sassuolo,232,['c85fdd93-5628-4328-841c-52933e93ac23'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.509,Pass,
,,,,,,,,,,,,,,,,,1.509185,,,,,,,,,,,,,960beabf-b20a-4f54-9088-c9887abc0d9f,8,,"[60.5, 38.7]",3879821,0,,,,,-1.3105623,,Right Foot,,,"[69.5, 4.9]",,Ground Pass,,34.977707,,,,,Matteo Politano,7109.0,,,,,,1,From Kick Off,Lorenzo Pellegrini,6963.0,Right Center Midfield,2,Sassuolo,232,['f43cf5f1-88d4-47c9-b259-5b6da8dd57c6'],1,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:01.405,Pass,
,,,,,,,,,,,,,,,,,0.877305,,,,,,,,,,,,,fbb2ad2d-7673-4759-b931-d40f5b3077be,12,,"[81.6, 2.5]",3879821,0,,,,,2.9562447,,Left Foot,,,"[72.0, 4.3]",,Ground Pass,,9.767292,,,,,Joseph Alfred Duncan,7698.0,,,,,,1,From Kick Off,Matteo Politano,7109.0,Left Wing,2,Sassuolo,232,['04888bc0-7cc3-4313-a348-9c8a9b6198b6'],6,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:06.976,Pass,
,,,,,,,,,,,,,,,,,1.773046,,,,,,,,,,,,,10b7a61e-52c3-4f02-b44f-330fdd527c53,14,,"[72.0, 4.3]",3879821,0,,,,,1.3346447,,Left Foot,,,"[76.5, 23.0]",,Ground Pass,,19.233824,,,Incomplete,,Lorenzo Pellegrini,6963.0,,,,,,1,From Kick Off,Joseph Alfred Duncan,7698.0,Left Center Midfield,2,Sassuolo,232,"['60dae6eb-437c-4dc1-8bc1-87b39d523bf6', '7326a5a8-ffb3-4aa9-a40b-406c8f7bc38d']",7,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:07.853,Pass,
