50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,938d65ec-b59e-40ad-9886-e51483da2d8d,1,,,,3879810,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 70}, {'player': {'id': 3371, 'name': 'Mario Barwuah Balotelli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 45}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cd901ded-9554-4d79-ba35-f4fd60603d1c,2,,,,3879810,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 6953, 'name': 'Daniele Rugani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 6945, 'name': 'Alex Sandro Lobo Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6940, 'name': 'Kwadwo Asamoah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b478f0d7-bf11-4561-8494-5786dfc6b723,3,,,,3879810,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['baf41a79-ece8-421f-987d-fa2d646cbb92'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,baf41a79-ece8-421f-987d-fa2d646cbb92,4,,,,3879810,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Milan,243,['b478f0d7-bf11-4561-8494-5786dfc6b723'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9f43267b-ff85-4e11-8fdf-1964fffd4eda,1778,,,,3879810,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,83,AC Milan,243,['48c3d814-8a7b-470a-bc17-56d50d263e8c'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,48c3d814-8a7b-470a-bc17-56d50d263e8c,1779,,,,3879810,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,83,AC Milan,243,['9f43267b-ff85-4e11-8fdf-1964fffd4eda'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.876529,,,,,,,,,,,,,,,85a319c6-08ab-4f72-8104-d962b46ff9a9,5,,,"[60.0, 40.0]",3879810,0,,,,-3.066358,,Right Foot,,,"[40.1, 38.5]",,Ground Pass,,19.956453,,,,,Leonardo Bonucci,7173.0,,,,,Kick Off,1,From Kick Off,Claudio Marchisio,8294.0,Center Defensive Midfield,2,Juventus,224,['5a30cd53-0913-4a6c-9046-913dbe39f3e8'],0,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.433,Pass,
,,,,,,,,,,,,,,,,,,,2.464621,,,,,,,,,,,,,,,21eaac7e-948d-4e79-aa41-36e18d4ca009,8,,,"[51.8, 50.4]",3879810,0,,,,-0.6137026,,Right Foot,,,"[96.8, 18.7]",,High Pass,,55.044437,,,,,Mario Mandžukić,5472.0,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Center Back,2,Juventus,224,['f3d8bde0-95b6-40f2-a233-6f2edef56123'],5,,,,,,,,,,,,,,,,,Juventus,224,00:00:05.573,Pass,
,,,,,,,,,,,,,,,,,,,1.461531,,,,,,,,,,,,,,,37d526ef-4356-45c7-b317-62ecf1592c5c,10,,,"[98.1, 18.8]",3879810,0,,,,2.425849,,Right Foot,,,"[93.5, 22.8]",,High Pass,,6.0959,,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Kick Off,Mario Mandžukić,5472.0,Left Center Forward,2,Juventus,224,['d031df5d-72a6-4a11-bf25-1fb070d36ec4'],8,,,,,,,,,,,,,,,,,Juventus,224,00:00:08.038,Pass,
,,,,,,,,,,,,,,,,,,,4.310961,,,,,,,,,,,,,,,25c31e68-eee4-4c8c-b6e4-7956d9b55396,18,,,"[27.4, 50.1]",3879810,0,,,,-0.13792883,,Right Foot,,,"[62.7, 45.2]",,High Pass,,35.638462,,,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,Recovery,1,From Kick Off,Riccardo Montolivo,7166.0,Right Defensive Midfield,2,Juventus,224,"['6892e881-09a1-4e07-84ea-ab9ff5caae7c', '8f87c292-7344-4915-bfca-bc0e44f1c618']",12,,,,,,,,,,,,,,,,,AC Milan,243,00:00:12.427,Pass,
