50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07bb7e60-5132-4278-9630-2dde5c5ce1f8,1,,,3879567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,96752742-e660-48df-8d83-bb26a0e275d2,2,,,3879567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 11512, 'name': 'Rade Krunić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,754c0dd7-8820-464a-be9a-97e9f4c50e39,3,,,3879567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['4b35c9c5-606e-423b-8a44-01e8fc092baf'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b35c9c5-606e-423b-8a44-01e8fc092baf,4,,,3879567,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['754c0dd7-8820-464a-be9a-97e9f4c50e39'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5737b4a4-a99e-4210-8a24-b5c7da254c01,1938,,,3879567,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,103,AS Roma,229,['a72f8ea0-d86b-4a9c-b209-f176de6cd671'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a72f8ea0-d86b-4a9c-b209-f176de6cd671,1939,,,3879567,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,103,AS Roma,229,['5737b4a4-a99e-4210-8a24-b5c7da254c01'],0,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.576862,,,,,,,,,,,,,95d2517d-571a-430f-8f75-3bfa54856d06,5,,"[61.0, 40.1]",3879567,0,,,,1.5707964,,Right Foot,,,"[61.0, 42.7]",,Ground Pass,,2.6,,,,Daniele De Rossi,7051.0,,,,,,Kick Off,1,From Kick Off,Gervais Lombe Yao Kouassi,15818.0,Left Center Forward,2,AS Roma,229,['61fc4b8c-f99a-418e-845d-6bac7291b596'],1,,,,,,,,,,,,,,,,AS Roma,229,00:00:01.126,Pass,
,,,,,,,,,,,,,1.852535,,,,,,,,,,,,,8eca3e43-71ad-44b5-8bcb-d7d36fdd79d9,8,,"[64.9, 46.4]",3879567,0,,,,1.3181432,,Right Foot,,,"[72.8, 77.0]",,Ground Pass,,31.603323,,,,Alessandro Florenzi,6964.0,,,,,,,1,From Kick Off,Daniele De Rossi,7051.0,Left Defensive Midfield,2,AS Roma,229,['a2083613-6b1e-4ea6-b42b-3515555cae12'],3,,,,,,,,,,,,,,,,AS Roma,229,00:00:03.299,Pass,
,,,,,,,,,,,,,1.853852,,,,,,,,,,,,,b3f852c0-9210-443d-902f-3d22e72a783b,15,,"[48.2, 2.7]",3879567,0,,,,1.5430257,,Left Foot,,,"[48.8, 24.3]",,Ground Pass,,21.608332,,,,Leandro Daniel Paredes,16308.0,,,,,,,1,Regular Play,Marcel Büchel,8187.0,Left Center Midfield,3,Empoli,290,['9bafee27-d415-4eaf-a716-b271751d2a5d'],10,,,,,,,,,,,,,,,,Empoli,290,00:00:10.069,Pass,
,,,,,,,,,,,,,1.364731,,,,,,,,,,,,,8876e84f-37e3-43dc-8994-3d8974091246,19,,"[62.9, 19.2]",3879567,0,,,,-2.1365805,,Right Foot,,,"[54.2, 5.5]",,Ground Pass,,16.228987,,,,Mário Rui Silva Duarte,7151.0,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Right Center Midfield,3,Empoli,290,"['181c10b0-769b-4325-a571-b118c4d9845c', 'e980c75c-5b88-4f08-bc4a-f570060c8e4e']",15,,,,,,,,,,,,,,,,Empoli,290,00:00:15.923,Pass,True
