50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.28462,,,,,,,,,,,,,1c281ef1-c7be-4158-b6ae-3002a919ea2c,32,,"[64.4, 55.2]",3879829,0,,,,1.0701286,,Head,,,,"[70.2, 65.8]",,High Pass,,12.083046,,,Paweł Wszołek,11339.0,,,,,,Recovery,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,3,Hellas Verona,226,"['0d233fdd-cf5c-44ef-a8be-54117d0b3fb9', '64376b22-381f-437f-9fed-9503b9390252']",33,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:33.103,Pass,
,,,,,,,,,,,,,,,,1.529617,,,,,,,,,,,,,4a941149-8a54-4dec-aa95-d00550f7af63,37,,"[72.5, 68.1]",3879829,0,,,,2.8426125,,Left Foot,,,,"[57.9, 72.6]",,Ground Pass,,15.277761,,,Eros Pisano,11342.0,,,,,,,1,From Throw In,Paweł Wszołek,11339.0,Right Wing,3,Hellas Verona,226,"['19dbdf1f-59bd-4e5f-9b1d-133a00ce236f', 'acb8c049-83f9-4e99-b7ea-f6aa3d9ac2e1', 'd0a2df30-cb27-4e62-9320-ed3a921494f9']",35,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:35.439,Pass,True
,,,,,,,,,,,,,,,,0.593268,,,,,,,,,,,,,2c584088-631d-4b97-8aeb-4f55a59365e6,39,,"[57.9, 72.6]",3879829,0,,,,-0.5974586,,Right Foot,,,,"[67.6, 66.0]",,Ground Pass,,11.732433,,,Artur Ioniţă,7949.0,,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['2c5b1d71-503e-48e0-b855-6c660ef1e1a9'],36,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:36.969,Pass,
,,,,,,,,,,,,,,,,1.482652,,,,,,,,,,,,,7a175d88-633a-44bb-8228-b614cf55df21,42,,"[70.1, 65.0]",3879829,0,,,,2.7858195,,Right Foot,,,,"[51.8, 71.8]",,Ground Pass,,19.52255,,,Eros Pisano,11342.0,,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,3,Hellas Verona,226,"['7d16bfd3-c3f2-4b7a-922f-df0a06e5cff0', '9f4d4164-9e18-43a2-b3c4-9e73b3d29605']",37,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:37.562,Pass,True
,,,,,,,,,,,,,,,,1.922529,,,,,,,,,,,,,3b56316b-479c-4090-8939-17968c3b1690,46,,"[50.8, 73.3]",3879829,0,,,,-2.8478723,,Left Foot,,,,"[34.6, 68.4]",,Ground Pass,,16.924833,,,Matteo Bianchetti,8421.0,,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,"['3b942020-a21c-400c-812e-0abfa9a2ddea', '75bc7e34-df8e-4e2e-92c3-aebd2d7a30e6']",39,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:39.343,Pass,True
,,,,,,,,,,,,,,,,1.839324,,,,,,,,,,,,,4e2d46ed-3a33-4366-8fbf-19971f3f93c1,49,,"[34.0, 66.8]",3879829,0,,,,0.038216677,,Left Foot,,,,"[68.0, 68.1]",,Ground Pass,,34.024845,Incomplete,,Paweł Wszołek,11339.0,,,,,,,1,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,3,Hellas Verona,226,"['69906521-5ff8-4df4-a002-f146c14598de', 'eb26e0d3-d660-4741-8209-03a981c7cc56']",41,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:41.364,Pass,
,,,,,,,,,,,,,,,,1.254161,,,,,,,,,,,,,99697fc8-ed95-49cb-a1e9-0b9e9177ad07,53,,"[73.0, 15.1]",3879829,0,,,,0.03354446,,Left Foot,,,,"[87.9, 15.6]",,Ground Pass,,14.908387,Incomplete,,Riccardo Saponara,7150.0,,,,,,,1,From Throw In,Mário Rui Silva Duarte,7151.0,Left Back,3,Hellas Verona,226,"['1c47961a-5783-4a8e-ac10-3daa662e7b31', 'd2ab6a19-d10f-47c3-b59e-06db86a543b5']",45,,,,,,,,,,,,,,,,,,Empoli,290,00:00:45.790,Pass,
,,,,,,,,,,,,,,,,0.725972,,,,,,,,,,,,,c28baf52-434b-4799-8e8a-5233435f2543,57,,"[36.6, 65.0]",3879829,0,,,,0.86977446,,Right Foot,,,,"[45.8, 75.9]",,Ground Pass,,14.26359,,,Paweł Wszołek,11339.0,,,,,,,1,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,3,Hellas Verona,226,['72b17c5f-1161-489e-ae76-a460df90384b'],47,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:47.962,Pass,
,,,,,,,,,,,,,,,,0.628387,,,,,,,,,,,,,b65adc7c-8904-4f21-aec9-4a70a2090267,70,,"[56.7, 15.6]",3879829,0,,,,2.2378688,,Right Foot,,,,"[50.4, 23.6]",,Ground Pass,,10.182829,,,Piotr Zieliński,5660.0,,,,,,,1,Regular Play,Riccardo Saponara,7150.0,Center Attacking Midfield,4,Empoli,290,"['0985bbcd-7bcd-4d0a-ba1f-75ffc44dade2', '96e396da-8028-4676-a04f-bce593589f5a']",53,,,,,,,,,,,,,,,,,,Empoli,290,00:00:53.966,Pass,True
,,,,,,,,,,,,,,,,1.496263,,,,,,,,,,,,,e57fb0e7-1200-468a-b923-c4402eb95ced,73,,"[50.4, 23.6]",3879829,0,,,,-1.849096,,Right Foot,,,,"[45.2, 5.4]",,Ground Pass,,18.928286,,,Mário Rui Silva Duarte,7151.0,,,,,,,1,Regular Play,Piotr Zieliński,5660.0,Right Center Midfield,4,Empoli,290,['f38069f8-7e09-4a2d-814b-0e2ca9e64428'],54,,,,,,,,,,,,,,,,,,Empoli,290,00:00:54.673,Pass,
,,,,,,,,,,,,,,,,0.845342,,,,,,,,,,,,,9ac22c12-b656-4244-8c93-b8560c191294,76,,"[46.3, 5.4]",3879829,0,,,,-0.13552772,,Left Foot,,,,"[57.3, 3.9]",,Ground Pass,,11.101802,,,Leandro Daniel Paredes,16308.0,,,,,,,1,Regular Play,Mário Rui Silva Duarte,7151.0,Left Back,4,Empoli,290,['678ebe63-4e6f-45ea-b6e1-81d3aefe2deb'],56,,,,,,,,,,,,,,,,,,Empoli,290,00:00:56.389,Pass,
,,,,,,,,,,,,,,,,0.734406,,,,,,,,,,,,,0b515508-4fe2-4379-8a3d-b3e2a0d20650,78,,"[57.2, 4.7]",3879829,0,,,,2.9749289,,Left Foot,,,,"[46.5, 6.5]",,Ground Pass,,10.850346,,,Mário Rui Silva Duarte,7151.0,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,4,Empoli,290,['4c1f1445-8858-4478-af12-4d32c29dc52b'],57,,,,,,,,,,,,,,,,,,Empoli,290,00:00:57.234,Pass,
,,,,,,,,,,,,,,,,3.496456,,,,,,,,,,,,,fc919c11-3928-4736-9111-62badf91dbd3,81,,"[48.2, 6.8]",3879829,0,,,,-0.15457106,,Left Foot,,,,"[91.2, 0.1]",,High Pass,,43.518845,Out,,Daniele Croce,40251.0,,,,,,,1,Regular Play,Mário Rui Silva Duarte,7151.0,Left Back,4,Empoli,290,['900b6c53-4f2f-43c8-89d8-fe56dc8829f2'],58,,,,,,,,,,,,,,,,,,Empoli,290,00:00:58.009,Pass,
,,,,,,,,,,,,,,,,1.480837,,,,,,,,,,,,,b0cf1528-8c20-4b42-b3e1-5e5e20d49c02,83,,"[34.0, 80.0]",3879829,1,,,,-0.2434402,,,,,,"[49.3, 76.2]",,High Pass,,15.764834,,,Paweł Wszołek,11339.0,,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,5,Hellas Verona,226,['1a90c5bf-eac7-40d9-86de-46f88062b60d'],14,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:14.212,Pass,
,,,,,,,,,,,,,,,,2.13194,,,,,,,,,,,,,503f427f-4f28-4435-be9c-84a6b12c04c9,85,,"[49.3, 76.2]",3879829,1,,,,0.085394934,,Head,,,,"[75.0, 78.4]",,High Pass,,25.793991,,,Artur Ioniţă,7949.0,,,,,,,1,From Throw In,Paweł Wszołek,11339.0,Right Wing,5,Hellas Verona,226,['e5384d2e-6f61-40eb-bc39-0a9d241243ae'],15,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:15.692,Pass,
,,,,,,,,,,,,,,,,0.83886,,,,,,,,,,,,,fdf3ca10-7c65-441d-b861-58a67558e04d,89,,"[101.6, 77.3]",3879829,1,,,,-2.595426,,Left Foot,,,,"[96.5, 74.2]",,Ground Pass,,5.9682493,,,Paweł Wszołek,11339.0,,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Center Attacking Midfield,5,Hellas Verona,226,['4a98fe83-c30e-4334-928d-daf3aca5f073'],24,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:24.316,Pass,
,,,,,,,,,,,,,,,,2.796128,,,,,,,,,,,,,b013e68f-c9c0-4826-b693-eb733654170e,93,,"[114.5, 75.3]",3879829,1,,,,-1.7014045,,Right Foot,True,,,"[108.3, 28.1]",,High Pass,,47.60546,,,Leandro Greco,32119.0,,,True,,,,1,From Throw In,Paweł Wszołek,11339.0,Right Wing,5,Hellas Verona,226,"['93456a81-55b1-4977-9d4d-1efc2364e006', 'e245f33a-4439-49ea-85c8-e986e1557446']",30,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:30.282,Pass,True
,,,,,,,,,,,,,,,,3.852491,,,,,,,,,,,,,fb0f3b97-ccad-4bfd-bc2f-f28bb94ed4ae,100,,"[69.5, 5.9]",3879829,1,,,,-0.014183446,,Left Foot,,,,"[111.8, 5.3]",,Ground Pass,,42.304256,Incomplete,,Luca Siligardi,11494.0,,,,,,,1,From Throw In,Samuel Souprayen,7695.0,Left Back,5,Hellas Verona,226,"['e7117365-d58f-4eb7-9423-4c58e176d23c', 'f7bceae5-2fd2-49c0-ac38-a0441373b9ee', 'f804fc9c-e53c-4d2c-a6ca-e6450727a7c9']",40,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:40.876,Pass,True
,,,,,,,,,,,,,,,,0.184297,,,,,,,,,,,,,ddb9b61f-2e73-4b1e-96ca-6e06b1020ddd,105,,"[8.1, 73.7]",3879829,1,,,,0.35877067,,Right Foot,,,,"[10.5, 74.6]",,Low Pass,,2.5632012,Incomplete,,Piotr Zieliński,5660.0,,,,,,,1,From Throw In,Luca Bittante,31172.0,Right Back,5,Hellas Verona,226,"['14a05f65-7b4b-4243-b428-07f4eaf16c2d', '89629d7a-8f33-4722-b4c7-2720736c32db', 'f18f8fdc-59c5-4c08-aeb3-bb6a16679182']",46,,,,,,,,,,,,,,,,,,Empoli,290,00:01:46.384,Pass,True
,,,,,,,,,,,,,,,,0.964474,,,,,,,,,,,,,7aaea1dc-7f28-4879-aebf-7c5323fcc1b6,109,,"[12.1, 80.0]",3879829,2,,,,-0.7788623,,,,,,"[19.8, 72.4]",,Low Pass,,10.818965,,,Leandro Daniel Paredes,16308.0,,,,,,Throw-in,1,From Throw In,Luca Bittante,31172.0,Right Back,6,Empoli,290,['5b33ebeb-6bec-485f-a868-ef5e5151eb8f'],3,,,,,,,,,,,,,,,,,,Empoli,290,00:02:03.370,Pass,
,,,,,,,,,,,,,,,,2.691858,,,,,,,,,,,,,a27f9a2e-16ea-4e9e-b281-a4f0a1dfa39a,112,,"[16.5, 72.2]",3879829,2,,,,-0.52193165,,Right Foot,,,,"[55.1, 50.0]",,High Pass,,44.52864,Incomplete,,Massimo Maccarone,40252.0,,,,,,,1,From Throw In,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,6,Empoli,290,"['209a0d1e-1276-49d5-a03b-7e1357b8ebfa', '22320016-939c-4aca-85c6-93f47f299baf', 'ac4d9593-071d-4e90-a2eb-fdfa4c000034']",4,,,,,,,,,,,,,,,,,,Empoli,290,00:02:04.335,Pass,True
,,,,,,,,,,,,,,,,2.72144,,,,,,,,,,,,,22320016-939c-4aca-85c6-93f47f299baf,114,,"[65.0, 30.1]",3879829,2,,,,1.1227522,,Head,,,,"[79.9, 61.1]",,Low Pass,,34.394913,,,Eros Pisano,11342.0,,,,,,Recovery,1,Regular Play,Samir Caetano de Souza Santos,7794.0,Left Center Back,7,Hellas Verona,226,"['9a6db01e-7e1e-4d07-8cff-fe21a32342b8', 'a27f9a2e-16ea-4e9e-b281-a4f0a1dfa39a']",7,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:07.027,Pass,
,,,,,,,,,,,,,,,,2.179574,,,,,,,,,,,,,7c22d48a-b069-4e40-8da7-447715c85dd0,118,,"[80.1, 74.0]",3879829,2,,,,3.1415927,,Left Foot,,,,"[68.4, 74.0]",,Ground Pass,,11.7,,,Matteo Bianchetti,8421.0,,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,7,Hellas Verona,226,['4e8373d7-b5b7-49bf-ac67-d944e709ee8f'],11,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:11.835,Pass,
,,,,,,,,,,,,,,,,1.852121,,,,,,,,,,,,,fd58b0e2-949e-48d2-be16-b6d43459ca1a,121,,"[68.4, 74.0]",3879829,2,,,,-0.8308979,,Right Foot,,,,"[96.7, 43.0]",,High Pass,,41.974873,,,Artur Ioniţă,7949.0,,,,,,,1,Regular Play,Matteo Bianchetti,8421.0,Right Center Back,7,Hellas Verona,226,['850332e0-8668-48df-a024-4cc809f2cbd7'],14,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:14.971,Pass,
,,,,,,,,,,,,,,,,2.820271,,,,,,,,,,,,,4fe98a80-a83f-4589-b355-6a7337a73d0d,126,,"[30.2, 28.0]",3879829,2,,,,-0.32459146,,Right Foot,,,,"[51.3, 20.9]",,Ground Pass,,22.262524,Incomplete,,Riccardo Saponara,7150.0,,,,,,Recovery,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,7,Hellas Verona,226,"['37978fcc-6fd6-4690-b3ff-b606c45c9a67', '802c9bc0-0f53-449b-9908-721e8c083124', 'b30169f8-daf3-4648-b61d-b27225da06a9']",18,,,,,,,,,,,,,,,,,,Empoli,290,00:02:18.647,Pass,True
,,,,,,,,,,,,,,,,1.26905,,,,,,,,,,,,,802c9bc0-0f53-449b-9908-721e8c083124,128,,"[68.8, 59.2]",3879829,2,,,,-2.3210652,,Left Foot,,,,"[53.7, 43.0]",,Ground Pass,,22.146105,,,Samir Caetano de Souza Santos,7794.0,,,,,,Recovery,1,Regular Play,Federico Viviani,7770.0,Right Defensive Midfield,7,Hellas Verona,226,"['4fe98a80-a83f-4589-b355-6a7337a73d0d', '8f1b7453-e971-4b5a-9416-07d8583c5923']",21,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:21.468,Pass,
