50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6fe38cd3-cd10-45fc-9890-bbb235e7eafc,1,,,3879829,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3cfdd079-22ab-420a-bcde-19d5220ea74f,2,,,3879829,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 95}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7624bacf-c364-4ccb-81b8-df938ef595f5,3,,,3879829,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['da1f7489-8d2c-4930-abd7-cdd4026b9f61'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da1f7489-8d2c-4930-abd7-cdd4026b9f61,4,,,3879829,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Empoli,290,['7624bacf-c364-4ccb-81b8-df938ef595f5'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ed4dd66f-f647-48c7-8fcd-5cbc3464dab6,1666,,,3879829,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Hellas Verona,226,['4d5ba3a1-1cfd-465f-b93d-53cf70958094'],0,,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d5ba3a1-1cfd-465f-b93d-53cf70958094,1667,,,3879829,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Hellas Verona,226,['ed4dd66f-f647-48c7-8fcd-5cbc3464dab6'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.104179,,,,,,,,,,,,,c9142fe8-bd4f-4574-a46f-e6c6db1ce0ce,5,,"[61.0, 40.1]",3879829,0,,,,2.0344439,,Right Foot,,,,"[60.2, 41.7]",,Ground Pass,,1.7888544,,,Artur Ioniţă,7949.0,,,,,,Kick Off,1,From Kick Off,Giampaolo Pazzini,6686.0,Center Forward,2,Hellas Verona,226,['600e3bf2-3a0f-4c22-9aab-f5ace2724a76'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.238,Pass,
,,,,,,,,,,,,,,,,0.719521,,,,,,,,,,,,,83f3fd8c-6ba0-464c-942f-66f97b964877,8,,"[60.5, 41.7]",3879829,0,,,,2.9264855,,Right Foot,,,,"[48.6, 44.3]",,Ground Pass,,12.180722,,,Federico Viviani,7770.0,,,,,,,1,From Kick Off,Artur Ioniţă,7949.0,Center Attacking Midfield,2,Hellas Verona,226,['a3a9f44a-030e-44e6-b0f6-65bfaf471e1b'],1,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:01.139,Pass,
,,,,,,,,,,,,,,,,1.390458,,,,,,,,,,,,,2934879a-3189-4bf0-8ddc-16f38698bd75,12,,"[46.4, 45.8]",3879829,0,,,,1.8389851,,Right Foot,,,,"[39.2, 72.0]",,Ground Pass,,27.171309,,,Eros Pisano,11342.0,,,,,,,1,From Kick Off,Federico Viviani,7770.0,Right Defensive Midfield,2,Hellas Verona,226,['50499572-3499-47eb-9091-b09ffc460584'],3,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:03.148,Pass,
,,,,,,,,,,,,,,,,0.106584,,,,,,,,,,,,,534287d6-5c99-4f70-8fc4-e1f8bc1e5788,16,,"[42.1, 74.7]",3879829,0,,,,-0.24497867,,Right Foot,,,,"[45.3, 73.9]",,Low Pass,,3.2984846,Incomplete,,Paweł Wszołek,11339.0,,,,,,,1,From Kick Off,Eros Pisano,11342.0,Right Back,2,Hellas Verona,226,"['86b49af9-5b49-4f69-b725-25b3ace4cd86', '8836f50f-3001-4f4b-b928-3d0814e07efe']",5,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:05.839,Pass,
,,,,,,,,,,,,,,,,2.157283,,,,,,,,,,,,,55c9d899-4db3-491b-95bf-8bf26882e468,19,,"[79.9, 80.0]",3879829,0,,,,-2.7881525,,,,,,"[69.6, 76.2]",,Low Pass,,10.978616,,,Matteo Bianchetti,8421.0,,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['2225fc6e-22b5-45ec-9246-eb05381becdc'],17,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:17.089,Pass,
,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,ad074546-d236-4165-b0f2-5f174f13d441,22,,"[68.9, 75.2]",3879829,0,,,,-2.4005005,,Right Foot,,,,"[47.7, 55.8]",,Ground Pass,,28.736736,,,Samir Caetano de Souza Santos,7794.0,,,,,,,1,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,3,Hellas Verona,226,['d442fd76-a1df-4f8e-8682-3f85a0e17993'],20,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:20.047,Pass,
,,,,,,,,,,,,,,,,2.799998,,,,,,,,,,,,,9582d4d2-dc93-49a5-a83d-e724bce7a3b5,25,,"[46.6, 56.5]",3879829,0,,,,-2.730528,,Left Foot,,,,"[15.4, 42.9]",,Ground Pass,,34.035275,,,Pierluigi Gollini,8274.0,,,,,,,1,From Throw In,Samir Caetano de Souza Santos,7794.0,Left Center Back,3,Hellas Verona,226,['d7edc8af-a10a-4d14-8d58-171a22171505'],23,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:23.135,Pass,
,,,,,,,,,,,,,,,,3.173262,,,,,,,,,,,,,9497c280-238e-4f94-88dc-f46c2c6637c6,28,,"[16.7, 46.4]",3879829,0,,,,0.062113125,,Right Foot,,,,"[77.8, 50.2]",,High Pass,,61.218052,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,,1,From Throw In,Pierluigi Gollini,8274.0,Goalkeeper,3,Hellas Verona,226,"['64376b22-381f-437f-9fed-9503b9390252', 'f1676ce9-d197-43bf-84b8-d76ef3c89bd3']",27,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:27.556,Pass,
,,,,,,,,,,,,,,,,2.374089,,,,,,,,,,,,,64376b22-381f-437f-9fed-9503b9390252,30,,"[42.3, 29.9]",3879829,0,,,,-0.357134,,Head,,,,"[55.7, 24.9]",,High Pass,,14.302447,Incomplete,,Riccardo Saponara,7150.0,,,,,,Recovery,1,From Throw In,Andrea Costa,8664.0,Left Center Back,3,Hellas Verona,226,"['13564e1b-fcc5-41df-bc9d-b867ea61d386', '1c281ef1-c7be-4158-b6ae-3002a919ea2c', '9497c280-238e-4f94-88dc-f46c2c6637c6']",30,,,,,,,,,,,,,,,,,,Empoli,290,00:00:30.729,Pass,
