50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.015912,,,,,,,,,,,,,,1a8b05ff-ec23-4f55-a431-9c798aae7fb4,15,,"[63.7, 75.8]",3879840,0,,,,,-0.36990607,,Right Foot,,,,"[93.1, 64.4]",,High Pass,,31.53284,,,,,Sergio Floccari,6948.0,,,,,Recovery,1,Regular Play,Daniele Gastaldello,30745.0,Right Center Back,4,Bologna,240,"['0a670cde-f4a9-451b-80c3-5f9498b137b0', '3564e3c8-2294-41f5-9e64-ab3c5da91320']",23,,,,,,,,,,,,,,,,Bologna,240,00:00:23.353,Pass,
,,,,,,,,,,,,,,,0.721022,,,,,,,,,,,,,,85926862-7a00-4aac-a570-ab79b8660500,27,,"[92.3, 80.0]",3879840,0,,,,,-1.7590178,,,,,,"[90.3, 69.5]",,Low Pass,,10.688779,,,,,Saphir Sliti Taïder,8851.0,,,,,Throw-in,1,From Throw In,Luca Rossettini,7142.0,Right Back,5,Bologna,240,['d8fd90c1-58dc-47e0-918f-a88ac94bf298'],36,,,,,,,,,,,,,,,,Bologna,240,00:00:36.176,Pass,
,,,,,,,,,,,,,,,0.844098,,,,,,,,,,,,,,903ad603-42c4-4ea6-8c84-da15fcd94772,30,,"[90.6, 69.8]",3879840,0,,,,,0.71090937,,Right Foot,,,,"[97.8, 76.0]",,Ground Pass,,9.501579,,,,,Luca Rossettini,7142.0,,,,,,1,From Throw In,Saphir Sliti Taïder,8851.0,Left Center Midfield,5,Bologna,240,['497e55b0-4076-4290-b13e-8b0b63506ef6'],37,,,,,,,,,,,,,,,,Bologna,240,00:00:37.712,Pass,
,,,,,,,,,,,,,,,0.701339,,,,,,,,,,,,,,cc0aba5b-3822-463f-b0cf-2d170fa539e5,33,,"[98.2, 76.3]",3879840,0,,,,,-1.2568581,,Right Foot,,,,"[100.7, 68.6]",,Ground Pass,,8.095678,,,,,Luca Rizzo,11729.0,,,,,,1,From Throw In,Luca Rossettini,7142.0,Right Back,5,Bologna,240,['c92bd4ff-ffc4-4796-86d5-ce29bde84684'],39,,,,,,,,,,,,,,,,Bologna,240,00:00:39.424,Pass,
,,,,,,,,,,,,,,,3.306585,,,,,,,,,,,,,,35b97718-47b6-4f4e-b0fc-fdef93fccd87,43,,"[47.7, 4.7]",3879840,0,,,,,0.09675576,,Left Foot,,,,"[81.7, 8.0]",,Ground Pass,,34.15977,,,Incomplete,,Tim Matavž,7852.0,,,,,,1,From Throw In,Gabriel Moisés Antunes da Silva,3416.0,Left Center Midfield,5,Bologna,240,"['087f1bdf-44dd-40ea-981b-ca3cb654012b', '4479978b-b1f5-457b-a895-41e7141125ba', '9e91440b-a3ca-4adb-acae-0a35d8f1169d']",46,,,,,,,,,,,,,,,,Genoa,233,00:00:46.625,Pass,True
,,,,,,,,,,,,,,,2.497289,,,,,,,,,,,,,,9e91440b-a3ca-4adb-acae-0a35d8f1169d,46,,"[38.4, 72.1]",3879840,0,,,,,-0.18290383,,Right Foot,,,,"[90.3, 62.5]",,High Pass,,52.780396,,,,,Sergio Floccari,6948.0,,,,,Recovery,1,From Throw In,Daniele Gastaldello,30745.0,Right Center Back,5,Bologna,240,"['1f2e559a-b9b3-474c-8c44-69979778f30c', '35b97718-47b6-4f4e-b0fc-fdef93fccd87', '7af4ed7a-5005-4917-8f27-ec26a98df0e7']",49,,,,,,,,,,,,,,,,Bologna,240,00:00:49.931,Pass,True
,,,,,,,,,,,,,,,1.997495,,,,,,,,,,,,,,50c22fab-5e92-480d-a07d-a6d86d052d24,50,,"[16.6, 23.9]",3879840,0,,,,,2.0242662,,Right Foot,,,,"[8.9, 39.7]",,Ground Pass,,17.576405,,,,,Eugenio Lamanna,38312.0,,,,,Recovery,1,Regular Play,Ezequiel Muñoz,6894.0,Center Back,6,Genoa,233,"['06e7f95e-0101-4c99-b129-bb0e56918db7', '33ddd626-59f8-470a-a2a0-4050047639e0']",54,,,,,,,,,,,,,,,,Genoa,233,00:00:54.806,Pass,True
,,,,,,,,,,,,,,,2.142846,,,,,,,,,,,,,,76921d7b-2731-4740-9c9e-ebbde36b5f49,54,,"[9.5, 40.4]",3879840,0,,,,,-0.97658265,,Right Foot,,,,"[34.5, 3.4]",,High Pass,,44.65423,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,Regular Play,Eugenio Lamanna,38312.0,Goalkeeper,6,Genoa,233,"['471e59d3-c704-4450-847f-7d03e78c9a89', '7b15c632-e2e3-40f7-b192-4322650f4aef']",56,,,,,,,,,,,,,,,,Genoa,233,00:00:56.880,Pass,True
,,,,,,,,,,,,,,,1.484361,,,,,,,,,,,,,,2f8519ed-2d48-421d-a9fd-566c8436f964,58,,"[85.6, 80.0]",3879840,1,,,,,-2.2806413,,,,,,"[74.0, 66.5]",,Low Pass,,17.799158,,,,,Saphir Sliti Taïder,8851.0,,,,,Throw-in,1,From Throw In,Luca Rossettini,7142.0,Right Back,7,Bologna,240,['5188fc42-a33a-4ea2-aa29-9f95bea0f7c7'],4,,,,,,,,,,,,,,,,Bologna,240,00:01:04.812,Pass,
,,,,,,,,,,,,,,,1.794757,,,,,,,,,,,,,,38f89024-c640-48db-a6f1-9f4887469af7,61,,"[75.4, 65.1]",3879840,1,,,,,-1.4790047,,Right Foot,,,,"[79.8, 17.3]",,Ground Pass,,48.002083,,,,,Emanuele Giaccherini,7775.0,,True,,,,1,From Throw In,Saphir Sliti Taïder,8851.0,Left Center Midfield,7,Bologna,240,['dfc03dee-9def-4b26-9786-bc461ea808fd'],8,,,,,,,,,,,,,,,,Bologna,240,00:01:08.780,Pass,
,,,,,,,,,,,,,,,1.133646,,,,,,,,,,,,,,d31eb9da-cff9-4432-bff8-6b8a287e28ea,65,,"[80.2, 17.3]",3879840,1,,,,,-1.4288993,,No Touch,,,,"[81.9, 5.4]",,Ground Pass,,12.020815,,True,,,Adam Masina,7169.0,,,,,,1,From Throw In,Emanuele Giaccherini,7775.0,Left Wing,7,Bologna,240,"['80146e10-48b4-44f1-b4af-b26904e7fa3a', 'e6c52308-d654-484c-b333-e27c99b08109']",10,,,,,,,,,,,,,,,,Bologna,240,00:01:10.588,Pass,True
,,,,,,,,,,,,,,,1.083078,,,,,,,,,,,,,,0ebc1c01-4b70-4367-a050-5ec5bb68f4bf,68,,"[94.0, 9.5]",3879840,1,,,,,0.8407352,,Left Foot,,,,"[110.2, 27.6]",,Ground Pass,,24.290945,,,Incomplete,,Franco Brienza,45591.0,,,,,,1,From Throw In,Adam Masina,7169.0,Left Back,7,Bologna,240,"['15a8f21f-2bb1-4929-ae04-c9ff3aaa92e5', '74809323-ce7c-4b39-84c4-5f962dbfe249']",13,,,,,,,,,,,,,,,,Bologna,240,00:01:13.660,Pass,
,,,,,,,,,,,,,,,0.71734,,,,,,,,,,,,,,6919e6ad-db18-4ad4-8854-e66f2cde5937,72,,"[109.4, 0.1]",3879840,1,,True,,,2.2051792,,,,,,"[105.5, 5.4]",,Low Pass,,6.5802736,,,,,Emanuele Giaccherini,7775.0,,,,,Throw-in,1,From Throw In,Adam Masina,7169.0,Left Back,8,Bologna,240,['9b56af55-8f44-43b0-a7b9-e00caaa46733'],22,,,,,,,,,,,,,,,,Bologna,240,00:01:22.735,Pass,
,,,,,,,,,,,,,,,0.236176,,,,,,,,,,,,,,1b208674-9f97-4854-b825-f2b531a55ecb,75,,"[97.7, 3.9]",3879840,1,,,,,0.7086263,,Right Foot,,,,"[99.8, 5.7]",,Low Pass,,2.7658634,,,Incomplete,,,,,,,,,1,From Throw In,Emanuele Giaccherini,7775.0,Left Wing,8,Bologna,240,"['31f15c48-8707-4414-a6d3-1f632c57001a', '87b86227-3db9-4807-886f-1eb1248f063b']",25,,,,,,,,,,,,,,,,Bologna,240,00:01:25.877,Pass,True
,,,,,,,,,,,,,,,1.739586,,,,,,,,,,,,,,d45ca3ce-9d7b-42cf-9aed-64fa6dea6b85,80,,"[72.4, 5.7]",3879840,1,,,,,2.226729,,Right Foot,,,,"[56.7, 26.1]",,Ground Pass,,25.74199,,,,,Daniele Gastaldello,30745.0,,,,,,1,From Throw In,Domenico Maietta,8849.0,Left Center Back,8,Bologna,240,"['0aa1c2e3-b119-48f3-96a6-f55a67854f0a', '69429f65-e807-44c2-a7ef-87b48fb8bcb4']",29,,,,,,,,,,,,,,,,Bologna,240,00:01:29.649,Pass,True
,,,,,,,,,,,,,,,2.544182,,,,,,,,,,,,,,b10b197a-1be0-44d3-8d66-d0d72b4506f7,82,,"[56.7, 26.1]",3879840,1,,,,,-0.36241055,,Left Foot,,,,"[101.8, 9.0]",,High Pass,,48.232975,,,,,Adam Masina,7169.0,,,,,,1,From Throw In,Daniele Gastaldello,30745.0,Right Center Back,8,Bologna,240,['3c8595bb-f7f5-4224-a17d-bdde998bec3c'],31,,,,,,,,,,,,,,,,Bologna,240,00:01:31.389,Pass,
,,,,,,,,,,,,,,,2.810184,,,,,,,,,,,,,,7d5b16c0-0735-4d42-84da-43944e92a9e6,97,,"[40.7, 44.2]",3879840,1,,,,,-1.5473264,,Right Foot,,,,"[41.2, 22.9]",,Ground Pass,,21.305868,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,Regular Play,Cristian Daniel Ansaldi,7464.0,Right Wing Back,9,Genoa,233,['a800c55c-e381-480c-b66c-3cadafe4745e'],40,,,,,,,,,,,,,,,,Genoa,233,00:01:40.135,Pass,
,,,,,,,,,,,,,,,1.164967,,,,,,,,,,,,,,94b601c6-ef93-48ac-8c4d-443bcb941b30,100,,"[45.7, 19.3]",3879840,1,,,,,-0.4444192,,Left Foot,,,,"[64.6, 10.3]",,Ground Pass,,20.933466,,,Unknown,,,,,,,,,1,Regular Play,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,9,Genoa,233,,44,,,,,,,,,,,,,,,,Genoa,233,00:01:44.211,Pass,
,,,,,,,,,,,,,,,1.585258,,,,,,,,,,,,,,b6d61f19-b163-42b8-a197-c6f6724c88ea,104,,"[64.4, 9.7]",3879840,1,,,,,-3.0794964,,Left Foot,,,,"[45.1, 8.5]",,Ground Pass,,19.337269,,,,,Sebastian De Maio,7176.0,,,,,Free Kick,1,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,10,Genoa,233,['498a89e4-d946-45dd-919a-2493cd017b59'],55,,,,,,,,,,,,,,,,Genoa,233,00:01:55.319,Pass,
,,,,,,,,,,,,,,,3.483961,,,,,,,,,,,,,,dc326703-c877-4963-968f-76c93fdc2922,107,,"[45.5, 8.2]",3879840,1,,,,,1.8545904,,Right Foot,,,,"[34.3, 46.6]",,Ground Pass,,40.0,,,,,Ezequiel Muñoz,6894.0,,,,,,1,From Free Kick,Sebastian De Maio,7176.0,Left Center Back,10,Genoa,233,['24c0688e-302c-4ae7-8661-2c9869afa228'],57,,,,,,,,,,,,,,,,Genoa,233,00:01:57.502,Pass,
,,,,,,,,,,,,,,,1.338096,,,,,,,,,,,,,,1d65524e-1c9c-4a73-ae4f-83126e509b5a,110,,"[34.3, 47.9]",3879840,2,,,,,1.3191063,,Right Foot,,,,"[37.9, 61.9]",,Ground Pass,,14.455449,,,,,Armando Izzo,9940.0,,,,,,1,From Free Kick,Ezequiel Muñoz,6894.0,Center Back,10,Genoa,233,['419703f3-4758-4b49-87bd-05a8f04ba931'],1,,,,,,,,,,,,,,,,Genoa,233,00:02:01.438,Pass,
,,,,,,,,,,,,,,,1.476684,,,,,,,,,,,,,,25d40d2d-ebea-4274-bde6-f85757239ea8,113,,"[41.0, 62.5]",3879840,2,,,,,-2.3927636,,Right Foot,,,,"[32.5, 54.6]",,Ground Pass,,11.604309,,,,,Ezequiel Muñoz,6894.0,,,,,,1,From Free Kick,Armando Izzo,9940.0,Right Center Back,10,Genoa,233,['cc57d867-1465-425d-aba4-e9bbfeba1f18'],3,,,,,,,,,,,,,,,,Genoa,233,00:02:03.233,Pass,
,,,,,,,,,,,,,,,2.129467,,,,,,,,,,,,,,db3acf76-8776-4f38-bd0a-12e3902cc169,116,,"[32.3, 52.9]",3879840,2,,,,,-1.3448371,,Right Foot,,,,"[40.3, 18.1]",,Ground Pass,,35.707703,,,,,Sebastian De Maio,7176.0,,,,,,1,From Free Kick,Ezequiel Muñoz,6894.0,Center Back,10,Genoa,233,['7326e51f-4abe-4407-b05a-a02fa204c22d'],6,,,,,,,,,,,,,,,,Genoa,233,00:02:06.137,Pass,
,,,,,,,,,,,,,,,1.284514,,,,,,,,,,,,,,06a3dd2c-e1e3-40da-80ee-efd986632ca5,119,,"[40.3, 16.0]",3879840,2,,,,,-0.9013801,,Right Foot,,,,"[49.4, 4.5]",,Ground Pass,,14.664924,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Free Kick,Sebastian De Maio,7176.0,Left Center Back,10,Genoa,233,['f83613cc-42f9-4d0a-901f-2a237a124975'],8,,,,,,,,,,,,,,,,Genoa,233,00:02:08.459,Pass,
,,,,,,,,,,,,,,,1.260947,,,,,,,,,,,,,,58c5998c-98ce-4c5e-9070-19132e791d5e,122,,"[49.1, 4.5]",3879840,2,,,,,2.0493312,,Left Foot,,,,"[40.8, 20.5]",,Ground Pass,,18.024706,,,,,Sebastian De Maio,7176.0,,,,,,1,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,10,Genoa,233,['90d5bad2-ca30-4d21-b786-f6ef5fcbc080'],10,,,,,,,,,,,,,,,,Genoa,233,00:02:10.462,Pass,
,,,,,,,,,,,,,,,1.078652,,,,,,,,,,,,,,bd459229-300c-4a91-907f-8aec81e79859,125,,"[49.9, 23.5]",3879840,2,,,,,-0.31779802,,Right Foot,,,,"[65.1, 18.5]",,Ground Pass,,16.00125,,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,1,From Free Kick,Sebastian De Maio,7176.0,Left Center Back,10,Genoa,233,['4eca3737-78c3-4e7b-a752-6e1ef02ee46c'],14,,,,,,,,,,,,,,,,Genoa,233,00:02:14.382,Pass,
,,,,,,,,,,,,,,,0.948495,,,,,,,,,,,,,,ca65238f-6de0-46e4-b152-e0fd23f063e8,129,,"[71.8, 15.5]",3879840,2,,,,,-0.9937582,,Left Foot,,,,"[78.7, 4.9]",,Ground Pass,,12.647924,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Free Kick,Gabriel Moisés Antunes da Silva,3416.0,Left Center Midfield,10,Genoa,233,"['04048193-d1c8-4edd-a8d4-0962f49726d9', 'ab8d1ccc-6c39-4724-a817-421829254b5b']",16,,,,,,,,,,,,,,,,Genoa,233,00:02:16.808,Pass,True
,,,,,,,,,,,,,,,1.221726,,,,,,,,,,,,,,b0809db4-add5-4de6-b5b1-93e748eddd6b,133,,"[78.8, 3.4]",3879840,2,,,,,0.02739041,,Left Foot,,,,"[93.4, 3.8]",,Ground Pass,,14.605478,,,Incomplete,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,1,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,10,Genoa,233,"['0618a5cc-ca18-48af-a53c-39e353ef4cdf', '54a08d23-15b7-40fb-9e9c-413e0febbf56', 'd37adab8-a5b0-4248-9a39-58913fdb0335']",18,,,,,,,,,,,,,,,,Genoa,233,00:02:18.609,Pass,True
,,,,,,,,,,,,,,,0.715531,,,,,,,,,,,,,,a2c16b1e-86a4-43d0-b816-5051cb8bcc74,139,,"[57.7, 3.9]",3879840,2,,,,,0.07751428,,Left Foot,,,,"[68.0, 4.7]",,Ground Pass,,10.331021,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Free Kick,Sebastian De Maio,7176.0,Left Center Back,10,Genoa,233,"['db961f01-79b9-44c5-849f-a82b89d87b2d', 'def06781-7c11-46a8-8a83-6e9828d37ea6']",24,,,,,,,,,,,,,,,,Genoa,233,00:02:24.289,Pass,True
,,,,,,,,,,,,,,,1.177886,,,,,,,,,,,,,,678a32a0-e42d-4ef9-8257-17e59df7c801,143,,"[64.7, 15.7]",3879840,2,,,,,2.3122668,,Right Foot,,,,"[56.0, 25.2]",,Ground Pass,,12.88177,,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,10,Genoa,233,"['25622bd8-5d5c-4028-8b69-f42da595eb43', '971075b8-480a-476f-a536-25cbc2d97eef']",26,,,,,,,,,,,,,,,,Genoa,233,00:02:26.390,Pass,True
,,,,,,,,,,,,,,,2.464264,,,,,,,,,,,,,,5b160cfe-3247-43b3-932c-5b542ebd2dab,147,,"[54.2, 27.0]",3879840,2,,,,,1.2951669,,Right Foot,,,,"[65.4, 66.6]",,High Pass,,41.15337,,,,,Cristian Daniel Ansaldi,7464.0,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Center Defensive Midfield,10,Genoa,233,"['2d1a27ee-9f6d-430f-896f-26f44040967c', '76cb53a1-d022-4860-852d-7e4e936a252e']",28,,,,,,,,,,,,,,,,Genoa,233,00:02:28.555,Pass,True
,,,,,,,,,,,,,,,0.996785,,,,,,,,,,,,,,783f3162-f1e9-445d-9dd3-1f90b427a5b4,157,,"[38.8, 31.5]",3879840,2,,,,,1.0209432,,Left Foot,,,,"[46.4, 43.9]",,Ground Pass,,14.543727,,,,,Franco Brienza,45591.0,,,,,,1,Regular Play,Domenico Maietta,8849.0,Left Center Back,11,Bologna,240,['d0c74090-be5c-4f61-b3cc-fdb93b511739'],40,,,,,,,,,,,,,,,,Bologna,240,00:02:40.324,Pass,
